	ARNT2	ARX	ASCL1	ASCL2	CCDC17	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	HES4	HEY1	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	LMX1A	LMX1B	LTF	MAFA	MAFB	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	RFX6	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF514	ZNF519	ZNF846	ZNF883
GO_ANCHORED_COMPONENT_OF_MEMBRANE		CD52 GFRA3 IGSF21 SYN1					CFC1 GPC2	CFC1 DPEP1 GPC6 NTNG2 RTN4RL1															CFC1 GFRA3 GPC2 SYN1	BST2 CNTN3	GFRA3 NEGR1 RTN4RL1																	GFRA3 NEGR1 SYN1	CFC1 DPEP1 GPC6 IGSF21 LSAMP LY6H LYPD8 RAB26 RAB3C				DPEP1 GPC2 LYPD8 RAB26 SYN1		GPC6 LYPD8						
GO_ANCHORED_COMPONENT_OF_PLASMA_MEMBRANE								GPC6 NTNG2 RTN4RL1																																															
GO_ANCHORED_COMPONENT_OF_SYNAPTIC_VESICLE_MEMBRANE																																											RAB26 RAB3C				RAB26 SYN1								
GO_ANCHORING_JUNCTION	KCNJ2 PARD6A PRKCG SPTBN4 SV2A	ANXA6 ARHGAP24 CD99L2 DCHS1 FZD4 IGSF21 KCNJ2 PMP22 PRKCG SLC8A1	ACTN3 ANXA6 CCDC85B CLDN6 FLT1 FZD4 PARD6A SCN1B	CLDN6 CORO2B DST FXYD1 FZD4 KCNJ2																							FZD4 KCNJ2			CDH22 DCHS1 EPHA4 GJD2 TRPC6	KCNJ11 LIMS2 STARD8 SV2A SYNM																							ACTN3 AKR1B1 ANXA6 CADM3 CCDC85B CD99L2 CDH22 CLDN6 CORO2B KCNJ11 LCP1 LIMS2 SCN1B	
GO_ANIMAL_ORGAN_MATURATION																																																		DCHS1 LTF					
GO_ANIMAL_ORGAN_MORPHOGENESIS			ANXA6 APLP1 BASP1 CELSR2 FZD4 LEFTY1 NTRK2 PARD6A PRICKLE2 SDK1 STX2					ATP6V1B1 CCDC39 CEP290 EDAR GPC6 MDK MYBPC3 NTNG2 TMEFF1 USH1G		BCL2 CCDC39 DLL4 FGF17 GRHL3 HEY1 IGF2 LEFTY1 LIMS2 LRIG1 MMP13 MYBPC3 NKD1 PGF PTCH1											AGT APLP1 BASP1 MMP2 PBX3 SIX2 TMEFF2		ANXA6 CELSR2 CEP290 COL1A2 DLL1 ISL1 LEFTY1 LRIG1 MMP13 MYO3A PAPPA2 PBX3 PGF PRICKLE2 SIX2 SLITRK6 STRC		APLP1 ATP6V1B1 CABP4 CCDC39 DNAH11 GDF11 IGFN1 LRIG1 MMP13 NKD1 NTRK2 PAX6 PROX1 PTCH1 ROBO1 TMEFF1	CABP4 DCHS1 DLL1 FGF17 FOXJ1 GDF11 IGFN1 MMP13 NKD1 SFRP1 SLITRK6 STX2 WNT9A				COL1A2 DCHS1 IGF2 NTRK2 SDK1 TMEFF1			EDAR FBN1 GPC6 GRHL3 MMP13 PBX3 SLITRK6	BCL2 CSF1R DLL4 FGF9 GRHL3 IGFN1 LEFTY1 LRIG1 LTF PGF PROX1 PTCH1 USH2A	CCDC40 DLL1 DLL4 FGF9 FJX1 MDK MMP2 NTNG2 PGF PLAG1 PROX1 SIX2 SOX4 STRC	BASP1 DLL4 ISL1 NDRG4 NTRK2 SOX4 STRC STX2 USH2A	BCL2 CCDC40 FZD4 HEYL PAX6							APLP1 ATP6V1B1 CCDC40 CELSR2 CEP290 FOXJ1 FZD4 GPC6 NKD1 NR4A3 PARD6A PRICKLE2 SLITRK6 USH2A WNT9A	DACT1 ISL1 LEFTY1		AGT CABP4 CEP290 CPE DCHS1 DSCAML1 ID4 ISL1 MDK MMP2 MYO3A NDRG4 NEUROD1 NTRK2 SDK2 SIX2 STRC USH1G		GPC6 LIMS2 STRC USH2A				ANXA6 CPE CSF1R DACT1 DLL4 MMP2 MYO3A NKD1 NKX6-1 WNT9A		
GO_ANIMAL_ORGAN_REGENERATION										ANGPT2 LCP1 PGF PTCH1									ANGPT2 NNMT NR4A3				APOA1 NNMT PGF		ANGPT2 NNMT PTCH1							APOA1 LCP1		NNMT PGF PTCH1										LCP1 NR4A3											
GO_ANION_CATION_SYMPORTER_ACTIVITY																																											SLC12A5 SLC18A1												
GO_ANION_CHANNEL_ACTIVITY									CLCA4 CLCNKA GABRE SLC26A7	CLCA1 GABRB3 GABRG2	CLCA1 CLCA4 GABRG2		CLCN4 CLCNKA GABRA1																CLCA4 GABRP														CLCA4 GABRA1 GABRE GABRP												
GO_ANION_HOMEOSTASIS						ATP6V1B1 SLC12A5																										APOA1 ENPP7																							
GO_ANION_TRANSMEMBRANE_TRANSPORT									AGT CLCA4 CLCNKA GABRE RGS4 SLC16A12 SLC26A7 SLC7A14	CLCA1 GABRB3 GABRG2 SLC1A2 SLC38A3	CLCA1 CLCA4 GABRG2		CLCN4 CLCNKA GABRA1 SLC16A12 SLC7A4																						FXYD1 GABRE RGS4 SLC16A12 SLC38A5								AGT CLCA4 GABRA1 GABRE GABRP RGS4 SLC12A5 SLC16A12 SLC7A14												
GO_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY													CLCN4 CLCNKA GABRA1 SLC16A12 SLC7A4																																										
GO_ANION_TRANSPORT																																ACE APOA1 APOC3 DRD2 SLC22A13 SLC38A3 STXBP1						CLCNKA CPLX1 SLC7A2 SV2A											AVPR1B CES1 RGS4						
GO_ANTERIOR_POSTERIOR_AXIS_SPECIFICATION																					BASP1 SIX2																																		
GO_ANTERIOR_POSTERIOR_PATTERN_SPECIFICATION			BASP1 CELSR2 HHEX																		BASP1 PBX3 SIX2		CELSR2 CFC1 CFC1B DLL1 PBX3 SIX2			DLL1 GDF11 NKD1 SFRP1									DLL1 HES4 HES6 SIX2		HEYL PAX6	CFC1B PBX3	CELSR2 CFC1B PBX3																
GO_ANTEROGRADE_AXONAL_PROTEIN_TRANSPORT									KIF5A MAP1A																																		DLG2 KIF5A MAP1A												
GO_ANTEROGRADE_AXONAL_TRANSPORT		DLG2 NEFL				AP3B2 CNIH2 DLG2 MAP2			HAP1 KIF5A MAP1A		DLG2 HAP1																									DLG2 KIF1A							CNIH2 DLG2 HAP1 KIF5A MAP1A MAP2											CNIH2 MAP1A	
GO_ANTIBACTERIAL_HUMORAL_RESPONSE													LTF SPON2																												DEFB1 SPON2														
GO_ANTIGEN_PROCESSING_AND_PRESENTATION																								ACE CCL19																											ACE DYNC1I1 KIF5A				
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN																																						CENPE DYNC1I1													ACE DYNC1I1 KIF5A				
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II																																						CENPE DYNC1I1													DYNC1I1 KIF5A				
GO_AORTA_DEVELOPMENT						HEY1 PDE2A				DLL4 HEY1															PROX1 ROBO1									DLL4 PROX1	DLL4 PROX1 SOX4	DLL4 SOX4					DLL4 HEY1														
GO_AORTA_MORPHOGENESIS										DLL4 HEY1																								DLL4 PROX1	DLL4 PROX1 SOX4	DLL4 SOX4					DLL4 HEY1														
GO_APICAL_DENDRITE																																											MAP1B MAP2 SEZ6												
GO_APICAL_JUNCTION_ASSEMBLY	PARD6A PRKCH		CLDN6 PARD6A																CLDN6 GPBAR1 PARD6A		CLDN6 GPBAR1				CLDN6 PRKCH									CDH5 GPBAR1					CDH5 PRKCH																
GO_APICAL_JUNCTION_COMPLEX																			CLDN6 JAM3 PARD6A PMP22																																				
GO_APICAL_PART_OF_CELL											ANK2 CLCA4 INSC MUC17					EDAR INSC												PAPPA2 SLC14A2 SLC22A13 UPK2																ABCC4 ATP6V1B1 KL PARD6A SLC25A27 USH2A											
GO_APICAL_PLASMA_MEMBRANE	PARD6A SLC14A2 UPK2																											PAPPA2 SLC14A2 SLC22A13 UPK2																											
GO_APICAL_PROTEIN_LOCALIZATION																																											INSC JAM3				INSC JAM3								
GO_APOPTOTIC_PROCESS																								CCL19 CNR1 IFI27 RNF157 XAF1															AKR1B1 CD70 CDH5 DOCK8 GADD45G ITPR1 NTRK2 PRKCH														AIF1 ANXA6 CNR1 CRH CSF1R GAL GRIK5 SHF SSTR3 STXBP1 WNT9A		
GO_APPENDAGE_DEVELOPMENT																															PTCH1 WNT9A																								
GO_APPENDAGE_MORPHOGENESIS																															PTCH1 WNT9A																								
GO_ARACHIDONIC_ACID_SECRETION																																ACE DRD2																							
GO_AROMATIC_AMINO_ACID_FAMILY_CATABOLIC_PROCESS	ASRGL1 FTCD																		ASRGL1 FTCD																												AADAT QDPR								
GO_AROMATIC_AMINO_ACID_FAMILY_METABOLIC_PROCESS	ASRGL1 FTCD																		ASRGL1 FTCD																												AADAT QDPR								
GO_ARTERY_DEVELOPMENT																																		DLL4 PROX1	DLL4 MDK PROX1 SOX4	DLL4 SOX4					DLL4 HEY1 MDK														
GO_ARTERY_MORPHOGENESIS										DLL4 HEY1																								DLL4 PROX1	DLL4 MDK PROX1 SOX4	DLL4 SOX4					DLL4 HEY1 MDK														
GO_ASPARTIC_TYPE_PEPTIDASE_ACTIVITY																																											PGA3 PGA5				PGA3 PGA4								
GO_ASSOCIATIVE_LEARNING								MAP1A NEUROD2	AGT CRH MAP1A NEUROD2												AGT MAP1A RGS14 SNAP25										ASIC1 CRH GRIN1	DRD2 NDRG4				BRSK1 NDRG4 SNAP25	ASIC1 RGS14						AGT ASIC1 BRSK1 DRD2 MAP1A NDRG4 NEUROD2 RGS14 SNAP25	ASIC1 DRD2			AGT BRSK1 NDRG4 NPTX2 RGS14		CRH TAC1					AGT GRIN1 MAP1A	
GO_ASTER																										FAM161A MAP9																													
GO_ASTROCYTE_DEVELOPMENT																							DLL1 TTBK1																																
GO_ASTROCYTE_DIFFERENTIATION																														EPHA4 TTBK1							EPHA4 PAX6																		
GO_ASYMMETRIC_CELL_DIVISION						INSC POU5F1																															PAX6 RGS14						INSC RGS14				INSC RGS14								
GO_ATPASE_ACTIVITY							ATP6V1G2 CHD5							DNAH14 FIGNL2																				HSPA2 HSPA6 KIF1A MSH5		ATP13A4 FIGNL2 HSPA2 KIF1A MSH5 RNF213																			
GO_ATPASE_BINDING		BRSK2 S100A1																																																					
GO_ATPASE_COMPLEX		ACTL6B DPF3																																																					
GO_ATPASE_COUPLED_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY										ATP1A3 ATP6V1G2													ABCC4 ATP1A3 ATP6V0E2																			ABCC4 ATP6V0E2	ABCC8 ATP1A3 ATP6V0E2 ATP6V1G2											ATP6V0E2 KCNJ11	
GO_ATPASE_DEPENDENT_TRANSMEMBRANE_TRANSPORT_COMPLEX				ATP1A3 FXYD1																																							ABCC8 ATP1A3												
GO_ATPASE_REGULATOR_ACTIVITY						BRSK2 MYBPC3																																																	
GO_ATP_DEPENDENT_MICROTUBULE_MOTOR_ACTIVITY																																																			DNAH11 KIF5A				
GO_ATRIAL_CARDIAC_MUSCLE_CELL_TO_AV_NODE_CELL_SIGNALING									ANK2 CACNA1C CACNB2 KCNJ3 SCN3B												CACNA1C KCNJ3																						ANK2 CACNA1C KCNJ3												
GO_ATRIAL_SEPTUM_DEVELOPMENT																																				ISL1 SOX4							ANK2 ISL1												
GO_ATRIAL_SEPTUM_MORPHOGENESIS																																				ISL1 SOX4																			
GO_ATRIOVENTRICULAR_VALVE_DEVELOPMENT																																																		DCHS1 SOX4					
GO_AUDITORY_RECEPTOR_CELL_DEVELOPMENT																							SLITRK6 STRC																																
GO_AUDITORY_RECEPTOR_CELL_MORPHOGENESIS																							SLITRK6 STRC																																
GO_AUTONOMIC_NERVOUS_SYSTEM_DEVELOPMENT																									GFRA3 NTRK1																	GFRA3 INSM1								ARX ASCL1 GFRA3 SOX4					
GO_AV_NODE_CELL_TO_BUNDLE_OF_HIS_CELL_COMMUNICATION									CACNA1C CACNB2																CACNA1C CACNA1G																						CACNA1C CACNA1G								
GO_AXIS_ELONGATION																										NKD1 SFRP1																													
GO_AXIS_ELONGATION_INVOLVED_IN_SOMITOGENESIS																										NKD1 SFRP1																													
GO_AXIS_SPECIFICATION																					BASP1 SIX2					DLL1 SFRP1								CXXC4 PTCH1		BASP1 CXXC4																			
GO_AXON	DNM3 MAP3K12 PRKCG PTPRN2 SPTBN4 SRCIN1 STXBP1	BRSK2 C1QL1 DLG2 GAP43 MX1 MX2 NEFL PRKCG SLC18A1 SLC8A1 SNAP25 SRCIN1 STMN4 STX1A SYN1 SYT2 TUBB3 UCN3	BASP1 DPYSL3 KCNAB2 NTRK2 PTPRN2 SCN1B	ATP1A3 DLG2 DNM3 DST TENM2		AP3B2 APBB1 BRSK1 BRSK2 C1QL1 CADM2 CDK5R1 CDK5R2 CNGA3 DLG2 DNM3 DSCAML1 KCNIP3 KCNJ11 MAP2 MAP6 MX1 NTRK1 SNAP25 SYN1 SYP TPGS1 TUBB3		KCNIP3 MAP1A NTNG2 NTRK1 SCN2A SLC18A1 STMN4	BSN CABP4 CNGA3 CNR1 CPLX2 CRH DST HAP1 KCNC1 KIF5A KIRREL3 MAP1A MAP1B MAP9 MAST1 NEFM PRKCG PTPRN RET SCN1B SLC8A1 SRCIN1 SYP SYT2 TMOD2 UCN3 UNC80 USH2A	ATP1A3 CRMP1 DDC DPYSL3 DRD2 EPHA4 GABRG2 GAP43 HAP1 NEFM PTCH1 PTPRN2 SLC1A2 TENM2 TMOD2 UCN3 UNC13A VSTM2L	DDC DLG2 DNM3 GABRG2 GHRL HAP1	KCNC1 SLC18A1 STMN2 STX1A TENM2 TMOD2 TUBB4A UNC80		MAP3K12 PRKCG UNC80			AP3B2 CABP4 MAP6 PRKCG SH2D3C STX1A STXBP1 SYT5			MAP1A MX1 SYT2	BASP1 KCNC1 MAP1A MAP6 PRPH PTPRN SH2D3C SNAP25	CPLX1 DRD2 KCNAB2 MAP9 PTPRN2	ATP1A3 CPT1C KCNAB2 KIRREL3 MAP9 NEFL STX1A SYN1 SYP UCN3 UNC80			CABP4 CPT1C INSRR MAP9 MX1 NTRK1 SLC1A2 SRCIN1 SYT2 TUBB3 UNC80		DNM3 NCS1 RET SCN2A SLC18A1	APBB1 CPLX2 DST KCNC1	CACNG7 CADM2 DDC EPHA4 KIF5A NTRK2 SH2D3C SRCIN1	CDK5R1 CRH GRIN1 KCNJ11 MAPK8IP1 MAST1 PRRT2 PTCH1 SRCIN1	DDC DRD2 KCNIP3 SCN1B STMN3 STXBP1 TUBB3 VSTM2L	DPYSL3 DRD2 MX1 SLC1A2 TPGS1	BOC KIF1A MAP9 PTCH1 PTPRN2 USH2A		ADORA2A BASP1 BRSK1 CDK5R2 DLG2 DST GRIK5 KCNAB2 KIF1A KIRREL3 NTRK2 PRRT2 SNAP25 SPTBN4 USH2A	EPHA4 INSRR KCNAB2 MAP9 STMN3	CPLX1 DDC MAP9 NEFL					APBB1 ATP1A3 BASP1 BOC BRSK1 BSN CACNG7 CDK5R2 CPLX2 DLG2 DRD2 GAP43 GRIK5 HAP1 KCNIP3 KIF5A KIRREL3 MAP1A MAP1B MAP2 MAP6 NEFM NFASC NTS RET SCGN SCN1B SLC18A1 SNAP25 SPTBN4 SRCIN1 STX1A SYP TPGS1 UCHL1 UCN3 UNC80 USH2A		SYP SYT5 TAC1	DDC GAP43 MX1 PTPRN2 RET UNC80	ADORA2A BRSK1 C1QL1 CABP4 CDK5R2 CNGA3 DDC DLG2 DSCAML1 DST GHRL INSRR KIRREL3 MAP6 NTRK2 PRRT2 PTPRN STMN3 SYN1 SYT2 UCHL1		CRH SCN1B TAC1 USH2A	ATCAY ATP1A3 GRIK3 KCNA6 UCHL1	CADM2 DDC DPYSL3 KCNA6 KIF5A MX2 PRPH PTPRN2 ROBO1 SLC8A1 SYT5 TUBB3		ATP1A3 C1QL1 CDK5R2 CNR1 CPLX2 CRH GRIK5 MAST1 NCS1 SH2D3C SPTBN4 STMN3 STXBP1 SYP TUBB3	APBB1 CPT1C GRIN1 KCNJ11 MAP1A MAP6 MAPK8IP1 RET SCGN SCN1B SYP	
GO_AXONAL_FASCICULATION										EPHA4 EPHB3																											EPHA4 EPHB3																		
GO_AXONAL_GROWTH_CONE										EPHA4 PTCH1																					MAPK8IP1 PTCH1			BOC PTCH1																					
GO_AXONAL_TRANSPORT		DLG2 NEFL		DLG2 DST		AP3B2 CNIH2 DLG2 MAP2			DST HAP1 KIF5A MAP1A		DLG2 HAP1																									DLG2 DST KIF1A							CNIH2 DLG2 HAP1 KIF5A MAP1A MAP2 UCHL1				DLG2 DST UCHL1							CNIH2 MAP1A	
GO_AXONAL_TRANSPORT_OF_MITOCHONDRION																																											HAP1 UCHL1												
GO_AXONEMAL_DYNEIN_COMPLEX_ASSEMBLY									CCDC39 TEKT2																												CCDC40 TTC25							CCDC40 LRRC49											
GO_AXONEME_ASSEMBLY								CCDC39 DNAJB13											TPGS1 TTC25						CCDC39 DNAJB13						CCDC39 DNAJB13 RSPH4A				CCDC40 DNAJB13		CCDC40 TTC25							CCDC40 FOXJ1 LRRC49											
GO_AXONOGENESIS_INVOLVED_IN_INNERVATION																									NPTX1 NTRK1	NPTX1 NTRK1																													
GO_AXON_CHOICE_POINT_RECOGNITION																									EFNB3 ROBO1																		EFNB3 GAP43												
GO_AXON_CYTOPLASM		DLG2 NEFL		DLG2 DST		AP3B2 DLG2			DST HAP1 KIF5A MAP1A		DLG2 HAP1																									DLG2 DST KIF1A							DLG2 HAP1 KIF5A MAP1A UCHL1				DLG2 DST UCHL1								
GO_AXON_DEVELOPMENT	CELSR3 CHRNB2 SPTBN4 STXBP1	BRSK2 GAP43 GFRA3 NEFL SPP1 TUBB2B TUBB3				APBB1 BRSK1 BRSK2 CDK5R1 DSCAML1 MAP2 MAP6 NR4A3 NTRK1 RTN4RL1 TUBB3		MAP1A NTNG2 NTRK1 RTN4RL1 SPP1 TMEFF1	CNR1 DOK6 EPHA8 ETV1 GFRA1 GFRA3 ISLR2 JAM3 KIF5A LGR6 MAP1A MAP1B NR4A3 PAX6 PLXNC1 RET SCN1B	ADCY1 BCL2 CRMP1 DRD2 EPHA4 EPHB3 GAP43 GFRA1 LGR6 LINGO1 PTCH1 VSTM2L		ADCY1 BCL2 CHRNB2 EVL PAX6 RTN4RL1 SHC3							BRSK1 CSF1R JAM3 NR4A3 NREP NTRK1 RTN4RL1 TUBB2B						EFNB3 GFRA3 LGR6 NPTX1 NTRK1 NTRK2 PAX6 PTCH1 ROBO1 RTN4RL1 TMEFF1 VASH2			APOA1 ISLR2 RET		ADCY1 EPHA4 KIF5A NTRK2 TMEFF1 TUBB2B		APOA1 DOK6 DRD2 EPHB3 NREP SCN1B SPP1 STXBP1 TUBB3 VSTM2L		ADCY1 BCL2 BOC CSF1R EPHB3 PTCH1 SEMA6B TUBB2B			BCL2 EPHA4 EPHB3 LINGO1 PAX6 SEMA6B						APBB1 BOC BRSK1 CHL1 DOK6 DRD2 EFNB3 ETV1 GAP43 ISL1 JAM3 KIF5A LINGO1 LMX1A MAP1A MAP1B MAP2 MAP6 NFASC RET SCN1B SHC3 SLITRK6 SPP1 SPTBN4 TUBB2B UCHL1				BRSK1 CXCL12 DSCAML1 ETV1 ISL1 JAM3 MAP6 NTRK2 UCHL1			ARX EPHA8 EVL GFRA3 UCHL1	EVL KIF5A MATN2 NREP ROBO1 SHC3 TUBB2B TUBB3		CNR1 CSF1R NKX6-1 SPTBN4 STXBP1 TUBB3	APBB1 EFNB3 GRIN1 LINGO1 MAP1A MAP6 MATN2 RET SCN1B TMEFF1	
GO_AXON_GUIDANCE_RECEPTOR_ACTIVITY																									GFRA3 ROBO1																	GFRA3 ROBO1													
GO_AXON_HILLOCK																																											MAP2 SPTBN4												
GO_AXON_INITIAL_SEGMENT						CNGA3 MAP2			CNGA3 MAP1A																																		MAP1A MAP2 NFASC SPTBN4												
GO_AXO_DENDRITIC_PROTEIN_TRANSPORT									KIF5A MAP1A																																		DLG2 KIF5A MAP1A												
GO_AXO_DENDRITIC_TRANSPORT		DLG2 NEFL		DLG2 DST		AP3B2 CNIH2 DLG2 MAP2			DST HAP1 KIF5A MAP1A		DLG2 HAP1																									DLG2 DST KIF1A							CNIH2 DLG2 HAP1 KIF5A MAP1A MAP2 UCHL1				DLG2 DST UCHL1								
GO_AZUROPHIL_GRANULE_LUMEN																			FABP5 TTR																																				
GO_A_BAND		S100A1 SMTNL2							ANK2 DST																																														
GO_BASAL_DENDRITE																																											MAP1B MAP2												
GO_BASEMENT_MEMBRANE			APLP1 MATN2					NTNG2 TMEFF1													APLP1 TMEFF2				APLP1 COLQ SPARC TMEFF1					THBS4 TMEFF1				FGF9 USH2A	FGF9 NTNG2 SMOC2	DST SMOC2 USH2A							APLP1 COLQ FGF9 SMOC1 THBS4 TMEFF2 USH2A	APLP1 THBS4 USH2A										APLP1 MATN2 TMEFF1	
GO_BASIC_AMINO_ACID_TRANSMEMBRANE_TRANSPORT																																															AGT SLC7A4								
GO_BASIC_AMINO_ACID_TRANSPORT																																															AGT SLC7A4								
GO_BASOLATERAL_PLASMA_MEMBRANE											ANK2 DLG2 SLC14A1							ABCC4 NAIP																		DLG2 DST LIN7A NDRG4 STX2																			
GO_BEHAVIOR	AFF2 CEND1 CHRNB2 NPY PRKCG SPTBN4	C1QL1 FZD4 PAK6 PRKCG SEZ6 SNAP25 UNC79		ADCY5 FZD4 NRXN2 PAK6 RGS14		ARC ATP6V1B1 BRSK1 C1QL1 JPH4 NR4A3 NRXN2 NTRK1 SLC12A5 SNAP25 TPGS1 TTBK1 UNC79		ATP6V1B1 MAP1A MDK NEUROD2 NTRK1 SCN2A	AGT ASIC4 CHRNA5 CNR1 CRH DACH1 ETV1 GIP JPH4 KIRREL3 MAP1A NEUROD2 NR4A3 NRXN2 PBX3 PCDH17 PRKCG TMOD2 UNC79	ADCY1 APLN ARC BCL2 BRS3 CHRNA5 DRD2 EPHA4 GABRG2 NRXN2 PYY SLC1A2 TMOD2	ADCY5 GABRG2 GHRL GIP NPW SLITRK6 TMOD1	ADCY1 ADCY5 APLN BCL2 CHRNA3 CHRNA5 CHRNB2 GIP SEZ6L SHC3 TMOD1 TMOD2			CARTPT DNAH11 EFNB3		ADCY1 ARC MCOLN3 NPTX2 PBX3 PRKCG		ADORA2A APLN BRSK1 CHRNA5 NR4A3 NTRK1 TPGS1	MAP1A NPW	AGT ETV1 GNAO1 MAP1A NRXN2 PBX3 PCDH17 RGS14 SNAP25		ASIC1 GAL GIP KIRREL3 LMX1A PAK6 PBX3 PYY SEZ6L SHC3 SLITRK6 TTBK1 UNC79		ATP6V1B1 DNAH11 EFNB3 MCOLN3 NEGR1 NPY NTRK1 NTRK2 SEZ6L		BRS3 FZD4			ADCY1 EPHA4 NPW NTRK2 SDK1 THBS4 TTBK1	ARC ASIC1 CRH GRIN1		DRD2 PBX3 SLC1A2 SLITRK6 TMOD1 TPGS1	ADCY1 APLN BCL2 MCOLN3 TTBK1		ADORA2A BRSK1 KIRREL3 NDRG4 NPY NTRK2 SNAP25 SPTBN4	ASIC1 BCL2 EPHA4 FZD4 PAK6 RGS14		APLN CEND1 DACH1 NTRK2 PBX3	PAK6 SHC3 TMOD1	ADCY1 ARC DNAH11 DRD2 FOXP2 MCOLN3 MDK NEGR1 NRXN2 TPGS1 TTBK1	CEND1 FZD4 NEGR1 SLC12A5 TMOD1 TTBK1 UNC79	AGT ASIC1 ASIC4 BRS3 BRSK1 CEND1 CHL1 CHRNA5 DRD2 EFNB3 ETV1 FZD4 GIP GNAO1 KIRREL3 LMX1A MAP1A MCOLN3 MDK NDRG4 NEUROD2 NPW NRXN2 PAK6 PBX3 PYY RGS14 SEZ6 SEZ6L SHC3 SLC12A5 SLITRK6 SNAP25 SPTBN4 THBS4 TMOD1 TPGS1 UCHL1	APLN ASIC1 ATP6V1B1 CHRNB4 DRD2 FZD4 GABRG2 NR4A3 PYY SLITRK6 THBS4			ADORA2A AGT ARC ASIC4 BRSK1 C1QL1 CEND1 CXCL12 ETV1 GAL GHRL JPH4 KIRREL3 MDK NDRG4 NPTX2 NRXN2 NTRK2 RGS14 SEZ6 TMOD1 UCHL1			AGT CACNA1B GNAO1 MAPK8IP2 UCHL1			C1QL1 CNR1 CRH GAL NEGR1 SPTBN4	AGT APLN ATP6V1B1 BRS3 DACH1 EFNB3 GRIN1 MAP1A MDK NPW SEZ6 TMOD1	
GO_BEHAVIORAL_RESPONSE_TO_NICOTINE												CHRNA3 CHRNA5 CHRNB2																																											
GO_BENZENE_CONTAINING_COMPOUND_METABOLIC_PROCESS																																															AADAT GSTM2								
GO_BENZODIAZEPINE_RECEPTOR_ACTIVITY																																											GABRA1 GABRE												
GO_BETA_CATENIN_BINDING													CDH5 PTPRT																																										
GO_BILE_ACID_BIOSYNTHETIC_PROCESS										CYP27A1 OSBPL6			OSBPL6 PROX1																																										
GO_BILE_ACID_METABOLIC_PROCESS										CYP27A1 OSBPL6 SULT2A1			OSBPL6 PROX1																																										
