	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CBX2	CCDC17	CSRNP3	CXXC4	DACH1	DPF3	DZIP1	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF117	ZNF382	ZNF492	ZNF514	ZNF519	ZNF788	ZNF846	ZNF853	ZNF883
GO_ACTIN_FILAMENT_BASED_PROCESS			ACTN3 APOA1 BRSK2 CACNA1C CACNA2D1 CSF1R FMN2 FOXJ1 FRMPD4 GRHL3 JAM3 KCNE4 KCNJ2 KCNJ3 LIMCH1 MDK MTSS1 PAK3 PROX1 RGS4 SFRP1 SMTNL2 TMEFF2 TMOD1 TMOD2 TRPM2	ACTN3 BRSK2 CACNA1G CCDC88A CDK5R1 CSF1R DPYSL3 HCN4 KCNJ2 LIMCH1 PAK3 PPM1E SAMD14 SCN1B TRPM2	ABLIM2 ACTN3 ANK2 BRSK2 CACNA1G CCDC88A CDK5R1 CORO2B CSF1R INA KCNH2 KCNJ2 PPM1E SAMD14 SCN1B SPTBN4 TRPM2									AIF1 BRSK2 CACNA1C CACNB2 CCDC88A CDK5R1 CIT CSF1R DPYSL3 EVL FOXJ1 GRHL3 INSRR LCP1 LIMCH1 MAD2L2 MTSS1 MYBPC3 PLEKHH2 PPM1E SAMD14 SPTBN4 TMOD2 TMSB15B	EVL FOXJ1 GHRL KCNH2 MTSS1 SCN3B SPTBN4 STARD8 SYNE2	ACTN3 AIF1 ANK2 APOA1 CACNA1G CACNA2D1 CCDC88A CDK5R1 CIT CORO2B EVL FRMPD4 GHRL GRHL3 HCN4 INA JAM3 KCNH2 KCNJ2 KCNJ3 LCP1 MAD2L2 MDK MTSS1 MYBPC2 MYBPC3 PLEKHH2 PROX1 RGS4 SAMD14 SCN1B SCN3B SFRP1 SMTNL2 SPTBN4 STARD8 SYNE2 TMOD2 TMSB15B	ACTN3 ADD2 AIF1 ANK2 BRSK2 CACNA1C CACNA2D1 CACNB2 CCDC88A CDK5R1 CSF1R FMN2 FOXJ1 FRMPD4 GHRL HCN4 INA JAM3 KCNE4 KCNH2 KCNJ2 KCNJ3 LCP1 LIMCH1 MAD2L2 MTSS1 MYBPC2 MYBPC3 PGM5 PLEKHH2 PPM1E PROX1 RGS4 SAMD14 SCN1B SCN3B SFRP1 SMTNL2 SPTBN4 STARD8 SYNE2 TMOD2 TMSB15B	ABLIM2 ADD2 AIF1 BCL2 BRSK2 CACNA1G CCDC88A CIT CORO2B DPYSL3 FMN2 FOXJ1 FRMPD4 GHRL GRHL3 HCN4 KCNE4 KCNJ2 LCP1 MTSS1 MYBPC3 PLEKHH2 PPM1E PROX1 RGS4 SAMD14 SCN1B SFRP1 SGCD STARD8 SYNE2 TMEFF2 TMOD2 TMSB15B TRPM2	ABLIM2 ANK2 CACNA1C CIT DPYSL3 GHRL KCNE4 PGM5 PLEKHH2 PPM1E SAMD14 SMTNL2 SYNE2 TMOD1 TMOD2	ABLIM2 ADD2 AIF1 BCL2 BST2 CSF1R EVL INA JAM3 KCNE4 LIMCH1 MYBPC2 PGM5 SGCD TMOD1 TMOD2 TRPM2					ADD2 BRSK2 BST2 CDK5R1				ABLIM2 ADD2 ANK2 CACNA1C CCDC88A CSF1R EVL FMN2 HCN4 INSRR JAM3 KCNJ3 LCP1 LIMCH1 PLEKHH2 PPM1E SMTNL2 SYNE2 TMSB15B		ABLIM2 CACNA1C CCDC88A CIT EVL FMN2 KCNJ3 PGM5 PLEKHH2 RGS4 SGCD SPTBN4 SYNE2 TMEFF2 TRPM2	CXCL12 INA KIT PAK3 TAC1	ABLIM2 ACTN3 ADD2 AIF1 ANK2 APOA1 BCL2 CACNA1C CACNA1G FMN2 FRMPD4 GRHL3 JAM3 KCNE4 KCNJ2 KCNJ3 LIMCH1 MDK PAK3 PGM5 PPM1E RGS4 SAMD14 SFRP1 SPTBN4 TAC1 TMOD1 TMSB15B TRPM2	ABLIM2 ACTN3 ADD2 AIF1 ANK2 APOA1 BCL2 BRSK2 CACNA1G CACNA2D1 CCDC88A CIT DPYSL3 EVL FMN2 FRMPD4 GRHL3 HCN4 JAM3 KCNE4 KCNJ3 MDK PLEKHH2 PPM1E RGS4 SAMD14 SFRP1 TMOD1 TMSB15B TRPM2	ABLIM2 ADD2 AIF1 ANK2 APOA1 BRSK2 CACNA1C CACNA1G CACNA2D1 CORO2B CSF1R FMN2 GRHL3 INSRR JAM3 KCNE4 KCNJ2 KCNJ3 LCP1 MTSS1 MYBPC3 PGM5 PLEKHH2 PPM1E PROX1 SAMD14 SFRP1 SGCD STARD8 SYNE2 TMOD1 TMOD2 TMSB15B	ADD2 AIF1 ANK2 APOA1 BCL2 CACNA1C CACNA1G CIT DPYSL3 EVL FMN2 FOXJ1 GRHL3 HCN4 INSRR JAM3 KCNE4 KCNH2 KCNJ2 KCNJ3 LCP1 MDK MTSS1 PAK3 PGM5 PROX1 SAMD14 SCN3B SFRP1 SGCD STARD8 TMEFF2 TMOD1 TMOD2 TMSB15B				ABLIM2 ADD2 BRSK2 CACNA1C CACNA2D1 CCDC88A CDK5R1 CIT CORO2B CSF1R CXCL12 DPYSL3 EVL GHRL KCNE4 KCNH2 KCNJ3 KIT LIMCH1 MDK PAK3 PROX1 RGS4 SCN3B SPTBN4 TMEFF2 TRPM2				ADD2 ANK2 APOA1 BCL2 BRSK2 CACNA1G CACNA2D1 CIT CXCL12 DPYSL3 EVL FOXJ1 GRHL3 INSRR KCNJ2 LCP1 LIMCH1 MDK MTSS1 MYBPC3 PROX1 SAMD14 SCN1B SCN3B SGCD SPTBN4 TMOD1	ADD2 ANK2 BCL2 CACNA1C CACNA2D1 CACNB2 CORO2B DPYSL3 FMN2 GRHL3 KCNE4 MTSS1 PGM5 PPM1E SPTBN4 SYNE2 TMEFF2 TMOD1 TRPM2	ADD2 APOA1 BCL2 BRSK2 CACNA1G CACNA2D1 CORO2B CSF1R EVL FOXJ1 GRHL3 HCN4 PGM5 PROX1 SAMD14	ABLIM2 ACTN3 ADD2 AIF1 BCL2 BRSK2 CACNA1G CACNA2D1 CORO2B CXCL12 FRMPD4 HCN4 INA KCNJ2 KCNJ3 LIMCH1 MAD2L2 MDK MTSS1 MYBPC3 PLEKHH2 PROX1 RGS4 SCN1B SCN3B SPTBN4 SYNE2	ACTN3 AIF1 ANK2 APOA1 BRSK2 CACNA1G CIT CORO2B FMN2 FOXJ1 GRHL3 INA KCNE4 KCNJ2 MTSS1 PGM5 PPM1E RGS4 SAMD14 SFRP1 SPTBN4 TMOD1 TMSB15B					ABLIM2 ADD2 AIF1 ANK2 APOA1 BRSK2 CACNB2 CCDC88A CDK5R1 FOXJ1 FRMPD4 GHRL GRHL3 HCN4 INA INSRR JAM3 KCNH2 MTSS1 MYBPC2 PLEKHH2 PPM1E SAMD14 SFRP1 SPTBN4 STARD8 TMOD1				AIF1 ANK2 BRSK2 CACNA1C CACNA1G CDK5R1 CORO2B CSF1R DPYSL3 EVL GRHL3 HCN4 KCNE4 KCNJ2 LCP1 LIMCH1 MAD2L2 MTSS1 MYBPC2 MYBPC3 PGM5 PPM1E PROX1 SCN1B SCN3B SGCD STARD8 SYNE2 TMOD1 TMOD2	ABLIM2 ADD2 AIF1 ANK2 APOA1 BCL2 BRSK2 CACNA1C CACNA1G CACNA2D1 CCDC88A CDK5R1 CIT CORO2B CSF1R DPYSL3 EVL FMN2 FOXJ1 FRMPD4 GRHL3 HCN4 JAM3 KCNE4 KCNH2 KCNJ3 LCP1 LIMCH1 MDK MTSS1 MYBPC2 MYBPC3 PPM1E PROX1 RGS4 SAMD14 SCN1B SGCD SMTNL2 SPTBN4 SYNE2 TAC1 TMEFF2 TMOD1 TMOD2 TMSB15B TRPM2				ACTN3 AIF1 ANK2 APOA1 BCL2 CACNA1C CACNA1G CACNA2D1 CCDC88A CDK5R1 CORO2B CSF1R CXCL12 DPYSL3 EVL FOXJ1 GHRL GRHL3 INSRR JAM3 KCNH2 KCNJ2 KIT LIMCH1 MAD2L2 MDK MTSS1 MYBPC3 PLEKHH2 PPM1E SAMD14 SCN3B SMTNL2 STARD8 SYNE2 TMOD1 TMSB15B					ADD2 AIF1 CACNA1C CACNB2 CIT DPYSL3 EVL FMN2 PGM5 PROX1 SGCD STARD8 TMOD1		ABLIM2 AIF1 BCL2 CACNA1G CDK5R1 CSF1R GRHL3 KCNJ2 LCP1 MAD2L2 MDK PPM1E SCN1B SFRP1 SPTBN4 SYNE2 TMOD1		ACTN3 AIF1 CDK5R1 CIT CORO2B FMN2 FOXJ1 GRHL3 HCN4 KCNH2 KCNJ2 LCP1 LIMCH1 MAD2L2 MDK MTSS1 PLEKHH2 SAMD14 SCN1B SCN3B SFRP1 SMTNL2 SYNE2 TMOD1 TMOD2 TMSB15B		
GO_ACTIN_FILAMENT_BINDING																									ADD2 CDK5R1			ABLIM2 AIF1 CDK5R1 LCP1																	ADD2 ANXA6 CACNB2 CORO2B SYNE2 TMOD1								ABLIM2 ADD2 AIF1 ANXA6 CACNB2 CDK5R1 SAMD14 TMOD1														ADD2 AIF1 ANXA6 CACNB2 TMOD1		ABLIM2 AIF1 ANXA6 CDK5R1 LCP1 SYNE2 TMOD1		AIF1 ANXA6 CDK5R1 CORO2B LCP1 SAMD14 SYNE2 TMOD1		
GO_ACTIN_FILAMENT_BUNDLE_ORGANIZATION														AIF1 CCDC88A DPYSL3 EVL LCP1 LIMCH1 PPM1E				ADD2 AIF1 CCDC88A CORO2B DPYSL3 FMN2 LCP1 PPM1E SFRP1 TMEFF2											ADD2 CCDC88A EVL FMN2 LCP1 LIMCH1 PPM1E		CCDC88A EVL FMN2 TMEFF2		ADD2 AIF1 APOA1 FMN2 LIMCH1 PPM1E SFRP1 TAC1	ADD2 AIF1 APOA1 CCDC88A DPYSL3 EVL FMN2 PPM1E SFRP1		ADD2 AIF1 APOA1 DPYSL3 EVL FMN2 LCP1 SFRP1 TMEFF2				ADD2 CCDC88A CORO2B DPYSL3 EVL LIMCH1 TMEFF2					ADD2 CORO2B DPYSL3 FMN2 PPM1E TMEFF2			AIF1 APOA1 CORO2B FMN2 PPM1E SFRP1									AIF1 CORO2B DPYSL3 EVL LCP1 LIMCH1 PPM1E	ADD2 AIF1 APOA1 CCDC88A CORO2B DPYSL3 EVL FMN2 LCP1 LIMCH1 PPM1E TAC1 TMEFF2						APOA1 CCDC88A TAC1			ADD2 AIF1 DPYSL3 EVL FMN2						
GO_ACTIN_FILAMENT_DEPOLYMERIZATION														PLEKHH2 SPTBN4 TMOD2					PLEKHH2 TMOD1 TMOD2	ADD2 TMOD1 TMOD2																									ADD2 SPTBN4 TMOD1								ADD2 PLEKHH2 SPTBN4 TMOD1			ADD2 PLEKHH2 SPTBN4 TMOD2																	
GO_ACTIN_FILAMENT_ORGANIZATION														AIF1 CCDC88A DPYSL3 EVL LCP1 LIMCH1 MAD2L2 PLEKHH2 PPM1E SAMD14 SPTBN4 TMOD2 TMSB15B				ADD2 AIF1 BCL2 CCDC88A CORO2B DPYSL3 FMN2 GHRL LCP1 PLEKHH2 PPM1E PROX1 RGS4 SAMD14 SFRP1 TMEFF2 TMOD2 TMSB15B														CXCL12 PAK3 TAC1	ADD2 AIF1 APOA1 BCL2 FMN2 LIMCH1 PAK3 PPM1E RGS4 SAMD14 SFRP1 SPTBN4 TAC1 TMOD1 TMSB15B																									ADD2 AIF1 APOA1 BCL2 CCDC88A CORO2B DPYSL3 EVL FMN2 LCP1 LIMCH1 PPM1E PROX1 RGS4 SAMD14 SPTBN4 TAC1 TMEFF2 TMOD1 TMOD2 TMSB15B															
GO_ACTIN_MEDIATED_CELL_CONTRACTION			ACTN3 CACNA1C CACNA2D1 KCNE4 KCNJ2 KCNJ3 LIMCH1 TMOD1	ACTN3 CACNA1G HCN4 KCNJ2 LIMCH1 SCN1B	ACTN3 ANK2 CACNA1G KCNH2 KCNJ2 SCN1B											ACTN3 ANK2 CACNA1G CACNA2D1 HCN4 KCNH2 KCNJ2 KCNJ3 MYBPC2 MYBPC3 SCN1B SCN3B	ACTN3 ANK2 CACNA1C CACNA2D1 CACNB2 HCN4 KCNE4 KCNH2 KCNJ2 KCNJ3 LIMCH1 MYBPC2 MYBPC3 SCN1B SCN3B	CACNA1G HCN4 KCNE4 KCNJ2 MYBPC3 SCN1B SGCD	ANK2 CACNA1C KCNE4 TMOD1	KCNE4 LIMCH1 MYBPC2 SGCD TMOD1	ACTN3 ANK2 CACNA1C CACNA1G KCNE4 SCN3B TMOD1								ANK2 CACNA1C HCN4 KCNJ3 LIMCH1				ACTN3 ANK2 CACNA1C CACNA1G KCNE4 KCNJ2 KCNJ3 LIMCH1 TMOD1	ACTN3 ANK2 CACNA1G CACNA2D1 HCN4 KCNE4 KCNJ3 TMOD1	ANK2 CACNA1C CACNA1G CACNA2D1 KCNE4 KCNJ2 KCNJ3 MYBPC3 SGCD TMOD1	ANK2 CACNA1C CACNA1G HCN4 KCNE4 KCNH2 KCNJ2 KCNJ3 SCN3B SGCD TMOD1		CACNA1G KCNE4 KCNH2 KCNJ2 TMOD1	CACNA1G CACNA2D1 KCNJ2 SCN3B	CACNA1C CACNA2D1 KCNE4 KCNH2 KCNJ3 LIMCH1 SCN3B		ACTN3 ANK2 KCNH2 SCN1B		ANK2 CACNA1G CACNA2D1 KCNJ2 LIMCH1 MYBPC3 SCN1B SCN3B SGCD TMOD1	ANK2 CACNA1C CACNA2D1 CACNB2 KCNE4 TMOD1		ACTN3 CACNA1G CACNA2D1 HCN4 KCNJ2 KCNJ3 LIMCH1 MYBPC3 SCN1B SCN3B	ACTN3 ANK2 CACNA1G KCNE4 KCNJ2 TMOD1					ANK2 CACNB2 HCN4 KCNH2 MYBPC2 TMOD1				ANK2 CACNA1C CACNA1G HCN4 KCNE4 KCNJ2 LIMCH1 MYBPC2 MYBPC3 SCN1B SCN3B SGCD TMOD1	ANK2 CACNA1C CACNA1G CACNA2D1 HCN4 KCNE4 KCNH2 KCNJ3 LIMCH1 MYBPC2 MYBPC3 SCN1B SGCD TMOD1	CACNA1C HCN4 KCNE4 KCNJ2 KCNJ3 LIMCH1 MYBPC2 MYBPC3 SCN3B TMOD1		CACNA2D1 MYBPC3 TMOD1	ACTN3 ANK2 CACNA1C CACNA1G CACNA2D1 KCNH2 KCNJ2 LIMCH1 MYBPC3 SCN3B TMOD1					CACNA1C CACNB2 SGCD TMOD1		CACNA1G KCNJ2 SCN1B TMOD1		ACTN3 HCN4 KCNH2 KCNJ2 LIMCH1 SCN1B SCN3B TMOD1		CACNA1C KCNH2
GO_ACTIN_MONOMER_BINDING														MTSS1 TMSB15B																																																											
GO_ACTION_POTENTIAL		CACNA1G CACNA1H CHRNB2 KCNAB2 KCNJ2 NTRK2	CACNA1C CACNA2D1 CHRNA1 KCNAB2 KCNE4 KCNJ2 KCNJ3 KCNMB3 SCN2A SLC8A1	CACNA1G CHRNB2 HCN4 KCNAB2 KCNJ2 KCNMB2 NTRK2 SCN1B SCN3A	ANK2 CACNA1G CHRNB2 KCNAB2 KCNH2 KCNJ2 NTRK2 SCN1B											ANK2 CACNA1G CACNA2D1 CHRNA1 CHRNB2 CHRNB4 CNR1 GJD2 HCN4 KCNAB2 KCNH2 KCNJ2 KCNJ3 KCNMB2 KCNMB3 SCN1B SCN2A SCN3A SCN3B SLC8A1	ANK2 CACNA1C CACNA2D1 CACNB2 CHRNA1 CHRNB2 CNR1 GJD2 HCN4 KCNE4 KCNH2 KCNJ2 KCNJ3 KCNMB3 SCN1B SCN3B SLC8A1	CACNA1G CACNA1H CHRNB4 HCN4 KCNAB2 KCNE4 KCNJ2 KCNMB3 NTRK2 SCN1B SCN2A	ANK2 CACNA1C CHRNA1 CHRNB2 CHRNB4 KCNE4 KCNMB2 KCNMB3 NTRK2	CHRNB2 KCNE4 KCNMB3 SCN2A	ANK2 CACNA1C CACNA1G GJD2 KCNAB2 KCNE4 KCNMB2 SCN3B TAC1								ANK2 CACNA1C CHRNB4 HCN4 KCNJ3 NTRK2	CACNA1G KCNMB3	CACNA1C KCNJ3 KCNMB2 SCN3A	SCN3A TAC1	ANK2 CACNA1C CACNA1G CHRNA1 CHRNB4 KCNAB2 KCNE4 KCNJ2 KCNJ3 KCNMB2 KCNMB3 SCN2A TAC1	ANK2 CACNA1G CACNA2D1 CHRNA1 HCN4 KCNAB2 KCNE4 KCNJ3 KCNMB3	ANK2 CACNA1C CACNA1G CACNA1H CACNA2D1 CHRNA1 CHRNB2 CHRNB4 CNR1 KCNE4 KCNJ2 KCNJ3 KCNMB2 KCNMB3 NTRK2 SLC8A1	ANK2 CACNA1C CACNA1G CACNA1H CHRNB4 CNR1 HCN4 KCNAB2 KCNE4 KCNH2 KCNJ2 KCNJ3 KCNMB2 KCNMB3 NTRK2 SCN3B SLC8A1	GJD2 SCN3A	CACNA1G CACNA1H CHRNA1 CHRNB4 KCNAB2 KCNE4 KCNH2 KCNJ2	CACNA1G CACNA2D1 CHRNA1 CHRNB4 KCNAB2 KCNJ2 SCN2A SCN3B SLC8A1	CACNA1C CACNA2D1 CHRNA1 CHRNB4 KCNE4 KCNH2 KCNJ3 KCNMB2 KCNMB3 NTRK2 SCN2A SCN3A SCN3B SLC8A1	CHRNA1 GJD2 NTRK2 SLC8A1	ANK2 CACNA1H KCNH2 SCN1B	CACNB2 GJD2 SCN3A	ANK2 CACNA1G CACNA1H CACNA2D1 CHRNB2 CHRNB4 KCNAB2 KCNJ2 NTRK2 SCN1B SCN3B	ANK2 CACNA1C CACNA2D1 CACNB2 KCNE4 KCNMB2 NTRK2 SCN2A SLC8A1	CACNA1G CACNA1H CACNA2D1 HCN4 NTRK2	CACNA1G CACNA1H CACNA2D1 CHRNB2 CHRNB4 HCN4 KCNJ2 KCNJ3 KCNMB2 KCNMB3 NTRK2 SCN1B SCN3B	ANK2 CACNA1G KCNAB2 KCNE4 KCNJ2 NTRK2 SLC8A1	CACNA1C CACNA1H KCNAB2 SLC8A1	CACNA2D1 KCNAB2 KCNJ3 KCNMB2 KCNMB3 NTRK2	ANK2 CACNA2D1 KCNAB2 KCNMB3 NTRK2		ANK2 CACNA1H CACNB2 CHRNA1 HCN4 KCNH2 SLC8A1		CACNB2 GJD2 SCN3A TAC1	ANK2 CACNA1G CACNA2D1 CHRNA1 KCNE4 KCNMB2 NTRK2 SLC8A1 TAC1	ANK2 CACNA1C CACNA1G CHRNA1 CHRNB4 CNR1 HCN4 KCNE4 KCNJ2 KCNMB2 NTRK2 SCN1B SCN3B	ANK2 CACNA1C CACNA1G CACNA2D1 CHRNA1 CHRNB2 CHRNB4 HCN4 KCNAB2 KCNE4 KCNH2 KCNJ3 KCNMB2 KCNMB3 SCN1B SCN2A SLC8A1 TAC1	CACNA1C CHRNA1 CHRNB4 CNR1 GJD2 HCN4 KCNAB2 KCNE4 KCNJ2 KCNJ3 NTRK2 SCN2A SCN3A SCN3B SLC8A1	SCN3A TAC1		ANK2 CACNA1C CACNA1G CACNA2D1 CHRNB2 CHRNB4 CNR1 KCNAB2 KCNH2 KCNJ2 KCNMB2 NTRK2 SCN3B		KCNH2 SCN1B TAC1			CACNA1C CACNB2 CHRNB4 KCNMB2 SCN2A SLC8A1		CACNA1G CNR1 KCNJ2 SCN1B		CHRNA1 CNR1 HCN4 KCNH2 KCNJ2 KCNMB3 SCN1B SCN3B		CACNA1C KCNH2
GO_ACTIVATING_TRANSCRIPTION_FACTOR_BINDING																							DUSP26 IFI27						ATOH8 DUSP26 IFI27			BEX1 DUSP26					BEX1 DUSP26	ATOH8 BEX1 DUSP26 NEUROD1									ATOH8 BEX1 DUSP26 MAD2L2								BEX1 IFI27											BEX1 DUSP26							
GO_ACTIVATION_OF_ADENYLATE_CYCLASE_ACTIVITY				ADCY1 ADCY5	ADCY1 ADCY5															ADCY1 ADCY5	ADCY1 ADCY2 ADCY5								ADCY1 ADCY2 ADCY5										ADCY2 ADCY5					ADCY1 ADCY2 ADCY5	ADCY2 ADCY5	ADCY1 ADCY5					ADCY1 ADCY2																						
GO_ACTIVATION_OF_GTPASE_ACTIVITY															FOXJ1 SGSM1 USP6								TBC1D3C USP6			ARHGAP24 SGSM1			ARHGAP24 SGSM1 TBC1D3C TBC1D3H USP6												ARHGAP24 SGSM1 TBC1D8B USP6									ARHGAP24 CCDC125 TBC1D3H						ARHGAP24 CCDC125 FOXJ1 SGSM1 TBC1D8B USP6											ARHGAP24 CCDC125 SGSM1 USP6	CCDC125 TBC1D3C TBC1D3H					TBC1D3C TBC1D3H
GO_ACTIVATION_OF_IMMUNE_RESPONSE																									HLA-DQA2 IGHG1 MUC5AC																																																CFH MUC2 MUC3A MUC5AC PRKCH
GO_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE												MUC16 MUC5AC			MUC17 MUC2 MUC5AC									MUC16 MUC5AC					FFAR2 MUC16 MUC3A MUC5AC MUC5B PLCG2																																												MUC2 MUC3A MUC5AC
GO_ACTIVATION_OF_JANUS_KINASE_ACTIVITY																	AGT SOCS1																					AGT SOCS1						AGT SOCS1																		AGT SOCS1									AGT SOCS1		
GO_ACTIVATION_OF_JUN_KINASE_ACTIVITY																													CCL19 MAP3K12																																												
GO_ACTIVATION_OF_MAPKK_ACTIVITY																																							MAP3K12 NTRK1																																		
GO_ACTIVATION_OF_MAPK_ACTIVITY															AGT GHRL MAP3K12 MAPK10																	KIT PAK3							KIT MAP3K12 MAPK10 RET																																		
GO_ACTIVATION_OF_PHOSPHOLIPASE_C_ACTIVITY																															AGT AVPR1B					AGT AVPR1B NTRK2								AGT AVPR1B NTRK2	AGT NTRK2																	AGT AVPR1B NTRK2											
GO_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY				ADCY1 ADCY5 CCDC88A CDK5R1 GADD45G PAK3 PAK6 SOCS1 TP73	ADCY1 ADCY5 CCDC88A CDK5R1 CHRNA3 CLSPN GADD45G PAK6 SOCS1 TP73																		AGT CDK5R1 GADD45G MAP3K12						ADCY1 ADCY2 ADCY5 CCDC88A CCL19 MAP3K12 NTRK1 SOCS1			CARTPT KIT PAK3						ADCY2 AGT CHRNA3 GADD45G NTRK1 RET SOCS1 TP73	ADCY2 ADCY5 KIT MAP3K12 MAPK10 NTRK1 RET	ADCY5 CCDC88A CDK5R1 DRD2 GADD45G GHRL KIT MAP3K12 MAPK10 PAK3 PAK6 SOCS1 TP73				ADCY1 ADCY2 ADCY5 AGT CCL19 CHRNA3 CLSPN DRD2 MAP3K12 MAPK10 NTRK1 SOCS1 SPDYA TP73																	CLSPN GADD45G MAP3K12 RET	ADCY1 ADCY2 ADCY5 AGT CARTPT CCDC88A CDK5R1 CLSPN GADD45G GHRL KIT MAPK10 NTRK1 PAK6 RET SOCS1 TP73		ADCY5 CCDC88A PAK6 TP73									
GO_ACTIVATION_OF_PROTEIN_KINASE_A_ACTIVITY				ADCY1 ADCY5	ADCY1 ADCY5												ADCY1 ADCY2 ADCY5	ADCY1 ADCY5		ADCY1 ADCY5	ADCY1 ADCY2 ADCY5								ADCY1 ADCY2 ADCY5				ADCY2 ADCY5	ADCY1 ADCY2	ADCY1 ADCY2 ADCY5				ADCY2 ADCY5					ADCY1 ADCY2 ADCY5	ADCY2 ADCY5	ADCY1 ADCY5					ADCY1 ADCY2					ADCY1 ADCY5						ADCY1 ADCY2 ADCY5											
GO_ACTIVE_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY																										ABCC4 CLCN4 SLC26A7																						ABCC4 ATP1A3 ATP6V0E2 ATP6V1G2 SLC12A5 SLC18A1 SLC1A2 SLC8A1																					ABCC9 ATP1A3 ATP6V0E2 ATP6V1G2 KCNJ11 SLC12A5				
GO_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY																										ABCC4 CLCN4 SLC26A7																																											ABCC9 ATP1A3 ATP6V0E2 ATP6V1G2 KCNJ11 SLC12A5 SLC38A3 SLC6A16				
GO_ACTIVIN_RECEPTOR_BINDING			CFC1 CFC1B												CFC1 CFC1B	CFC1 CFC1B	CFC1 CFC1B																CFC1 CFC1B	CFC1 CFC1B				CFC1 CFC1B	CFC1 CFC1B											CFC1 CFC1B	CFC1 CFC1B							CFC1 CFC1B	CFC1 CFC1B												CFC1 CFC1B		
GO_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY															CFC1 CFC1B				CFC1B FGF9														CFC1 CFC1B FGF9	CFC1 CFC1B FGF9					CFC1 CFC1B											CFC1 CFC1B	CFC1 CFC1B																						
GO_ACTOMYOSIN																				LIMCH1 PGM5 STX1A																																																					
GO_ACTOMYOSIN_STRUCTURE_ORGANIZATION																			CIT PGM5 PPM1E TMOD1 TMOD2												CCDC88A CIT EVL PGM5 TMEFF2																	APOA1 CIT CORO2B PGM5 PPM1E SFRP1 TMOD1									CORO2B EVL LIMCH1 PGM5 PPM1E PROX1 TMOD1 TMOD2	APOA1 CCDC88A CIT CORO2B EVL LIMCH1 PPM1E PROX1 TAC1 TMEFF2 TMOD1 TMOD2						APOA1 CCDC88A TAC1			CIT EVL PGM5 PROX1 TMOD1						
GO_ACUTE_INFLAMMATORY_RESPONSE								FFAR3 TAC1																																		C2CD4A C2CD4B FFAR2 FUT7													FFAR3 TAC1					FFAR3 TAC1													
GO_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS																																																																							CNR1 FUT7		
GO_ACYLGLYCEROL_HOMEOSTASIS																APOA1 APOC3 GIP LIPC SLC25A27			GIP LIPC	GIP SLC25A27			APOA1 APOA4 APOC3										APOA1 GIP LIPC	APOA1 GIP LIPC SLC25A27							APOA4 SLC25A27			APOA1 APOC3 GIP LIPC SLC25A27		APOA1 APOC3 GIP LIPC		APOA1 APOC3 LIPC SLC25A27										APOA1 APOA4 APOC3 GIP LIPC SLC25A27	APOA1 APOA4 APOC3 SLC25A27			APOA1 APOC3 GIP LIPC SLC25A27					APOA4 LIPC						
GO_ACYL_COA_BINDING																																										ACBD7 ACOT7								ACBD7 ACOT7	ACBD7 ACOT7		ACBD7 ACOT7														ACBD7 ACOT7		ACBD7 ACOT7				
GO_ADAPTATION_OF_SIGNALING_PATHWAY			APLN DRD2																APLN DRD2														APLN DRD2												APLN DRD2		APLN DRD2																										
GO_ADAPTIVE_IMMUNE_RESPONSE																									CCL19 HLA-DQA2 IFNE IGHG1																																																
GO_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS																																										CCR6 CD70 FOXJ1 FUT7 MAD2L2 POU2F2 RSAD2 SUSD4																															
GO_ADAPTIVE_THERMOGENESIS				ACTN3 G0S2 GADD45G KSR2 PLCL1	ACTN3 G0S2 GADD45G KSR2 PLCL1 SCT UCP2									G0S2 KSR2 MFAP2 PLCL1 SCT UCP2	GHRL MFAP2 SCT	ACTN3 G0S2 GADD45G GHRL KSR2 NOVA2 SCT UCP2																										ACTN3 KSR2 MFAP2 NOVA2 SCT UCP2																			G0S2 GADD45G MFAP2	ACTN3 FABP5 G0S2 GADD45G GHRL KSR2 PLCL1 SCT UCP2		NOVA2 PLCL1 SCT									
