	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	CSRNP3	DACH1	DPF3	DZIP1	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF853	ZNF883
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	GABRG2 GPR83 GRIA2 GRIK3 GRIN1						CYSLTR2 GABRB3 GPR83 GRIA2 GRIN2C		ADORA2A CHRNA3 CSH1	ADORA2A CYSLTR2 GABBR2 GRIA2 GRIN2C			ADORA2A GABRB3 SSTR3	AVPR1B CHRM4 CHRNA3 CHRNA5 CHRNB2 GABRB3 GABRG2 GRIK5 GRIN2C P2RX6 SSTR2 SSTR3	AVPR1B BRS3 CHRM4 CHRNA5 CHRNB2 CYSLTR2 GABRG2 GRIK3 GRIK5 GRIN2C P2RX6 SSTR1 SSTR3	BRS3 CHRNA5 CSH1 GABBR2 GABRB3 GABRG2 GRIK5 SSTR2	CHRNB2 CSH1 GABBR2 GABRG2 SSTR2	CHRNA3 CHRNA5 CHRNB2 CSH1 GABBR2 SSTR3	ADORA2A CHRNA5 GABRA1 GABRB3 GPR83 GRIA2 GRIK5 P2RX6 SSTR1						CHRNA5 P2RX6 SSTR1	CYSLTR2 GABRA1 GABRB3 GPR83 GRIA2					CHRM4 CYSLTR2 GABRA1 GABRB3 GRIA2 GRIK5 P2RX6 SSTR1			ADORA2A AVPR1B BRS3 CHRM4 CYSLTR2 GABBR2 GABRA1 GPR83 GRIK5	CHRNA3 GPR83 GRIK3	BRS3 CHRNA3 P2RX6 SSTR2 SSTR3		AVPR1B GABBR2 GABRB3 GPR83 GRIN2C P2RX6 SSTR2				AVPR1B CHRM4 CHRNA3 CHRNA5 CHRNB2 GPR83 GRIK5 GRIN1 P2RX6			AVPR1B BRS3 CHRM4 CHRNB2 GABBR2 GRIK5 GRIN1 GRIN2C P2RX6 SSTR3	ADORA2A BRS3 CHRM4 CHRNA3 GABBR2 GABRA1 GRIK5							CYSLTR2 GABRA1 GABRG2 GPR83 GRIA2 GRIK3	CHRM4 CYSLTR2 GABBR2 GABRA1 GABRB3 GABRG2 GPR83 GRIA2 GRIN1 GRIN2C	ADORA2A BRS3 GABBR2 GABRB3 GRIK5 GRIN2C SSTR1	BRS3 CHRM4 CHRNA5 CHRNB2 CSH1 GABBR2 GABRA1 GABRB3 GRIK3 GRIK5 SSTR2 SSTR3	ADORA2A BRS3 GABBR2 GABRG2 GPR83 GRIK5 GRIN2C P2RX6			ADORA2A AVPR1B CHRM4 CHRNB2 CSH1 GABBR2 GABRA1 GRIK5 GRIN2C P2RX6 SSTR1 SSTR3			GPR83 GRIK3 GRIN2C		CHRM4 GABRG2 GRIK5 P2RX6 SSTR3	BRS3 CHRM4 CHRNA5 GRIN1 GRIN2C P2RX6		
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY		AKT3 NTRK2		CAMK2B NTRK2 TP73	CAMK2B NTRK2 TP73																													AKT3 MAPK10 NTRK2 SHC3 TP73				AKT3 CAMK2B MAPK10 NTRK2 TP73	MAPK10 NTRK2	CAMK2B MAPK10 TP73		AKT3 CAMK2B MAPK10 NTRK2 TP73		MAPK10 NTRK2 SHC3	AKT3 MAPK10 NTRK2 TP73	MAPK10 NTRK2 SHC3 TP73									CAMK2B MAPK10 NTRK2 TP73													
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY																																					MAPK10 NAIP											MAPK10 NAIP															MAPK10 NAIP	MAPK10 NAIP				
KEGG_NON_SMALL_CELL_LUNG_CANCER		AKT3 PRKCG																																																																		
KEGG_NOTCH_SIGNALING_PATHWAY					DLL1 DTX3													DTX1 DTX3							DLL1 DTX1																										DLL1 DTX1 DTX3																	
KEGG_OOCYTE_MEIOSIS				ADCY1 ADCY5 CAMK2B	ADCY1 ADCY5 CAMK2B													ADCY1 ADCY5 ITPR1	ADCY1 ADCY2 ADCY5 ITPR1								ADCY1 ADCY2 ADCY5															ADCY1 ADCY2 ADCY5 CAMK2B ITPR1	ADCY2 ADCY5 ITPR1	ADCY1 ADCY5 ITPR1					ADCY1 ADCY2 ITPR1																			
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION																											TUBB2B TUBB4A																	TUBB2B TUBB4A																								
KEGG_PATHWAYS_IN_CANCER																																					FZD4 KIT MAPK10 MMP2 RET								AKT3 ARNT2 FGF14 FGF17 FZD4 MAPK10 MMP2 RET RUNX1T1																							
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM		ITPR1 PRKCG																DGKB ITPR1			ITPR1 PRKCG																												DGKB ITPR1						DGKB ITPR1 PRKCG													
KEGG_PPAR_SIGNALING_PATHWAY																																																						ACSL6 CPT1C FABP5														
KEGG_PRION_DISEASES																			C7 NCAM1																																																	
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION															ADCY1 ADCY2 ADCY5 AKT3				ADCY1 ADCY2 ADCY5 AKT3 MAPK10								ADCY1 ADCY2 ADCY5 AKT3				ADCY2 ADCY5 AKT3 CCNA1		ADCY1 ADCY2 ADCY5 AKT3				ADCY2 ADCY5 MAPK10		ADCY1 MAPK10	CCNA1 MAPK10		ADCY1 ADCY2 ADCY5 AKT3 MAPK10		ADCY1 ADCY5 MAPK10	ADCY5 AKT3 MAPK10			ADCY1 MAPK10	ADCY1 ADCY2 MAPK10					ADCY1 ADCY5 AKT3 CCNA1 MAPK10						ADCY1 ADCY2 ADCY5 MAPK10								
KEGG_PURINE_METABOLISM															ADCY1 ADCY2 ADCY5 AK5 ENTPD1 PDE2A PDE8B			ADCY1 ADCY5 AK5									ADCY1 ADCY2 ADCY5 AK5 PDE2A PDE8B																						ADCY1 ADCY2 AK5					ADCY1 ADCY5 AK5 ENTPD1 PDE2A PDE8B												ADCY5 AK5 ENTPD1 PDE2A		
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON			CHRM4 FGF14 FGF17 PAK3 PAK6 PDGFD																																																																	
KEGG_RENAL_CELL_CARCINOMA			AKT3 PAK3 PAK6																AKT3 ARNT2 PAK6												AKT3 ARNT2 PAK3 PAK6	AKT3 ARNT2 PAK6		AKT3 ARNT2 PAK3 PAK6				AKT3 ARNT2 PAK3 PAK6						ARNT2 PAK6	AKT3 ARNT2 PAK6		ARNT2 PAK6							AKT3 ARNT2 PAK6														
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT																SNAP25 STX1A			SNAP25 STX1A STX2															SNAP25 STX1A STX2				SNAP25 STX1A STX2				SNAP25 STX1A STX2			SNAP25 STX2	SNAP25 STX2										SNAP25 STX1A STX2												
KEGG_TASTE_TRANSDUCTION																										CACNA1B TAS2R20																	CACNA1A CACNA1B											CACNA1A CACNA1B TAS2R20									CACNA1B TAS2R20					
KEGG_TGF_BETA_SIGNALING_PATHWAY																																								ID4 LEFTY1																												
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY																																																															MAPK10 SPP1					
KEGG_TRYPTOPHAN_METABOLISM				DDC TDO2 TPH1										AADAT DDC TPH1															DDC TDO2									AADAT DDC TPH1							AADAT DDC TPH1															AADAT DDC TPH1					AADAT TPH1	AADAT TPH1		
KEGG_TYPE_II_DIABETES_MELLITUS			ABCC8 CACNA1B CACNA1C	ABCC8 CACNA1A CACNA1G GCK KCNJ11	ABCC8 CACNA1G GCK KCNJ11							CACNA1C KCNJ11	ABCC8 CACNA1A MAPK10	ABCC8 CACNA1A CACNA1B CACNA1E CACNA1G GCK	ABCC8 CACNA1A CACNA1C CACNA1E GCK	CACNA1A CACNA1E CACNA1G MAPK10	CACNA1C CACNA1E		ABCC8 CACNA1A CACNA1C CACNA1E CACNA1G GCK MAPK10								CACNA1C CACNA1E	CACNA1B CACNA1G	CACNA1C CACNA1E		ABCC8 CACNA1A CACNA1B CACNA1C CACNA1E CACNA1G GCK	ABCC8 CACNA1A CACNA1G	CACNA1C CACNA1E CACNA1G GCK KCNJ11	CACNA1A CACNA1C CACNA1E CACNA1G GCK KCNJ11 MAPK10		ABCC8 CACNA1E CACNA1G GCK KCNJ11	CACNA1G MAPK10	ABCC8 CACNA1A CACNA1C MAPK10		KCNJ11 MAPK10		CACNA1B CACNA1E CACNA1G MAPK10	CACNA1A CACNA1B CACNA1C	CACNA1E CACNA1G KCNJ11 MAPK10	CACNA1G KCNJ11 MAPK10	CACNA1A CACNA1E CACNA1G MAPK10		CACNA1A MAPK10			CACNA1A CACNA1E GCK KCNJ11			CACNA1A CACNA1B CACNA1E CACNA1G GCK MAPK10	ABCC8 CACNA1B CACNA1C CACNA1E CACNA1G KCNJ11 MAPK10	ABCC8 CACNA1A CACNA1C CACNA1E CACNA1G MAPK10	CACNA1A CACNA1C CACNA1E GCK			CACNA1C CACNA1G GCK MAPK10			CACNA1B MAPK10	CACNA1C GCK MAPK10	CACNA1G KCNJ11 MAPK10	ABCC8 KCNJ11		
KEGG_TYPE_I_DIABETES_MELLITUS			GAD2 HLA-DQA2 PTPRN		PTPRN PTPRN2										CPE HLA-DQA2 PTPRN										HLA-DQA2 PTPRN2						CPE GAD2 HLA-DQA2 PTPRN2												CPE PTPRN2	PTPRN PTPRN2	CPE PTPRN PTPRN2						GAD2 PTPRN PTPRN2			CPE GAD2 PTPRN2	CPE PTPRN PTPRN2					CPE PTPRN PTPRN2				CPE PTPRN2	CPE PTPRN	PTPRN PTPRN2		
KEGG_TYROSINE_METABOLISM																	ADH6 DDC												ADH6 DDC														ADH6 DDC			ADH6 DDC		ADH6 DDC																				
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION		ITPR1 PRKCG		ADCY1 ADCY5 KCNMB2											ADCY1 ADCY2 ADCY5 AVPR1B CACNA1C ITPR1 PRKCG		ADCY5 CACNA1C KCNMB2	ADCY1 ADCY5 ITPR1	ADCY1 ADCY2 ADCY5 ADORA2A CACNA1C ITPR1 KCNMA1 KCNMB2		ADORA2A ITPR1 PRKCG				ADCY1 PRKCG		ADCY1 ADCY2 ADCY5 ADORA2A CACNA1C		AVPR1B CACNA1C ITPR1 KCNMA1 KCNMB2		ADCY2 ADCY5 CACNA1C KCNMA1 KCNMB2		ADCY1 ADCY2 ADCY5 AVPR1B CACNA1C ITPR1 KCNMB2	ADCY1 ADORA2A AVPR1B CACNA1C KCNMA1 KCNMB2				ADCY5 AVPR1B CACNA1C KCNMA1 KCNMB2	ADCY1 KCNMA1			ADCY1 ADCY2 ADCY5 AVPR1B ITPR1 PRKCG	ADCY2 ADCY5 CACNA1C ITPR1 KCNMA1 KCNMB2	ADCY1 ADCY5 ITPR1	ADCY5 AVPR1B KCNMA1 KCNMB2				ADCY1 ADCY2 ITPR1					ADCY1 ADCY5 ITPR1 KCNMA1 KCNMB2 PRKCG	ADCY5 ADORA2A CACNA1C ITPR1 KCNMB2 PRKCG	ADCY1 ADCY2 CACNA1C ITPR1 KCNMA1 KCNMB2				ADCY1 ADCY2 ADCY5 ADORA2A AVPR1B CACNA1C ITPR1 KCNMB2 PRKCG		ADCY5 AVPR1B						ADORA2A CACNA1C
KEGG_VEGF_SIGNALING_PATHWAY		AKT3 PRKCG																																																																		
KEGG_VIBRIO_CHOLERAE_INFECTION																																																																	ATP6V1G2 PRKCG			
KEGG_WNT_SIGNALING_PATHWAY		NKD1 PRICKLE2 PRKCG														CXXC4 FZD4 MAPK10 NKD1 PRICKLE2 SFRP1												CAMK2B PRICKLE2									FZD4 MAPK10 PRICKLE2	CAMK2B CXXC4 MAPK10 NKD1 PRICKLE2	MAPK10 PRICKLE2	CAMK2B FZD4 MAPK10		CAMK2B CXXC4 FZD4 MAPK10 NKD1 PRICKLE2 PRKCG		CXXC4 MAPK10 PRICKLE2			FZD4 PRICKLE2				CAMK2B CXXC4 NKD1 PRKCG SFRP1				CAMK2B CXXC4 FZD4 MAPK10 NKD1 PRICKLE2 PRKCG										MAPK10 NKD1 PRICKLE2 PRKCG SFRP1	CAMK2B FZD4 PRKCG SFRP1		
NABA_COLLAGENS				COL12A1 COL22A1										COL12A1 COL14A1 COL1A2	COL14A1 COL1A2 COL22A1				COL12A1 COL1A2 COL22A1								COL12A1 COL14A1 COL1A2		COL12A1 COL14A1		COL12A1 COL14A1 COL1A2	COL12A1 COL14A1 COL1A2 COL22A1	COL12A1 COL14A1 COL1A2							COL12A1 COL22A1				COL1A2 COL22A1		COL12A1 COL22A1		COL14A1 COL1A2								COL14A1 COL1A2 COL22A1				COL12A1 COL14A1 COL22A1				COL14A1 COL1A2		COL12A1 COL22A1		
NABA_CORE_MATRISOME			BGN COL1A2 CRISPLD1 LGI3 MMRN1 SMOC1 SNED1 SPOCK3 SPP1 VCAN											COL12A1 COL14A1 COL1A2 IGFBPL1 IGSF10 MMRN1 SMOC1 SNED1 SPOCK3 SPP1	COL14A1 COL1A2 COL22A1 IGSF10 LGI3 MMRN1 SNED1 SPOCK3 SPON2 SPP1 USH2A	COL12A1 COL14A1 IGSF10 LGI3 MMRN1 SMOC1 SNED1 SPOCK3 USH2A VCAN VWA5B2	COL12A1 IGSF10 SMOC1 SPON2 VCAN	COL12A1 IGFBPL1 SMOC1 SPOCK3 USH2A VCAN	COL12A1 COL1A2 COL22A1 IGSF10 LGI3 MMRN1 SPON2 VCAN VWA5B2					BGN IGFBPL1 SPP1		COL14A1 CRISPLD1 FBN1 SPOCK3	COL12A1 COL14A1 COL1A2 IGSF10 SMOC1 SPOCK3		COL12A1 COL14A1 SPOCK3 USH2A VWA5B2		COL12A1 COL14A1 COL1A2 FBN1 IGSF10 LGI3 MMRN1 SNED1 SPOCK3 USH2A VCAN	COL12A1 COL14A1 COL1A2 COL22A1 IGSF10 MMRN1 SMOC1 SPOCK3 USH2A VCAN	COL12A1 COL14A1 COL1A2 FBN1 IGSF10 LGI3 PODN SPOCK3 SPON2 USH2A			IGFBPL1 IGSF10 SPON2 USH2A VWA5B2	IGSF10 SMOC1 SPON2 USH2A	COL14A1 COL22A1 SMOC1 SNED1 SPOCK3 SPON2 USH2A VCAN VWA5B2		BGN COL12A1 COL22A1 SPON2				COL1A2 COL22A1 PODN SMOC1 USH2A	COL12A1 LGI3 MMRN1 PODN SPOCK3 SPON2 SPP1			COL14A1 COL1A2 IGSF10 SPOCK3 USH2A			COL12A1 IGFBPL1 IGSF10 LGI3 MMRN1 SNED1 SPON2 VWA5B2			COL12A1 COL22A1 IGSF10 MMRN1 SNED1 SPOCK3 SPON2 SPP1 VCAN VWA5B2		BGN COL14A1 COL1A2 COL22A1 IGSF10 LGI3 MMRN1 PODN SMOC1 SNED1 SPOCK3 SPON2 SPP1 USH2A VCAN	COL14A1 COL1A2 IGSF10 LGI3 MMRN1 SMOC1 SNED1 SPP1 USH2A			BGN COL12A1 COL14A1 COL22A1 LGI3 PODN SNED1 SPOCK3	COL22A1 FBN1 LGI3 SMOC1	PODN SPP1 USH2A						
NABA_ECM_AFFILIATED																																					C1QL1 GPC2 GPC6																															
NABA_ECM_GLYCOPROTEINS			CRISPLD1 LGI3 MMRN1 SMOC1 SNED1 SPP1												IGSF10 LGI3 MMRN1 SNED1 SPON2 SPP1 USH2A	IGSF10 LGI3 MMRN1 SMOC1 SNED1 USH2A VWA5B2								IGFBPL1 SPP1							FBN1 IGSF10 LGI3 MMRN1 SNED1 USH2A					IGFBPL1 IGSF10 SPON2 USH2A VWA5B2	IGSF10 SMOC1 SPON2 USH2A														IGFBPL1 IGSF10 LGI3 MMRN1 SNED1 SPON2 VWA5B2			IGSF10 MMRN1 SNED1 SPON2 SPP1 VWA5B2		IGSF10 LGI3 MMRN1 SMOC1 SNED1 SPON2 SPP1 USH2A	IGSF10 LGI3 MMRN1 SMOC1 SNED1 SPP1 USH2A		LGI3 SNED1		FBN1 LGI3 SMOC1							
NABA_ECM_REGULATORS			ADAMTS2 ADAMTSL1 F10 MEP1B MMP13 MMP2 PAPPA2 SERPINA10													ADAM12 ADAMTSL1 ADAMTSL2 CELA3A MEP1B MMP13 MMP2 SERPINA10													ADAM12 ADAMTSL2 AGT MMP2 SERPINA10		ADAM12 ADAMTSL1 AGT CELA3A F10 MEP1B MMP13 PAPPA2 SERPINA10	ADAMTSL1 F10 MEP1B MMP13 MMP2 PAPPA2 SERPINA10	ADAM12 ADAMTSL1 ADAMTSL2 CELA3A F10 MEP1B MMP13 PAPPA2 SERPINA10	ADAM12 ADAMTSL2 AGT CELA3A F10 MEP1B MMP13 MMP2 PAPPA2 SERPINA10		ADAMTSL2 AGT MEP1B MMP2 PAPPA2						ADAM12 ADAMTSL1 AGT MEP1B MMP13 MMP2 PAPPA2 SERPINA10	AGT CELA3A MEP1B MMP13 MMP2											ADAM12 ADAMTS2 ADAMTSL2 F10 MEP1B MMP2 PAPPA2 SERPINA10				ADAMTS2 MEP1B										
NABA_MATRISOME			ADAMTS2 ADAMTSL1 BGN C1QL1 CFC1 CFC1B COL1A2 CRISPLD1 F10 FGF14 FGF17 LEFTY1 LGI3 MEP1B MMP13 MMP2 MMRN1 PAPPA2 PDGFD S100A1 SCUBE1 SCUBE3 SERPINA10 SFRP1 SMOC1 SNED1 SPOCK3 SPP1 VCAN		ADAMTSL1 ADAMTSL2 CFC1B COL12A1 ELFN1 F10 GPC2 IGFBPL1 LEFTY1 LGI3 PDGFD SCUBE3 SMOC1		CFC1B CLEC4G CXCL12 PODN		CSH1 CSH2 IGFBPL1				ADAMTSL2 AGT CFC1 CFC1B CSH2 GPC2 SNED1	ADAM12 ADAMTSL2 CFC1 CFC1B COL12A1 COL14A1 COL1A2 F10 FGF14 FGF17 GPC2 GPC6 IGFBPL1 IGSF10 LEFTY1 MEP1B MMP13 MMRN1 PDGFD PLXNC1 SCUBE1 SCUBE3 SFRP1 SMOC1 SNED1 SPOCK3 SPP1	ADAM12 ADAMTSL2 AGT C1QL1 CELA3A CFC1 CFC1B COL14A1 COL1A2 COL22A1 F10 FGF14 FGF17 GPC2 GPC6 IGSF10 LGI3 MEP1B MMP13 MMRN1 PLXNC1 S100A1 SCUBE3 SFRP1 SNED1 SPOCK3 SPON2 SPP1 USH2A	ADAM12 ADAMTSL1 ADAMTSL2 CELA3A CFC1B COL12A1 COL14A1 CSH1 FGF17 IGSF10 LEFTY1 LGI3 MEP1B MMP13 MMP2 MMRN1 PDGFD SCUBE1 SERPINA10 SFRP1 SMOC1 SNED1 SPOCK3 USH2A VCAN VWA5B2	CELA3A CFC1B COL12A1 CSH1 IGSF10 INS-IGF2 LEFTY1 MMP13 PDGFD SMOC1 SPON2 VCAN												ADAM12 ADAMTSL2 AGT C1QL1 COL12A1 COL14A1 FGF14 INS-IGF2 MMP2 SERPINA10 SPOCK3 USH2A VWA5B2		ADAM12 ADAMTSL1 AGT C1QL1 CELA3A CFC1 CFC1B CLEC4G COL12A1 COL14A1 COL1A2 F10 FBN1 FGF14 FGF17 IGSF10 LGI3 MEP1B MMP13 MMRN1 PAPPA2 S100A1 SCUBE1 SCUBE3 SERPINA10 SFRP1 SNED1 SPOCK3 USH2A VCAN	ADAMTSL1 CFC1 CFC1B COL12A1 COL14A1 COL1A2 COL22A1 CSH2 F10 FGF17 GPC2 IGSF10 LEFTY1 MEP1B MMP13 MMP2 MMRN1 PAPPA2 S100A1 SCUBE1 SCUBE3 SERPINA10 SFRP1 SMOC1 SPOCK3 USH2A VCAN	ADAM12 ADAMTSL1 ADAMTSL2 C1QL1 CELA3A CFC1 COL12A1 COL14A1 COL1A2 ELFN1 F10 FBN1 FGF17 IGSF10 LEFTY1 LGI3 MEP1B MMP13 PAPPA2 PDGFD PLXNC1 PODN S100A1 SCUBE1 SCUBE3 SERPINA10 SFRP1 SPOCK3 SPON2 USH2A	ADAM12 ADAMTSL2 AGT C1QL1 CELA3A CFC1B CLEC4G COL1A2 COL22A1 ELFN1 F10 FGF17 IGSF10 MEP1B MMP13 MMP2 PAPPA2 PDGFD PLXNC1 PODN S100A1 SCUBE1 SCUBE3 SERPINA10 SFRP1 SMOC1 SNED1 SPOCK3 USH2A		ADAMTSL2 AGT C1QL1 CFC1 CFC1B GPC2 IGFBPL1 IGSF10 MEP1B MMP2 PAPPA2 SCUBE1 SPON2 USH2A VWA5B2	C1QL1 CFC1 CFC1B GPC2 GPC6 IGSF10 MMP2 PAPPA2 SCUBE1 SMOC1 SPON2 USH2A							ADAM12 C1QL1 CELA3A COL1A2 COL22A1 FGF14 GPC6 INS-IGF2 LEFTY1 PLXNC1 PODN SMOC1 USH2A				CFC1 CFC1B COL14A1 COL1A2 FGF14 IGSF10 MEP1B SCUBE1 SPOCK3 USH2A				CSH1 CSH2 PODN		ADAM12 ADAMTS2 ADAMTSL2 CLEC4G COL12A1 COL22A1 F10 FGF17 GPC2 GPC6 IGSF10 INS-IGF2 LEFTY1 MEP1B MMP2 MMRN1 PAPPA2 S100A1 SCUBE1 SCUBE3 SERPINA10 SNED1 SPOCK3 SPON2 SPP1 VCAN VWA5B2		ADAM12 ADAMTSL1 AGT BGN CELA3A CFC1 CFC1B CLEC4G COL14A1 COL1A2 COL22A1 CSH1 FGF14 FGF17 GPC2 GPC6 IGSF10 LEFTY1 LGI3 MEP1B MMP13 MMRN1 PAPPA2 PDGFD PODN S100A1 SCUBE1 SERPINA10 SMOC1 SNED1 SPOCK3 SPON2 SPP1 USH2A VCAN	ADAM12 ADAMTSL2 AGT C1QL1 CFC1 CFC1B COL14A1 COL1A2 FGF14 GPC6 IGSF10 LGI3 MEP1B MMRN1 PDGFD SCUBE1 SMOC1 SNED1 SPP1 USH2A	ADAMTS2 CLEC4G COL22A1 LEFTY1 MEP1B				GPC6 LEFTY1 MMP13 PDGFD PODN S100A1 SPP1 USH2A				ADAMTSL1 AGT CELA3A CFC1 CFC1B COL12A1 COL22A1 FGF14 LGI3 S100A1 SCUBE1 SCUBE3 SERPINA10 SFRP1 SPON2 VWA5B2	IGFBPL1 INS-IGF2	
NABA_MATRISOME_ASSOCIATED			ADAMTS2 ADAMTSL1 C1QL1 CFC1 CFC1B F10 FGF14 FGF17 LEFTY1 MEP1B MMP13 MMP2 PAPPA2 PDGFD S100A1 SCUBE1 SCUBE3 SERPINA10 SFRP1										ADAMTSL2 AGT CFC1 CFC1B CSH2 GPC2			ADAM12 ADAMTSL1 ADAMTSL2 CELA3A CFC1B CSH1 FGF17 LEFTY1 MEP1B MMP13 MMP2 PDGFD SCUBE1 SERPINA10 SFRP1															ADAM12 ADAMTSL1 AGT C1QL1 CELA3A CFC1 CFC1B CLEC4G F10 FGF14 FGF17 MEP1B MMP13 PAPPA2 S100A1 SCUBE1 SCUBE3 SERPINA10 SFRP1	ADAMTSL1 CFC1 CFC1B CSH2 F10 FGF17 GPC2 LEFTY1 MEP1B MMP13 MMP2 PAPPA2 S100A1 SCUBE1 SCUBE3 SERPINA10 SFRP1	ADAM12 ADAMTSL1 ADAMTSL2 C1QL1 CELA3A CFC1 ELFN1 F10 FGF17 LEFTY1 MEP1B MMP13 PAPPA2 PDGFD PLXNC1 S100A1 SCUBE1 SCUBE3 SERPINA10 SFRP1	ADAM12 ADAMTSL2 AGT C1QL1 CELA3A CFC1B CLEC4G ELFN1 F10 FGF17 MEP1B MMP13 MMP2 PAPPA2 PDGFD PLXNC1 S100A1 SCUBE1 SCUBE3 SERPINA10 SFRP1		ADAMTSL2 AGT C1QL1 CFC1 CFC1B GPC2 MEP1B MMP2 PAPPA2 SCUBE1	C1QL1 CFC1 CFC1B GPC2 GPC6 MMP2 PAPPA2 SCUBE1															CSH1 CSH2		ADAM12 ADAMTS2 ADAMTSL2 CLEC4G F10 FGF17 GPC2 GPC6 INS-IGF2 LEFTY1 MEP1B MMP2 PAPPA2 S100A1 SCUBE1 SCUBE3 SERPINA10				ADAMTS2 CLEC4G LEFTY1 MEP1B				GPC6 LEFTY1 MMP13 PDGFD S100A1						
NABA_PROTEOGLYCANS			BGN SPOCK3 VCAN													SPOCK3 VCAN		SPOCK3 VCAN																				SPOCK3 VCAN				BGN PODN SPOCK3			PODN SPOCK3											BGN PODN SPOCK3 VCAN				BGN PODN SPOCK3								
NABA_SECRETED_FACTORS			CFC1 CFC1B FGF14 FGF17 LEFTY1 PDGFD S100A1 SCUBE1 SCUBE3 SFRP1				CFC1B CXCL12		CSH1 CSH2								CFC1B CSH1 INS-IGF2 LEFTY1 PDGFD					CSH2 SCUBE1										CFC1 CFC1B CSH2 FGF17 LEFTY1 S100A1 SCUBE1 SCUBE3 SFRP1																				CSH1 CSH2										LEFTY1 PDGFD S100A1				CFC1 CFC1B FGF14 S100A1 SCUBE1 SCUBE3 SFRP1		
PID_AJDISS_2PATHWAY														GFRA1 MEP1B RET	GFRA1 MEP1B RET	GFRA1 MEP1B NTRK2											MEP1B NTRK2									MEP1B RET						GFRA1 MEP1B NTRK2	MEP1B NTRK2		GFRA1 NTRK2 RET			MEP1B NTRK2						GFRA1 MEP1B NTRK2		GFRA1 MEP1B RET	GFRA1 MEP1B NTRK2 RET			GFRA1 NTRK2 RET								
PID_ANGIOPOIETIN_RECEPTOR_PATHWAY																																											GRB14 MMP2																						GRB14 MMP2			
PID_AP1_PATHWAY	GATA2 NTS						GATA2 NTS						AGT GATA2 NTS						AGT COL1A2 NTS										AGT GATA2	GATA2 NTS	AGT COL1A2 GATA2 NTS			AGT COL1A2 GATA2 NTS																			GATA2 NTS				AGT COL1A2 GATA2											
PID_AR_NONGENOMIC_PATHWAY																																													GNAO1 GNG2												GNAO1 GNG2											
PID_AVB3_INTEGRIN_PATHWAY														COL12A1 COL14A1 COL1A2 SPP1													COL12A1 COL14A1 COL1A2		COL12A1 COL14A1																			COL14A1 COL1A2									COL14A1 COL1A2 SPP1							COL14A1 COL1A2				
PID_AVB3_OPN_PATHWAY			MMP2 SPP1																																							MMP2 SPP1			MMP2 SPP1									MMP2 SPP1														
PID_BETA_CATENIN_NUC_PATHWAY																CACNA1G MMP2 VCAN																					CACNA1G MMP2																												CACNA1G MMP2			
PID_CDC42_REG_PATHWAY																																				ARHGEF25 MCF2L						ARHGEF25 MCF2L																										
PID_CMYB_PATHWAY																														CCNA1 KIT																																						
PID_CONE_PATHWAY			CNGA3 RGS9									CNGA3 RGS9			CNGA3 RGS9	CNGA3 RGS9																						CNGA3 RGS9							CNGA3 RGS9						CNGA3 RGS9									CNGA3 RGS9								
PID_E2F_PATHWAY													CES1 HIC1																																																	CES1 TP73	CES1 HIC1					
