	ARNT2	ARX	ASCL1	ASCL2	CCDC17	E2F7	EBF3	ETV1	FEV	FOXJ1	FOXP2	GATA2	HES4	HEY1	HHEX	HIC1	HLF	INSM1	ISL1	LMX1A	LMX1B	LTF	MAFA	MAFB	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU5F1	RFX6	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846
GO_AMINO_ACID_TRANSPORT	0.07316466097248964	0.01118692546243516	1	1	1	1	1	1	0.06209442313901248	1	1	1	1	1	1	0.00859863281535933	1	1	0.016404824086594605	1	1	1	1	1	1	1	1	1	1	1	0.049340119572090835	1	1	0.03977925544670391	1	1	1	1	0.0527194161954041	1	1	1	0.021328230704634188	1	1	0.08987208618993536	1	1	1
GO_AMPA_GLUTAMATE_RECEPTOR_COMPLEX	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07292703262121392	1	1	1	1	1	1	1	1	1	0.01840014364379483
GO_AMYLOID_BETA_BINDING	1	1	1	0.019029475844119292	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0671759316983509	1	1	1	1	1	1	1	1	0.010451061122764727	1	1	1	1	1	1	0.001956776402646465	1	1	1
GO_AMYLOID_BETA_FORMATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.005535803779792792	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05910155617511226	1	1	1	1	1	1
GO_AMYLOID_BETA_METABOLIC_PROCESS	1	1	0.025696799642768497	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.009319415306442869	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0941054496709901	1	1	1	1	1	1
GO_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.008970239620693321	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09099830747801119	1	1	1	1	1	1
GO_AMYLOID_PRECURSOR_PROTEIN_METABOLIC_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0175165460117942	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ANAPHASE_PROMOTING_COMPLEX	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01335492564591434
GO_ANAPHASE_PROMOTING_COMPLEX_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0016984685739551697	1	1	0.0008995603749630821	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0076872500271261135	1	1	1	1	1	1	1	1	1	1
GO_ANATOMICAL_STRUCTURE_FORMATION_INVOLVED_IN_MORPHOGENESIS	1	1	1	1	1	1	1	1	1	1	0.02078352412350004	1	1	1	1	1	1	1	1	0.06907033081136982	1	1	0.008299410772630633	0.04383370648779239	1	1	1	1	1	1	1	0.0019736466627464644	0.0008151730720674655	0.06397891568452685	0.04110523699412216	1	0.01159147665072291	0.004548622949127057	1	1	1	1	0.06201270788894153	1	1	1	1	0.06452834880487912	1
GO_ANATOMICAL_STRUCTURE_HOMEOSTASIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.009238212251813649	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ANATOMICAL_STRUCTURE_MATURATION	1	0.041484610286339985	1	1	1	0.04282398465001014	1	1	0.04128197311565518	1	1	1	1	1	1	1	1	1	1	1	1	0.026478107485390145	1	0.011443468151450698	1	1	0.0884090723410017	1	0.02398928561368785	1	0.09965543552322431	0.06112122553674881	1	1	0.0061781223902542814	1	1	0.025794456110655117	0.020164283936850103	1	1	1	2.7451892370411457e-05	1	1	0.006810905599663686	1	0.00019004479591433476	1
GO_ANATOMICAL_STRUCTURE_REGRESSION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3.59891915603372e-05	1	1	1	1	1	1	1	1	1	1	1	1	0.008157711601834428	1	1	1	0.008372738407813163	1	0.03752698661715437	1	1	1	1	1	1	1	1	1	1
GO_ANCHORED_COMPONENT_OF_MEMBRANE	1	0.01522114367629468	1	1	1	1	0.016086581760011986	0.001893290101809053	1	1	1	1	1	1	1	1	1	1	1	1	0.047541101086466586	0.014708995292609495	0.0928909768945052	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04857675768676917	0.002855366587558583	1	1	1	0.03013118137403259	1	0.030745379081253077	1	1	1	1
GO_ANCHORED_COMPONENT_OF_PLASMA_MEMBRANE	1	1	1	1	1	1	1	0.003637743654161807	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ANCHORED_COMPONENT_OF_SYNAPTIC_VESICLE_MEMBRANE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.020236601548022426	1	1	1	0.007379904283824512	1	1	1	1	1	1
GO_ANCHORING_JUNCTION	0.08753726585045063	0.017140306978947195	0.04988703391021865	0.025871039424539277	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05464083258743291	1	1	0.08753726585045063	0.06778477604536792	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0167754816560145
GO_ANIMAL_ORGAN_MATURATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0031477131272904524	1	1	1
GO_ANIMAL_ORGAN_MORPHOGENESIS	1	1	0.016310082716393892	1	1	1	1	0.05156127830939494	1	1	1	1	1	1	1	1	1	1	0.07658988168539693	1	0.005634098857667635	1	0.0012258233471635904	0.009463108909404605	1	1	1	0.08733261456615293	1	1	0.010780804970745739	0.00022272346422347322	0.03749531432181663	0.07768791233333594	1	1	1	1	1	0.00839369138252788	0.04053288841041458	1	0.02678399948179755	1	0.09389608912138059	1	1	0.0050191851436456325	1
GO_ANIMAL_ORGAN_REGENERATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.021842655205523975	1	0.011735089234220064	1	1	1	1	1	1	0.06415553994248557	1	0.0030081913128771065	1	1	1	1	1	1	1	0.09594019181938074	1	1	1	1	1	1	1	1	1
GO_ANION_CATION_SYMPORTER_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05418538303974618	1	1	1	1	1	1	1	1	1	1
GO_ANION_CHANNEL_ACTIVITY	1	1	1	1	1	1	1	1	0.030880658932384564	0.003310247452065873	1	0.009650426133582468	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.014732142234736734	1	1	1	1	1	1	1	1	1	1	1	0.06282668999822494	1	1	1	1	1	1	1	1	1	1
GO_ANION_HOMEOSTASIS	1	1	1	1	1	0.09084957077704836	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04575478730775162	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ANION_TRANSMEMBRANE_TRANSPORT	1	1	1	1	1	1	1	1	0.06672885544807072	0.09347107199170934	1	0.021487502134361125	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09371469643503172	1	1	1	1	1	0.09451924948189161	1	1	1	1	1	1	1	1	1	1
GO_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	0.0342826783192588	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ANION_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07306130103339137	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08948225120293496	1	1	1	1
GO_ANTERIOR_POSTERIOR_AXIS_SPECIFICATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.013713591936297953	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ANTERIOR_POSTERIOR_PATTERN_SPECIFICATION	1	1	0.09171673777562983	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03925079191891867	1	0.008140621925992853	1	1	0.03790075639600021	1	1	1	1	1	1	1	1	0.08690753570483745	1	0.005142856368849036	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ANTEROGRADE_AXONAL_PROTEIN_TRANSPORT	1	1	1	1	1	1	1	1	0.006221006715136479	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00039032762580004654	1	1	1	1	1	1	1	1	1	1
GO_ANTEROGRADE_AXONAL_TRANSPORT	1	0.029173792307070845	1	1	1	0.0006235803567186116	1	1	0.027403070945549834	0.011768531035377228	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.022495718699720224	1	1	1	1	0.000163755275231936	1	1	1	1	1	1	1	1	1	0.056973397456914654
GO_ANTIBACTERIAL_HUMORAL_RESPONSE	1	1	1	1	1	1	1	1	1	1	1	0.03561820215993328	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07632592352013545	1	1	1	1	1	1	1	1	1	1	1	1
GO_ANTIGEN_PROCESSING_AND_PRESENTATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.026060340866430054	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05051943708483764	1	1
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.032392839743841884	1	1
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05354856954495135	1	1
GO_AORTA_DEVELOPMENT	1	1	1	1	1	0.08591986274203567	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05463616580203001	1	1	1	1	1	1	1	1	0.02229482334719901	0.010828575092520443	0.034012825319456264	1	1	0.07857059116797027	1	1	1	1	1	1	1	1	1	1	1	1
GO_AORTA_MORPHOGENESIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.007970427958015947	0.002378379240421502	0.012355346248627663	1	1	0.029895747017062213	1	1	1	1	1	1	1	1	1	1	1	1
GO_APICAL_DENDRITE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0033810399472988806	1	1	1	1	1	1	1	1	1	1
GO_APICAL_JUNCTION_ASSEMBLY	0.024535705710009292	1	0.06473194005324234	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03435792958041606	1	1	1	0.09975831409644642	1	1	1	1	1	1	1	1	0.04230173904534795	1	1	0.008224218823963847	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_APICAL_PART_OF_CELL	1	1	1	1	1	1	1	1	1	0.06102033863877121	1	1	1	1	0.004813129301635133	1	1	1	1	1	1	1	1	1	1	0.005489107539422333	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08193121489072253	1	1	1	1	1	1	1	1	1
GO_APICAL_PLASMA_MEMBRANE	0.08389242065634106	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0028747866638862973	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_APICAL_PROTEIN_LOCALIZATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.023344889233024135	1	1	1	0.008552922233790783	1	1	1	1	1	1
GO_APOPTOTIC_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05879452858819312	1	1	1	1	1	1	1	1	1	1	1	1	0.011601376106631922	1	1	1	1	1	1	1	1	1	1	1	1	0.09636949905763881	1
GO_APPENDAGE_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08292633286752826	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_APPENDAGE_MORPHOGENESIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0598657225224164	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ARACHIDONIC_ACID_SECRETION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.013344335786930395	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_AROMATIC_AMINO_ACID_FAMILY_CATABOLIC_PROCESS	0.0028811617325288363	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03239324349683148	1	1	1	1	1	1
GO_AROMATIC_AMINO_ACID_FAMILY_METABOLIC_PROCESS	0.005816555681199209	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06180951297714432	1	1	1	1	1	1
GO_ARTERY_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.058566046422615536	0.007746405912424703	0.08704061031401533	1	1	0.044656354371441775	1	1	1	1	1	1	1	1	1	1	1	1
GO_ARTERY_MORPHOGENESIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03369348250915383	0.00259419420072049	0.05091955373307666	1	1	0.020385425641528232	1	1	1	1	1	1	1	1	1	1	1	1
GO_ASPARTIC_TYPE_PEPTIDASE_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06806622234428628	1	1	1	0.026220396266751322	1	1	1	1	1	1
GO_ASSOCIATIVE_LEARNING	1	1	1	1	1	1	1	0.05824100604157678	0.019954281261308826	1	1	1	1	1	1	1	1	1	0.00013362023999285988	1	1	1	1	1	1	1	1	1	0.0010705716982044589	0.0656598356334841	1	1	1	0.005927196192986539	1	1	1	1	6.037892820498492e-06	0.0981015635743332	1	1	0.0010396129532059817	1	0.006624710442892701	1	1	1	0.023385270264784763
GO_ASTER	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0017471435747945518	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ASTROCYTE_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04962043266114957	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ASTROCYTE_DIFFERENTIATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.023472568810837702	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ASYMMETRIC_CELL_DIVISION	1	1	1	1	1	0.011375541237906628	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.045572225913865005	1	1	1	0.017162432830885033	1	1	1	1	1	1
GO_ATPASE_ACTIVITY	1	1	1	1	1	1	0.08319279524805423	1	1	1	1	1	0.09663430382668026	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07960564462128383	1	0.016579274721082782	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ATPASE_BINDING	1	0.08594757815628196	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ATPASE_COMPLEX	1	0.06983403708376767	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ATPASE_COUPLED_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0110000984336166	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03133348143578252	0.017515047743135725	1	1	1	1	1	1	1	1	1	0.0793131834708578
GO_ATPASE_DEPENDENT_TRANSMEMBRANE_TRANSPORT_COMPLEX	1	1	1	0.0019694278822302014	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06331870943446738	1	1	1	1	1	1	1	1	1	1
GO_ATPASE_REGULATOR_ACTIVITY	1	1	1	1	1	0.04394354159141567	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ATP_DEPENDENT_MICROTUBULE_MOTOR_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.006579490421668943	1	1
GO_ATRIAL_CARDIAC_MUSCLE_CELL_TO_AV_NODE_CELL_SIGNALING	1	1	1	1	1	1	1	1	5.8581471393814866e-06	1	1	1	1	1	1	1	1	1	0.002108194193669477	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.004605249336879669	1	1	1	1	1	1	1	1	1	1
GO_ATRIAL_SEPTUM_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.005454201286975824	1	1	1	1	0.05868990730588308	1	1	1	1	1	1	1	1	1	1
GO_ATRIAL_SEPTUM_MORPHOGENESIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0026443403983255065	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ATRIOVENTRICULAR_VALVE_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0031477131272904524	1	1	1
GO_AUDITORY_RECEPTOR_CELL_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.011906253577937287	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_AUDITORY_RECEPTOR_CELL_MORPHOGENESIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0069822356563167265	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_AUTONOMIC_NERVOUS_SYSTEM_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03515891710870589	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02119280345928609	1	1	1	1	1	1	1	1.5600638164414704e-05	1	1	1
GO_AV_NODE_CELL_TO_BUNDLE_OF_HIS_CELL_COMMUNICATION	1	1	1	1	1	1	1	1	0.011102901690175582	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0024752846965498954	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0062861600119319405	1	1	1	1	1	1
GO_AXIS_ELONGATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01286863987274589	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_AXIS_ELONGATION_INVOLVED_IN_SOMITOGENESIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00032492648100301835	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_AXIS_SPECIFICATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03660184055591087	1	1	1	1	0.0914696549419457	1	1	1	1	1	1	1	0.04502878055749204	1	0.06750144130093272	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_AXON	0.002248177410469343	1.4993070673874342e-08	0.09420747715196331	0.03131613458483462	1	2.46298514916532e-09	1	0.04765504802314524	6.179717337850832e-08	0.022537875441811184	0.001532665061209193	1	0.044445636149587964	1	1	0.0003020129502226965	1	0.00822805660720538	0.001532665061209193	0.0841263179831675	0.013691695809742943	1	1	0.0012067405184761348	1	0.0038803441193280275	0.04694517461239123	0.0004476280034233504	4.1995009833040164e-05	0.0254730642038985	0.01509931506808071	0.036882305833716655	1	4.2022636659311274e-07	1	1	1	1	0.0	1	0.010215711471517785	4.757456873683008e-05	2.426281473955072e-06	1	0.018889448177346613	0.055555257839625005	2.6512417226065566e-06	6.3407828987394055e-09	0.014964465017476947
GO_AXONAL_GROWTH_CONE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.002662007854418391	1	1	0.005519950719956701	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_AXONAL_TRANSPORT	1	0.04255310415307334	1	0.011482503829612023	1	0.001360934564533789	1	1	0.008456845657231149	0.017426385471273065	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.002907155234120773	1	1	1	1	6.551923489828138e-05	1	1	1	0.021898906487581082	1	1	1	1	1	0.08167741144384189
GO_AXONAL_TRANSPORT_OF_MITOCHONDRION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.023344889233024135	1	1	1	1	1	1	1	1	1	1
GO_AXONEMAL_DYNEIN_COMPLEX_ASSEMBLY	1	1	1	1	1	1	1	1	0.07378833193770995	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.022002389871702777	1	1	1	1	1	1	1	1	1
GO_AXONEME_ASSEMBLY	1	1	1	1	1	1	1	0.05032859176757698	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0716250204655331	1	1	1	1	1	0.0008429620297623064	1	1	1	0.09979683294553654	1	1	1	1	1	1	0.012813377439625406	1	1	1	1	1	1	1	1	1
GO_AXONOGENESIS_INVOLVED_IN_INNERVATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0005766158678104372	0.00048555454764487305	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_AXON_CHOICE_POINT_RECOGNITION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0008039458550409551	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.005831329710847433	1	1	1	1	1	1	1	1	1	1
GO_AXON_CYTOPLASM	1	0.03997599325440715	1	0.010748238112249009	1	0.07868620036614193	1	1	0.007495779888476051	0.016326350453792382	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0026348338679158534	1	1	1	1	0.0029212193136780584	1	1	1	0.020000193728050508	1	1	1	1	1	1
GO_AXON_DEVELOPMENT	0.06427077796275382	0.02827495828678206	1	1	1	0.00416327754686685	1	0.055447884825047145	0.000986491510393317	1	0.002189358573116751	1	1	1	1	1	1	1	1	1	1	1	0.00012725236353672287	1	1	0.056900050919795664	1	0.003889530754470183	1	0.0006812918871185181	1	0.0009501620866568805	1	1	1	1	1	1	5.320940678066322e-07	1	1	1	0.09027403077569707	1	1	0.027654854051440747	0.0005940522045695396	0.011673106943995926	0.010723946605282197
GO_AXON_GUIDANCE_RECEPTOR_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.001366900443852237	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0007936918433651963	1	1	1	1	1	1	1	1	1	1	1
GO_AXON_HILLOCK	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0076872500271261135	1	1	1	1	1	1	1	1	1	1
GO_AXON_INITIAL_SEGMENT	1	1	1	1	1	0.00827349937265176	1	1	0.021881485911569798	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00017027250672563277	1	1	1	1	1	1	1	1	1	1
GO_AXO_DENDRITIC_PROTEIN_TRANSPORT	1	1	1	1	1	1	1	1	0.013004911595895563	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.001262815153247665	1	1	1	1	1	1	1	1	1	1
GO_AXO_DENDRITIC_TRANSPORT	1	0.05776701841509546	1	0.015898867251099902	1	0.0025586998236079017	1	1	0.015182047650043717	0.024013059505931245	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.004712086376664426	1	1	1	1	0.00019597898422363258	1	1	1	0.034038324813398746	1	1	1	1	1	1
GO_A_BAND	1	0.017916116371614055	1	1	1	1	1	1	0.08989042582335616	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_BASAL_DENDRITE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.005831329710847433	1	1	1	1	1	1	1	1	1	1
