	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CBX2	CCDC17	CSRNP3	CXXC4	DACH1	DPF3	DZIP1	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF117	ZNF382	ZNF492	ZNF514	ZNF519	ZNF788	ZNF846	ZNF853	ZNF883
KEGG_MAPK_SIGNALING_PATHWAY		AKT3 CACNA1G CACNA1H CACNG7 FGF9 HSPA2 NTRK2	CACNA1B CACNA1C CACNA2D1 CACNA2D2 FGF14 FGF17 HSPA6 JMJD7-PLA2G4B MAPK12 MAPK8IP2		CACNA1G CACNA2D2 CACNB4 DUSP2 FGF9 GADD45G NTRK2											CACNA1A CACNA1B CACNA1E CACNA1G CACNA2D1 CACNA2D2 CACNG7 DUSP2 FGF17 FGF9 GADD45G HSPA2 JMJD7-PLA2G4B MAPK8IP1 PRKCG	AKT3 CACNA1A CACNA2D1 CACNG7 DUSP2 FGF14 HSPA2 HSPA6 JMJD7-PLA2G4B MAP3K12 MAPK12 MAPK8IP1 MAPK8IP2	CACNA1A CACNA1H CACNA2D2 CACNB4 CACNG7 FGF9 HSPA2 MAP3K12 MAPK10 MAPK12 NTRK2	CACNA1C CACNA1E CACNA2D2 FGF9 JMJD7-PLA2G4B MAP3K12 NTRK2		AKT3 CACNA1A CACNA1C CACNA1E CACNA1G CACNB4 CACNG6 HSPA6 MAPK10						GADD45G HSPA2 MAP3K12 MAPK8IP2		AKT3 CACNA1C CACNA1E FGF14 HSPA6 MAP3K12 NTRK2				AKT3 CACNA1A CACNA1B CACNA1C CACNA1E CACNA1G CACNA2D2 CACNG6 FGF14 FGF17 FGF9 HSPA2 HSPA6	AKT3 CACNA1A CACNA2D1 CACNG6 FGF17 FGF9 GADD45G HSPA2 HSPA6 MAP3K12		AKT3 CACNA1A CACNA1C CACNA1E CACNA1G CACNA1H CACNA2D2 CACNB4 CACNG4 CACNG6 DUSP2 FGF9 GADD45G HSPA2 HSPA6 MAP3K12 MAPK8IP1 NTRK2			CACNA1G CACNA2D1 CACNB4 HSPA2 MAP3K12 MAPK10 NTRK1	AKT3 CACNA1A CACNA1C CACNA2D1 CACNG4 CACNG6 FGF14 FGF9 GADD45G MAP3K12 MAPK10 NTRK2				AKT3 CACNA1B CACNA1E CACNA1G CACNA1H CACNA2D1 CACNA2D2 HSPA2 HSPA6 MAP3K12 MAPK10 NTRK1 NTRK2 PRKCG	CACNA1A CACNA1B CACNA1C CACNA2D1 CACNA2D2 CACNB2 FGF9 NTRK2	CACNA2D1 CACNB4 CACNG6 FGF14 MAPK10 NTRK2	AKT3 CACNA1G CACNA2D1 CACNA2D2 CACNG6 FGF14 FGF17 HSPA6 JMJD7-PLA2G4B MAP3K12 MAPK10 NTRK2		CACNA1C CACNA1H MAPK12 NTRK1	CACNA1A CACNA2D1 CACNB4 FGF14 GADD45G MAPK10 NTRK2			CACNA1A CACNA1E CACNA1H CACNB2 CACNB4 CACNG4 CACNG6 FGF14 MAP3K12 MAPK12 MAPK8IP1 PRKCG		CACNA1B CACNB2 CACNG7 MAPK8IP2	CACNA1A CACNA1B CACNA1E CACNA1G CACNA2D2 CACNB4 CACNG6 CACNG7 FGF17 FGF9 MAPK10 MAPK8IP1 NTRK2 PRKCG	CACNA1B CACNA1C CACNA1E CACNA2D2 CACNB4 CACNG7 DUSP2 HSPA2 MAP3K12 MAPK10 MAPK12 MAPK8IP1 NTRK2 PRKCG	CACNA1E CACNA1G CACNA2D1 CACNA2D2 GADD45G HSPA2 HSPA6 JMJD7-PLA2G4B MAP3K12	AKT3 CACNA1A CACNA1C CACNA1E CACNA2D2 CACNB4 CACNG6 DUSP2 FGF14 FGF9 HSPA2 MAPK12 MAPK8IP1 NTRK1 NTRK2		CACNA2D1 GADD45G MAP3K12		GADD45G MAP3K12 MAPK12 MAPK8IP2				CACNA1C CACNB2 MAP3K12 MAPK10		CACNA1G CACNA2D2 CACNB4 MAPK10 PRKCG			DUSP2 MAPK8IP2	
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	NKX6-1 ONECUT1		NKX6-1 ONECUT1 PAX6			NEUROG3 PAX4					NKX2-2 PAX4				HHEX MAFA NEUROG3 PAX6	GCK ONECUT1 PAX6		MAFA PAX6												NKX2-2 ONECUT1 PAX4			GCK PAX6		GCK NEUROG3 NKX6-1	GCK HHEX NKX6-1		GCK NEUROD1 NKX2-2 PAX4		HHEX NEUROD1		HHEX NEUROG3			ONECUT1 PAX6	NKX2-2 NKX6-1	HHEX NKX6-1	MAFA PAX6					GCK HHEX MAFA NEUROD1 NKX2-2 PAX4 PAX6		NKX6-1 ONECUT1	GCK NKX6-1 ONECUT1		MAFA NKX6-1	GCK PAX6							NKX6-1 ONECUT1					HHEX MAFA NEUROG3		
KEGG_MELANOGENESIS				ADCY5 CAMK2B WNT9A										FZD4 GNAO1 PRKCG WNT9A							ADCY1 ADCY2 ADCY5 FZD4								ADCY1 ADCY2 ADCY5									ADCY2 CAMK2B GNAO1 WNT9A	ADCY5 FZD4 GNAO1 KIT WNT9A					ADCY1 ADCY2 ADCY5 CAMK2B FZD4 GNAO1 PRKCG													ADCY5 CAMK2B GNAO1 PRKCG WNT9A					ADCY1 ADCY5 FZD4 GNAO1 KIT PRKCG WNT9A		ADCY5 FZD4 WNT9A							ADCY5 FZD4 PRKCG WNT9A		
KEGG_MELANOMA		AKT3 FGF9																													FGF14 FGF9		AKT3 FGF14 FGF17 FGF9							AKT3 FGF14 FGF9 PDGFD							AKT3 FGF14 FGF17 PDGFD																										
KEGG_MTOR_SIGNALING_PATHWAY																	AKT3 EIF4EBP1 PGF																																																								
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	GABRG2 GPR83 GRIA2 GRIK3 GRIN1			CHRNB2 GABBR2 GRIK3 GRIN2C SSTR5				CYSLTR2 GABRB3 GPR83 GRIA2 GRIN2C	CYSLTR2 TACR3		ADORA2A CHRNA3 CSH1	ADORA2A CYSLTR2 GABBR2 GRIA2 GRIN2C				AVPR1B CHRM4 CHRNA1 CHRNA3 CHRNA5 CHRNB2 CHRNB4 CNR1 GABRB3 GABRE GABRG2 GRIK5 P2RX6 SSTR2 SSTR5 TACR3	BRS3 CHRNA1 CHRNB2 GABRG2 GABRP GRIK3 GRIK5 GRIN2C HRH3 P2RX6 SSTR1 SSTR5		CHRNB2 CHRNB4 CSH1 DRD2 GABBR2 GABRP SSTR2		ADORA2A CHRNA5 GABRB3 GABRP GPR83 GRIA2 GRIK5 SSTR1 TACR3							CYSLTR2 GABRA1 GABRB3 GABRE GABRP GPR83 GRIA2							AVPR1B CHRM4 CHRNA1 CHRNA5 CHRNB2 CHRNB4 CNR1 DRD2 GABRE GRIA2 GRIK5 P2RX6 SSTR1	ADORA2A AVPR1B BRS3 CHRM4 CHRNB4 CNR1 CYSLTR2 GABBR2 GABRA1 GABRE GPR83 GRIK5 SSTR5	CHRNA3 GPR83 GRIK3 TACR3	CHRNA1 CHRNA3 CHRNB4 GABRP P2RX6 SSTR2 SSTR3	BRS3 CHRNA1 CHRNB4 GABRP P2RX6 SSTR3	AVPR1B CHRNA1 CHRNB4 DRD2 GABBR2 GABRB3 GPR83 GRIN2C P2RX6 SSTR2 TACR3				AVPR1B CHRM4 CHRNA3 CHRNB2 CHRNB4 GABRE GABRP GPR83 GRIK5 GRIN1 P2RX6 SSTR5			AVPR1B BRS3 CHRNB2 GABBR2 GRIK5 GRIN1 GRIN2C P2RX6 SSTR3 SSTR5								CYSLTR2 GABRA1 GABRG2 GPR83 GRIA2 GRIK3 TACR3	CHRNA1 CYSLTR2 GABRA1 GABRB3 GABRG2 GABRP GPR83 GRIA2 GRIN1 GRIN2C	ADORA2A BRS3 CHRNA1 CHRNB4 CNR1 GABBR2 GABRB3 GRIK5 GRIN2C SSTR1	CHRM4 CHRNA1 CHRNB2 CHRNB4 CSH1 GABBR2 GABRB3 GRIK3 SSTR2 SSTR3 SSTR5	ADORA2A BRS3 CNR1 GABBR2 GABRE GPR83 GRIK5 GRIN2C HRH3 P2RX6 SSTR5		AVPR1B P2RX6 TACR3	CHRM4 CHRNB2 CHRNB4 CNR1 GABBR2 GABRP GRIK5 GRIN2C SSTR1 SSTR3 SSTR5											
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY					CAMK2B NTRK2 PLCG2 TP73																																	CAMK2B NTRK1 PLCG2 TP73	MAPK10 NTRK1 PLCG2	AKT3 CAMK2B MAPK10 NTRK2 PLCG2 TP73				AKT3 BCL2 CAMK2B MAPK10 NTRK1 NTRK2 TP73	BCL2 NTRK2 PLCG2 SHC3				MAPK12 NTRK1	BCL2 MAPK10 NTRK2							CAMK2B MAPK10 MAPK12 NTRK2 PLCG2 TP73		AKT3 MAPK12 NTRK1 NTRK2 PLCG2 SHC3			BCL2 MAPK10 MAPK12 NTRK1 SHC3 TP73	BCL2 CAMK2B MAPK12 PLCG2										
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY																																							MAPK10 NAIP											MAPK10 NAIP														MAPK12 NAIP			MAPK10 NAIP						
KEGG_NOTCH_SIGNALING_PATHWAY		DLL3 DLL4			DLL1 DLL4 DTX3															DLL4 DTX1						DLL3 DTX3	DLL1 DTX1																										DLL1 DLL3 DTX1 DTX3																				
KEGG_OOCYTE_MEIOSIS																	ADCY1 ADCY2 ADCY5 ITPR1 MAD2L2 MAPK12												ADCY1 ADCY2 ADCY5															ADCY1 ADCY2 ADCY5 CAMK2B ITPR1 SPDYA													ADCY5 CAMK2B ITPR1 MAD2L2 MAPK12					ADCY1 ADCY5 ITPR1 MAD2L2 MAPK12		ADCY5 MAPK12									
KEGG_PANCREATIC_CANCER															MAPK10 PGF																										MAPK10 PGF																																
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION																																														TUBA1A TUBB3 TUBB4A							TUBA1A TUBB3 TUBB4A																				
KEGG_PATHWAYS_IN_CANCER																																							FZD4 KIT MAPK10 MMP2 NTRK1 PLCG2 WNT9A	AKT3 ARNT2 CSF1R FGF14 FGF9 KIT MAPK10 MMP2 PLCG2 PTCH1 RUNX1T1							AKT3 ARNT2 BCL2 FGF14 FGF17 FZD4 MAPK10 RET RUNX1T1															BCL2 CSF1R FZD4 KIT MAPK10 NTRK1 PGF PRKCG PTCH1 RET WNT9A											
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM																																													DGKB ITPR1 PLCG2												DGKB ITPR1 PLCG2 PRKCG																
KEGG_PPAR_SIGNALING_PATHWAY																							APOA1 APOC3												ACSL6 APOA1 CPT1C PLTP			ACSL6 APOA1 PLTP								APOA1 APOC3 PLTP		APOA1 APOC3 FABP5										ACSL6 APOA1 APOC3 CYP27A1	APOA1 APOC3 CYP27A1 PLTP			APOA1 APOC3 CYP27A1 FABP5 PLTP		APOA1 PLTP									
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION																	ADCY1 ADCY2 ADCY5 AKT3 MAD2L2 MAPK12	ADCY5 MAPK10 MAPK12 SPDYA			ADCY1 ADCY2 ADCY5 AKT3 MAPK10								ADCY1 ADCY2 ADCY5 AKT3													CCNA1 MAD2L2 MAPK10		ADCY1 ADCY2 ADCY5 AKT3 MAPK10 SPDYA							ADCY1 ADCY2 MAPK10						ADCY5 MAD2L2 MAPK10 MAPK12					ADCY1 ADCY5 MAD2L2 MAPK10 MAPK12		ADCY5 MAPK12					MAD2L2 MAPK10 SPDYA		ADCY5 MAPK12 SPDYA		
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION														ATP1A3 SLC38A3																																		ATP1A3 SLC38A3									ATP1A3 SLC38A3					ATP1A3 SLC38A3											
KEGG_PURINE_METABOLISM																	ADCY1 ADCY2 ADCY5 AK5 ENTPD1 PDE8B												ADCY1 ADCY2 ADCY5 AK5 PDE2A PDE8B																			ADCY5 AK5 AMPD3 ENTPD1 PDE2A																									
KEGG_RENAL_CELL_CARCINOMA															ARNT2 PGF						AKT3 ARNT2 PAK6 PGF												AKT3 ARNT2 PAK3 PAK6 PGF			AKT3 ARNT2 PAK3 PAK6 PGF				AKT3 ARNT2 PAK3 PAK6							AKT3 ARNT2 PAK6																								ARNT2 PAK6 PGF		
KEGG_RENIN_ANGIOTENSIN_SYSTEM																																				ACE AGT																																					
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY																																																																			IFNE MAPK10						
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT																					SNAP25 STX1A STX2																			SNAP25 STX1A STX2				SNAP25 STX1A STX2																													
KEGG_TASTE_TRANSDUCTION																												CACNA1B TAS2R20																												CACNA1A CACNA1B TAS2R20																	
KEGG_TGF_BETA_SIGNALING_PATHWAY																																																																LEFTY1 THBS4									
KEGG_THYROID_CANCER																																						NTRK1 RET																																			
KEGG_TIGHT_JUNCTION																							CLDN6 PRKCH																																																		
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY																																																																MAPK12 SPP1									
KEGG_TRYPTOPHAN_METABOLISM				DDC TDO2 TPH1												AADAT DDC TPH1															DDC TDO2									AADAT DDC TPH1							AADAT DDC TPH1																						AADAT TPH1		AADAT TPH1		
KEGG_TYPE_II_DIABETES_MELLITUS			ABCC8 CACNA1B CACNA1C	ABCC8 CACNA1A GCK KCNJ11	ABCC8 CACNA1G GCK KCNJ11										ABCC8 CACNA1A MAFA MAPK10	ABCC8 CACNA1A CACNA1B CACNA1E CACNA1G GCK	ABCC8 CACNA1A GCK SOCS1	CACNA1A MAFA MAPK10	CACNA1C CACNA1E		ABCC8 CACNA1A CACNA1C CACNA1E CACNA1G GCK MAPK10								CACNA1C CACNA1E	CACNA1B CACNA1G			ABCC8 CACNA1A CACNA1B CACNA1C CACNA1E CACNA1G GCK			CACNA1A CACNA1C CACNA1E CACNA1G GCK KCNJ11		ABCC8 CACNA1E CACNA1G GCK KCNJ11 SOCS1	CACNA1G MAPK10	ABCC8 CACNA1A CACNA1C MAPK10 SOCS1		MAPK10 SOCS1		CACNA1B CACNA1E CACNA1G MAFA MAPK10 SOCS1	CACNA1A CACNA1B CACNA1C	KCNJ11 MAPK10 SOCS1	CACNA1G KCNJ11 MAPK10	CACNA1A CACNA1E MAFA MAPK10		CACNA1A MAPK10			CACNA1A CACNA1E GCK KCNJ11 MAFA			CACNA1A CACNA1B CACNA1E CACNA1G GCK MAPK10	ABCC8 CACNA1B CACNA1C CACNA1E KCNJ11 MAFA MAPK10 SOCS1	CACNA1E CACNA1G MAFA	CACNA1A CACNA1C CACNA1E GCK								CACNA1C MAPK10		CACNA1G KCNJ11 MAPK10				
KEGG_TYPE_I_DIABETES_MELLITUS			GAD2 HLA-DQA2 PTPRN		PTPRN PTPRN2																						HLA-DQA2 PTPRN2						CPE GAD2 HLA-DQA2												CPE PTPRN2		CPE PTPRN PTPRN2						GAD2 PTPRN PTPRN2				CPE PTPRN PTPRN2														PTPRN PTPRN2		
KEGG_TYROSINE_METABOLISM																															ADH6 DDC														ADH6 DDC																												
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY																													AKT3 GRAP2 NFAT5																				MAPK12 NFAT5															MAPK12 PAK6									
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION												ADORA2A JMJD7-PLA2G4B				AVPR1B JMJD7-PLA2G4B KCNMA1 KCNMB2 KCNMB3 PPP1R14A PRKCG	ADCY1 ADCY2 ADCY5 ITPR1 JMJD7-PLA2G4B PRKCH		CACNA1C JMJD7-PLA2G4B KCNMB2 KCNMB3 PRKCH		ADCY1 ADCY2 ADCY5 ADORA2A CACNA1C ITPR1 KCNMA1 KCNMB2 PRKCH		ADORA2A ITPR1 PRKCH					KCNMB3 PPP1R14A PRKCH	ADCY1 ADCY2 ADCY5 CACNA1C	KCNMA1 KCNMB3 PPP1R14A	AVPR1B ITPR1 KCNMA1 KCNMB2		ADCY2 ADCY5 CACNA1C KCNMA1 KCNMB2 PPP1R14A		ADCY1 ADCY2 ADCY5 AVPR1B ITPR1 JMJD7-PLA2G4B KCNMB2 KCNMB3 PPP1R14A	ADCY1 ADORA2A AVPR1B CACNA1C KCNMA1 KCNMB2				ADCY5 AVPR1B CACNA1C KCNMA1 KCNMB2				ADCY1 ADCY2 ADCY5 AVPR1B ITPR1 PPP1R14A PRKCG	ADCY2 ADCY5 CACNA1C ITPR1 KCNMA1 KCNMB2 PRKCH		ADCY5 AVPR1B JMJD7-PLA2G4B KCNMA1 KCNMB2 PPP1R14A			ADCY1 KCNMB2 KCNMB3	ADCY1 ADCY2 KCNMB3					ADCY5 ITPR1 KCNMA1 KCNMB2 PPP1R14A PRKCG PRKCH	ADCY5 ADORA2A CACNA1C ITPR1 KCNMB2 PPP1R14A PRKCG PRKCH					ADCY1 ADCY5 ITPR1 KCNMB2 PRKCG PRKCH									ADCY5 JMJD7-PLA2G4B KCNMB3 PRKCG		ADORA2A PRKCH
KEGG_VEGF_SIGNALING_PATHWAY		AKT3 NFAT5																																															MAPK12 NFAT5								MAPK12 NFAT5 PLCG2 PRKCG						MAPK12 PLCG2								JMJD7-PLA2G4B MAPK12 NFAT5 PRKCG		
KEGG_VIBRIO_CHOLERAE_INFECTION															ATP6V1B1 MUC2																					ATP6V0E2 ATP6V1B1 ATP6V1G2 MUC2			MUC2 PLCG2					ATP6V1B1 ATP6V1G2 MUC2 PRKCG													ATP6V1G2 PLCG2 PRKCG						ATP6V0E2 PLCG2						ATP6V0E2 ATP6V1G2 PRKCG				
KEGG_WNT_SIGNALING_PATHWAY														FZD4 NKD1 PRKCG WNT9A		CAMK2B CCND2 FZD4 NKD1 PRKCG SFRP1 WNT9A		FZD4 MAPK10 NFAT5 PRICKLE2 SFRP1 WIF1 WNT9A												CAMK2B PRICKLE2									FZD4 MAPK10 PRICKLE2 WIF1 WNT9A	CAMK2B CCND2 CXXC4 MAPK10 NKD1 PRICKLE2 WIF1				CAMK2B CCND2 CXXC4 FZD4 MAPK10 NKD1 PRICKLE2 PRKCG													CAMK2B CXXC4 MAPK10 NFAT5 NKD1 PRICKLE2 PRKCG WNT9A												MAPK10 NFAT5 PRICKLE2 PRKCG SFRP1		FZD4 NFAT5 PRKCG SFRP1 WNT9A		
NABA_BASEMENT_MEMBRANES		COLQ NTNG2																																		COLQ NTNG2 USH2A																																					
NABA_COLLAGENS				COL12A1 COL22A1	COL12A1 COL21A1														COL12A1 COL21A1	COL12A1 COL21A1	COL12A1 COL16A1 COL1A2 COL22A1							COL14A1 COL16A1			COL12A1 COL14A1 COL16A1		COL12A1 COL14A1 COL1A2	COL16A1 COL21A1 COL22A1	COL14A1 COL16A1 COL1A2					COL14A1 COL21A1 COL22A1		COL12A1 COL16A1				COL1A2 COL22A1				COL14A1 COL1A2	COL21A1 COL22A1								COL14A1 COL16A1 COL1A2 COL21A1			COL12A1 COL14A1 COL16A1 COL21A1 COL22A1	COL16A1 COL22A1				COL1A2 COL21A1				COL12A1 COL21A1 COL22A1		
NABA_CORE_MATRISOME			AEBP1 BGN COL16A1 COL1A2 CRISPLD1 LGI3 MMRN1 SMOC1 SNED1 SPARC SPOCK3 VCAN		AEBP1 COL12A1 COL21A1 CRISPLD2 IGFBPL1 LGI3 MATN2 SMOC1 SPON1									CRISPLD2 FBN1 LTBP2 MATN2 PRELP SMOC2 SPON1		AEBP1 COL14A1 COL1A2 CRISPLD2 IGFBPL1 IGSF10 IMPG1 MMRN1 SMOC1 SNED1 SPOCK3 THBS4 VWCE	AEBP1 COL22A1 LTBP2 NTNG2 PRELP SPARC SPON1 SPON2 SPP1 THBS4 VWCE	COL12A1 IMPG1 LGI3 LTBP2 MATN2 MMRN1 PRELP SMOC1 SMOC2 SNED1 SPOCK3 SPON1 USH2A VCAN VWA5B2	COL12A1 COL21A1 CRISPLD2 IGSF10 LTBP2 SMOC1 SPON1 SPON2	COL12A1 COL21A1 IGFBPL1 MATN2 PRELP SMOC1 SPON1 USH2A	COL12A1 COL16A1 COL1A2 COL22A1 EDIL3 IGSF10 LGI3 LTBP2 MFAP2 SMOC2 THBS4 VCAN VWA5B2					BGN IGFBPL1 SPP1	AEBP1 FBN1 LGI3 VWCE	COL14A1 COL16A1 FBN1 SPOCK3 SPON1	COL14A1 IGSF10 MATN2 SMOC1 SPOCK3		COL12A1 COL14A1 COL16A1 LTBP2 USH2A		COL12A1 COL14A1 COL1A2 COLQ FBN1 IGSF10 LGI3 MMRN1 SMOC2 SNED1 SPOCK3 SPON1 THBS4 USH2A VCAN	COL16A1 COL21A1 COL22A1 COLQ EDIL3 LTBP2 MATN2 MMRN1 SPARC SPOCK3 SPON1 THBS4 USH2A VCAN	COL14A1 COL16A1 COL1A2 CRISPLD2 FBN1 IGSF10 NTNG2 PODN PRELP SMOC2 SPOCK3 SPON1 SPON2 THBS4 USH2A VWCE	AEBP1 COL16A1 COL1A2 COL22A1 COLQ IGSF10 MATN2 NTNG2 PODN PRELP SMOC1 SMOC2 SNED1 SPOCK3 SPON1 THBS4 USH2A VWCE		COL16A1 CRISPLD2 IGFBPL1 IGSF10 IMPG1 MATN2 PRELP SPON2 USH2A VWA5B2	COL21A1 CRISPLD2 IGSF10 MFAP2 PRELP SMOC1 SPON1 SPON2 USH2A	COL14A1 COL21A1 COL22A1 CRISPLD2 EDIL3 MATN2 NTNG2 PRELP SMOC1 SMOC2 SNED1 SPARC SPOCK3 SPON1 SPON2 USH2A VCAN VWA5B2		AEBP1 BGN COL12A1 COL16A1 LTBP2 MATN2 MFAP2 PRELP SPON1 SPON2		AEBP1 BGN COL16A1 COLQ CRISPLD2 LGI3 MATN2 SMOC2 SPOCK3 THBS4 USH2A VWCE	COL12A1 CRISPLD2 EDIL3 SPOCK3 SPON1 USH2A	COL1A2 COL22A1 PODN SMOC1 SMOC2 SPON1 THBS4		AEBP1 COL21A1 COL22A1 LTBP2 MATN2 SMOC1 SNED1 SPON1 THBS4	MATN2 NTNG2 PRELP SNED1 SPON2	COL14A1 COL1A2 IGSF10 SPOCK3 SPON1 USH2A			AEBP1 COL12A1 COL21A1 IGFBPL1 IGSF10 LGI3 LTBP2 MATN2 MMRN1 NTNG2 SMOC2 SNED1 THBS4 VWA5B2					COL16A1 COL22A1 IMPG1 LTBP2 MATN2 PRELP SNED1 SPARC SPOCK3 SPON2 VWCE	COL14A1 COL16A1 COL1A2 COL21A1 IGSF10 LGI3 LTBP2 MMRN1 SMOC1 SNED1 SPON1 SPP1 VWCE			AEBP1 COL12A1 COL14A1 COL16A1 COL21A1 COL22A1 CRISPLD2 LGI3 LTBP2 MATN2 PODN SMOC2 SPARC	COL16A1 COL22A1 FBN1 LTBP2 MATN2 SMOC1	CRISPLD2 EDIL3 SPP1 THBS4			COL1A2 COL21A1 COLQ CRISPLD2				COL12A1 COL21A1 COL22A1 LGI3 SMOC2 THBS4 VWA5B2 VWCE		MFAP2 PRELP SPARC
NABA_ECM_AFFILIATED								CLEC4G MUC2				MUC16 MUC5AC			MUC17 MUC2 MUC5AC		C1QL1 GPC6 MUC15 MUC16 MUC17 SEMA6B SFTPA2												MUC16 MUC3A MUC5AC MUC5B PLXNC1 SEMA6B						C1QL1 ELFN1 MUC15 MUC17 MUC2 MUC3A PLXNC1 SFTPA2	C1QL1 CLEC4G ELFN1 MUC15 MUC16 MUC17 MUC2 MUC3A MUC5B PLXNC1			ANXA6 C1QL1 GPC2 GPC6 MUC2					GPC6 MUC15 MUC17 MUC2 MUC5B PLXNC1 SEMA6B SFTPA2														CLEC4G GPC2 MUC15 MUC17 MUC5B SEMA6B SFTPA2								GPC2 MUC2	ANXA6 MUC5B SEMA6B						
NABA_ECM_GLYCOPROTEINS			AEBP1 CRISPLD1 LGI3 MMRN1 SMOC1 SNED1 SPARC		AEBP1 CRISPLD2 IGFBPL1 LGI3 MATN2 SMOC1 SPON1									CRISPLD2 FBN1 LTBP2 MATN2 SMOC2 SPON1		AEBP1 CRISPLD2 IGFBPL1 IGSF10 MMRN1 SMOC1 SNED1 THBS4 VWCE	AEBP1 LTBP2 NTNG2 SPARC SPON1 SPON2 SPP1 THBS4 VWCE	LGI3 LTBP2 MATN2 MMRN1 SMOC1 SMOC2 SNED1 SPON1 USH2A VWA5B2	CRISPLD2 IGSF10 LTBP2 SMOC1 SPON1 SPON2	IGFBPL1 MATN2 SMOC1 SPON1 USH2A	EDIL3 IGSF10 LGI3 LTBP2 MFAP2 SMOC2 THBS4 VWA5B2			EDIL3 MFAP2			AEBP1 FBN1 LGI3 VWCE						COLQ FBN1 IGSF10 LGI3 MMRN1 SMOC2 SNED1 SPON1 THBS4 USH2A	COLQ EDIL3 LTBP2 MATN2 MMRN1 SPARC SPON1 THBS4 USH2A	CRISPLD2 FBN1 IGSF10 NTNG2 SMOC2 SPON1 SPON2 THBS4 USH2A VWCE	AEBP1 COLQ IGSF10 MATN2 NTNG2 SMOC1 SMOC2 SNED1 SPON1 THBS4 USH2A VWCE		CRISPLD2 IGFBPL1 IGSF10 MATN2 SPON2 USH2A VWA5B2	CRISPLD2 IGSF10 MFAP2 SMOC1 SPON1 SPON2 USH2A	CRISPLD2 EDIL3 MATN2 NTNG2 SMOC1 SMOC2 SNED1 SPARC SPON1 SPON2 USH2A VWA5B2		AEBP1 LTBP2 MATN2 MFAP2 SPON1 SPON2		AEBP1 COLQ CRISPLD2 LGI3 MATN2 SMOC2 THBS4 USH2A VWCE				AEBP1 LTBP2 MATN2 SMOC1 SNED1 SPON1 THBS4	MATN2 NTNG2 SNED1 SPON2				AEBP1 IGFBPL1 IGSF10 LGI3 LTBP2 MATN2 MMRN1 NTNG2 SMOC2 SNED1 THBS4 VWA5B2						IGSF10 LGI3 LTBP2 MMRN1 SMOC1 SNED1 SPON1 SPP1 VWCE				FBN1 LTBP2 MATN2 SMOC1	CRISPLD2 EDIL3 SPP1 THBS4							LGI3 SMOC2 THBS4 VWA5B2 VWCE		MFAP2 SPARC
NABA_ECM_REGULATORS			ADAMTS2 ADAMTSL1 AMBP CELA3B MEP1B MMP11 MMP2 PAPPA2 SERPINA10																														ADAM12 ADAMTSL1 AGT AMBP CELA3A MEP1B MMP13 PAPPA2 SERPINA10		ADAM12 ADAMTSL1 ADAMTSL2 AMBP CELA3A CELA3B F10 MEP1B PAPPA2 SERPINA10 SERPINI1	ADAM12 ADAMTSL2 AGT AMBP CELA3A F10 MEP1B MMP2 PAPPA2 SERPINA10		ADAMTSL2 AGT AMBP MEP1B MMP2 PAPPA2 SERPINI1						ADAM12 ADAMTSL1 AGT AMBP MEP1B MMP13 MMP2 PAPPA2 SERPINA10 SERPINI1															ADAM12 ADAMTSL2 AGT AMBP CELA3B MEP1B MMP11 SERPINI1														
