	ARNT2	ARX	ASCL1	ASCL2	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	HES4	HIC1	HLF	HMBOX1	INSM1	ISL1	LMX1A	LMX1B	LTF	MAFA	MAFB	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	RFX6	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF883
GO_AXONEME_ASSEMBLY																																	CCDC40 TTC25							CCDC40 LRRC49										
GO_AXON_CHOICE_POINT_RECOGNITION																						EFNB3 ROBO1																	EFNB3 GAP43											
GO_AXON_CYTOPLASM					AP3B2 DLG2			KIF5A MAP1A																								DLG2 KIF1A							DLG2 KIF5A MAP1A UCHL1				DLG2 UCHL1							
GO_AXON_DEVELOPMENT	CELSR3 CHRNB2 SPTBN4 STXBP1	BRSK2 GAP43 GFRA3 SPP1 TUBB2B			BRSK1 BRSK2 CDK5R1 DSCAML1 MAP2 MAP6 NR4A3 RTN4RL1		MAP1A NTNG2 RTN4RL1 SPP1 TMEFF1	CNR1 DOK6 EPHA8 ETV1 GFRA1 GFRA3 ISLR2 JAM3 KIF5A LGR6 MAP1A MAP1B NR4A3 PAX6 PLXNC1 RET SCN1B	ADCY1 BCL2 CRMP1 DRD2 EPHA4 EPHB3 GAP43 GFRA1 LGR6 PTCH1 VSTM2L		ADCY1 BCL2 CHRNB2 EVL PAX6 RTN4RL1			ADCY1 MAP6 STXBP1		BRSK1 CSF1R JAM3 NR4A3 NREP RTN4RL1 TUBB2B		ETV1 MAP1A MAP6 RTN4RL1				EFNB3 GFRA3 LGR6 PAX6 PTCH1 ROBO1 RTN4RL1 TMEFF1 VASH2		ISLR2 RET		ADCY1 EPHA4 KIF5A TMEFF1 TUBB2B		DOK6 DRD2 EPHB3 NREP SCN1B SPP1 STXBP1 VSTM2L		ADCY1 BCL2 BOC CSF1R EPHB3 PTCH1 TUBB2B			BCL2 EPHA4 EPHB3 PAX6					CDK5R1 GFRA3 PLXNC1 ROBO1	BOC BRSK1 CHL1 DOK6 DRD2 EFNB3 ETV1 GAP43 ISL1 JAM3 KIF5A LMX1A MAP1A MAP1B MAP2 MAP6 NFASC RET SCN1B SPP1 SPTBN4 TUBB2B UCHL1	CRMP1 DRD2 NR4A3 TUBB2B		GAP43 RET	BRSK1 DSCAML1 ETV1 ISL1 JAM3 MAP6 UCHL1	ISLR2 NTNG2	ISLR2 SCN1B	ARX EPHA8 EVL GFRA3 UCHL1	EVL KIF5A NREP ROBO1 TUBB2B	CNR1 CSF1R SPTBN4 STXBP1	EFNB3 MAP1A MAP6 RET SCN1B TMEFF1	
GO_AXON_GUIDANCE_RECEPTOR_ACTIVITY																						GFRA3 ROBO1																GFRA3 ROBO1												
GO_AXON_HILLOCK																																							MAP2 SPTBN4											
GO_AXON_INITIAL_SEGMENT					CNGA3 MAP2			CNGA3 MAP1A																															MAP1A MAP2 NFASC SPTBN4											
GO_AXO_DENDRITIC_PROTEIN_TRANSPORT								KIF5A MAP1A																															DLG2 KIF5A MAP1A											
GO_AXO_DENDRITIC_TRANSPORT					AP3B2 CNIH2 DLG2 MAP2			KIF5A MAP1A																								DLG2 KIF1A							CNIH2 DLG2 KIF5A MAP1A MAP2 UCHL1				DLG2 UCHL1						CNIH2 MAP1A	
GO_A_BAND																																							ANK2 S100A1											
GO_BASAL_DENDRITE																																							MAP1B MAP2											
GO_BASEMENT_MEMBRANE		COLQ TMEFF2					NTNG2 TMEFF1											APLP1 TMEFF2				APLP1 COLQ SPARC TMEFF1									FGF9 NTNG2								APLP1 COLQ FGF9 TMEFF2										APLP1 TMEFF1	
GO_BASOLATERAL_PLASMA_MEMBRANE					ATP6V1B1 DLG2 LIN7A					ANK2 DLG2																						DLG2 LIN7A NDRG4																		
GO_BEHAVIOR	AFF2 CEND1 CHRNB2 NPY PRKCG SPTBN4	C1QL1 PRKCG SEZ6 SNAP25 UNC79			ATP6V1B1 BRSK1 C1QL1 NR4A3 SLC12A5 SNAP25 TTBK1 UNC79		ATP6V1B1 MAP1A MDK NEUROD2 SCN2A	AGT ASIC4 CNR1 DACH1 ETV1 MAP1A NEUROD2 NR4A3 PCDH17 PRKCG TMOD2 UNC79	ADCY1 APLN BCL2 BRS3 DRD2 EPHA4 TMOD2		ADCY1 ADCY5 APLN BCL2 CHRNA3 CHRNB2 TMOD2		PRKCG SDK1	ADCY1 MCOLN3 NPTX2 PRKCG		ADORA2A APLN BRSK1 NR4A3		AGT ETV1 GNAO1 MAP1A PCDH17 SNAP25				ATP6V1B1 DNAH11 EFNB3 MCOLN3 NEGR1 NPY				ADCY1 EPHA4 SDK1 TTBK1		DNAH11 DRD2 FOXP2 NDRG4		ADCY1 APLN BCL2 MCOLN3 TTBK1		ADORA2A BRSK1 NDRG4 NPY SNAP25 SPTBN4			APLN CEND1 DACH1		ADCY1 DNAH11 DRD2 FOXP2 MCOLN3 MDK NEGR1 TTBK1	CEND1 NEGR1 SLC12A5 TTBK1 UNC79	AGT ASIC4 BRS3 BRSK1 CEND1 CHL1 DRD2 EFNB3 ETV1 GNAO1 LMX1A MAP1A MCOLN3 MDK NDRG4 NEUROD2 SEZ6 SLC12A5 SNAP25 SPTBN4 UCHL1	APLN ATP6V1B1 CHRNB4 DRD2 NR4A3			ADORA2A AGT ASIC4 BRSK1 C1QL1 CEND1 ETV1 GHRL MDK NDRG4 NPTX2 SEZ6 UCHL1			AGT CACNA1B GNAO1 MAPK8IP2 UCHL1		C1QL1 CNR1 NEGR1 SPTBN4	AGT APLN ATP6V1B1 BRS3 DACH1 EFNB3 MAP1A MDK SEZ6	
GO_BEHAVIORAL_RESPONSE_TO_NICOTINE											CHRNA3 CHRNB2																																							
GO_BETA_CATENIN_BINDING																				MED12L PTPRT																														
GO_BIOLOGICAL_ADHESION	CELSR3 LSAMP SRCIN1 STXBP1 TNFSF14	DCHS1 DLG2 DOCK8 FUT1 IGSF21 IGSF9B PTPRT SPP1 SRCIN1 TMEFF2	APLP1 CELSR2 FUT1 LIMCH1 PCDHB14 PODXL2 SCN1B SDK1 TNFSF14				ADAM12 COL12A1 MDK MYBPC2 MYBPC3 NTNG2 SPP1	ANGPT2 APLP1 CDHR1 CDHR3 EPHA8 FAT3 GRAP2 ITGBL1 JAM3 LIMCH1 MMRN1 MTSS1 MYBPC2 NR4A3 PCDH17 PLXNC1 RET SCN1B SFRP1 SNED1 SRCIN1	ADD2 ANGPT2 BCL2 CORO2B EPHA4 EPHB3 IGSF21 LRRN2 MYBPC3 TENM2 VSTM2L				CELSR3 IGSF9B SDK1									ANGPT2 APLP1 COL12A1 EFNB3 FAT3 IGFN1 NEGR1 PCDHA2 PGM5 ROBO1 TENM2 VAV3	ANGPT2 DCHS1 DLL1 EPHB3 FUT1 IGFN1 IGSF9B SFRP1 SRCIN1 VAV3			CADM2 CDH22 DCHS1 EPHA4 FAT3 SDK1 SERPINI1 SRCIN1 TNFSF14					C2CD4A CD200 CD96 DLL1 IGSF9B ITGA7 LRRN2 MDK NTNG2 SCN1B SERPINI1 SPON1 SPON2		BCL2 EPHA4 EPHB3 LIMCH1		ADAM12 CELSR2 DOCK8 LIMCH1		ADAM12 ADD2 ANGPT2 C2CD4A CD96 COL12A1 CORO2B FUT1 MDK NEGR1 NFASC PCDHA2 PGM5 SCGB1A1 SERPINI1 SPON1 SPON2 SPP1 TNFSF14	CDK5R1 DCHS1 ENTPD1 ITGA7 MYBPC2 NEGR1 PLXNC1 ROBO1 SPON1	ADAM12 APLP1 BOC CDHR3 CHL1 DLG2 EFNB3 FAT3 IGSF21 ITGA7 ITGBL1 JAM3 LSAMP MDK MMRN1 NFASC PTPRT RET SCGB1A1 SCN1B SPP1 SRCIN1 TMEFF2 VCAN	APLP1 CELSR2 ENTPD1 IGSF9B LSAMP MYBPC2 NR4A3						ADD2 DCHS1 DUSP26 EDIL3 EPHA8 PGM5 SCGB1A1			APLP1 C2CD4A CDH22 CORO2B EFNB3 FUT1 MDK PODXL2 RET SCN1B SPON2	
GO_BIOMINERALIZATION		SLC8A1 SPP1																										PTHLH SPP1																						
GO_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION																						AKT3 ANGPT2 ROBO1																												
GO_BLOOD_VESSEL_MORPHOGENESIS									ANGPT2 APLN E2F7 EPHB3 SCG2 SPARC		APLN FGF9 S100A1 SGCD								ENPP2 EPHB3 FLT1 FUT1 SPARC	DLL1 E2F7 ISL1 S100A1 SCG2		AKT3 ANGPT2 PROX1 ROBO1 SPARC VASH2 VAV3	ANGPT2 DLL1 E2F7 EPHB3 FUT1 SFRP1 VAV3							APLN EPHB3 FGF9 PROX1	DLL1 E2F7 FGF9 FLT1 MDK MMP2 PROX1						ADAM12 AKT3 ANGPT2 COL22A1 E2F7 FLT1 FUT1 MDK MMP2				COL22A1 ISL1		AGT GHRL ISL1 JAM3 MDK MMP2 PRKD1 VAV3							
GO_BLOOD_VESSEL_REMODELING																																							AGT BGN				AGT BGN							
GO_BODY_FLUID_SECRETION																																			APLN CELSR2					APLN CELSR2										
GO_BONE_DEVELOPMENT																																											BGN DCHS1 GHRL							
GO_BONE_REMODELING							MDK SPP1																														MDK SPP1													
GO_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE																		AGT SIX2												BCL2 PTCH1								DCHS1 SIX2					AGT DCHS1 MDK SIX2			AGT DCHS1				
GO_B_CELL_ACTIVATION																							DLL1 SFRP1 VAV3																											
GO_B_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE																															DLL1 PLCG2																			
GO_B_CELL_DIFFERENTIATION																							DLL1 SFRP1								DLL1 PLCG2 POU2F2																			
GO_B_CELL_PROLIFERATION											BCL2 CHRNB2																																							
GO_B_CELL_RECEPTOR_SIGNALING_PATHWAY																						PRKCH VAV3										PRKCH VAV3																		
GO_CADHERIN_BINDING																											CDK5R1 PTPRT																							
GO_CALCIUM_ACTIVATED_CATION_CHANNEL_ACTIVITY																																							KCNMA1 KCNMB2											
GO_CALCIUM_ACTIVATED_POTASSIUM_CHANNEL_ACTIVITY																																							KCNMA1 KCNMB2											
GO_CALCIUM_CHANNEL_COMPLEX								CACNA1C CACNB2																													CACNA2D1 CACNG4													
GO_CALCIUM_CHANNEL_INHIBITOR_ACTIVITY																				ITPR1 STX1A																														
GO_CALCIUM_CHANNEL_REGULATOR_ACTIVITY														CABP4 STX1A						ITPR1 STX1A		CABP4 NPY																												
GO_CALCIUM_DEPENDENT_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES																										CDH22 DCHS1																								
GO_CALCIUM_DEPENDENT_PROTEIN_BINDING		S100A1 SNAP25 STX1A SYN1			SNAP25 SYN1						S100A1 STMN2 STX1A									S100A1 STX1A SYN1																			CPLX2 S100A1 SNAP25 STX1A				S100G SYN1							
GO_CALCIUM_DEPENDENT_PROTEIN_KINASE_ACTIVITY	PRKCG PRKCH																																																	
GO_CALCIUM_ION_BINDING		CABP7 DCHS1 S100A1 SLC8A1 TRPM2		GCH1 TENM2 TRPM2	BAIAP3 CDHR3 CDK5R1 CLGN DNER EML1 GCH1 KCNIP3 SNED1			BAIAP3 CABP4 CDHR1 CDHR3 CLGN FAT3 MMRN1 PCDH17 RET SLC8A1 SNED1 SPOCK3	EML1 NKD1 SPARC TENM2 TRPM2 UNC13A		S100A1 SPOCK3 TENM2 TUBB4A VCAN			CABP4 DNER PCDHA2 SYT5						CELSR2 DLL1 FAT3 FSTL5 ITPR1 S100A1		CABP4 FAT3 NKD1 PCDHA2 SPARC TENM2				CDH22 DCHS1 DLL3 FAT3										CABP4 CABP7			BAIAP3 CDHR3 DNER ENPP2 FAT3 FSTL5 KCNIP3 MMRN1 RET S100A1 SCGN VCAN				BAIAP3 CABP4 DCHS1 EML1 GCH1 S100G SNED1 SPOCK3				DLL3 GCH1 SLC8A1 SPOCK3 SYT5			
GO_CALCIUM_ION_IMPORT		SLC8A1 TRPM2			CACNA1C WNK3			CACNA1C CACNB2 SLC8A1 WNK3										CACNA1C TRPM2																													GCK SLC8A1			CACNA1C FAM155B
GO_CALCIUM_ION_IMPORT_INTO_CYTOSOL		SLC8A1 TRPM2																																																
GO_CALCIUM_ION_REGULATED_EXOCYTOSIS					BAIAP3 CDK5R2 RAPGEF4									STX1A STXBP1 SYT5																CACNA1H CADPS									BAIAP3 CDK5R2 STX1A				BAIAP3 CDK5R2					CDK5R2 STXBP1		
GO_CALCIUM_ION_REGULATED_EXOCYTOSIS_OF_NEUROTRANSMITTER														STXBP1 SYT5																																				
GO_CALCIUM_ION_TRANSMEMBRANE_IMPORT_INTO_CYTOSOL		SLC8A1 TRPM2						ANK2 CACNA1C SLC8A1							ITPR1 PLCG2			CACNA1C TRPM2				CACNA1C MCOLN3								ITPR1 MCOLN3							CACNA2D1 DRD2 MCOLN3 PLCG2		ANK2 CACNA1C DRD2 MCOLN3	DRD2 FAM155B										CACNA1C FAM155B
GO_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT		S100A1 SLC8A1 TRPM2													ITPR1 PLCG2															CACNA1H ITPR1 MCOLN3							CACNA2D1 CACNG4 DRD2 MCOLN3 PLCG2 RGS9		ANK2 CACNA1A CACNA1C DRD2 FGF14 MCOLN3 S100A1										FAM155B FGF14 ITPR1 S100A1	CACNA1C FAM155B
GO_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		SLC8A1 TRPM2						CACNA1C CACNB2 CNR1 SLC8A1										CACNA1C TRPM2				CACNA1C MCOLN3								CACNA1H ITPR1 MCOLN3							CACNA2D1 CACNG4 MCOLN3												FAM155B ITPR1	CACNA1C FAM155B
GO_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT_VIA_HIGH_VOLTAGE_GATED_CALCIUM_CHANNEL								CACNA1C CACNB2																																										
GO_CALCIUM_MEDIATED_SIGNALING				KSR2 TRPM2				ANK2 CACNA1C NEUROD2 SAMD14 SLC8A1		ANK2 KSR2					ITPR1 PLCG2			CACNA1C SULT1A4 TRPM2																					ANK2 CACNA1C NEUROD2 SAMD14 SGCD								SGCD SLC8A1			
GO_CALCIUM_RELEASE_CHANNEL_ACTIVITY																														ITPR1 MCOLN3																				
GO_CALMODULIN_BINDING		CAMK2B GAP43 RGS4 SLC8A1			CACNA1C MAP2 MAP6				ADCY1 ADD2 GAP43 UNC13A					ADCY1 MAP6				CACNA1C MAP6 RGS4												ADCY1 ADD2									CACNA1C CAMKV GAP43 MAP2 MAP6 RGS4											
GO_CALYX_OF_HELD								CPLX2 PRKCG																																										
GO_CAMERA_TYPE_EYE_DEVELOPMENT								CABP4 CACNA1C CRYBA2 PAX6 RET SPRED3				FOXP2 PROX1 SDK2							DRD2 FLT1			CABP4 CACNA1C CRYBA2 GDF11 IGFN1 PAX6 PROX1	CABP4 DLL1 GDF11 IGFN1 WNT9A						DRD2 FBN1		DLL1 DRD2 FLT1 PROX1 RD3												CABP4 CACNA1C CRYBA2 NEUROD1 RD3 SDK2	IGFN1 TUB				CRYBA2 SPRED3 WNT9A		
GO_CAMERA_TYPE_EYE_MORPHOGENESIS												PROX1 SDK2										CABP4 GDF11 IGFN1 PAX6 PROX1	CABP4 DLL1 GDF11 IGFN1 WNT9A							IGFN1 PROX1	DLL1 PROX1																			
GO_CAMERA_TYPE_EYE_PHOTORECEPTOR_CELL_DIFFERENTIATION																																											CABP4 SDK2							
GO_CAMP_BINDING					PDE2A RAPGEF4			CNGA4 PDE2A																																CNGA4 HCN4 PDE2A									HCN4 PDE2A	
GO_CAMP_BIOSYNTHETIC_PROCESS											ADCY1 ADCY5																																							
GO_CAMP_METABOLIC_PROCESS											ADCY1 ADCY5																										ADCY1 PDE8B		ADCY2 PDE8B											
GO_CANONICAL_WNT_SIGNALING_PATHWAY																							NKD1 SFRP1 WNT9A																											
GO_CARBOHYDRATE_BIOSYNTHETIC_PROCESS								AKR1B1 AVPR1B CHST8 ST6GALNAC5																																										
GO_CARBOHYDRATE_CATABOLIC_PROCESS			CBFA2T3 FUT1																																															
GO_CARBOHYDRATE_DERIVATIVE_BIOSYNTHETIC_PROCESS										ACSL6 ADCY5 PRELP VCAN	ADCY1 ADCY5 BCL2 MUC15 ST6GALNAC5 VCAN								FUT1 MUC15 TET1	ACSL6 ADCY2 ELOVL4 GPC2 ST6GALNAC5 TET1					B3GAT1 CHST8					ADCY1 BCL2 GALNT16 PRELP																				
GO_CARBOHYDRATE_DERIVATIVE_CATABOLIC_PROCESS										PRELP VCAN																																								
GO_CARBOHYDRATE_DERIVATIVE_METABOLIC_PROCESS										ACSL6 ADCY5 DLG2 PRELP VCAN	ADCY1 ADCY5 BCL2 MUC15 SPOCK3 ST6GALNAC5 VCAN													ADCY2 GALNT16 SULT1A4	B3GAT1 CHST8																								AK5 AKR1B1 B3GAT1 CTPS1 FUT1 MUC5B PDE2A PTHLH SULT1A4	
GO_CARBOHYDRATE_HOMEOSTASIS					BAIAP3 BRSK2 KCNJ11 RFX6			BAIAP3 CNR1 PAX6 PTPRN STXBP5L		ADCY5 GHRL	ADCY5 PAX6 STXBP5L											PAX6 PTCH1 PTPRN					KCNJ11 PTCH1 VGF																BAIAP3 GHRL NEUROD1 PTPRN RFX6 VGF					CNR1 GRIK5		
GO_CARBOHYDRATE_METABOLIC_PROCESS																									B3GAT1 CHST8																									
GO_CARBOXYPEPTIDASE_ACTIVITY																																					CPA1 CPE		CPA1 CPB1				CPA1 CPE							
GO_CARDIAC_ATRIUM_DEVELOPMENT																																							ANK2 ISL1											
GO_CARDIAC_CELL_DEVELOPMENT		RGS4 SLC8A1						AGT RGS4 SLC8A1										AGT RGS4													PROX1 RGS4								AGT RGS4 SGCD								SGCD SLC8A1			
GO_CARDIAC_CHAMBER_DEVELOPMENT																						DNAH11 PROX1 ROBO1						DNAH11 MYBPC3 PDE2A																			CPE DNAH11 ROBO1			
GO_CARDIAC_CHAMBER_MORPHOGENESIS																						DNAH11 PROX1 ROBO1						DNAH11 MYBPC3																			CPE DNAH11 ROBO1			
GO_CARDIAC_CONDUCTION	KCNJ2 SPTBN4	KCNJ2 SLC8A1		ATP1A3 KCNJ2	CACNA1C KCNIP3 KCNJ11		HCN4 KCNIP3	AGT ANK2 CACNA1C CACNB2 KCNJ2 SCN1B SLC8A1										AGT CACNA1C		ATP1A3 ITPR1								KCNIP3 SCN1B		HCN4 ITPR1 KCNH6 KCNK3									AGT ANK2 ATP1A3 CACNA1C HCN4 KCNH6 KCNIP3 SCN1B SPTBN4				AGT CACNA1C KCNH2 KCNK3			AGT ATP1A3		ATP1A3 SPTBN4	AGT HCN4 ITPR1 KCNH2 KCNJ11 SCN1B	
GO_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL		KCNJ2 SLC8A1						ANK2 CACNA1C CACNB2 KCNJ2 SCN1B SLC8A1																															ANK2 CACNA1C HCN4 SCN1B				CACNA1C KCNH2						HCN4 KCNH2 SCN1B	
GO_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL_INVOLVED_IN_CONTRACTION								ANK2 CACNA1C CACNB2 KCNJ2 SCN1B																															ANK2 CACNA1C SCN1B				CACNA1C KCNH2						KCNH2 SCN1B	
GO_CARDIAC_MUSCLE_CELL_CONTRACTION								ANK2 CACNA1C CACNB2 KCNJ2 SCN1B																				SCN1B SGCD											ANK2 CACNA1C HCN4 SCN1B SGCD				CACNA1C KCNH2						HCN4 KCNH2 SCN1B	
GO_CARDIAC_MUSCLE_CELL_DIFFERENTIATION		RGS4 SLC8A1						AGT RGS4 SLC8A1										AGT RGS4		DLL1 RGS4											DLL1 PROX1 RGS4																SGCD SLC8A1			
GO_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION								ANK2 KCNJ2 SCN1B																															ANK2 SCN1B										KCNH2 SCN1B	
GO_CARDIAC_MUSCLE_CELL_PROLIFERATION																															FGF9 TP73																			
GO_CARDIAC_MUSCLE_CONTRACTION		KCNJ2 SLC8A1					HCN4 MYBPC3	ANK2 CACNA1C CACNB2 KCNJ2 SCN1B SLC8A1														CACNA1C CHGA						MYBPC3 SCN1B SGCD											ANK2 CACNA1C CHGA HCN4 SCN1B SGCD								SGCD SLC8A1		HCN4 KCNH2 SCN1B	
GO_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT											FGF9 SGCD							AGT RGS4		DLL1 ISL1 RGS4								MYBPC3 NDRG4 SGCD		FGF9 PROX1	DLL1 FGF9 PROX1 RGS4 TP73	ISL1 NDRG4							AGT FGF9 ISL1 NDRG4 RGS4 SGCD						RGS4 TP73		SGCD SLC8A1			
GO_CARDIAC_SEPTUM_DEVELOPMENT																						DNAH11 PROX1 ROBO1						DNAH11 PDE2A																			DNAH11 ROBO1			
GO_CARDIAC_SEPTUM_MORPHOGENESIS																						DNAH11 PROX1 ROBO1																									DNAH11 ROBO1			
GO_CARDIAC_VENTRICLE_DEVELOPMENT																						PROX1 ROBO1						MYBPC3 PDE2A																			CPE ROBO1			
GO_CARDIAC_VENTRICLE_MORPHOGENESIS																																											CPE ISL1							
GO_CARDIOCYTE_DIFFERENTIATION		RGS4 SLC8A1																AGT RGS4		DLL1 ISL1 RGS4											DLL1 PROX1 RGS4								AGT ISL1 RGS4 SGCD								SGCD SLC8A1			
GO_CARTILAGE_DEVELOPMENT																							PTHLH WNT9A								FGF9 MDK SIX2												BGN GHRL MDK SIX2							
GO_CATECHOLAMINE_METABOLIC_PROCESS	CHRNB2 SULT1A4								DRD2 INSM1 SULT1A4														AKR1B1 SULT1A4						AKR1B1 DRD2									AKR1B1 INSM1		AKR1B1 DRD2			AKR1B1 GCH1 SULT1A4						AKR1B1 SULT1A4	
GO_CATECHOLAMINE_SECRETION								AGT CNR1			CHRNB2 STX1A			CHGA STX1A SYT5																							DRD2 HRH3		AGT CHGA DRD2 STX1A				ADORA2A AGT			AGT HRH3				
GO_CATENIN_COMPLEX																										CDH22 DCHS1																								
GO_CATION_CHANNEL_ACTIVITY		KCNB2 KCNJ2 KCNK17 SNAP25 TRPM2		KCNB2 KCNH7 KCNJ2 KCNK17 TRPM2	CACNA1C CNGA3 KCNG1 KCNH8 KCNIP3 KCNJ11 SNAP25		FAM155B HCN4 KCNG1 KCNH7 KCNIP3 SCN2A	ASIC4 CACNA1C CACNB2 CNGA3 CNGA4 CNR1 KCNB2 KCNH8 KCNJ2 KCNK17 SCN1B										CACNA1C SNAP25 TRPM2						KCNJ2 KCNK17 SCN2A			CNGA4 KCNJ11			CACNA1H HCN4 ITPR1 KCNH6 KCNK3 MCOLN3					ITPR1 KCNH7		CACNA2D1 CACNG4 KCNB2 KCNH7 KCNK16 KCNK17 MCOLN3		ABCC8 ASIC4 CACNA1A CACNA1C GRIK5 HCN4 KCNB2 KCNH3 KCNH6 KCNIP3 KCNMA1 KCNMB2 MCOLN3 SCN1B SNAP25	CHRNB4 CNGA4 FAM155B HCN4 KCNH3			ASIC4 CACNA1C CNGA3 KCNH2 KCNJ6 KCNK3	GRIK5 KCNH8		CACNA1B GRIK3 KCNA6		CNR1 GRIK5 KCNG1	FAM155B HCN4 ITPR1 KCNH2 KCNJ11 SCN1B	CACNA1C FAM155B
GO_CATION_CHANNEL_COMPLEX		DLG2 KCNB2 KCNJ2 SNAP25 STX1A	KCNMB2 SCN1B	DLG2 KCNB2 KCNJ2	CACNA1C CNIH2 DLG2 KCNG1 KCNIP3 KCNJ11 SNAP25		HCN4 KCNG1 KCNIP3 SCN2A	CACNA1C CACNB2 KCNB2 KCNJ2 SCN1B										CACNA1C SNAP25						KCNJ2 SCN2A						CACNA1H HCN4		DLG2 GRIK5 SNAP25					CACNA2D1 CACNG4 DPP10 KCNB2		ABCC8 CACNA1A CACNA1C CNIH2 DLG2 DPP10 GRIK5 HCN4 KCNB2 KCNIP3 KCNMA1 KCNMB2 SCN1B SNAP25 STX1A				CACNA1C DLG2 KCNH2 KCNJ6			CACNA1B DPP10 GRIK3 KCNA6	KCNA6 KCNJ6	GRIK5 KCNG1	CNIH2 CPT1C HCN4 KCNH2 KCNJ11 SCN1B	
GO_CATION_CHLORIDE_SYMPORTER_ACTIVITY																																							SLC12A5 SLC18A1											
GO_CATION_TRANSMEMBRANE_TRANSPORT		DLG2 KCNB2 KCNJ2 KCNK17 RGS4 S100A1 SLC8A1 SNAP25 TRPM2		ATP1A3 DLG2 KCNB2 KCNH7 KCNJ2 KCNK17 TRPM2	ATP6V1B1 CACNA1C CNGA3 CNIH2 DLG2 KCNG1 KCNH8 KCNIP3 KCNJ11 SLC12A5 SNAP25 WNK3		ATP6V1B1 FAM155B FGF14 HCN4 KCNG1 KCNH7 KCNIP3 SCN2A WNK2	AGT ANK2 ASIC4 CACNA1C CACNB2 CNGA3 CNGA4 HECW2 KCNB2 KCNH8 KCNJ2 KCNK17 RGS4 SCN1B SLC6A17 SLC8A1 WNK3	ATP1A3 DRD2 HECW2 KCNK3 RGS9 SLC38A3 TRPM2							HECW2 KCNH3 KCNH6 PLCG2 SLC38A3		AGT CACNA1C RGS4 SNAP25 TRPM2		ATP1A3 ITPR1 KCNK17 RGS4 S100A1 WNK2				KCNJ2 KCNK17 SCN2A						CACNA1H HCN4 ITPR1 KCNH6 KCNK3 MCOLN3 SLC6A16							CACNA2D1 CACNG4 DPP10 DRD2 HECW2 KCNB2 KCNH7 KCNK16 KCNK17 MCOLN3 PLCG2 RGS9 SLC6A16		ABCC8 AGT ANK2 ASIC4 ATP1A3 CACNA1A CACNA1C CNIH2 DLG2 DPP10 DRD2 FGF14 HCN4 KCNB2 KCNH3 KCNH6 KCNIP3 KCNMA1 KCNMB2 MCOLN3 RGS4 S100A1 SCN1B SLC12A5 SNAP25	ATP6V1B1 CNGA4 DRD2 FAM155B HCN4 KCNH3 SLC6A17			AGT ASIC4 CACNA1C CNGA3 DLG2 KCNH2 KCNJ6 KCNK3 PLCG2		RGS4 S100A1 SCN1B	AGT ATP1A3 CACNA1B DPP10 KCNA6 MAPK8IP2			AGT ATP6V1B1 CNIH2 FAM155B FGF14 HCN4 ITPR1 KCNH2 KCNJ11 S100A1 SCN1B	CACNA1C FAM155B
GO_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		KCNB2 KCNJ2 KCNK17 SLC18A1 SLC8A1 SNAP25 TRPM2		ATP1A3 KCNB2 KCNH7 KCNJ2 KCNK17 TRPM2	ATP6V1B1 CACNA1C CNGA3 KCNG1 KCNH8 KCNIP3 KCNJ11 SLC12A5 SNAP25		ATP6V1B1 FAM155B HCN4 KCNG1 KCNH7 KCNIP3 SCN2A SLC18A1	ASIC4 CACNA1C CACNB2 CNGA3 CNGA4 CNR1 KCNB2 KCNH8 KCNJ2 KCNK17 SCN1B SLC8A1																KCNJ2 KCNK17 SCN2A SLC18A1						CACNA1H HCN4 ITPR1 KCNH6 KCNK3 MCOLN3					ITPR1 KCNH7		CACNA2D1 CACNG4 KCNB2 KCNH7 KCNK16 KCNK17 MCOLN3		ABCC8 ASIC4 ATP1A3 CACNA1A CACNA1C GRIK5 HCN4 KCNB2 KCNH3 KCNH6 KCNIP3 KCNMA1 KCNMB2 MCOLN3 SCN1B SLC12A5 SLC18A1 SNAP25	ATP6V1B1 CHRNB4 CNGA4 FAM155B HCN4 KCNH3						ATP1A3 CACNA1B GRIK3 KCNA6		ATP1A3 CNR1 GRIK5 KCNG1	ATP6V1B1 FAM155B HCN4 ITPR1 KCNH2 KCNJ11 SCN1B	CACNA1C FAM155B
