	ARNT2	ARX	ASCL1	ASCL2	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	HES4	HEY1	HIC1	HLF	HMBOX1	INSM1	ISL1	LMX1A	LMX1B	MAFA	MAFB	NEUROD1	NEUROD2	NEUROG3	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU2F2	POU5F1	RFX6	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF883
ST_MYOCYTE_AD_PATHWAY																					ITPR1 KCNJ3																	GAST KCNJ3											
ST_T_CELL_SIGNAL_TRANSDUCTION				GRAP2 PAK6																																													
ST_WNT_BETA_CATENIN_PATHWAY									CXXC4 NKD1											DKK3 WIF1		AKT3 NKD1	NKD1 SFRP1																								DACT1 NKD1		
ST_WNT_CA2_CYCLIC_GMP_PATHWAY																																																CAMK2B ITPR1	
WNT_SIGNALING																							CCND2 NKD1 SFRP1 WNT9A														CCND2 FZD4		FZD4 NKD1 WNT9A								NKD1 WNT9A		
WP_22Q112_DELETION_SYNDROME												P2RX6 SLC7A4																																					
WP_ALLOGRAFT_REJECTION																												C7 CCL19																					
WP_ALZHEIMERS_DISEASE																											CDK5R1 GRIN1																						
WP_AMINO_ACID_METABOLISM																												BCAT1 DDC									DDC SRM												
WP_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS									BCL2 NEFM SLC1A2																																								
WP_APOPTOSIS																							MAPK10 TP73																										
WP_APOPTOSIS_MODULATION_AND_SIGNALING																NAIP PRKD1																																	
WP_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY								CACNA1C CACNA2D2 CACNB2 CACNB4 SLC8A1														CACNA1C CACNG6									ACTN3 CACNB4 ITGA7							CACNA1C CACNB4 CACNG7 ITGA7 SGCD								SGCD SLC8A1			CACNA1C CACNA2D2 ITGA7
WP_ASSOCIATION_BETWEEN_PHYSICOCHEMICAL_FEATURES_AND_TOXICITY_ASSOCIATED_PATHWAYS		FZD4 NEFL																																			CAMK1 FZD4												
WP_BDNFTRKB_SIGNALING			ADCY1 NTRK2						ADCY1 ARC TRPC6						ADCY1 ARC							NTRK2 TRPC6					ARC GRIN1									ADCY1 ARC						ARC EIF4EBP1 NTRK2						EIF4EBP1 GRIN1	
WP_BMP2WNT4FOXO1_PATHWAY_IN_HUMAN_PRIMARY_ENDOMETRIAL_STROMAL_CELL_DIFFERENTIATION								SFRP1 SST																																									
WP_BRAINDERIVED_NEUROTROPHIC_FACTOR_BDNF_SIGNALING_PATHWAY							CAMK1 NTRK1 SPP1															NTRK1 NTRK2 SIRPA VAV3	MAPK10 NTRK1 VAV3				CDK5R1 GRIN1					NTRK2 SIRPA VAV3					CAMK1 CDK5R1 EIF4EBP1 SYN1	EIF4EBP1 LINGO1 MAPK10 SHC3 SIRPA SPP1				EIF4EBP1 NTRK2 SYN1 VAV3						CAMK1 EIF4EBP1 GRIN1 LINGO1 SIRPA	
WP_CALCIUM_REGULATION_IN_THE_CARDIAC_CELL	PRKCG PRKCH	ANXA6 CAMK2B CHRM4 PRKCG RGS11 RGS4 SLC8A1	ADCY1 ANXA6 RGS16	ADCY5 RGS14				CACNA1C CACNA1E CHRM4 KCNJ3 PRKCG RGS11 RGS16 RGS4 SLC8A1	ADCY1 CACNA1E RGS11 RGS16 RGS9			RGS16 RGS17 RGS5			ADCY1 PRKCG	ITPR1 PRKD1			CACNA1C CACNA1E GNAO1 KCNJ3 RGS14 RGS4		ADCY2 ANXA6 CAMK1 CHRM4 ITPR1 KCNJ3 RGS11 RGS17 RGS4	CACNA1C CACNA1E PRKCH								ADCY1 CACNA1E GNG4 ITPR1		GNG4 PRKCH RGS17		ITPR1 PRKCH				ADCY2 ANXA6 CACNA1A CACNA1C GNAO1 GNG2 GNG4 KCNJ3 RGS14 RGS4				ADCY2 CACNA1C PRKD1 RGS14		RGS16 RGS4				ANXA6 CAMK1 CAMK2B ITPR1 RGS11	
WP_CANNABINOID_RECEPTOR_SIGNALING															ADCY1 MAPK12																							MAPK10 MAPK12											
WP_CANONICAL_AND_NONCANONICAL_NOTCH_SIGNALING					DNER HEY1 MFAP2				DLL4 HEY1								DLL4 MFAP2														DLL1 DLL4					DLL4 HEY1													
WP_CARDIAC_PROGENITOR_DIFFERENTIATION																						PAX6 SIRPA										ISL1 SIRPA																	
WP_CELL_MIGRATION_AND_INVASION_THROUGH_P75NTR																						AKT3 EFNB3 NTRK2														AKT3 MMP2						MMP2 NTRK2							
WP_CHEMOKINE_SIGNALING_PATHWAY											ADCY1 ADCY5 SHC3																											ADCY2 AKT3 CCL19 GNG2 GNG4 SHC3				ADCY2 CCR6 CXCL12 VAV3							
WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER		AKT3 GADD45G																																															
WP_CILIOPATHIES																											DNAJB13 RSPH4A																						
WP_CIRCADIAN_RHYTHM_RELATED_GENES															ADCY1 PRKCG																					ADCY1 DRD2 ID4 KCNH7													
WP_COMMON_PATHWAYS_UNDERLYING_DRUG_ADDICTION									ADCY1 DRD2						ADCY1 PRKCG																					ADCY1 DRD2													
WP_COMPLEMENT_AND_COAGULATION_CASCADES																				C7 F10																							CFH F10						
WP_COMPOSITION_OF_LIPID_PARTICLES								APOB APOC3																				APOA1 APOC3																					
WP_CONSTITUTIVE_ANDROSTANE_RECEPTOR_PATHWAY																							GSTA2 SULT2A1																										
WP_CORTICOTROPINRELEASING_HORMONE_SIGNALING_PATHWAY											BCL2 SULT2A1								GNAO1 SULT2A1											BCL2 CACNA1H																			
WP_DIFFERENTIATION_PATHWAY																														CSF1R LEFTY1																			
WP_DISRUPTION_OF_POSTSYNAPTIC_SIGNALLING_BY_CNV		CAMK2B DLG2 STX1A		DLG2 GRIN2C NRXN2	ARC DLG2 NRXN2				ARC NRXN2						ARC STX1A												ARC GRIN1									ARC NRXN2		DLG2 NRXN2 STX1A				ARC DLG2 NRXN2						CAMK2B GRIN1	
WP_DNA_DAMAGE_RESPONSE																																					CCND2 GADD45G												
WP_DNA_DAMAGE_RESPONSE_ONLY_ATM_DEPENDENT																							CCND2 MAPK10 TP73																										
WP_DOPAMINERGIC_NEUROGENESIS																																									DDC RET	DDC NEUROD1						CDKN1C RET	
WP_EBOLA_VIRUS_PATHWAY_ON_HOST																																													BST2 CLEC4G HLA-DQA2				
WP_ECTODERM_DIFFERENTIATION		FZD4 PLCXD3 TRPM2	ABCC4 ANKS1B CELSR2 FZD4 POU2F2	FZD4 POU2F2 TRPM2				GREB1 JAKMIP1 MAFB PAX6 POU2F2									ANKS1B GREB1 PLCXD3 SCHIP1				ABCC4 ANKS1B CELSR2 ELOVL4 GREB1 PLCXD3	ABCC4 PAX6 POU2F2 SCHIP1															ABCC4 ANKS1B FZD4 JAKMIP1	ANKS1B BOC FZD4 JAKMIP1 MAFB PLCXD3 POU2F2	ABCC4 CELSR2 FZD4										
WP_EGFR_TYROSINE_KINASE_INHIBITOR_RESISTANCE		AKT3 PRKCG									BCL2 SHC3																											AKT3 EIF4EBP1 PDGFD SHC3						EIF4EBP1 PDGFD					
WP_EICOSANOID_METABOLISM_VIA_LIPO_OXYGENASES_LOX								CYSLTR2 DPEP1																																		DPEP1 GGT5							
WP_ENDOCHONDRAL_OSSIFICATION		MMP13 SPP1							IGF2 MMP13 PTCH1													MMP13 PTCH1	MMP13 PTHLH					PTHLH SPP1																				CDKN1C PTHLH	
WP_ENDOCHONDRAL_OSSIFICATION_WITH_SKELETAL_DYSPLASIAS		MMP13 SPP1							IGF2 MMP13 PTCH1													MMP13 PTCH1	MMP13 PTHLH					PTHLH SPP1																				CDKN1C PTHLH	
WP_ENDODERM_DIFFERENTIATION																							ATP8B2 PTHLH SCHIP1 SFRP1 VAV3																										
WP_ENDOMETRIAL_CANCER		AKT3 GADD45G																																															
WP_ENDOPLASMIC_RETICULUM_STRESS_RESPONSE_IN_CORONAVIRUS_INFECTION									BCL2 PPP1R16B			PPP1R14A PPP1R3C															PPP1R16B PPP1R3C																						
WP_ENVELOPE_PROTEINS_AND_THEIR_POTENTIAL_ROLES_IN_EDMD_PHYSIOPATHOLOGY											ADCY1 ADCY5																															ADCY2 SYNE2							
WP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_IN_COLORECTAL_CANCER																						AKT3 CLDN6 PROX1 SPARC									DLL1 DLL4 MMP2 PROX1					AKT3 CLDN6 DLL4 MMP2											DLL4 MMP2 WNT9A		
WP_ERBB_SIGNALING_PATHWAY		AKT3 CAMK2B PAK6 PRKCG																																	PAK6 SHC3			AKT3 EIF4EBP1 MAPK10 PAK6 SHC3											
WP_ESC_PLURIPOTENCY_PATHWAYS																																						AKT3 FGF14 FGF17 FGF9 FZD4 MAPK12									MAPK4 SMAD9		
WP_FATTY_ACID_BETA_OXIDATION																					ACSL6 LIPC																												
WP_FGF23_SIGNALLING_IN_HYPOPHOSPHATEMIC_RICKETS_AND_RELATED_DISORDERS																																				ROS1 SPP1													
WP_FGFR3_SIGNALLING_IN_CHONDROCYTE_PROLIFERATION_AND_TERMINAL_DIFFERENTIATION																												MAPK12 PTHLH										FGF9 MAPK12											
WP_FOCAL_ADHESION		AKT3 PAK6 PRKCG SPP1																			COL1A2 ITGA7 PAK6 PGF SHC3														PAK6 SHC3		CCND2 ITGA7 PGF	AKT3 CCND2 COL1A2 ITGA7 MAPK10 PAK6 PDGFD SHC3 SPP1 THBS4											
WP_FOCAL_ADHESIONPI3KAKTMTORSIGNALING_PATHWAY									ANGPT2 CSH1 FGF17 PDGFD PGF																					CSF1R FGF9 GNG4 PGF								AKT3 COL1A2 EIF4EBP1 FGF14 FGF17 FGF9 GNG2 GNG4 ITGA7 PDGFD SPP1 THBS4											
WP_FRAGILE_X_SYNDROME									ARC EPHA4 GABRG2																		ARC GRIN1							ITPR1 NTRK2														CAMK1 CAMK2B GRIN1 ITPR1	
WP_G13_SIGNALING_PATHWAY																							CIT MAPK10																										
WP_G1_TO_S_CELL_CYCLE_CONTROL																																																CDKN1C MYT1	
WP_GABA_RECEPTOR_SIGNALING									GABBR2 GABRB3 GABRG2																													GABRA1 GABRE GABRP											
WP_GANGLIO_SPHINGOLIPID_METABOLISM		FUT1 ST8SIA3																																															
WP_GASTRIC_ACID_PRODUCTION																																												GAST SCT					
WP_GASTRIC_CANCER_NETWORK_1																															E2F7 SMOC2																		
WP_GASTRIN_SIGNALING_PATHWAY																																												EIF4EBP1 GAST					
WP_GDNFRET_SIGNALLING_AXIS								GFRA1 RET																																									
WP_GENES_INVOLVED_IN_MALE_INFERTILITY																														BCL2 LTF MSH5																			
WP_GENOTOXICITY_PATHWAY															CENPE E2F7						CENPE E2F7 ITPR1		CENPE E2F7													E2F7 MEX3B	CENPE E2F7		CENPE E2F7										
WP_GLUTATHIONE_METABOLISM																						GGT5 GSTM2																				GGT5 GSTM2							
WP_GPCRS_CLASS_A_RHODOPSINLIKE																				CCR6 CYSLTR2 DRD2																											CHRM4 CNR1 SSTR3		
WP_GPCRS_OTHER																			GPR162 SSTR2																														
WP_GPR40_PATHWAY																																						FFAR1 PLCL1											
WP_G_PROTEIN_SIGNALING_PATHWAYS	PRKCG PRKCH										ADCY1 ADCY5				ADCY1 PRKCG	ITPR1 PRKD1			GNAO1 KCNJ3		ADCY2 ITPR1 KCNJ3									ADCY1 GNG4 ITPR1		GNG4 PRKCH		ITPR1 PRKCH				ADCY2 GNAO1 GNG4 KCNJ3 PDE8B											
WP_HAIR_FOLLICLE_DEVELOPMENT_CYTODIFFERENTIATION_PART_3_OF_3																				DKK3 LRIG1 WIF1								DKK3 LRIG1																					
WP_HEDGEHOG_SIGNALING_PATHWAY									BCL2 PTCH1																					BCL2 BOC PTCH1																			
WP_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION																															CBFA2T3 HES6																	HES6 KCNH2	
WP_HEPATITIS_B_INFECTION															MAPK12 PRKCG																																		
WP_HIPPOMERLIN_SIGNALING_DYSREGULATION										CDH5 PPP1R14A		CDH5 CSF1R PPP1R14A																			CDH5 FLT1 ITGA7			CDH5 NTRK2	PAK6 PPP1R14A														
WP_HOSTPATHOGEN_INTERACTION_OF_HUMAN_CORONA_VIRUSES_MAPK_SIGNALING																																													BST2 MAPK10				
WP_HUMAN_COMPLEMENT_SYSTEM							SFTPA2 SPP1													C7 F10					APOA1 SFTPA2			APOA1 C7 SPP1															CFH F10						
WP_HUMAN_THYROID_STIMULATING_HORMONE_TSH_SIGNALING_PATHWAY																																						ADCY2 GNAO1 GNG2 KCNIP3											
WP_HYPOTHESIZED_PATHWAYS_IN_PATHOGENESIS_OF_CARDIOVASCULAR_DISEASE																																				ANGPT2 LTBP2													
WP_INSULIN_SIGNALING	MAP3K12 PRKCH STXBP1														MAPK12 STXBP1																	ARHGAP33 PRKCH SNAP25						ARHGAP33 EIF4EBP1 MAPK10 MAPK12 SHC3 SNAP25									ARHGAP33 MAPK4 STXBP1		
WP_INTEGRINMEDIATED_CELL_ADHESION																					ITGA7 PAK6 SHC3											ITGA7 VAV3			PAK6 SHC3			AKT3 ITGA7 MAPK10 MAPK12 PAK6 SHC3											
WP_INTERFERON_TYPE_I_SIGNALING_PATHWAYS																																																EIF4EBP1 SOCS1	
WP_INTRACELLULAR_TRAFFICKING_PROTEINS_INVOLVED_IN_CMT_NEUROPATHY		NEFL PMP22																			NEFL SH3TC2							GDAP1 SH3TC2			GDAP1 PMP22																		
WP_KISSPEPTINKISSPEPTIN_RECEPTOR_SYSTEM_IN_THE_OVARY	PRKCG PRKCH																																																
WP_LNCRNA_INVOLVEMENT_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER																				NOTUM WIF1			CCND2 NKD1 SFRP1																										
WP_LUNG_FIBROSIS							SFTPA2 SPP1		RTEL1 SFTPA2																	RTEL1 SFTPA2					MMP2 RTEL1					MMP2 RTEL1 SPP1													
WP_MAJOR_RECEPTORS_TARGETED_BY_EPINEPHRINE_AND_NOREPINEPHRINE											ADCY1 ADCY5																																						
WP_MAPK_CASCADE																																						MAP2 MAPK10 MAPK12											
WP_MAPK_SIGNALING_PATHWAY					CACNA1C CACNG6 DUSP2 HSPA2 NTRK1		CACNG6 FGF14 HSPA6 NTRK1	CACNA1C CACNA1E CACNA2D2 CACNB2 CACNB4 FGF17 PRKCG					MAP3K12 PRKCG									AKT3 CACNA1C CACNA1E CACNA1G CACNG6 HSPA6 NTRK1 NTRK2								CACNA1E CACNA1G CACNA1H CACNA2D2 FGF9 HSPA2 HSPA6				HSPA2 NTRK2				AKT3 CACNA1A CACNA1C CACNB4 CACNG7 FGF14 FGF17 FGF9 MAPK10 MAPK12							CACNA1B MAPK10 MAPK8IP2				CACNA1C CACNA2D2
WP_MATRIX_METALLOPROTEINASES																					MMP11 MMP13															MMP11 MMP2													
WP_MBDNF_AND_PROBDNF_REGULATION_OF_GABA_NEUROTRANSMISSION			GABRP NTRK2						GABRB3 GABRG2																							GABRP NTRK2						GABRA1 GABRE GABRP SLC12A5				GABRA1 NTRK2							
WP_MECP2_AND_ASSOCIATED_RETT_SYNDROME								MPP1 SST TET1																				MPP1 NREP SST																		MYT1 NREP		GRIN1 MPP1 MYT1	
WP_MELANOMA		AKT3 GADD45G																																															
WP_MESODERMAL_COMMITMENT_PATHWAY		FZD4 LEFTY1 POU5F1		CCDC88A FZD4 LEFTY1																C6orf201 TET1	CCDC88A DLL1 LEFTY1 PBX3 TET1	PAX6 SCHIP1 VAV3	ATP8B2 DLL1 SCHIP1 VAV3	FZD4 TOX															CCDC88A FZD4 POU5F1 TET1										
WP_METABOLIC_PATHWAY_OF_LDL_HDL_AND_TG_INCLUDING_DISEASES																					APOA1 LIPC																												
WP_METAPATHWAY_BIOTRANSFORMATION_PHASE_I_AND_II																	CYP27C1 GSTA2 NNMT		CYP27C1 NAT8L NNMT SULT1A4 SULT2A1				AKR1B1 GSTA2 SULT1A4 SULT2A1			CHST8 CYP27A1						KCNAB2 NNMT SULT1A4	CHST10 GSTA2	AKR1B1 KCNAB2														AKR1B1 GSTM2 NAT14 SULT1A4 SULT2A1	
WP_MET_IN_TYPE_1_PAPILLARY_RENAL_CELL_CARCINOMA		AKT3 PAK6																																															
WP_MICROGLIA_PATHOGEN_PHAGOCYTOSIS_PATHWAY																																										PLCG2 VAV3							
WP_MICRORNAS_IN_CARDIOMYOCYTE_HYPERTROPHY																																															MAPK4 NPPB		
WP_MIR5093P_ALTERATION_OF_YAP1ECM_AXIS																													GPC6 PBX3									GPC6 PBX3											
WP_MIRNA_REGULATION_OF_DNA_DAMAGE_RESPONSE																																					CCND2 GADD45G												
WP_MONOAMINE_GPCRS																															CHRM4 DRD2					CHRM4 DRD2													
WP_MONOAMINE_TRANSPORT		STX1A SYN1																			STX1A SYN1											ADORA2A AMPH				AMPH HRH3		AGT AMPH STX1A				ADORA2A AGT SYN1			AGT HRH3 TDO2				
WP_MYOMETRIAL_RELAXATION_AND_CONTRACTION_PATHWAYS	PRKCG PRKCH	CAMK2B PRKCG RGS11 RGS4 SLC8A1						CRH PRKCG RGS11 RGS16 RGS4 SLC8A1	ADCY1 RGS11 RGS16 RGS9			RGS16 RGS17 RGS5			ADCY1 PRKCG	ITPR1 PLCG2 PRKD1					ADCY2 ITPR1 RGS11 RGS17 RGS4									ADCY1 GNG4 ITPR1		GNG4 PRKCH RGS17		ITPR1 PRKCH								ADCY2 PLCG2 PRKD1 RGS14		CRH RGS16 RGS4					
WP_NANOPARTICLEMEDIATED_ACTIVATION_OF_RECEPTOR_SIGNALING																																						AKT3 MAPK10 MAPK12											
WP_NCRNAS_INVOLVED_IN_WNT_SIGNALING_IN_HEPATOCELLULAR_CARCINOMA																				NOTUM WIF1			CCND2 NKD1 SFRP1																										
WP_NEOVASCULARISATION_PROCESSES																																															DLL4 SMAD9		
WP_NEPHROTIC_SYNDROME																			ARHGAP24 LMX1B																														
WP_NEURAL_CREST_CELL_MIGRATION_DURING_DEVELOPMENT		AKT3 PAK6																																		AKT3 MMP2													
WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER		AKT3 PAK6																				AKT3 NTRK2														AKT3 MMP2						MMP2 NTRK2							
WP_NEURAL_CREST_DIFFERENTIATION																				DLL4 PMP22											DLL1 DLL4 PMP22	DLL4 ISL1																	
WP_NICOTINE_ACTIVITY_ON_DOPAMINERGIC_NEURONS									CHRNA5 DDC DRD2 KCNK3		CHRNA3 CHRNA5 CHRNB2						CHRNA5 GNG2											CHRNA5 DDC DRD2										ADCY2 CHRNA5 DRD2 GNG2				ADCY2 DDC KCNK3				DDC GNG2			
WP_NOCGMPPKG_MEDIATED_NEUROPROTECTION		CAMK2B NEFL		GRIN2C NPPB	CNGA3 PDE2A			CNGA3 CNGA4 PDE2A																			CNGA4 GRIN1												CNGA4 PDE2A									CAMK2B GRIN1 PDE2A	
WP_NONGENOMIC_ACTIONS_OF_125_DIHYDROXYVITAMIN_D3	PRKCG PRKCH	CAMK2B PRKCG													MAPK12 PRKCG							IFI44L PRKCH																											
WP_NONSMALL_CELL_LUNG_CANCER		AKT3 GADD45G PRKCG																																															
WP_NOTCH1_REGULATION_OF_HUMAN_ENDOTHELIAL_CELL_CALCIFICATION																															DLL1 DLL4																		
WP_NOTCH_SIGNALING																							DLL1 DTX1								DLL1 DLL4																		
WP_NOTCH_SIGNALING_PATHWAY_NETPATH									DLL4 HEY1								DLL4 SAP30						DLL1 DTX1								DLL1 DLL4 HES6 SAP30					DLL4 HEY1 SAP30													
WP_NRF2_PATHWAY																																							ABCC4 GSTM2 SLC6A17										
WP_ONCOSTATIN_M_SIGNALING_PATHWAY																						MMP13 PRKCH																											
WP_ONE_CARBON_METABOLISM_AND_RELATED_PATHWAYS							BCAT1 PCYT1B																													BCAT1 PCYT1B													
WP_OSTEOBLAST_DIFFERENTIATION	PRKCG PRKCH								DLL4 HEY1 MAPK4 PTCH1						MAPK12 PRKCG								DLL1 MAPK10 WNT9A				PTCH1 WNT9A			DLL4 FGF9 PTCH1	DLL1 DLL4 FGF9 HES6								FZD4 SMAD9 WNT9A								DLL4 MAPK4 SMAD9 WNT9A		
WP_OVARIAN_INFERTILITY_GENES																							CCND2 MSH5														CCND2 SYNE2												
WP_OXIDATION_BY_CYTOCHROME_P450										CYP27A1 CYP27C1																																							
WP_OXYSTEROLS_DERIVED_FROM_CHOLESTEROL																										CYP27A1 IL17C																							
WP_PANCREATIC_ADENOCARCINOMA_PATHWAY		AKT3 GADD45G PAK6																																															
WP_PARKINSONS_DISEASE_PATHWAY																												DDC MAPK12																					
WP_PARKINUBIQUITIN_PROTEASOMAL_SYSTEM_PATHWAY		TUBB2B TUBB3									HSPA2 TUBB4A																			HSPA2 HSPA6 TUBB2B				HSPA2 TUBA1A												TUBB2B TUBB3	TUBA1A TUBB3		
WP_PATHOGENIC_ESCHERICHIA_COLI_INFECTION		TUBB2B TUBB3																																												TUBB2B TUBB3	TUBA1A TUBB3		
WP_PATHWAYS_IN_CLEAR_CELL_RENAL_CELL_CARCINOMA							CAMK1 CEP290													FLT1 LDHD	CAMK1 CEP290 LDHD																												
WP_PATHWAYS_REGULATING_HIPPO_SIGNALING	PRKCG PRKCH		FLT1 NTRK2									CDH5 CSF1R										NTRK1 NTRK2 PRKCH								CDH5 CSF1R		NTRK2 PRKCH		CDH5 NTRK2 PRKCH															
WP_PEPTIDE_GPCRS																											CCR6 SSTR1																						
WP_PHOSPHODIESTERASES_IN_NEURONAL_FUNCTION				ADCY5 GRIN2C					ADCY1 DRD2		ADCY1 ADCY5																	DRD2 PDE2A								ADCY1 DRD2 PDE8B		ADCY2 DRD2 PDE6B PDE8B	DRD2 PDE2A									GRIN1 PDE2A	
WP_PHOTODYNAMIC_THERAPYINDUCED_NFE2L2_NRF2_SURVIVAL_SIGNALING																																						CES1 MAPK12											
WP_PI3KAKT_SIGNALING_PATHWAY									ANGPT2 BCL2 CSH1 FGF17 IGF2 PDGFD PGF								ANGPT2 COL1A2 CSF1R GNG2 NTRK1					AKT3 ANGPT2 NTRK1 NTRK2 PDGFD								BCL2 CSF1R FGF9 GNG4 PGF							CCND2 EIF4EBP1 ITGA7 PGF	AKT3 CCND2 COL1A2 EIF4EBP1 FGF14 FGF17 FGF9 GNG2 GNG4 ITGA7 PDGFD SPP1 THBS4											
WP_PPAR_ALPHA_PATHWAY																												APOA1 APOC3																					
WP_PPAR_SIGNALING_PATHWAY										ACSL6 CYP27A1											ACSL6 APOA1 CPT1C		CPT1C PLTP					APOA1 APOC3																					
WP_PRADERWILLI_AND_ANGELMAN_SYNDROME									GABRB3 GABRG2	GABRG2 GHRL																																							
WP_PREGNANE_X_RECEPTOR_PATHWAY																							GSTA2 SULT2A1																										
WP_PROLACTIN_SIGNALING_PATHWAY			SIRPA SOCS1	SIRPA SOCS1																																												EIF4EBP1 SIRPA SOCS1	
WP_PROSTAGLANDIN_SYNTHESIS_AND_REGULATION			ABCC4 ANXA6																		ABCC4 ANXA6																ABCC4 AKR1B1	AKR1B1 ANXA6 SCGB1A1	ABCC4 AKR1B1									AKR1B1 ANXA6	
WP_PROXIMAL_TUBULE_TRANSPORT																						ABCC4 ATP6V1B1																	ABCC4 ATP6V1B1										
WP_PURINERGIC_SIGNALING																																										ADORA2A P2RX6							
WP_PYRIMIDINE_METABOLISM																																					CTPS1 ENTPD1												
WP_RAC1PAK1P38MMP2_PATHWAY												ANGPT2 EIF4EBP1																			GRB14 MMP2						EIF4EBP1 GRB14												
WP_RAS_SIGNALING		AKT3 PAK6 PRKCG		JMJD7-PLA2G4B KSR2 PAK6													CSF1R GNG2 NTRK1 PLCG2						JMJD7-PLA2G4B MAPK10 NTRK1 RASAL1							CSF1R GNG4 JMJD7-PLA2G4B TTBK1					PAK6 SHC3	AKT3 FLT1 JMJD7-PLA2G4B KSR2 PLCG2 TTBK1		AKT3 GNG2 GNG4 MAPK10 PAK6 RASAL1 SHC3											
WP_REGULATION_OF_TOLLLIKE_RECEPTOR_SIGNALING_PATHWAY							PELI3 SFTPA2 SOCS1 SPP1																																										
WP_REGULATORY_CIRCUITS_OF_THE_STAT3_SIGNALING_PATHWAY																												DUSP2 MAPK12																					
WP_RENIN_ANGIOTENSIN_ALDOSTERONE_SYSTEM_RAAS																					CAMK1 ITPR1																											AGT CAMK1 CAMK2B ITPR1	
WP_RESISTIN_AS_A_REGULATOR_OF_INFLAMMATION																ITPR1 PLCG2																				AKT3 PLCG2													
WP_RETT_SYNDROME_CAUSING_GENES							SCN2A SYNE2		ACTL6B GABBR2 HAP1 SRRM3	HAP1 SRRM3																												GNAO1 HAP1 SRRM3	HAP1 SYNE2			SRRM3 SYNE2					SRRM3 STXBP1		
WP_SCFA_AND_SKELETAL_MUSCLE_SUBSTRATE_METABOLISM									FFAR2 PYY																																								
WP_SELENIUM_MICRONUTRIENT_NETWORK																												APOA1 PNPO																					
WP_SEROTONIN_AND_ANXIETY																											ARC CRH															ARC GABRA1							
WP_SEROTONIN_AND_ANXIETYRELATED_EVENTS																											ARC CRH																						
WP_SIGNALING_PATHWAYS_IN_GLIOBLASTOMA	PRKCG PRKCH	AKT3 PRKCG																																															
WP_SIGNAL_TRANSDUCTION_OF_S1P_RECEPTOR																																						AKT3 MAPK12											
WP_SLEEP_REGULATION																																										ADORA2A GHRL							
WP_SPLICING_FACTOR_NOVA_REGULATED_SYNAPTIC_PROTEINS									GABBR2 GABRG2 MAPK4																		GABBR2 GRIN1											CHL1 KCNMA1 STX2				KCNJ6 MAPK4						CADM3 GRIN1	
WP_STATIN_PATHWAY								APOB APOC3													APOA1 LIPC							APOA1 APOC3																		LIPC PLTP			
WP_STRIATED_MUSCLE_CONTRACTION_PATHWAY							MYBPC2 MYBPC3																														MYBPC2 TMOD1											ACTN3 TMOD1	
WP_SUDDEN_INFANT_DEATH_SYNDROME_SIDS_SUSCEPTIBILITY_PATHWAYS								FEV POU2F2 RET SCN3B SST											LMX1B SNAP25 SSTR2			FEV NTRK2 POU2F2 SST			RET SCN3B TPH1		GRIN1 SSTR1				CHRNB4 POU2F2 POU5F1 TP73	NTRK2 SNAP25 SST						ATP1A3 FEV GABRA1 MAP2 POU2F2 RET SNAP25	CHRNB4 POU5F1 SCN3B TP73	GABRA1 TAC1	DDC RET	DDC GABRA1 KCNH2 NEUROD1 NTRK2 POU2F2		TAC1 TP73				GRIN1 KCNH2 RET SCN3B	
WP_SULFATION_BIOTRANSFORMATION_REACTION									SULT1A4 SULT2A1										SULT1A4 SULT2A1				SULT1A4 SULT2A1																									SULT1A4 SULT2A1	
WP_SYNAPTIC_SIGNALING_PATHWAYS_ASSOCIATED_WITH_AUTISM_SPECTRUM_DISORDER		AKT3 CAMK2B			ARC CACNA1C																	AKT3 CACNA1C NTRK2					ARC GRIN1									AKT3 ARC		AKT3 CACNA1C EIF4EBP1				ARC CACNA1C EIF4EBP1 NTRK2						CAMK2B EIF4EBP1 GRIN1	
WP_SYNAPTIC_VESICLE_PATHWAY	DNM3 STXBP1	SLC18A1 SNAP25 STX1A SYN1			DNM3 SNAP25 SYN1 SYP						SLC18A1 STX1A				STX1A STXBP1						STX1A SYN1 SYP				DNM3 SLC18A1							SNAP25 STX2			DNM3 STX2		STX2 SYN1	CACNA1A CPLX2 SLC18A1 SNAP25 STX1A STX2 SYP									CPLX2 STXBP1 SYP		
WP_TGFBETA_RECEPTOR_SIGNALING		LEFTY1 SPP1																																		LEFTY1 SPP1													
WP_TGFBETA_RECEPTOR_SIGNALLING_IN_SKELETAL_DYSPLASIAS		LEFTY1 SPP1							ADAMTSL2 LEFTY1																											LEFTY1 SPP1													
