	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	CSRNP3	CXXC4	DACH1	DPF3	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	LTF	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF514	ZNF519	ZNF846	ZNF883
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY			AKT3 CAMK2B MAPK12 PLCG2		CAMK2B PLCG2 TP73																																CAMK2B PLCG2 TP73		AKT3 CAMK2B MAPK10 PLCG2 TP73		CAMK2B MAPK10 TP73		AKT3 BCL2 CAMK2B MAPK10 MAPK12 TP73			AKT3 BCL2 MAPK10 PLCG2 TP73		BCL2 MAPK12								CAMK2B MAPK10 MAPK12 PLCG2 TP73	AKT3 BCL2 MAPK10 MAPK12 PLCG2 TP73				BCL2 MAPK10 MAPK12 PLCG2 TP73	BCL2 CAMK2B MAPK12 PLCG2	MAPK12 TP73						
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY																									MAPK12 NAIP													MAPK10 NAIP					MAPK10 MAPK12 NAIP						MAPK10 NAIP														MAPK12 NAIP	MAPK10 NAIP	MAPK10 NAIP				
KEGG_NON_SMALL_CELL_LUNG_CANCER		AKT3 PRKCG	AKT3 PLCG2 PRKCG																								AKT3 PLCG2																												AKT3 PLCG2 PRKCG														
KEGG_OOCYTE_MEIOSIS				ADCY1 ADCY5 CAMK2B	ADCY1 ADCY5 CAMK2B										ADCY1 ADCY2 ADCY5 ITPR1 MAPK12			ADCY1 ADCY5 ITPR1	ADCY1 ADCY2 ADCY5 ITPR1						ADCY1 MAPK12		ADCY1 ADCY2 ADCY5																ADCY1 ADCY2 ADCY5 CAMK2B ITPR1 MAPK12	ADCY2 ADCY5 ITPR1	ADCY1 ADCY5 ITPR1					ADCY1 ADCY2 ITPR1						ADCY5 CAMK2B ITPR1 MAPK12					ADCY1 ADCY2 ADCY5 ITPR1 MAPK12	CAMK2B MAPK12	ADCY5 MAPK12					ADCY5 CAMK2B ITPR1 MAPK12	
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION																											TUBB2B TUBB4A																		TUBA1A TUBB2B TUBB4A																								
KEGG_PATHWAYS_IN_CANCER		AKT3 FGF9 PRKCG PTCH1	AKT3 CSF1R FGF14 FGF17 MMP2 PLCG2 PRKCG RUNX1T1 WNT9A													ARNT2 BCL2 FGF17 FGF9 MAPK10 MMP2 PTCH1 RUNX1T1 WNT9A		ARNT2 BCL2 CSF1R FGF9 PTCH1 RUNX1T1														AKT3 ARNT2 BCL2 FGF17 FGF9 MMP2 PLCG2 PTCH1 RUNX1T1						KIT MAPK10 MMP2 PLCG2 RET WNT9A	AKT3 ARNT2 CSF1R FGF14 FGF9 KIT MAPK10 MMP2 PLCG2 PTCH1 RUNX1T1					ARNT2 BCL2 FGF9 MMP2 PLCG2 RUNX1T1	ARNT2 BCL2 CSF1R FGF14 FGF9 MAPK10 PTCH1	AKT3 ARNT2 BCL2 FGF14 FGF17 FGF9 MAPK10 MMP2 PLCG2 RET RUNX1T1		ARNT2 BCL2 CSF1R	BCL2 FGF14 MAPK10 RUNX1T1								AKT3 BCL2 CSF1R FGF14 FGF17 FGF9 MAPK10 PLCG2 PTCH1 RET RUNX1T1 WNT9A				BCL2 CSF1R KIT MAPK10 MMP2 PLCG2 PRKCG PTCH1 RET WNT9A						BCL2 CSF1R MAPK10 MMP2 PRKCG RUNX1T1 WNT9A	ARNT2 FGF14 PRKCG PTCH1 RET WNT9A	
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM		ITPR1 PRKCG	DGKB PLCG2 PRKCG																		ITPR1 PRKCG					ITPR1 PLCG2																		DGKB ITPR1 PLCG2						DGKB ITPR1					DGKB ITPR1 PLCG2 PRKCG	DGKB ITPR1 PLCG2 PRKCG													
KEGG_PRION_DISEASES																			C7 NCAM1												C7 NCAM1												C7 NCAM1																										
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION															ADCY1 ADCY2 ADCY5 AKT3 MAPK12	ADCY1 ADCY5 MAPK10 MAPK12			ADCY1 ADCY2 ADCY5 AKT3 MAPK10						ADCY1 MAPK12		ADCY1 ADCY2 ADCY5 AKT3							ADCY1 ADCY2 ADCY5 AKT3				ADCY2 ADCY5 MAPK10		ADCY1 MAPK10			ADCY1 ADCY2 ADCY5 AKT3 MAPK10 MAPK12		ADCY1 ADCY5 MAPK10	ADCY5 AKT3 MAPK10			ADCY1 MAPK10	ADCY1 ADCY2 MAPK10					ADCY1 ADCY5 AKT3 MAPK10		ADCY1 ADCY2 AKT3 MAPK10 MAPK12				ADCY1 ADCY2 ADCY5 MAPK10 MAPK12		ADCY5 MAPK12						
KEGG_PROSTATE_CANCER																																																BCL2 INSRR																					
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION												ATP1A3 SLC38A3				ATP1A3 SLC38A3																ATP1A3 SLC38A3											ATP1A3 SLC38A3				ATP1A3 SLC38A3									ATP1A3 SLC38A3					ATP1A3 SLC38A3						ATP1A3 SLC38A3		
KEGG_PURINE_METABOLISM					ADCY1 ADCY5 AK5 AMPD3										ADCY1 ADCY2 ADCY5 AK5 ENTPD1 PDE2A PDE8B			ADCY1 ADCY5 AK5 AMPD3	ADCY1 ADCY2 ADCY5 AMPD3 PDE2A								ADCY1 ADCY2 ADCY5 AK5 PDE2A PDE8B				ADCY2 ADCY5 AK5 AMPD3 PDE8B								ADCY5 AK5 AMPD3 ENTPD1 PDE8B				ADCY1 ADCY2 ADCY5 PDE2A PDE8B				ADCY5 AK5 AMPD3 ENTPD1 PDE2A			ADCY1 ADCY2 AK5					ADCY1 ADCY5 AK5 AMPD3 ENTPD1 PDE2A PDE8B			ADCY1 AK5 AMPD3 ENTPD1 PDE2A										ADCY5 AK5 ENTPD1 PDE2A	
KEGG_PYRUVATE_METABOLISM																																															AKR1B1 LDHD																						
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON																														ITGA4 PAK3					CHRM4 FGF17 FGF9 INSRR ITGA4 ITGA7 PAK3 VAV3																																		
KEGG_RENAL_CELL_CARCINOMA																															AKT3 ARNT2 PAK3								AKT3 ARNT2 PAK3																														
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT			SNAP25 STX1A													SNAP25 STX1A			SNAP25 STX1A												SNAP25 STX1A																																						
KEGG_TASTE_TRANSDUCTION																																												CACNA1A CACNA1B																									
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM																																																				GAD2 GGT5																	
KEGG_TIGHT_JUNCTION		AKT3 PRKCG PRKCH																			PRKCG PRKCH																																																
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY																																											AKT3 MAPK10 MAPK12 SPP1																				MAPK12 SPP1	MAPK10 SPP1					
KEGG_TRYPTOPHAN_METABOLISM				TDO2 TPH1																																																																	
KEGG_TYPE_II_DIABETES_MELLITUS			ABCC8 CACNA1B CACNA1C	ABCC8 CACNA1A GCK KCNJ11	ABCC8 GCK KCNJ11							CACNA1C KCNJ11	ABCC8 CACNA1A MAPK10	ABCC8 CACNA1A CACNA1B GCK	ABCC8 CACNA1A CACNA1C GCK				ABCC8 CACNA1A CACNA1C GCK MAPK10												ABCC8 CACNA1A CACNA1B CACNA1C GCK			CACNA1C GCK KCNJ11	CACNA1A CACNA1C GCK KCNJ11 MAPK10		ABCC8 GCK KCNJ11		ABCC8 CACNA1A CACNA1C MAPK10		KCNJ11 MAPK10			CACNA1A CACNA1B CACNA1C	KCNJ11 MAPK10		CACNA1A MAPK10		CACNA1A MAPK10			CACNA1A GCK KCNJ11			CACNA1A CACNA1B GCK MAPK10	ABCC8 CACNA1B CACNA1C KCNJ11 MAPK10	ABCC8 CACNA1A CACNA1C MAPK10	CACNA1A CACNA1C GCK			CACNA1C GCK MAPK10			CACNA1B MAPK10	CACNA1C GCK MAPK10		KCNJ11 MAPK10	ABCC8 KCNJ11	
KEGG_TYPE_I_DIABETES_MELLITUS			GAD2 HLA-DQA2 PTPRN												CPE HLA-DQA2 PTPRN				CPE PTPRN												CPE GAD2 HLA-DQA2																																				CPE PTPRN		
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY			AKT3 GRAP2 MAPK12 PAK3																																																																		
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION		ITPR1 PRKCG PRKCH		ADCY1 ADCY5 KCNMB2											ADCY1 ADCY2 ADCY5 AVPR1B CACNA1C ITPR1 PRKCG PRKCH		ADCY5 CACNA1C KCNMB2 PRKCH	ADCY1 ADCY5 ITPR1 PRKCH	ADCY1 ADCY2 ADCY5 ADORA2A CACNA1C ITPR1 KCNMA1 KCNMB2 PRKCH		ADORA2A ITPR1 PRKCG PRKCH				ADCY1 PRKCG	ITPR1 PRKCH	ADCY1 ADCY2 ADCY5 ADORA2A CACNA1C		AVPR1B CACNA1C ITPR1 KCNMA1 KCNMB2		ADCY2 ADCY5 CACNA1C KCNMA1 KCNMB2	ADCY1 ADCY2 ITPR1 KCNMA1 PRKCH		ADCY1 ADCY2 ADCY5 AVPR1B CACNA1C ITPR1 KCNMB2 PRKCH	ADCY1 ADORA2A AVPR1B CACNA1C KCNMA1 KCNMB2				ADCY5 AVPR1B CACNA1C KCNMA1 KCNMB2	ADCY1 KCNMA1 PRKCH			ADCY1 ADCY2 ADCY5 AVPR1B ITPR1 PRKCG	ADCY2 ADCY5 CACNA1C ITPR1 KCNMA1 KCNMB2 PRKCH	ADCY1 ADCY5 ITPR1	ADCY5 AVPR1B KCNMA1 KCNMB2	ADCY5 ADORA2A KCNMA1 PRKCH			ADCY1 ADCY2 ITPR1 PRKCH					ADCY1 ADCY5 ITPR1 KCNMA1 KCNMB2 PRKCG PRKCH	ADCY5 ADORA2A CACNA1C ITPR1 KCNMB2 PRKCG PRKCH	ADCY1 ADCY2 CACNA1C ITPR1 KCNMA1 KCNMB2				ADCY1 ADCY2 ADCY5 ADORA2A AVPR1B CACNA1C ITPR1 KCNMB2 PRKCG PRKCH		ADCY5 AVPR1B						ADORA2A CACNA1C PRKCH
KEGG_VEGF_SIGNALING_PATHWAY		AKT3 PRKCG	AKT3 MAPK12 PLCG2 PRKCG																						MAPK12 PRKCG																														AKT3 PLCG2 PRKCG	MAPK12 PLCG2 PRKCG		AKT3 MAPK12 PLCG2				MAPK12 PLCG2							
KEGG_VIBRIO_CHOLERAE_INFECTION					ATP6V1B1 PLCG2																																																															ATP6V1B1 PRKCG	
KEGG_WNT_SIGNALING_PATHWAY																CXXC4 MAPK10 NKD1 SFRP1 WNT9A																									CAMK2B MAPK10 WNT9A		CAMK2B CXXC4 MAPK10 NKD1 PRKCG									CAMK2B CXXC4 NKD1 PRKCG SFRP1				CAMK2B CXXC4 MAPK10 NKD1 PRKCG WNT9A									CXXC4 MAPK10 WNT9A		MAPK10 NKD1 PRKCG SFRP1 WNT9A	CAMK2B PRKCG SFRP1 WNT9A	
NABA_BASEMENT_MEMBRANES		COLQ NTNG2																																																																			
NABA_COLLAGENS				COL12A1 COL22A1	COL12A1 COL21A1												COL12A1 COL21A1	COL12A1 COL21A1									COL12A1 COL21A1					COL12A1 COL21A1 COL22A1									COL12A1 COL22A1						COL12A1 COL21A1 COL22A1			COL21A1 COL22A1					COL12A1 COL21A1 COL22A1						COL12A1 COL21A1 COL22A1							COL12A1 COL21A1 COL22A1	
NABA_CORE_MATRISOME			BGN COLQ CRISPLD1 MMRN1 SNED1 SPARC SPOCK3 SPP1 VCAN									FBN1 LTBP2 PRELP SNED1 SPON1 VWA5B2			COL22A1 IGSF10 LTBP2 MMRN1 NTNG2 PRELP SNED1 SPARC SPOCK3 SPON1 SPON2 SPP1	COL12A1 IGSF10 LTBP2 MMRN1 PRELP SNED1 SPARC SPOCK3 SPON1 VCAN VWA5B2	COL12A1 COL21A1 IGSF10 LTBP2 PRELP SPON1 SPON2 VCAN	COL12A1 COL21A1 IGFBPL1 PRELP SPOCK3 SPON1 VCAN	COL12A1 COL22A1 EDIL3 IGSF10 LTBP2 MMRN1 PRELP SPON2 VCAN VWA5B2					BGN IGFBPL1 SPP1		COLQ CRISPLD1 FBN1 SPOCK3 SPON1					COL12A1 COLQ FBN1 IGSF10 MMRN1 SNED1 SPARC SPOCK3 SPON1 VCAN	COL12A1 COL21A1 COL22A1 COLQ EDIL3 IGSF10 LTBP2 MMRN1 SPARC SPOCK3 SPON1 VCAN		COL12A1 COLQ FBN1 IGSF10 NTNG2 PRELP SPARC SPOCK3 SPON1 SPON2			IGFBPL1 IGSF10 PRELP SPON2 VWA5B2	COL21A1 IGSF10 PRELP SPON1 SPON2	COL21A1 COL22A1 EDIL3 NTNG2 PRELP SNED1 SPARC SPOCK3 SPON1 SPON2 VCAN VWA5B2		BGN COL12A1 COL22A1 LTBP2 PRELP SPON1 SPON2			COL12A1 EDIL3 FBN1 SPOCK3 SPON1		COL12A1 COL21A1 LTBP2 MMRN1 NTNG2 PRELP SPOCK3 SPON1 SPON2 SPP1	COL12A1 COL21A1 COL22A1 LTBP2 PRELP SNED1 SPON1	NTNG2 PRELP SNED1 SPON2		BGN COL21A1 COL22A1 SNED1		COL12A1 COL21A1 IGFBPL1 IGSF10 LTBP2 MMRN1 NTNG2 SNED1 SPON2 VWA5B2		BGN CRISPLD1 FBN1	COL12A1 COL21A1 COL22A1 IGSF10 LTBP2 MMRN1 SNED1 SPOCK3 SPON1 SPON2 SPP1 VCAN VWA5B2		BGN COL22A1 COLQ IGSF10 LTBP2 MMRN1 PRELP SNED1 SPARC SPOCK3 SPON2 SPP1 VCAN				BGN COL12A1 COL21A1 COL22A1 LTBP2 SNED1 SPARC SPOCK3 SPON1	COL22A1 FBN1 LTBP2 NTNG2		COL21A1 COLQ EDIL3 SPP1					PRELP SPARC VWA5B2
NABA_ECM_GLYCOPROTEINS		COLQ NTNG2 VWA5B2	COLQ CRISPLD1 MMRN1 SNED1 SPARC SPP1									FBN1 LTBP2 SNED1 SPON1 VWA5B2			IGSF10 LTBP2 MMRN1 NTNG2 SNED1 SPARC SPON1 SPON2 SPP1	IGSF10 LTBP2 MMRN1 SNED1 SPARC SPON1 VWA5B2	IGSF10 LTBP2 SPON1 SPON2		EDIL3 IGSF10 LTBP2 MMRN1 SPON2 VWA5B2					IGFBPL1 SPP1		COLQ CRISPLD1 FBN1 SPON1					COLQ FBN1 IGSF10 MMRN1 SNED1 SPARC SPON1	COLQ EDIL3 IGSF10 LTBP2 MMRN1 SPARC SPON1		COLQ FBN1 IGSF10 NTNG2 SPARC SPON1 SPON2			IGFBPL1 IGSF10 SPON2 VWA5B2		EDIL3 NTNG2 SNED1 SPARC SPON1 SPON2 VWA5B2							LTBP2 MMRN1 NTNG2 SPON1 SPON2 SPP1		NTNG2 SNED1 SPON2				IGFBPL1 IGSF10 LTBP2 MMRN1 NTNG2 SNED1 SPON2 VWA5B2			IGSF10 LTBP2 MMRN1 SNED1 SPON1 SPON2 SPP1 VWA5B2		COLQ IGSF10 LTBP2 MMRN1 SNED1 SPARC SPON2 SPP1	IGSF10 LTBP2 MMRN1 SNED1 SPON1 SPP1				FBN1 LTBP2 NTNG2	EDIL3 SPP1	COLQ EDIL3 SPP1					SPARC VWA5B2
NABA_ECM_REGULATORS																													ADAM12 ADAMTSL2 AGT MMP2								ADAMTSL2 AGT MMP2 PAPPA2 SERPINI1			CELA3A CELA3B SERPINI1																													
NABA_MATRISOME		COLQ CSH2 FGF9 MUC5B NTNG2 SERPINI1 TNFSF14 VWA5B2	ADAMTSL1 ANGPT2 BGN C1QL1 CELA3B CFC1 COLQ CRISPLD1 FGF14 FGF17 MDK MMP2 MMRN1 MUC15 PAPPA2 S100A1 SFRP1 SNED1 SPARC SPOCK3 SPP1 VCAN WNT9A							CSH1 CSH2 IGFBPL1 S100G				ADAM12 ADAMTSL2 ANGPT2 CFC1 COL12A1 CRLF1 FGF14 FGF17 FGF9 GDF1 GPC2 HGFAC IGFBPL1 IGSF10 MDK MMRN1 MUC15 MUC5B NTNG2 PLXNC1 SERPINI1 SFRP1 SNED1 SPOCK3 SPP1 WNT9A	ADAM12 ADAMTSL2 AGT ANGPT2 C1QL1 CELA3A CFC1 COL22A1 CRLF1 FGF14 FGF17 GDF1 GPC2 HGFAC IGSF10 LTBP2 MMRN1 MUC15 NTNG2 PLXNC1 PRELP S100A1 SFRP1 SNED1 SPARC SPOCK3 SPON1 SPON2 SPP1	ADAM12 ADAMTSL1 ADAMTSL2 ANGPT2 CELA3A COL12A1 CRLF1 CSH1 FGF17 FGF9 IGSF10 LTBP2 MMP2 MMRN1 MUC15 PRELP SFRP1 SNED1 SPARC SPOCK3 SPON1 VCAN VWA5B2 WNT9A	ANGPT2 CELA3A CELA3B COL12A1 COL21A1 CSH1 FGF9 IGSF10 LTBP2 PRELP SPON1 SPON2 TNFSF14 VCAN	ADAM12 COL12A1 COL21A1 CSH1 CSH2 FGF9 IGFBPL1 MUC15 PRELP S100A1 SPOCK3 SPON1 VCAN						BGN IGFBPL1 S100G SPP1 TNFSF14		COLQ CRISPLD1 FBN1 MUC15 S100G SPOCK3 SPON1 TNFSF14	ADAM12 ANGPT2 CELA3A CELA3B COL12A1 COL21A1 FGF14 GDF1 IGSF10 MUC5B PLXNC1 S100G SPOCK3		ADAM12 ADAMTSL2 AGT ANGPT2 C1QL1 COL12A1 FGF14 FGF9 GDF11 HGFAC LTBP2 MMP2 SPOCK3 VWA5B2		ADAM12 ADAMTSL1 AGT C1QL1 CELA3A CFC1 COL12A1 COLQ FBN1 FGF14 FGF17 FGF9 IGSF10 MDK MMRN1 MUC15 PAPPA2 S100A1 SFRP1 SNED1 SPARC SPOCK3 SPON1 VCAN	ADAMTSL1 CFC1 COL12A1 COL21A1 COL22A1 COLQ CSH2 EDIL3 FGF17 FGF9 GPC2 IGSF10 LTBP2 MDK MMP2 MMRN1 MUC15 PAPPA2 S100A1 SFRP1 SPARC SPOCK3 SPON1 VCAN		ADAM12 ADAMTSL1 ADAMTSL2 ANGPT2 C1QL1 CELA3A CELA3B CFC1 COL12A1 COLQ CRLF1 ELFN1 FBN1 FGF17 FGF9 GDF11 HGFAC IGSF10 MUC15 NTNG2 PAPPA2 PLXNC1 PRELP S100A1 SERPINI1 SFRP1 SPARC SPOCK3 SPON1 SPON2	ADAM12 ADAMTSL2 AGT ANGPT2 C1QL1 CELA3A CELA3B COL22A1 COLQ CRLF1 ELFN1 FGF17 FGF9 GDF11 HGFAC IGSF10 MDK MMP2 MUC15 MUC5B NTNG2 PAPPA2 PLXNC1 PRELP S100A1 SFRP1 SNED1 SPOCK3 SPON1 WNT9A		ADAMTSL2 AGT C1QL1 CFC1 GDF11 GPC2 IGFBPL1 IGSF10 MDK MMP2 PAPPA2 PRELP SERPINI1 SPON2 VWA5B2 WNT9A	C1QL1 CFC1 COL21A1 GDF11 GPC2 IGSF10 MMP2 PAPPA2 PRELP SERPINI1 SPON1 SPON2 WNT9A			ADAMTSL2 BGN CELA3B COL12A1 COL22A1 CRLF1 GDF11 GPC2 LTBP2 MUC5B PRELP SERPINI1 SPON1 SPON2 WNT9A					ADAM12 CELA3A CELA3B COL12A1 COL21A1 CRLF1 FGF14 FGF17 FGF9 HGFAC LTBP2 MDK MMP2 MMRN1 NTNG2 PLXNC1 PRELP S100A1 SERPINI1 SPOCK3 SPON1 SPON2 SPP1	ADAM12 ADAMTSL2 CELA3A CELA3B COL12A1 COL21A1 COL22A1 GDF11 GPC2 HGFAC LTBP2 MMP2 PRELP S100A1 SFRP1 SNED1 SPON1	ADAM12 C1QL1 NTNG2 PRELP SNED1 SPON2					CSH1 CSH2 MUC15 TNFSF14		ADAM12 ADAMTSL2 ANGPT2 COL12A1 COL21A1 COL22A1 CRLF1 FGF17 FGF9 GPC2 IGSF10 LTBP2 MDK MMP2 MMRN1 MUC5B PAPPA2 S100A1 SERPINI1 SNED1 SPOCK3 SPON1 SPON2 SPP1 TNFSF14 VCAN VWA5B2		ADAM12 ADAMTSL1 AGT ANGPT2 BGN CELA3A CFC1 COL22A1 COLQ CSH1 FGF14 FGF17 FGF9 GDF11 GPC2 HGFAC IGSF10 LTBP2 MDK MMRN1 MUC15 MUC5B PAPPA2 PRELP S100A1 S100G SERPINI1 SNED1 SPARC SPOCK3 SPON2 SPP1 VCAN WNT9A	ADAM12 ADAMTSL2 AGT ANGPT2 C1QL1 CELA3B CFC1 COL21A1 CRLF1 FGF14 FGF9 GDF1 GDF11 HGFAC IGSF10 LTBP2 MDK MMRN1 MUC5B SERPINI1 SNED1 SPON1 SPP1 WNT9A			ADAMTSL2 AGT BGN C1QL1 CELA3B COL12A1 COL21A1 COL22A1 CRLF1 CSH1 GDF11 GPC2 HGFAC LTBP2 MDK MMP2 MUC5B S100G SERPINI1 SNED1 SPARC SPOCK3 SPON1 TNFSF14 WNT9A	COL22A1 CRLF1 FBN1 HGFAC LTBP2 NTNG2 S100A1 S100G SERPINI1						ADAMTSL1 AGT CELA3A CELA3B CFC1 COL12A1 COL21A1 COL22A1 CRLF1 FGF14 MDK MUC5B S100A1 SFRP1 SPON2 VWA5B2 WNT9A	
NABA_MATRISOME_ASSOCIATED																													ADAM12 ADAMTSL2 AGT ANGPT2 C1QL1 FGF14 FGF9 GDF11 HGFAC MMP2					ADAM12 ADAMTSL1 ADAMTSL2 ANGPT2 C1QL1 CELA3A CELA3B CFC1 CRLF1 ELFN1 FGF17 FGF9 GDF11 HGFAC MUC15 PAPPA2 PLXNC1 S100A1 SERPINI1 SFRP1	ADAM12 ADAMTSL2 AGT ANGPT2 C1QL1 CELA3A CELA3B CRLF1 ELFN1 FGF17 FGF9 GDF11 HGFAC MDK MMP2 MUC15 MUC5B PAPPA2 PLXNC1 S100A1 SFRP1 WNT9A		ADAMTSL2 AGT C1QL1 CFC1 GDF11 GPC2 MDK MMP2 PAPPA2 SERPINI1 WNT9A	C1QL1 CFC1 GDF11 GPC2 MMP2 PAPPA2 SERPINI1 WNT9A		CELA3A CELA3B CSH2 GDF1 SERPINI1 TNFSF14	ADAMTSL2 CELA3B CRLF1 GDF11 GPC2 MUC5B SERPINI1 WNT9A												CSH1 CSH2 MUC15 TNFSF14					ADAM12 ADAMTSL2 AGT ANGPT2 C1QL1 CELA3B CFC1 CRLF1 FGF14 FGF9 GDF1 GDF11 HGFAC MDK MUC5B SERPINI1 WNT9A										ADAMTSL1 AGT CELA3A CELA3B CFC1 CRLF1 FGF14 MDK MUC5B S100A1 SFRP1 WNT9A	
NABA_PROTEOGLYCANS			BGN SPOCK3 VCAN													PRELP SPOCK3 VCAN	PRELP VCAN	PRELP SPOCK3 VCAN	PRELP VCAN												SPOCK3 VCAN								PRELP SPOCK3 VCAN		BGN PRELP		BGN SPOCK3			PRELP SPOCK3									SPOCK3 VCAN		BGN PRELP SPOCK3 VCAN												
NABA_SECRETED_FACTORS										CSH1 CSH2 S100G				ANGPT2 CFC1 CRLF1 FGF14 FGF17 FGF9 GDF1 HGFAC MDK SFRP1 WNT9A															ANGPT2 FGF14 FGF9 GDF11 HGFAC						ANGPT2 CRLF1 FGF17 FGF9 GDF11 HGFAC MDK S100A1 SFRP1 WNT9A																		CSH1 CSH2 TNFSF14				ANGPT2 CFC1 CSH1 FGF14 FGF17 FGF9 GDF11 HGFAC MDK S100A1 S100G WNT9A	ANGPT2 CFC1 CRLF1 FGF14 FGF9 GDF1 GDF11 HGFAC MDK WNT9A				CRLF1 HGFAC S100A1 S100G	S100A1 TNFSF14 WNT9A					CFC1 CRLF1 FGF14 MDK S100A1 SFRP1 WNT9A	
PID_AJDISS_2PATHWAY														GFRA1 RET ROBO1				GFRA1 ROBO1																												GFRA1 RET ROBO1															GFRA1 RET ROBO1								
PID_AMB2_NEUTROPHILS_PATHWAY																											APOB JAM3																																								APOB MMP2		
PID_ANGIOPOIETIN_RECEPTOR_PATHWAY																													ANGPT2 MMP2															ANGPT2 MMP2																									
PID_AP1_PATHWAY													AGT GATA2																AGT GATA2																																								
PID_ARF6_TRAFFICKING_PATHWAY																																			CPE ITGA4 ITGA7												CPE ITGA4 ITGA7									CPE ITGA4 ITGA7													
PID_AR_NONGENOMIC_PATHWAY			GNG2 PLCG2																								GNG2 PLCG2										GNAO1 PLCG2	GNAO1 PLCG2	GNAO1 PLCG2							GNAO1 GNG2 PLCG2									GNAO1 PLCG2	GNAO1 PLCG2	GNAO1 GNG2 PLCG2	GNAO1 GNG2 PLCG2			GNAO1 PLCG2								
PID_ATF2_PATHWAY																																												BCL2 MMP2																							BCL2 MMP2		
PID_AVB3_INTEGRIN_PATHWAY																			COL12A1 CSF1R EDIL3																				CSF1R EDIL3 VAV3		COL12A1 CSF1R VAV3																						EDIL3 SPP1	EDIL3 SPP1					
PID_AVB3_OPN_PATHWAY			MMP2 SPP1																																				MMP2 VAV3				MMP2 SPP1			MMP2 SPP1	MMP2 VAV3					MMP2 VAV3			MMP2 SPP1						MMP2 VAV3								
PID_BCR_5PATHWAY					PLCG2 POU2F2																																PLCG2 POU2F2							PLCG2 POU2F2																									
PID_BETA_CATENIN_NUC_PATHWAY																																						MMP2 ZCCHC12																															
PID_CDC42_REG_PATHWAY																																					ARHGEF25 MCF2L		MCF2L VAV3		MCF2L VAV3		ARHGEF25 MCF2L									MCF2L VAV3									MCF2L VAV3								
PID_CMYB_PATHWAY																																																BCL2 CSF1R														BCL2 KIT							
PID_CONE_PATHWAY			CNGA3 LRAT RGS9									CNGA3 RGS9			CNGA3 LRAT RGS9	CNGA3 LRAT RGS9																		CNGA3 LRAT					CNGA3 RGS9				LRAT RGS9			CNGA3 RGS9						CNGA3 LRAT RGS9			LRAT RGS9	LRAT RGS9	LRAT RGS9				CNGA3 LRAT RGS9						LRAT RGS9	LRAT RGS9	
PID_CXCR4_PATHWAY																																			GNAO1 GNG2 ITGA4 ITGA7												GNG2 ITGA4 ITGA7																						
PID_ENDOTHELIN_PATHWAY		PRKCG PRKCH		ADCY1 ADCY5	ADCY1 ADCY5										ADCY1 ADCY2 ADCY5 GNAO1 PRKCG PRKCH		ADCY5 PRKCH	ADCY1 ADCY5 PRKCH	ADCY1 ADCY2 ADCY5 PRKCH		PRKCG PRKCH				ADCY1 PRKCG		ADCY1 ADCY2 ADCY5					ADCY1 ADCY2 PRKCH		ADCY1 ADCY2 ADCY5 PRKCH			ADCY2 GNAO1	ADCY2 ADCY5 GNAO1		ADCY1 PRKCH			ADCY1 ADCY2 ADCY5 GNAO1 PRKCG	ADCY2 ADCY5 PRKCH	ADCY1 ADCY5					ADCY1 ADCY2 PRKCH					ADCY1 ADCY5 GNAO1 PRKCG PRKCH	ADCY5 GNAO1 PRKCG PRKCH					ADCY1 ADCY2 ADCY5 GNAO1 PRKCG PRKCH								
PID_EPHA_FWDPATHWAY												EPHA4 VAV3		EPHA4 EPHA8 VAV3																									EPHA4 VAV3								EPHA4 EPHA8 VAV3					EPHA4 VAV3																	
PID_EPHB_FWD_PATHWAY																											EFNB3 EPHB3																		EFNB3 EPHB3																								
PID_EPO_PATHWAY																																BCL2 PLCG2												BCL2 PLCG2		BCL2 PLCG2																BCL2 PLCG2							
