	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	CSRNP3	CXXC4	DACH1	DZIP1	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU2F2	POU5F1	PROX1	RFX6	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF853	ZNF883
GO_ADULT_LOCOMOTORY_BEHAVIOR			CEND1 EPHA4 TMOD1 UCHL1		CEND1 SPTBN4							CEND1 EFNB3 EPHA4 PBX3 SPTBN4		EFNB3 EPHA4 GIP SPTBN4 UCHL1	EFNB3 SEZ6 SPTBN4 UCHL1				EPHA4 SEZ6 SPTBN4 TMOD1								EFNB3 PBX3				CEND1 EPHA4 GIP PBX3 SPTBN4 TMOD1	CEND1 EPHA4 TMOD1	CEND1 GIP PBX3 TMOD1	EFNB3 EPHA4 PBX3 SEZ6 TMOD1		CEND1 TMOD1		EFNB3 EPHA4 SEZ6 SPTBN4	CEND1 SEZ6		CEND1 EFNB3 EPHA4 GIP GRIN1 PBX3 SPTBN4 TMOD1	EPHA4 SPTBN4	EFNB3 GIP UCHL1	EFNB3 GIP GRIN1 PBX3 SEZ6 SPTBN4 UCHL1	EPHA4 PBX3 TMOD1 UCHL1				EFNB3 EPHA4 GRIN1 PBX3 SPTBN4		CEND1 EFNB3 EPHA4 GRIN1 PBX3 SPTBN4 UCHL1	EFNB3 EPHA4 PBX3 SEZ6		CEND1 PBX3 SEZ6 TMOD1		EFNB3 EPHA4	EPHA4 GIP PBX3					CEND1 PBX3 TMOD1	CEND1 EPHA4 PBX3		
GO_AGING																											AKT3 DDC TFCP2L1 TRPC6																																						
GO_ALANINE_TRANSPORT												SLC38A3 SLC6A17																																													SLC38A3 SLC6A17								
GO_ALCOHOL_BINDING			APOA1 RBP2 TRPC6		ANXA6 SYT2									ANXA6 APOA1 APOC3 RBP2 SYP SYT2		RBP2 SYP SYT2	SYT2 TRPC6		APOA1 SYP TRPC6		APOA1 APOA4 APOC3 SYP	ANXA6 APOA4					SYT2 TRPC6		RBP2 SYT2 TRPC6			RBP2 SYT2 TRPC6		APOA1 RBP1 RBP2 SYP TRPC6				ANXA6 APOA4 RBP1 SYT2 TRPC7	ANXA6 RBP2 SYT2		RBP1 SYP SYT2 TRPC6		APOA1 APOC3 SYP TRPC7		APOA1 APOC3 RBP1 SYP				ANXA6 APOA1 RBP1 RBP2 TRPC7				APOA1 APOA4 APOC3 RBP1 SYT2	APOA1 APOA4 APOC3 RBP2 SYT2 TRPC7			ANXA6 APOA1 APOC3 RBP1 SYP		ANXA6 APOA1 SYT2	APOA4 RBP2 SYT2	ANXA6 APOA4	SYT2 TRPC7			
GO_ALCOHOL_BIOSYNTHETIC_PROCESS	APOA4 CES1																				APOA1 APOA4								AKR1B1 AVPR1B QDPR	APOA4 CES1						AKR1B1 APOA1 CACNA1H									AKR1B1 APOA1 GCH1 QDPR																				
GO_ALDEHYDE_BIOSYNTHETIC_PROCESS																CACNA1H PNPO																	CACNA1H PNPO						CACNA1H PNPO																										
GO_ALDO_KETO_REDUCTASE_NADP_ACTIVITY			AKR1B1 KCNAB2											AKR1B1 KCNAB2																						AKR1B1 KCNAB2	AKR1B1 KCNAB2																												
GO_ALPHA_2A_ADRENERGIC_RECEPTOR_BINDING			APLP1 UCHL1											APLP1 UCHL1																													APLP1 UCHL1	APLP1 UCHL1							APLP1 UCHL1														
GO_ALPHA_ACTININ_BINDING																			ADORA2A CACNA1C															ADORA2A CACNA1C																		ADORA2A CACNA1C		ADORA2A CACNA1C											
GO_ALPHA_AMINO_ACID_CATABOLIC_PROCESS																													QDPR TDO2																																				
GO_ALPHA_AMINO_ACID_METABOLIC_PROCESS	DPEP1 TDO2																											ATCAY BHMT	ATCAY QDPR TDO2	ATCAY TDO2																																			
GO_ALPHA_BETA_T_CELL_ACTIVATION													ADORA2A PRR7		FUT7 MAPK8IP1 PRR7 PTPN22						ADORA2A FUT7		ADORA2A CCL19										CCL19 FUT7 MAPK8IP1 PRR7 PTPN22	ADORA2A CCL19 MAPK8IP1 PRR7 PTPN22																		ADORA2A FUT7 MAPK8IP1 PRR7		ADORA2A CCL19 FUT7 MAPK8IP1											ADORA2A PRR7
GO_ALPHA_BETA_T_CELL_DIFFERENTIATION																													PRR7 TOX								FUT7 TOX																												
GO_ALPHA_BETA_T_CELL_PROLIFERATION															MAPK8IP1 PTPN22																																				MAPK8IP1 PTPN22														
GO_ALPHA_N_ACETYLNEURAMINATE_ALPHA_2_8_SIALYLTRANSFERASE_ACTIVITY																																																						ST8SIA3 ST8SIA5											
GO_AMEBOIDAL_TYPE_CELL_MIGRATION							GATA2 MIR29C PTP4A3 TAC1																							GATA2 KIT MIR29C PAK3 TAC1						AGT APOA1 ATOH8 PTP4A3 RET SCG2 SEMA6B		AKT3 ANXA6 ATOH8 ENPP2 ISL1 KIT PAK3 PTP4A3 SCG2 SEMA6B SLC8A1 SPARC																AGT AKT3 APOA1 ENPP2 GATA2 ISL1 RET SEMA6B SLC8A1											
GO_AMIDE_BINDING	CACNA1B GRIN1 MAPK8IP2		APOA1 CACNA1B EPHA4 GPRASP2 MAPK8IP2 SSTR1 SSTR3									ACOT7 ATP1A3 EPHA4 NKTR SSTR1 TMEM158			ACOT7 APBB1 ATP1A3 CACNA1A MAPK8IP2 PEX5L PTGDR2 SSTR1 SSTR5 TMEM158				APBB1 APOA1 ATP1A3 CACNA1A EPHA4 PEX5L SSTR1		ACBD7 APBB1 APOA1 TMEM158								ACOT7 AVPR1B NKTR SSTR1 TMEM158		ACOT7 APBB1 APOA1 CACNA1A CACNA1B EPHA4 NKTR PTGDR2 SSTR1		ACBD7 APOA1 AVPR1B CLIP3 GPRASP2 NKTR PEX5L PTGDR2 SSTR1 TMEM158	APBB1 APOA1 ATP1A3 AVPR1B CACNA1A CLIP3 EPHA4 GPRASP2 PTGDR2 SSTR5				ACOT7 ATP1A3 AVPR1B CACNA1A EPHA4 NKTR PEX5L SSTR2			ACBD7 ATP1A3 AVPR1B CACNA1B EPHA4 GRIN1 SSTR5 TMEM158	APBB1 CACNA1A CACNA1B EPHA4 PEX5L		APBB1 ATP1A3 AVPR1B GRIN1 PEX5L PTGDR2 SSTR3 SSTR5	ACBD7 APOA1 ATP1A3 CACNA1A CLIP3 EPHA4 PTGDR2 SSTR5				ACBD7 ACOT7 APBB1 APOA1 ATP1A3 CACNA1A CLIP3 EPHA4 GRIN1 PTGDR2 SSTR1 SSTR5 TMEM158		ATP1A3 CACNA1A CACNA1B EPHA4 GPRASP2 GRIN1 PEX5L PTGDR2	ACBD7 ACOT7 ATP1A3 CACNA1B EPHA4 PTGDR2 SSTR1 TMEM158		APBB1 APOA1 CACNA1A CLIP3 NKTR PTGDR2 SSTR5 TMEM158		ACOT7 ATP1A3 AVPR1B EPHA4 TMEM158	ACOT7 APBB1 APOA1 ATP1A3 EPHA4 NKTR PTGDR2 SSTR1 SSTR3 SSTR5 TMEM158		ACOT7 APBB1 APOA1 EPHA4						
GO_AMINE_BIOSYNTHETIC_PROCESS			DDC SRM	DDC TPH1	DDC SRM									DDC SRM TPH1	SRM TPH1																DDC TPH1							DDC SRM TPH1	DDC SRM					DDC TPH1									DDC TPH1				SRM TPH1								
GO_AMINE_METABOLIC_PROCESS		BHMT TACR3 TPH1		CHRNB2 DDC TDO2 TPH1	CHRNB2 DDC SRM									CHRNB2 DDC SRM TACR3 TPH1	ATCAY CHRNB2 SRM TPH1													ATCAY BHMT	ATCAY DDC TDO2	ATCAY TDO2					TACR3 TDO2			BHMT DDC SRM TACR3 TPH1	DDC SRM TACR3								ATCAY BHMT TACR3			ATCAY TACR3 TDO2									BHMT DDC						
GO_AMINE_TRANSPORT			DDC SLC38A3 SYT5	CHRNB2 DDC SYT5	CHRNA3 CHRNB2 DDC SYT2					ADORA2A CHRNA3 RGS4		CARTPT CHRNB2 SLC38A3	ADORA2A AGT	CHRNA3 CHRNB2 DDC RGS4 SV2A SYT2 SYT5	CHRNB2 SLC18A1 STX1A SYT5	RGS4 STX1A SYT2	CHRNB2 SYT2		ADORA2A AGT FFAR3 STX1A		ADORA2A AGT						DDC SYT2		DDC SYT2 SYT4	CARTPT SYT4	AGT CARTPT DDC FFAR3 RGS4 SLC18A1 STX1A SYT5	SLC18A1 SLC38A3 SYT2		ADORA2A AGT CARTPT CHGA FFAR3 SLC18A1 STX1A SYT5	CHRNA3 FFAR3 SYT4	AGT CHGA CHRNA3		DDC RGS4 SLC18A1 STX1A SYT2	DDC SYT2		AGT CHRNA3 CHRNB2 STX1A SV2A SYT2	AGT CARTPT DDC SLC38A3			CHRNA3 DDC FFAR3 RGS4 SLC18A1 SLC38A3 SYT5					CARTPT CHGA FFAR3 SYT4	CARTPT CHGA DDC FFAR3 STX1A SV2A SYT2 SYT5	ADORA2A SLC38A3 SYT2 SYT5	CARTPT CHRNB2 DDC FFAR3 SYT2 SYT5	ADORA2A AGT SLC18A1 SV2A SYT2 SYT5	CARTPT FFAR3		CARTPT CHGA CHRNB2 SLC38A3 STX1A SV2A SYT5		DDC SYT2	FFAR3 SYT2		SLC38A3 SYT2 SYT5			
GO_AMINOGLYCAN_BIOSYNTHETIC_PROCESS																																					GPC2 GPC6													BGN CHST9										CHST9 GPC2					
GO_AMINOGLYCAN_CATABOLIC_PROCESS																																					GPC2 GPC6		BGN GPC2																										
GO_AMINOGLYCAN_METABOLIC_PROCESS																																																			CHST9 GPC6 SPOCK3 VCAN									CHST9 GPC2					
GO_AMINOPEPTIDASE_ACTIVITY																																												ACE NAALADL1								ACE BLMH NAALADL1													
GO_AMINO_ACID_BETAINE_METABOLIC_PROCESS																																						BHMT CPT1C																											
GO_AMINO_ACID_BINDING	GRIN1 TDO2			DDC TDO2																									DDC TDO2		ALAS2 DDC GAD2											ALAS2 DDC		ALAS2 DDC GRIN1	ALAS2 DDC				DDC GAD2 GRIN1		DDC GAD2 GRIN1														
GO_AMINO_ACID_TRANSMEMBRANE_TRANSPORT																																										AGT SLC38A3																							
GO_AMINO_ACID_TRANSPORT										ADORA2A RGS4			ADORA2A AGT						ADORA2A AGT SNAP25 STX1A		ADORA2A AGT															AGT CPLX1 SLC6A17					AGT CPLX1 SLC6A17 SNAP25 STX1A SV2A	AGT SLC38A3 SNAP25												ADORA2A AGT CPLX1 SV2A			CPLX1 SLC38A3 SLC6A17 STX1A SV2A								
GO_AMMONIUM_ION_METABOLIC_PROCESS		BHMT TPH1		DDC TPH1										DDC TPH1																	DDC TPH1	BHMT TPH1						BHMT DDC TPH1						DDC TPH1									DDC TPH1						BHMT DDC						
GO_AMPA_GLUTAMATE_RECEPTOR_COMPLEX														CACNG7 CNIH2	CACNG7 CNIH2																CNIH2 CPT1C		CACNG4 CNIH2 CPT1C	CACNG4 CNIH2				CACNG4 CPT1C											CACNG4 CNIH2		CACNG7 CNIH2 CPT1C	CACNG7 CNIH2					CACNG4 CNIH2 SHISA9								
GO_AMYLOID_BETA_BINDING	CACNA1B GRIN1 MAPK8IP2		APOA1 CACNA1B EPHA4 GPRASP2 MAPK8IP2									ATP1A3 EPHA4		APOA1 CACNA1A CACNA1B EPHA4	APBB1 ATP1A3 CACNA1A MAPK8IP2		APBB1 EPHA4		APBB1 APOA1 ATP1A3 CACNA1A EPHA4		APBB1 APOA1					APBB1 CACNA1B				CACNA1B MAPK8IP2	APBB1 APOA1 CACNA1A CACNA1B EPHA4	APBB1 CACNA1A EPHA4		APBB1 APOA1 ATP1A3 CACNA1A EPHA4 GPRASP2	CACNA1B MAPK8IP2			ATP1A3 CACNA1A EPHA4			ATP1A3 CACNA1B EPHA4 GRIN1	APBB1 CACNA1A CACNA1B EPHA4		APBB1 ATP1A3 GRIN1	APOA1 ATP1A3 CACNA1A EPHA4				APBB1 APOA1 ATP1A3 CACNA1A EPHA4 GRIN1	CACNA1B MAPK8IP2	ATP1A3 CACNA1A CACNA1B EPHA4 GPRASP2 GRIN1	ATP1A3 CACNA1B EPHA4		APBB1 APOA1 CACNA1A		ATP1A3 EPHA4	APBB1 APOA1 ATP1A3 EPHA4	ATP1A3 MAPK8IP2	APBB1 APOA1 EPHA4				EPHA4 GPRASP2		
GO_AMYLOID_BETA_FORMATION																			EPHA4 LRRTM3												EPHA4 LRRTM3							EPHA4 LRRTM3																											
GO_AMYLOID_BETA_METABOLIC_PROCESS			EPHA4 UNC13A																EPHA4 LRRTM3																					LRRTM3 UNC13A										ACE LRRTM3 UNC13A		ACE EPHA4													
GO_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS			EPHA4 UNC13A																EPHA4 LRRTM3																					LRRTM3 UNC13A										LRRTM3 UNC13A															
GO_AMYLOID_PRECURSOR_PROTEIN_METABOLIC_PROCESS																																								LRRTM3 UNC13A										LRRTM3 UNC13A															
GO_ANAPHASE_PROMOTING_COMPLEX														MAD2L2 UBE2S	MAD2L2 UBE2S																																																		
GO_ANATOMICAL_STRUCTURE_FORMATION_INVOLVED_IN_MORPHOGENESIS		AKT3 CACNA1H DCHS1 DLL3 HHEX NKD1 NPPB	CEND1 ENPP2 FOXJ1 GATA2 HEY1 HOPX ISL1 JAM3 MAFB MDK MMP2 NFASC PAX6 PLEKHO1 RNF213 SDK2 SFRP1 SPARC TMOD1 TMOD2										AGT DCHS1 FOXJ1 GATA2 GHRL HEY1 HHEX NPPB PAX6 PGF		ADAM12 AKT3 CDK5R2 DCHS1 DLL1 DLL3 DUSP2 ENPP2 FOXJ1 GHRL HEY1 ISL1 NFASC NKD1 PGF PGM5 PPP1R16B S100A1 SPARC THBS4														ADAM12 CEP290 DLL3 GATA2 HOPX NFASC PAX6 POU5F1 RNF213		ADAM12 AGT AKT3 ANK2 CEND1 GATA2 HEY1 HOPX ISL1 JAM3 MDK MIR29C PAX6 PGF PGM5 PLEKHO1 POU5F1 S100A1 SCG2 SDK2 SFRP1 THBS4 TMOD1	AKT3 ANK2 CEND1 DLL3 ENPP2 HEY1 HOPX JAM3 MDK MMP2 NFASC PLEKHO1 POU5F1 PPP1R16B SFRP1 SPARC THBS4 TMOD1				AGT ATOH8 CACNA1H CEND1 MAFB MDK MMP2 NFASC PGM5 POU5F1 PPP1R16B RET SCG2 SDK2 TMOD1									ADAM12 ANK2 ATOH8 DLL1 FOXJ1 HEY1 MAFB MMP2 PAX6 PGM5 POU5F1 PPP1R16B S100A1 SFRP1 THBS4 TMOD1																				
GO_ANATOMICAL_STRUCTURE_HOMEOSTASIS																					MUC2 TUB WNK3																																							CACNB2 MUC2 SPP1					
GO_ANATOMICAL_STRUCTURE_MATURATION	GATA2 GRIN1 NKX6-1		AKR1B1 CCR6 CEND1 FEV GATA2 MMP2 NFASC NKX6-1	CDK5R2 CEND1 DCHS1	CCR6 CDK5R2 CEND1 DCHS1 SPTBN4		CATSPER2 CCL19 GATA2						DCHS1 GATA2 SPTBN4	AKR1B1 CCL19 CDK5R2 DCHS1 FEV NFASC RET SPTBN4	ASCL1 C1QL1 CDK5R2 DCHS1 NFASC SPTBN4	CATSPER2 DCHS1 DEFB1 MMP2 NFASC TFCP2L1												CEND1 GATA2	AKR1B1 ASCL1 C1QL1 GATA2 NFASC SPTBN4	CATSPER2 GATA2	ACTL6B C1QL1 CEND1 GATA2 SPTBN4 TFCP2L1	ACTL6B AKR1B1 CCR6 CEND1 FEV MMP2 NFASC TFCP2L1	ACTL6B AKR1B1 C1QL1 CCL19 CDK5R2 CEND1 DCHS1 NFASC NKX6-1 TFCP2L1	ACTL6B C1QL1 CCL19 CDK5R2 FEV GATA2 MMP2 NFASC NKX6-1		AKR1B1 C1QL1 CEND1 MMP2 NFASC RET TFCP2L1	AKR1B1 C1QL1 CEND1 MMP2 TFCP2L1				CCR6 CEND1 GRIN1 MMP2 SPTBN4 TFCP2L1	DCHS1 FEV MMP2 SPTBN4	C1QL1 CDK5R2 DEFB1 FEV NKX6-1	ASCL1 DCHS1 DEFB1 GRIN1 NKX6-1 RET SPTBN4	AKR1B1 CATSPER2 DEFB1 MMP2 TFCP2L1	ACTL6B DEFB1 NFASC	CATSPER2 DCHS1 DEFB1		CDK5R2 DEFB1 FEV GRIN1 MMP2 NFASC RET SPTBN4	ASCL1 CCL19 GATA2 NKX6-1	AKR1B1 CATSPER2 CEND1 FEV GRIN1 NKX6-1 SPTBN4 TFCP2L1			C1QL1 CCL19 CEND1 DEFB1 FEV GATA2 NFASC RET											
GO_ANCHORED_COMPONENT_OF_MEMBRANE	DPEP1 LY6H				DPEP1 GPC2 LY6H	DPEP1 LY6H								GFRA1 GFRA3 GPC2 IGSF21 LY6H NCAM1 NEGR1 RAB3C SYN1	CFC1 GPC6 IGSF21 NEGR1 SYN1			BST2 GFRA1 RAB26	CNTN3 DPEP1 GPC6 IGSF21 NCAM1 NEGR1 RAB3C RTN4RL1		RAB26 SYN1					IGSF21 LY6H NCAM1	DPEP1 IGSF21 RAB3C				CFC1 DPEP1 GAD2 GFRA3 IGSF21 LY6H NCAM1 NEGR1 RAB3C RTN4RL1 SYN1	DPEP1 NEGR1 RAB26 RAB3C RTN4RL1		GFRA3 IGSF21 LY6H NEGR1 RAB3C SYN1			GPC2 GPC6 RAB26				GAD2 GFRA1 GPC6 IGSF21 NCAM1 RTN4RL1	IGSF21 RAB26 RAB3C		GFRA1 LY6H NCAM1 RAB3C RTN4RL1	DPEP1 GFRA3 GPC2 IGSF21 RAB3C SYN1	BST2 CFC1 NEGR1 RAB26 RAB3C	CFC1 CNTN3 RAB3C		DPEP1 GAD2 IGSF21 NEGR1 RAB26 RAB3C		GAD2 GFRA1 GFRA3 GPC6 LY6H NCAM1 RAB3C RTN4RL1			CFC1 GAD2 GFRA1 IGSF21 RTN4RL1 SYN1				CNTN3 RAB26 RAB3C RTN4RL1					NEGR1 RAB26 RTN4RL1 SYN1	BST2 LY6H	
GO_ANCHORED_COMPONENT_OF_PLASMA_MEMBRANE																			GPC6 IGSF21 RTN4RL1																		GPC2 GPC6				GPC6 IGSF21 RTN4RL1				GPC2 IGSF21																				
GO_ANCHORED_COMPONENT_OF_SYNAPTIC_VESICLE_MEMBRANE														RAB3C SYN1							RAB26 SYN1										RAB3C SYN1	RAB26 RAB3C	RAB3C SYN1	RAB3C SYN1								RAB26 RAB3C			RAB3C SYN1	RAB26 RAB3C			RAB26 RAB3C									RAB26 RAB3C					RAB26 SYN1		
GO_ANCHORING_JUNCTION					ANK2 ANXA6 CADM3 CCDC85B CDH22 DCHS1 DLL1 KCNJ11 PARD6A SCN1B SPTBN4							ANXA6 CCDC85B CDH22 DST EPHA4 FHL1 LCP1 PARD6A PRKCG SPTBN4	AHNAK CADM3 CDHR3 DCHS1 FHL1 SPTBN4 SYNE2	AKR1B1 ANK2 ANXA6 CDH22 CDHR3 DCHS1 DST EPHA4 IGSF21 ITGBL1 JAM3 KCNJ2 LCP1 LIMS2 LIN7A NFASC PARD6A PRKCG SCN1B SLC8A1 SPTBN4 SV2A WNK3			AHNAK EPHA4 IGSF21 ITGBL1 PGM5 SYNE2 TRPC6									AHNAK CCDC85B CDHR3 IGSF21 LCP1	AHNAK ANK2 DCHS1 DST IGSF21 LCP1 LIN7A NFASC SYNE2 TRPC6		AHNAK AKR1B1 DST NFASC SPTBN4 SYNE2 TRPC6				AKR1B1 ANK2 CDH22 CDHR3 DCHS1 DLL1 DST IGSF21 ITGBL1 JAM3 KCNJ11 KCNJ2 LCP1 LIMS2 LIN7A NFASC PARD6A SLC8A1	ANK2 CADM3 CDH22 CDHR3 CLDN6 DST EPHA4 IGSF21 ITGBL1 JAM3 KCNJ11 KCNJ2 LCP1 LIMS2 NFASC PARD6A PGM5 SLC8A1 TRPC6							ANK2 CCDC85B CDHR3 CLDN6 EPHA4 IGSF21 KCNJ2 LIMS2 PARD6A PRKCG SPTBN4 SV2A TRPC6 WNK3	ANK2 ANXA6 DCHS1 DST EPHA4 FHL1 IGSF21 PGM5 SLC8A1 SPTBN4 SYNE2					ANK2 CDHR3 DCHS1 DST PGM5 SV2A SYNE2	CDH22 KIT			AHNAK AKR1B1 ANK2 CDHR3 DST EPHA4 FHL1 LCP1 PRKCG SLC8A1 SPTBN4 SV2A TRPC6	AHNAK ANK2 CCDC85B DST EPHA4 KCNJ11 KCNJ2 LCP1 LIN7A NFASC PGM5 PRKCG SCN1B					AHNAK ANK2 ANXA6 CCDC85B CDH22 CDHR3 CLDN6 DLL1 EPHA4 KCNJ2 KIT LIMS2 PARD6A PRKCG SV2A				AHNAK ANXA6 CDH22 CDHR3 DST PGM5	CDHR3 DLL1 DST KCNJ11 KCNJ2 PRKCG SCN1B SYNE2			
GO_ANIMAL_ORGAN_MATURATION														DCHS1 RET																														DCHS1 RET																					
GO_ANIMAL_ORGAN_MORPHOGENESIS	FHL1 GATA2 LY6H MFAP2 NKX6-1		APLP1 CELSR3 CSF1R FHL1 FOXJ1 GATA2 HEY1 ID4 ISL1 MAFB MDK MMP2 NKX6-1 PAPPA2 PARD6A PAX6 SDK2 SFRP1 WNT9A									ANXA6 APLP1 CEP290 CSF1R DACT1 FBN1 FHL1 FOXJ1 NKD1 PARD6A PBX3 WNT9A	AGT DACT1 DCHS1 FHL1 FOXJ1 GATA2 HEY1 MFAP2 PAX6 PGF			CPE DCHS1 DNAH11 DSCAML1 FOXJ1 MAFB MMP2 PAX6 PBX3 PLAG1 SDK2 SFRP1 STRC TMEFF2 WNT9A			AGT CELSR3 CEP290 CPE DACT1 DSCAML1 FHL1 FOXJ1 GPC6 ID4 ISL1 MFAP2 NDRG4 PGF STRC TMEFF2			ANXA6 CELSR3 IGF2 MFAP2 SDK2	ASXL3 CELSR3 DNAH11 IGF2 MFAP2 TMEFF1					CELSR3 DACT1 GATA2 PARD6A PAX4			AGT APLP1 CELSR3 CPE DACT1 DNAH11 DSCAML1 FBN1 FHL1 GATA2 HEY1 ID4 ISL1 LY6H MDK NDRG4 PAPPA2 PAX6 PBX3 PGF SDK2 SFRP1					AGT APLP1 ASXL3 DSCAML1 MAFB MDK MMP2 NEUROD1 PAPPA2 PAX4 SDK2 WNT9A						AGT ANXA6 CCDC39 CELSR3 CPE DCHS1 DSCAML1 FHL1 MMP2 PAX6 STRC TMEFF2			CPE DACT1 DLL1 FOXJ1 HEY1 ID4 LEFTY1 MAFB MMP2 PARD6A PAX6 PBX3 PLAG1 SFRP1					DACT1 FBN1 FHL1 GATA2 IGF2 LY6H NKX6-1 TMEFF1		APLP1 CELSR3 CPE CSF1R DSCAML1 HEY1 ID4 LEFTY1 MAFB MFAP2 NDRG4 NKD1 PBX3 PLAG1 SDK2 WNT9A	ASXL3 CELSR3 CPE CSF1R DCHS1 DLL1 DNAH11 DSCAML1 FHL1 FOXJ1 LEFTY1 NKD1 NKX6-1 PGF PLAG1 SDK2 WNT9A				ANXA6 APLP1 CCDC39 CELSR3 CSF1R DLL1 DNAH11 FOXJ1 HEY1 LEFTY1 LIMS2 LY6H MAFB PARD6A PBX3 PGF PLAG1 WNT9A		ANXA6 ASXL3 CEP290 DSCAML1 LEFTY1 PARD6A SDK2 TMEFF1 WNT9A						
GO_ANIMAL_ORGAN_REGENERATION															LCP1 NNMT PGF				APOA1 NNMT PGF												APOA1 NNMT PGF																						APOA1 NNMT PGF	APOA1 NNMT PGF			APOA1 NNMT PGF								
GO_ANION_CATION_SYMPORTER_ACTIVITY																																		SLC12A5 SLC18A1											SLC12A5 SLC18A1																				
GO_ANION_CHANNEL_ACTIVITY																								CLCN4 SLC26A7		GABRA1 GABRB3 GABRP																GABRB3 GABRP				GABRP SLC26A7	CLCN4 GABRP SLC26A7			GABRA1 SLC26A7	GABRA1 GABRB3 GABRP														
GO_ANION_HOMEOSTASIS																																	APOA1 ENPP7 SLC12A5	APOA1 ENPP7 SLC12A5									APOA1 SLC12A5						APOA1 ENPP7 SLC12A5																
GO_ANION_TRANSMEMBRANE_TRANSPORT																								CLCN4 SLC26A7		GABRA1 GABRB3 GABRP																AGT GABRB3 GABRP SLC16A12 SLC38A3																							
GO_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY																										GABRA1 GABRB3 GABRP																																							
GO_ANION_TRANSPORT	ACE APOA4 CES1 SLC26A7							ACE CLCN4		ADORA2A APOA4 RGS4 XKR7											ADORA2A AGT APOA1 APOA4 APOC3					CES1 GABRA1 GABRB3 GABRP SNAP25		CES1 CPLX1 GABRB3 SLC12A5																						ACE APOA4 CES1 GABRA1 SLC26A7 SYT4 XKR7															ADORA2A APOA4 CLCN4
GO_ANKYRIN_BINDING					KCNJ11 SPTBN4									SLC8A1 SPTBN4																			KCNJ11 SLC8A1	KCNJ11 SLC8A1				SLC8A1 SPTBN4				SLC8A1 SPTBN4		KCNJ11 SPTBN4					KCNJ11 SLC8A1 SPTBN4		SLC8A1 SPTBN4														
GO_ANTERIOR_POSTERIOR_PATTERN_SPECIFICATION		DLL3 HHEX NKD1 PBX3	CFC1 HES4 HEY1 PAX6 SFRP1										HEY1 HHEX PAX6		ARC CFC1 DLL1 DLL3 HES4 HES6 HEY1 NKD1						DLL3 HEY1										CFC1 HES4 HEY1 PAX6 PBX3 SFRP1					ARC CFC1 HES4 HES6 NEUROD1							ARC DLL1 HES4 HEY1		DLL1 HEY1 PAX6 PBX3 SFRP1				ARC DLL1 DLL3 HHEX NEUROD1 NKD1 PAX6 PBX3 SFRP1											DLL3 PBX3		ARC DLL1 HES4 HEY1 HHEX PBX3 SFRP1	ARC HHEX PBX3 SFRP1		
GO_ANTEROGRADE_AXONAL_PROTEIN_TRANSPORT														KIF5A KIF5C					KIF5A KIF5C												KIF5A KIF5C		KIF5A MAP1A	KIF5A MAP1A		KIF5A MAP1A															KIF5A MAP1A	KIF5C MAP1A													
GO_ANTEROGRADE_AXONAL_TRANSPORT			AP3B2 KIF1A KIF5A MAP2	AP3B2 CNIH2 MAP1A										AP3B2 CNIH2 KIF5A KIF5C MAP2	AP3B2 CNIH2 MAP2				CNIH2 KIF5A KIF5C MAP2								KIF5A MAP2				CNIH2 KIF5A KIF5C MAP2	AP3B2 CNIH2 KIF5A MAP2	CNIH2 KIF5A MAP1A MAP2	AP3B2 CNIH2 KIF5A MAP1A MAP2	KIF1A KIF5C	AP3B2 KIF5A MAP1A MAP2	AP3B2 MAP1A							AP3B2 CNIH2	AP3B2 CNIH2		KIF5A MAP2		CNIH2 KIF1A MAP1A MAP2		CNIH2 KIF5A MAP1A	CNIH2 KIF5C MAP1A					AP3B2 CNIH2 MAP1A					AP3B2 CNIH2			
GO_ANTEROGRADE_DENDRITIC_TRANSPORT														KIF5A KIF5C					KIF5A KIF5C												KIF5A KIF5C																																		
GO_ANTEROGRADE_NEURONAL_DENSE_CORE_VESICLE_TRANSPORT			KIF1A MAP2																																														KIF1A MAP2																
GO_ANTIBACTERIAL_HUMORAL_RESPONSE																	DEFB1 SPON2																																																
GO_ANTIGEN_PROCESSING_AND_PRESENTATION	ACE HLA-DQA2																						CCL19 HLA-DQA2																											ACE CCL19 HLA-DQA2															
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN	ACE HLA-DQA2																																																																
GO_ANTIPORTER_ACTIVITY												ATP1A3 SLC38A3												CLCN4 SLC26A7																		SLC38A3 SLC8A1			ATP1A3 SLC38A3 SLC8A1		CLCN4 SLC26A7		ATP1A3 CLCN4 SLC8A1																
