PeakID (cmd=annotatePeaks.pl NKX2_2_merged_hg19.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
28135	chr2	74230591	74231185	+	0	NA	intron (NM_001287491, intron 3 of 11)	intron (NM_001287491, intron 3 of 11)	1069	NM_001366022	200424	Hs.208546	NM_001287491	ENSG00000187605	TET3	hCG_40738	tet methylcytosine dioxygenase 3	protein-coding
23205	chr17	77396960	77397620	+	0	NA	intron (NM_001082575, intron 2 of 14)	intron (NM_001082575, intron 2 of 14)	81390	NM_001350451	146713	Hs.135229	NM_001025448	ENSG00000167281	RBFOX3	FOX-3|FOX3|HRNBP3|NEUN	RNA binding fox-1 homolog 3	protein-coding
20046	chr16	65999355	65999898	+	0	NA	Intergenic	MIRc|SINE|MIR	-389423	NR_027755	283867	Hs.444774	NM_001101346	ENSG00000261742	LINC00922	-	long intergenic non-protein coding RNA 922	ncRNA
23462	chr18	5969671	5970533	+	0	NA	intron (NR_158609, intron 15 of 17)	intron (NR_158609, intron 15 of 17)	-74149	NM_001080209	645369		NM_001080209	ENSG00000206432	TMEM200C	TTMA	transmembrane protein 200C	protein-coding
38334	chr4	13443392	13444036	+	0	NA	intron (NM_001017979, intron 4 of 6)	intron (NM_001017979, intron 4 of 6)	42250	NM_001017979	9364	Hs.656060	NM_004249	ENSG00000157869	RAB28	CORD18	RAB28, member RAS oncogene family	protein-coding
47125	chr6	146285201	146286040	+	0	NA	promoter-TSS (NM_173082)	promoter-TSS (NM_173082)	-126	NM_001370327	257218	Hs.723297	NM_173082	ENSG00000146414	SHPRH	bA545I5.2	SNF2 histone linker PHD RING helicase	protein-coding
27272	chr2	39286380	39287001	+	0	NA	intron (NM_005633, intron 2 of 22)	intron (NM_005633, intron 2 of 22)	60914	NM_005633	6654	Hs.709893	NM_005633	ENSG00000115904	SOS1	GF1|GGF1|GINGF|HGF|NS4|SOS-1	SOS Ras/Rac guanine nucleotide exchange factor 1	protein-coding
53389	chr9	4114652	4115302	+	0	NA	intron (NM_001042413, intron 4 of 10)	intron (NM_001042413, intron 4 of 10)	37206	NM_152629	169792	Hs.162125	NM_152629	ENSG00000107249	GLIS3	NDH|ZNF515	GLIS family zinc finger 3	protein-coding
35959	chr3	98312132	98313117	+	0	NA	promoter-TSS (NM_000097)	promoter-TSS (NM_000097)	-169	NM_000097	1371	Hs.476982	NM_000097	ENSG00000080819	CPOX	COX|CPO|CPX|HCP	coproporphyrinogen oxidase	protein-coding
3560	chr1	167423893	167424480	+	0	NA	intron (NM_198053, intron 1 of 7)	CpG	63580	NM_000734	919	Hs.156445	NM_000734	ENSG00000198821	CD247	CD3-ZETA|CD3H|CD3Q|CD3Z|IMD25|T3Z|TCRZ	CD247 molecule	protein-coding
37985	chr3	195641579	195642391	+	0	NA	Intergenic	Intergenic	-6105	NM_005781	10188	Hs.518513	NM_005781	ENSG00000061938	TNK2	ACK|ACK-1|ACK1|p21cdc42Hs	tyrosine kinase non receptor 2	protein-coding
50635	chr7	157361241	157362507	+	0	NA	intron (NM_001308268, intron 20 of 22)	intron (NM_001308268, intron 20 of 22)	5240	NR_029689	406945		NR_029689	ENSG00000207960	MIR153-2	MIRN153-2|mir-153-2	microRNA 153-2	ncRNA
11944	chr12	48298172	48299342	+	0	NA	promoter-TSS (NM_000376)	promoter-TSS (NM_000376)	20	NM_001017536	7421	Hs.524368	NM_000376	ENSG00000111424	VDR	NR1I1|PPP1R163	vitamin D receptor	protein-coding
38518	chr4	26023688	26024650	+	0	NA	Intergenic	Intergenic	108355	NM_001145432	389203	Hs.479386	NM_001145432	ENSG00000250317	SMIM20	C4orf52|MITRAC7|PNX	small integral membrane protein 20	protein-coding
36214	chr3	112238099	112238775	+	0	NA	Intergenic	Intergenic	-20118	NM_181780	151888	Hs.445162	NM_181780	ENSG00000186265	BTLA	BTLA1|CD272	B and T lymphocyte associated	protein-coding
39059	chr4	74964695	74965525	+	0	NA	promoter-TSS (NM_002089)	promoter-TSS (NM_002089)	-198	NM_002089	2920	Hs.75765	NM_002089	ENSG00000081041	CXCL2	CINC-2a|GRO2|GROb|MGSA-b|MIP-2a|MIP2|MIP2A|SCYB2	C-X-C motif chemokine ligand 2	protein-coding
41820	chr5	63857288	63857864	+	0	NA	intron (NM_001029875, intron 2 of 5)	intron (NM_001029875, intron 2 of 5)	-13901	NR_073511	401190	Hs.657133	NM_001029875	ENSG00000186479	RGS7BP	R7BP	regulator of G protein signaling 7 binding protein	protein-coding
24107	chr18	45456458	45457183	+	0	NA	5' UTR (NM_005901, exon 1 of 11)	5' UTR (NM_005901, exon 1 of 11)	210	NM_005901	4087	Hs.12253	NM_005901	ENSG00000175387	SMAD2	JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2	SMAD family member 2	protein-coding
33729	chr22	39151215	39151859	+	0	NA	promoter-TSS (NM_001199580)	promoter-TSS (NM_001199580)	-66	NM_001199580	25777	Hs.517622	NM_015374	ENSG00000100242	SUN2	UNC84B	Sad1 and UNC84 domain containing 2	protein-coding
30727	chr2	238769575	238770196	+	0	NA	intron (NM_005855, intron 1 of 2)	intron (NM_005855, intron 1 of 2)	1619	NM_005855	10267	Hs.471783	NM_005855	ENSG00000132329	RAMP1	-	receptor activity modifying protein 1	protein-coding
33968	chr22	46330335	46331134	+	0	NA	intron (NM_058238, intron 2 of 3)	intron (NM_058238, intron 2 of 3)	42308	NM_058238	7477	Hs.512714	NM_058238	ENSG00000188064	WNT7B	-	Wnt family member 7B	protein-coding
4652	chr1	217803736	217804855	+	0	NA	promoter-TSS (NM_138796)	promoter-TSS (NM_138796)	137	NM_001297754	55105	Hs.362343	NM_018040	ENSG00000092978	GPATCH2	CT110|GPATC2|PPP1R30|Pfa1	G-patch domain containing 2	protein-coding
54711	chr9	104295562	104296552	+	0	NA	promoter-TSS (NM_019592)	promoter-TSS (NM_019592)	-78	NM_019592	56254	Hs.729085	NM_019592	ENSG00000155827	RNF20	BRE1|BRE1A|hBRE1	ring finger protein 20	protein-coding
43562	chr5	152011636	152012497	+	0	NA	intron (NR_109877, intron 4 of 4)	intron (NR_109877, intron 4 of 4)	-227226	NM_020167	56923	Hs.731911	NM_020167	ENSG00000132911	NMUR2	FM-4|FM4|NMU-R2|NMU2R|TGR-1|TGR1	neuromedin U receptor 2	protein-coding
11168	chr12	2122815	2123777	+	0	NA	Intergenic	Intergenic	-9595	NR_135060	196513	Hs.130934	NM_152640	ENSG00000151065	DCP1B	DCP1	decapping mRNA 1B	protein-coding
11238	chr12	3422134	3422579	+	0	NA	intron (NR_148995, intron 1 of 11)	MIR|SINE|MIR	52932	NR_148995	100128253	Hs.447497	NR_148995		LOC100128253	-	uncharacterized LOC100128253	ncRNA
34730	chr3	33700151	33701656	+	0	NA	5' UTR (NM_001207044, exon 1 of 33)	5' UTR (NM_001207044, exon 1 of 33)	268	NM_001207044	23122	Hs.108614	NM_015097	ENSG00000163539	CLASP2	-	cytoplasmic linker associated protein 2	protein-coding
48029	chr7	15206988	15208482	+	0	NA	Intergenic	Intergenic	-193252	NM_001350711	1607	Hs.567255	NM_004080	ENSG00000136267	DGKB	DAGK2|DGK|DGK-BETA	diacylglycerol kinase beta	protein-coding
1559	chr1	47902973	47903607	+	0	NA	promoter-TSS (NR_126355)	promoter-TSS (NR_126355)	-301	NR_126355	102724077	Hs.159718	NR_126355		LINC01389	-	long intergenic non-protein coding RNA 1389	ncRNA
13377	chr12	118454019	118454767	+	0	NA	promoter-TSS (NM_007370)	promoter-TSS (NM_007370)	-73	NM_001130112	5985	Hs.731908	NM_007370	ENSG00000111445	RFC5	RFC36	replication factor C subunit 5	protein-coding
36589	chr3	127466510	127467372	+	0	NA	intron (NM_001003794, intron 3 of 7)	intron (NM_001003794, intron 3 of 7)	74784	NM_001256585	11343	Hs.277035	NM_007283	ENSG00000074416	MGLL	HU-K5|HUK5|MAGL|MGL	monoglyceride lipase	protein-coding
14917	chr13	77332727	77333471	+	0	NA	Intergenic	Intergenic	127441	NM_138444	115207	Hs.644125	NM_138444	ENSG00000178695	KCTD12	C13orf2|PFET1|PFETIN	potassium channel tetramerization domain containing 12	protein-coding
27193	chr2	34467331	34468464	+	0	NA	intron (NR_126403, intron 4 of 5)	intron (NR_126403, intron 4 of 5)	175604	NR_132381	106144585	Hs.580486	NR_132381	ENSG00000237790	LINC01318	-	long intergenic non-protein coding RNA 1318	ncRNA
30558	chr2	228328214	228329170	+	0	NA	Intergenic	L2a|LINE|L2	-8156	NR_049888	100847081		NR_049888	ENSG00000284092	MIR5703	mir-5703	microRNA 5703	ncRNA
21635	chr17	28348589	28349317	+	0	NA	intron (NR_026738, intron 7 of 15)	intron (NR_026738, intron 7 of 15)	80301	NR_026738	374786	Hs.662411	NM_198529	ENSG00000176927	EFCAB5	-	EF-hand calcium binding domain 5	protein-coding
17243	chr14	105879477	105880084	+	0	NA	3' UTR (NM_001195082, exon 4 of 4)	3' UTR (NM_001195082, exon 4 of 4)	6296	NR_125385	100507437	Hs.676548	NR_125384	ENSG00000251602	LOC100507437	-	uncharacterized LOC100507437	ncRNA
2121	chr1	68962530	68963256	+	0	NA	promoter-TSS (NM_017779)	promoter-TSS (NM_017779)	-128	NM_001114120	55635	Hs.445098	NM_017779	ENSG00000024526	DEPDC1	DEP.8|DEPDC1-V2|DEPDC1A|SDP35	DEP domain containing 1	protein-coding
21012	chr17	3438670	3439155	+	0	NA	exon (NM_001258205, exon 7 of 18)	exon (NM_001258205, exon 7 of 18)	-21766	NM_001321337	84690	Hs.351068	NM_032598	ENSG00000141255	SPATA22	NYD-SP20|NYDSP20	spermatogenesis associated 22	protein-coding
17478	chr15	36562951	36563770	+	0	NA	Intergenic	Intergenic	-308467	NM_001130010	84529	Hs.48348	NM_032499	ENSG00000186073	C15orf41	HH114	chromosome 15 open reading frame 41	protein-coding
15888	chr14	50233973	50234810	+	0	NA	promoter-TSS (NM_014315)	promoter-TSS (NM_014315)	-480	NM_014315	23588	Hs.509264	NM_014315	ENSG00000165516	KLHDC2	HCLP-1|HCLP1|LCP	kelch domain containing 2	protein-coding
22603	chr17	60074733	60075678	+	0	NA	intron (NM_005121, intron 9 of 29)	intron (NM_005121, intron 9 of 29)	67434	NM_005121	9969	Hs.282678	NM_005121	ENSG00000108510	MED13	ARC250|DRIP250|HSPC221|THRAP1|TRAP240	mediator complex subunit 13	protein-coding
29396	chr2	167103291	167103862	+	0	NA	intron (NM_001365536, intron 18 of 26)	intron (NM_001365536, intron 18 of 26)	-97905	NM_001353949	6323	Hs.22654	NM_006920	ENSG00000144285	SCN1A	EIEE6|FEB3|FEB3A|FHM3|GEFSP2|HBSCI|NAC1|Nav1.1|SCN1|SMEI	sodium voltage-gated channel alpha subunit 1	protein-coding
8811	chr11	31790044	31790990	+	0	NA	intron (NM_001288725, intron 10 of 10)	intron (NM_001288725, intron 10 of 10)	31692	NM_001368930	5080	Hs.270303	NM_000280	ENSG00000007372	PAX6	AN|AN2|ASGD5|D11S812E|FVH1|MGDA|WAGR	paired box 6	protein-coding
45943	chr6	83306718	83307505	+	0	NA	Intergenic	L1ME3F|LINE|L1	233150	NM_001166392	7162	Hs.71947	NM_006670	ENSG00000146242	TPBG	5T4|5T4AG|M6P1|WAIF1	trophoblast glycoprotein	protein-coding
25285	chr19	16683127	16683819	+	0	NA	promoter-TSS (NM_024881)	promoter-TSS (NM_024881)	-247	NM_024881	79939	Hs.620596	NM_024881	ENSG00000127526	SLC35E1	-	solute carrier family 35 member E1	protein-coding
17646	chr15	43101079	43101627	+	0	NA	intron (NM_173500, intron 9 of 14)	intron (NM_173500, intron 9 of 14)	-72027	NM_138477	146059	Hs.599232	NM_138477	ENSG00000140326	CDAN1	CDA1|CDAI|CDAN1A|DLT|PRO1295	codanin 1	protein-coding
20391	chr16	75357650	75358239	+	0	NA	intron (NM_006324, intron 5 of 6)	L2b|LINE|L2	-56039	NM_001170715	9564	Hs.479747	NM_014567	ENSG00000050820	BCAR1	CAS|CAS1|CASS1|CRKAS|P130Cas	BCAR1 scaffold protein, Cas family member	protein-coding
42717	chr5	115859868	115860534	+	0	NA	intron (NM_020796, intron 1 of 18)	intron (NM_020796, intron 1 of 18)	-49913	NR_147170	105379132		NR_147170		SEMA6A-AS2	-	SEMA6A antisense RNA 2	ncRNA
46392	chr6	112031062	112031498	+	0	NA	intron (NM_153047, intron 5 of 13)	intron (NM_153047, intron 5 of 13)	49054	NM_153048	2534	Hs.390567	NM_002037	ENSG00000010810	FYN	SLK|SYN|p59-FYN	FYN proto-oncogene, Src family tyrosine kinase	protein-coding
47751	chr7	2903033	2903917	+	0	NA	Intergenic	LTR78B|LTR|ERV1	-19533	NM_001293092	2768	Hs.487341	NM_007353	ENSG00000146535	GNA12	NNX3|RMP|gep	G protein subunit alpha 12	protein-coding
55827	chrX	15641135	15642165	+	0	NA	Intergenic	Intergenic	20646	NR_126564	104798195	Hs.131674	NR_126564	ENSG00000225833	GS1-594A7.3	-	uncharacterized LOC104798195	ncRNA
48117	chr7	20238652	20239675	+	0	NA	intron (NM_182762, intron 1 of 6)	intron (NM_182762, intron 1 of 6)	17844	NM_182762	346389	Hs.598388	NM_182762	ENSG00000183742	MACC1	7A5|SH3BP4L	MET transcriptional regulator MACC1	protein-coding
20138	chr16	68450265	68450937	+	0	NA	intron (NM_018667, intron 1 of 8)	L4|LINE|RTE	31810	NM_018667	55512	Hs.368421	NM_018667	ENSG00000103056	SMPD3	NSMASE2	sphingomyelin phosphodiesterase 3	protein-coding
43707	chr5	160078449	160079303	+	0	NA	intron (NM_001366658, intron 2 of 6)	intron (NM_001366658, intron 2 of 6)	33522	NM_001366658	23120	Hs.109358	NM_025153	ENSG00000118322	ATP10B	ATPVB	ATPase phospholipid transporting 10B (putative)	protein-coding
43350	chr5	142936685	142937402	+	0	NA	Intergenic	Intergenic	-121966	NM_001018075	2908	Hs.122926	NM_000176	ENSG00000113580	NR3C1	GCCR|GCR|GCRST|GR|GRL	nuclear receptor subfamily 3 group C member 1	protein-coding
41515	chr5	49849318	49850072	+	0	NA	Intergenic	LTR16C|LTR|ERVL	-112070	NM_001178055	79668	Hs.369581	NM_024615	ENSG00000151883	PARP8	ARTD16|pART16	poly(ADP-ribose) polymerase family member 8	protein-coding
11356	chr12	7260076	7262156	+	0	NA	intron (NR_026947, intron 1 of 11)	intron (NR_026947, intron 1 of 11)	212	NR_026947	283314	Hs.744212	NR_026947	ENSG00000205885	C1RL-AS1	MATL2963	C1RL antisense RNA 1	ncRNA
3192	chr1	153935703	153936558	+	0	NA	promoter-TSS (NM_001271961)	promoter-TSS (NM_001271961)	-13	NM_001271961	27173	Hs.7854	NM_014437	ENSG00000143570	SLC39A1	ZIP1|ZIRTL	solute carrier family 39 member 1	protein-coding
42023	chr5	74062573	74063434	+	0	NA	promoter-TSS (NM_001364506)	promoter-TSS (NM_001364506)	-61	NM_001281302	84340	Hs.277154	NM_032380	ENSG00000164347	GFM2	EF-G2mt|EFG2|MRRF2|MST027|MSTP027|RRF|RRF2|RRF2mt|hEFG2|mEF-G 2	G elongation factor mitochondrial 2	protein-coding
7203	chr10	96982021	96982793	+	0	NA	intron (NM_207321, intron 9 of 10)	L1MA10|LINE|L1	28450	NM_207321	142827	Hs.134229	NM_207321	ENSG00000173124	ACSM6	C10orf129|bA310E22.3	acyl-CoA synthetase medium chain family member 6	protein-coding
28099	chr2	73119836	73120145	+	0	NA	TTS (NM_003124)	TTS (NM_003124)	5453	NM_003124	6697	Hs.301540	NM_003124	ENSG00000116096	SPR	SDR38C1	sepiapterin reductase	protein-coding
23770	chr18	29747719	29748647	+	0	NA	Intergenic	L2a|LINE|L2	-21819	NM_001308171	4225	Hs.194777	NM_005925	ENSG00000141434	MEP1B	-	meprin A subunit beta	protein-coding
22254	chr17	46920658	46921391	+	0	NA	intron (NM_005831, intron 2 of 12)	intron (NM_005831, intron 2 of 12)	12627	NM_001261390	10241	Hs.514920	NM_005831	ENSG00000136436	CALCOCO2	NDP52	calcium binding and coiled-coil domain 2	protein-coding
28051	chr2	70060697	70061374	+	0	NA	intron (NM_178439, intron 1 of 13)	intron (NM_178439, intron 1 of 13)	4243	NM_178439	64395	Hs.293971	NM_178439	ENSG00000087338	GMCL1	BTBD13|GCL|GCL1|SPATA29	germ cell-less 1, spermatogenesis associated	protein-coding
56244	chrX	47910943	47911408	+	0	NA	Intergenic	Intergenic	-4524	NR_046742	100874120	Hs.618606	NR_046742		ZNF630-AS1	-	ZNF630 antisense RNA 1	ncRNA
37555	chr3	178239852	178241054	+	0	NA	Intergenic	Intergenic	-13771	NM_181361	10242	Hs.478368	NM_005832	ENSG00000197584	KCNMB2	-	potassium calcium-activated channel subfamily M regulatory beta subunit 2	protein-coding
30519	chr2	226331728	226332610	+	0	NA	intron (NM_001371273, intron 3 of 7)	MER50|LTR|ERV1	66567	NM_020864	57624	Hs.224409	NM_020864	ENSG00000144460	NYAP2	KIAA1486	neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adaptor 2	protein-coding
31849	chr20	39801741	39802190	+	0	NA	intron (NM_002660, intron 27 of 31)	intron (NM_002660, intron 27 of 31)	4302	NR_106931	102466912		NR_106931	ENSG00000276169	MIR6871	hsa-mir-6871	microRNA 6871	ncRNA
4370	chr1	207224024	207225137	+	0	NA	promoter-TSS (NM_018566)	promoter-TSS (NM_018566)	-158	NM_018566	55432	Hs.567533	NM_018566	ENSG00000180667	YOD1	DUBA8|OTUD2|PRO0907	YOD1 deubiquitinase	protein-coding
55750	chrX	10209947	10210447	+	0	NA	Intergenic	MER5A1|DNA|hAT-Charlie	85182	NM_001830	1183	Hs.495674	NM_001830	ENSG00000073464	CLCN4	CLC4|ClC-4|ClC-4A|MRX15|MRX49|MRXSRC	chloride voltage-gated channel 4	protein-coding
50504	chr7	151622279	151623495	+	0	NA	Intergenic	L3|LINE|CR1	-30644	NR_033169	168391	Hs.647077	NM_145292	ENSG00000106648	GALNTL5	GALNACT19|GALNT15|GalNAc-T5L	polypeptide N-acetylgalactosaminyltransferase like 5	protein-coding
36112	chr3	107927284	107928170	+	0	NA	intron (NM_018010, intron 4 of 10)	ERVL-B4-int|LTR|ERVL	13544	NM_018010	55081	Hs.412196	NM_018010	ENSG00000114446	IFT57	ESRRBL1|HIPPI|MHS4R2|OFD18	intraflagellar transport 57	protein-coding
2259	chr1	79066382	79067506	+	0	NA	Intergenic	Intergenic	-19189	NM_006820	10964	Hs.744918	NM_006820	ENSG00000137959	IFI44L	C1orf29|GS3686	interferon induced protein 44 like	protein-coding
10849	chr11	123985727	123986543	+	0	NA	promoter-TSS (NM_198315)	promoter-TSS (NM_198315)	-22	NM_001130142	4013	Hs.152944	NM_014622	ENSG00000110002	VWA5A	BCSC-1|BCSC1|LOH11CR2A	von Willebrand factor A domain containing 5A	protein-coding
25965	chr19	44905507	44906089	+	0	NA	promoter-TSS (NM_001291491)	promoter-TSS (NM_001291491)	-24	NM_001291491	26974	Hs.709428	NM_152354	ENSG00000267508	ZNF285	ZNF285A	zinc finger protein 285	protein-coding
20723	chr16	87399789	87400410	+	0	NA	intron (NM_001282683, intron 2 of 9)	intron (NM_001282683, intron 2 of 9)	17283	NM_024735	79791	Hs.567582	NM_024735	ENSG00000103264	FBXO31	FBX14|FBXO14|Fbx31|MRT45|pp2386	F-box protein 31	protein-coding
4906	chr1	230221873	230222415	+	0	NA	intron (NM_004481, intron 1 of 15)	intron (NM_004481, intron 1 of 15)	19159	NM_004481	2590	Hs.743964	NM_004481	ENSG00000143641	GALNT2	GalNAc-T2	polypeptide N-acetylgalactosaminyltransferase 2	protein-coding
8653	chr11	19791748	19792980	+	0	NA	intron (NM_001244963, intron 1 of 39)	L2c|LINE|L2	-10735	NR_039843	100616426		NR_039843	ENSG00000264309	MIR4694	-	microRNA 4694	ncRNA
40372	chr4	154074150	154075204	+	0	NA	intron (NM_001130067, intron 1 of 11)	CpG	447	NM_001130067	23321	Hs.435711	NM_015271	ENSG00000109654	TRIM2	CMT2R|RNF86	tripartite motif containing 2	protein-coding
15086	chr13	97267494	97268263	+	0	NA	intron (NM_153456, intron 1 of 1)	MIR3|SINE|MIR	188395	NR_039723	100616137		NR_039723	ENSG00000283487	MIR4501	-	microRNA 4501	ncRNA
15162	chr13	99634420	99635274	+	0	NA	intron (NM_015296, intron 1 of 55)	L2c|LINE|L2	-4529	NM_001366681	23348	Hs.596105	NM_015296	ENSG00000088387	DOCK9	ZIZ1|ZIZIMIN1	dedicator of cytokinesis 9	protein-coding
52238	chr8	95092496	95093057	+	0	NA	Intergenic	Intergenic	128007	NM_004063	1015	Hs.591853	NM_004063	ENSG00000079112	CDH17	CDH16|HPT-1|HPT1	cadherin 17	protein-coding
53869	chr9	35770161	35771074	+	0	NA	Intergenic	L2c|LINE|L2	-16344	NM_001044264	692094	Hs.571601	NM_001044264	ENSG00000215183	MSMP	PSMP	microseminoprotein, prostate associated	protein-coding
23383	chr18	961520	961972	+	0	NA	Intergenic	Intergenic	-33752	NR_146724	388456	Hs.407666	NR_146724	ENSG00000259837	LINC01904	-	long intergenic non-protein coding RNA 1904	ncRNA
52300	chr8	97505451	97506428	+	0	NA	promoter-TSS (NM_002998)	promoter-TSS (NM_002998)	-102	NM_002998	6383	Hs.1501	NM_002998	ENSG00000169439	SDC2	CD362|HSPG|HSPG1|SYND2	syndecan 2	protein-coding
21678	chr17	29754474	29755258	+	0	NA	intron (NM_032932, intron 1 of 14)	intron (NM_032932, intron 1 of 14)	36173	NM_032932	84440	Hs.406788	NM_032932	ENSG00000131242	RAB11FIP4	FIP4-Rab11|RAB11-FIP4	RAB11 family interacting protein 4	protein-coding
55942	chrX	21857463	21857985	+	0	NA	promoter-TSS (NM_015884)	promoter-TSS (NM_015884)	-11	NM_015884	51360	Hs.443490	NM_015884	ENSG00000012174	MBTPS2	BRESEK|IFAP|KFSD|KFSDX|OI19|OLMSX|S2P	membrane bound transcription factor peptidase, site 2	protein-coding
20221	chr16	70557060	70557978	+	0	NA	promoter-TSS (NM_015386)	promoter-TSS (NM_015386)	-62	NM_001365426	25839	Hs.208680	NM_015386	ENSG00000103051	COG4	CDG2J|COD1|SWILS	component of oligomeric golgi complex 4	protein-coding
51988	chr8	74606717	74607682	+	0	NA	intron (NM_001164385, intron 1 of 9)	L1MA2|LINE|L1	51876	NM_001164380	27067	Hs.561815	NM_014393	ENSG00000040341	STAU2	39K2|39K3	staufen double-stranded RNA binding protein 2	protein-coding
15576	chr14	24070927	24072247	+	0	NA	Intergenic	Intergenic	-23588	NM_001146028	84502	Hs.597841	NM_032452	ENSG00000092051	JPH4	JP4|JPHL1	junctophilin 4	protein-coding
41931	chr5	68484906	68485872	+	0	NA	promoter-TSS (NM_022909)	promoter-TSS (NM_022909)	-21	NM_022909	64946	Hs.631967	NM_022909	ENSG00000153044	CENPH	-	centromere protein H	protein-coding
10397	chr11	111460442	111461175	+	0	NA	Intergenic	MLT1A0|LTR|ERVL-MaLR	-12365	NM_015191	23235	Hs.269128	NM_015191	ENSG00000170145	SIK2	LOH11CR1I|QIK|SIK-2|SNF1LK2	salt inducible kinase 2	protein-coding
55839	chrX	16007230	16008190	+	0	NA	Intergenic	Intergenic	-133978	NM_005314	2925	Hs.567282	NM_005314	ENSG00000126010	GRPR	BB2|BB2R	gastrin releasing peptide receptor	protein-coding
49789	chr7	113487312	113488112	+	0	NA	Intergenic	Intergenic	71352	NM_002711	5506	Hs.458309	NM_002711	ENSG00000154415	PPP1R3A	GM|PP1G|PPP1R3	protein phosphatase 1 regulatory subunit 3A	protein-coding
31291	chr20	19787552	19788414	+	0	NA	Intergenic	Intergenic	-79182	NM_001242581	54453	Hs.472270	NM_018993	ENSG00000132669	RIN2	MACS|RASSF4	Ras and Rab interactor 2	protein-coding
50527	chr7	153209900	153210456	+	0	NA	Intergenic	Intergenic	-100859	NR_125776	103724390	Hs.614280	NR_125776	ENSG00000234722	LINC01287	TCONS_l2_00027522	long intergenic non-protein coding RNA 1287	ncRNA
16123	chr14	59800241	59800894	+	0	NA	intron (NM_001270520, intron 15 of 24)	intron (NM_001270520, intron 15 of 24)	70408	NM_014992	23002	Hs.19156	NM_014992	ENSG00000100592	DAAM1	-	dishevelled associated activator of morphogenesis 1	protein-coding
17827	chr15	52582838	52583515	+	0	NA	intron (NM_018728, intron 1 of 40)	MIRb|SINE|MIR	4825	NM_018728	55930	Hs.487036	NM_018728	ENSG00000128833	MYO5C	-	myosin VC	protein-coding
12358	chr12	59580078	59580854	+	0	NA	Intergenic	Intergenic	-266147	NM_153377	121227	Hs.253736	NM_153377	ENSG00000139263	LRIG3	LIG3	leucine rich repeats and immunoglobulin like domains 3	protein-coding
42340	chr5	95301429	95302353	+	0	NA	intron (NR_130776, intron 1 of 4)	MamRep1879|DNA|hAT?	4186	NR_130776	101929710		NR_130776	ENSG00000251314	LOC101929710	-	uncharacterized LOC101929710	ncRNA
43676	chr5	158689613	158690708	+	0	NA	promoter-TSS (NM_145049)	promoter-TSS (NM_145049)	-138	NM_145049	134510	Hs.591733	NM_145049	ENSG00000164332	UBLCP1	CPUB1	ubiquitin like domain containing CTD phosphatase 1	protein-coding
47985	chr7	12484234	12485003	+	0	NA	Intergenic	L1ME1|LINE|L1	-41051	NR_144534	221806	Hs.669526	NM_001135924	ENSG00000146530	VWDE	-	von Willebrand factor D and EGF domains	protein-coding
