PeakID (cmd=annotatePeaks.pl FOXA1_PE_peaks_hg19.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
9312	chr7	69222215	69223215	+	0	NA	intron (NM_001127232, intron 1 of 4)	intron (NM_001127232, intron 1 of 4)	159254	NM_015570	26053	Hs.21631	NM_015570	ENSG00000158321	AUTS2	FBRSL2|MRD26	activator of transcription and developmental regulator AUTS2	protein-coding
5279	chr4	79330626	79331626	+	0	NA	intron (NM_025074, intron 31 of 73)	intron (NM_025074, intron 31 of 73)	120987	NR_145782	109623453		NR_145782		SNORD161	-	small nucleolar RNA, C/D box 161	snoRNA
10501	chr8	83774691	83775691	+	0	NA	Intergenic	MER54B|LTR|ERVL	-49148	NR_134295	101927141	Hs.128557	NR_134295	ENSG00000254394	LOC101927141	-	uncharacterized LOC101927141	ncRNA
17313	chr17	79913481	79914481	+	0	NA	intron (NM_178493, intron 8 of 10)	A-rich|Low_complexity|Low_complexity	5082	NM_178493	147111	Hs.106137	NM_178493	ENSG00000185269	NOTUM	hNOTUM	notum, palmitoleoyl-protein carboxylesterase	protein-coding
5381	chr4	90836820	90837820	+	0	NA	intron (NM_007351, intron 3 of 7)	intron (NM_007351, intron 3 of 7)	21315	NM_007351	22915	Hs.268107	NM_007351	ENSG00000138722	MMRN1	ECM|EMILIN4|GPIa*|MMRN	multimerin 1	protein-coding
2910	chr2	195481470	195482470	+	0	NA	Intergenic	L1MB8|LINE|L1	-113349	NR_110223	101927431	Hs.558215	NR_110223	ENSG00000230173	LINC01790	-	long intergenic non-protein coding RNA 1790	ncRNA
1992	chr2	66187719	66188719	+	0	NA	Intergenic	L3|LINE|CR1	397241	NR_039938	100616464		NR_039938	ENSG00000264525	MIR4778	-	microRNA 4778	ncRNA
7389	chr5	165962334	165963334	+	0	NA	Intergenic	Intergenic	390541	NR_108020	102557615		NR_108020	ENSG00000254130	LINC01947	CTB-7E3.1	long intergenic non-protein coding RNA 1947	ncRNA
8699	chr6	145440219	145441219	+	0	NA	Intergenic	L1ME3A|LINE|L1	567294	NM_001368132	7957	Hs.486696	NM_005670	ENSG00000112425	EPM2A	EPM2|MELF	EPM2A glucan phosphatase, laforin	protein-coding
10219	chr8	39751021	39752021	+	0	NA	Intergenic	Intergenic	-19889	NM_002164	3620	Hs.840	NM_002164	ENSG00000131203	IDO1	IDO|IDO-1|INDO	indoleamine 2,3-dioxygenase 1	protein-coding
10160	chr8	31453457	31454457	+	0	NA	Intergenic	Intergenic	-43311	NM_013962	3084	Hs.453951	NM_004495	ENSG00000157168	NRG1	ARIA|GGF|GGF2|HGL|HRG|HRG1|HRGA|MST131|MSTP131|NDF|NRG1-IT2|SMDF	neuregulin 1	protein-coding
15959	chr15	36790113	36791113	+	0	NA	Intergenic	Intergenic	-81214	NM_001321760	84529	Hs.48348	NM_032499	ENSG00000186073	C15orf41	HH114	chromosome 15 open reading frame 41	protein-coding
10364	chr8	67227531	67228531	+	0	NA	Intergenic	L1MD|LINE|L1	113181	NR_040434	100505676	Hs.121613	NM_001242759	ENSG00000246145	RRS1-AS1	-	RRS1 antisense RNA 1 (head to head)	ncRNA
662	chr1	101774538	101775538	+	0	NA	Intergenic	Intergenic	-14355	NR_126402	104355286	Hs.568671	NR_126402	ENSG00000231671	LINC01307	-	long intergenic non-protein coding RNA 1307	ncRNA
11679	chr9	134529859	134530859	+	0	NA	intron (NM_001304275, intron 1 of 23)	intron (NM_001304275, intron 1 of 23)	54870	NM_198679	2889	Hs.127897	NM_005312	ENSG00000107263	RAPGEF1	C3G|GRF2	Rap guanine nucleotide exchange factor 1	protein-coding
8631	chr6	140177167	140178167	+	0	NA	intron (NR_138541, intron 1 of 2)	intron (NR_138541, intron 1 of 2)	1680	NR_138542	100132735	Hs.62646	NR_038399	ENSG00000231426	FILNC1	-	FOXO induced long non-coding RNA 1	ncRNA
3575	chr3	44404791	44405791	+	0	NA	intron (NM_001282914, intron 4 of 10)	intron (NM_001282914, intron 4 of 10)	25033	NM_001282914	285343	Hs.55131	NM_173826	ENSG00000179152	TCAIM	C3orf23|TOAG-1|TOAG1	T cell activation inhibitor, mitochondrial	protein-coding
2819	chr2	182648898	182649898	+	0	NA	Intergenic	Intergenic	-104006	NR_146175	4760	Hs.574626	NM_002500	ENSG00000162992	NEUROD1	BETA2|BHF-1|MODY6|NEUROD|bHLHa3	neuronal differentiation 1	protein-coding
15658	chr14	69616277	69617277	+	0	NA	intron (NM_003861, intron 1 of 8)	intron (NM_003861, intron 1 of 8)	2539	NM_001284207	8816	Hs.509780	NM_003861	ENSG00000139990	DCAF5	BCRG2|BCRP2|D14S1461E|WDR22	DDB1 and CUL4 associated factor 5	protein-coding
18858	chr22	41983426	41984426	+	0	NA	intron (NM_002676, intron 1 of 7)	intron (NM_002676, intron 1 of 7)	1918	NM_002676	5372	Hs.75835	NM_002676	ENSG00000100417	PMM1	PMM 1|PMMH-22|Sec53	phosphomannomutase 1	protein-coding
652	chr1	100715137	100716137	+	0	NA	promoter-TSS (NM_001918)	promoter-TSS (NM_001918)	-247	NM_001918	1629	Hs.709187	NM_001918	ENSG00000137992	DBT	BCATE2|BCKAD-E2|BCKADE2|BCOADC-E2|E2|E2B	dihydrolipoamide branched chain transacylase E2	protein-coding
14402	chr12	129816230	129817230	+	0	NA	intron (NM_133448, intron 4 of 8)	intron (NM_133448, intron 4 of 8)	123584	NR_110058	101927735	Hs.569212	NR_110058	ENSG00000256699	TMEM132D-AS2	-	TMEM132D antisense RNA 2	ncRNA
15405	chr14	37838412	37839412	+	0	NA	intron (NM_138731, intron 11 of 13)	intron (NM_138731, intron 11 of 13)	171770	NM_001195296	145282	Hs.660396	NM_138731	ENSG00000151338	MIPOL1	CCDC193	mirror-image polydactyly 1	protein-coding
5289	chr4	80778062	80779062	+	0	NA	intron (NR_026555, intron 1 of 1)	intron (NR_026555, intron 1 of 1)	29937	NR_026555	118425	Hs.104215	NR_026555	ENSG00000251321	PCAT4	GDEP|PCA4|PCAN1	prostate cancer associated transcript 4	ncRNA
3611	chr3	54400516	54401516	+	0	NA	intron (NM_018398, intron 3 of 37)	intron (NM_018398, intron 3 of 37)	244437	NM_018398	55799	Hs.656687	NM_018398	ENSG00000157445	CACNA2D3	HSA272268	calcium voltage-gated channel auxiliary subunit alpha2delta 3	protein-coding
537	chr1	87794840	87795840	+	0	NA	intron (NM_006769, intron 1 of 4)	intron (NM_006769, intron 1 of 4)	777	NM_006769	8543	Hs.436792	NM_006769	ENSG00000143013	LMO4	-	LIM domain only 4	protein-coding
707	chr1	111829287	111830287	+	0	NA	Intergenic	L2a|LINE|L2	-3686	NM_001258002	27159	Hs.128814	NM_021797	ENSG00000134216	CHIA	AMCASE|CHIT2|TSA1902	chitinase acidic	protein-coding
2900	chr2	193920823	193921823	+	0	NA	Intergenic	Intergenic	306752	NR_152587	64002	Hs.546994	NR_002769	ENSG00000227418	PCGEM1	LINC00071|NCRNA00071|PCAT9	PCGEM1 prostate-specific transcript	ncRNA
16478	chr16	10023507	10024507	+	0	NA	intron (NM_000833, intron 4 of 13)	intron (NM_000833, intron 4 of 13)	251917	NM_001134408	2903	Hs.411472	NM_000833	ENSG00000183454	GRIN2A	EPND|FESD|GluN2A|LKS|NMDAR2A|NR2A	glutamate ionotropic receptor NMDA type subunit 2A	protein-coding
16310	chr15	85528351	85529351	+	0	NA	intron (NM_002605, intron 1 of 21)	intron (NM_002605, intron 1 of 21)	3646	NM_173454	5151	Hs.9333	NM_002605	ENSG00000073417	PDE8A	HsT19550	phosphodiesterase 8A	protein-coding
19099	chrX	115538479	115539479	+	0	NA	Intergenic	L2a|LINE|L2	-28795	NM_007231	11254	Hs.522109	NM_007231	ENSG00000268104	SLC6A14	BMIQ11	solute carrier family 6 member 14	protein-coding
2259	chr2	119396360	119397360	+	0	NA	Intergenic	MIR|SINE|MIR	-36318	NR_110272	101927709	Hs.274529	NR_110272		LOC101927709	-	uncharacterized LOC101927709	ncRNA
6119	chr4	187272515	187273515	+	0	NA	intron (NR_033900, intron 1 of 3)	intron (NR_033900, intron 1 of 3)	85672	NM_001354804	2160	Hs.1430	NM_000128	ENSG00000088926	F11	FXI|PTA	coagulation factor XI	protein-coding
9082	chr7	25991883	25992883	+	0	NA	Intergenic	Intergenic	-2777	NR_029597	406940		NR_029597	ENSG00000199085	MIR148A	MIRN148|MIRN148A|hsa-mir-148|mir-148a	microRNA 148a	ncRNA
9750	chr7	126236203	126237203	+	0	NA	intron (NM_000845, intron 8 of 10)	L1MD2|LINE|L1	461535	NR_030323	693177		NR_030323	ENSG00000207692	MIR592	MIRN592|hsa-mir-592|mir-592	microRNA 592	ncRNA
11335	chr9	84202282	84203282	+	0	NA	intron (NM_001303103, intron 16 of 19)	intron (NM_001303103, intron 16 of 19)	101668	NM_001303103	7088	Hs.197320	NM_005077	ENSG00000196781	TLE1	ESG|ESG1|GRG1	TLE family member 1, transcriptional corepressor	protein-coding
14373	chr12	123593875	123594875	+	0	NA	intron (NM_020845, intron 1 of 24)	intron (NM_020845, intron 1 of 24)	600	NM_020845	57605	Hs.272759	NM_020845	ENSG00000090975	PITPNM2	NIR-3|NIR3|RDGB2|RDGBA2	phosphatidylinositol transfer protein membrane associated 2	protein-coding
12512	chr10	110862773	110863773	+	0	NA	Intergenic	Intergenic	819731	NM_001324136	7511	Hs.390623	NM_020383	ENSG00000108039	XPNPEP1	APP1|SAMP|XPNPEP|XPNPEPL|XPNPEPL1	X-prolyl aminopeptidase 1	protein-coding
5964	chr4	167321427	167322427	+	0	NA	Intergenic	Intergenic	527538	NM_012464	7092	Hs.106513	NM_012464	ENSG00000038295	TLL1	ASD6|TLL	tolloid like 1	protein-coding
15862	chr14	98118167	98119167	+	0	NA	intron (NR_033943, intron 2 of 3)	intron (NR_033943, intron 2 of 3)	34328	NR_033943	100129345	Hs.23632	NR_033943	ENSG00000197176	LINC02291	-	long intergenic non-protein coding RNA 2291	ncRNA
352	chr1	65061443	65062443	+	0	NA	intron (NM_020925, intron 3 of 26)	intron (NM_020925, intron 3 of 26)	16413	NR_039957	100616338		NR_039957	ENSG00000264470	MIR4794	-	microRNA 4794	ncRNA
3245	chr2	237736462	237737462	+	0	NA	Intergenic	MER21C|LTR|ERVL	227848	NR_135202	93463	Hs.652810	NR_135202	ENSG00000124835	LOC93463	-	uncharacterized LOC93463	ncRNA
19153	chrX	132100793	132101793	+	0	NA	Intergenic	Intergenic	-5895	NM_147175	90161	Hs.385956	NM_147175	ENSG00000171004	HS6ST2	MRXSPM	heparan sulfate 6-O-sulfotransferase 2	protein-coding
7217	chr5	143673805	143674805	+	0	NA	intron (NM_001370487, intron 2 of 2)	intron (NM_001370487, intron 2 of 2)	89351	NM_001370486	57528	Hs.7093	NM_020768	ENSG00000183775	KCTD16	-	potassium channel tetramerization domain containing 16	protein-coding
11964	chr10	32305687	32306687	+	0	NA	exon (NM_004521, exon 24 of 26)	exon (NM_004521, exon 24 of 26)	39166	NM_004521	3799	Hs.327736	NM_004521	ENSG00000170759	KIF5B	HEL-S-61|KINH|KNS|KNS1|UKHC	kinesin family member 5B	protein-coding
18039	chr19	39143698	39144698	+	0	NA	intron (NM_001322033, intron 1 of 20)	intron (NM_001322033, intron 1 of 20)	5909	NM_001322033	81	Hs.270291	NM_004924	ENSG00000130402	ACTN4	ACTININ-4|FSGS|FSGS1	actinin alpha 4	protein-coding
4873	chr4	20075679	20076679	+	0	NA	Intergenic	Intergenic	-177349	NM_004787	9353	Hs.29802	NM_004787	ENSG00000145147	SLIT2	SLIL3|Slit-2	slit guidance ligand 2	protein-coding
12064	chr10	53459131	53460131	+	0	NA	promoter-TSS (NM_015235)	promoter-TSS (NM_015235)	-276	NM_015235	23283	Hs.591358	NM_015235	ENSG00000177613	CSTF2T	CstF-64T	cleavage stimulation factor subunit 2 tau variant	protein-coding
1367	chr1	230346037	230347037	+	0	NA	intron (NM_004481, intron 3 of 15)	intron (NM_004481, intron 3 of 15)	143552	NM_004481	2590	Hs.743964	NM_004481	ENSG00000143641	GALNT2	GalNAc-T2	polypeptide N-acetylgalactosaminyltransferase 2	protein-coding
18978	chrX	40597618	40598618	+	0	NA	TTS (NM_001289773)	TTS (NM_001289773)	-3324	NM_004229	9282	Hs.407604	NM_004229	ENSG00000180182	MED14	CRSP150|CRSP2|CSRP|CXorf4|DRIP150|EXLM1|RGR1|TRAP170	mediator complex subunit 14	protein-coding
7207	chr5	142290981	142291981	+	0	NA	intron (NR_146198, intron 9 of 22)	intron (NR_146198, intron 9 of 22)	-43006	NR_046680	100874239	Hs.570896	NR_046680	ENSG00000226272	ARHGAP26-AS1	-	ARHGAP26 antisense RNA 1	ncRNA
12079	chr10	54829827	54830827	+	0	NA	Intergenic	Intergenic	-298867	NM_000242	4153	Hs.499674	NM_000242	ENSG00000165471	MBL2	COLEC1|HSMBPC|MBL|MBL2D|MBP|MBP-C|MBP1|MBPD	mannose binding lectin 2	protein-coding
15414	chr14	38260229	38261229	+	0	NA	intron (NM_001310135, intron 18 of 32)	intron (NM_001310135, intron 18 of 32)	19141	NM_001368142	319089	Hs.659936	NM_001007795	ENSG00000139865	TTC6	C14orf25|NCRNA00291	tetratricopeptide repeat domain 6	protein-coding
2461	chr2	146631131	146632131	+	0	NA	Intergenic	Intergenic	-712994	NR_026904	728773	Hs.334462	NR_026904		PABPC1P2	PABP2|PABP4|PABPCP2|PABPCP4	poly(A) binding protein cytoplasmic 1 pseudogene 2	pseudo
1380	chr1	232241710	232242710	+	0	NA	Intergenic	Intergenic	180630	NR_126441	104472714		NR_126441	ENSG00000226758	DISC1-IT1	-	DISC1 intronic transcript 1	ncRNA
15218	chr13	108072947	108073947	+	0	NA	intron (NM_001080396, intron 1 of 2)	intron (NM_001080396, intron 1 of 2)	-100136	NR_145739	109616978		NR_145739	ENSG00000201847	SNORD31B	-	small nucleolar RNA, C/D box 31B	snoRNA
9831	chr7	137380358	137381358	+	0	NA	intron (NM_004717, intron 1 of 33)	intron (NM_004717, intron 1 of 33)	150220	NM_001321709	9162	Hs.242947	NM_004717	ENSG00000157680	DGKI	DGK-IOTA	diacylglycerol kinase iota	protein-coding
14696	chr13	50313346	50314346	+	0	NA	intron (NM_002267, intron 2 of 16)	Charlie10b|DNA|hAT-Charlie	-48223	NR_103802	84650	Hs.433278	NM_032565	ENSG00000123179	EBPL	EBRP	EBP like	protein-coding
8630	chr6	140110694	140111694	+	0	NA	intron (NR_038399, intron 1 of 2)	L1ME1|LINE|L1	18984	NR_038399	100132735	Hs.62646	NR_038399	ENSG00000231426	FILNC1	-	FOXO induced long non-coding RNA 1	ncRNA
2643	chr2	163693139	163694139	+	0	NA	intron (NM_173162, intron 1 of 7)	intron (NM_173162, intron 1 of 7)	1638	NM_173162	90134	Hs.657413	NM_033272	ENSG00000184611	KCNH7	ERG3|HERG3|Kv11.3	potassium voltage-gated channel subfamily H member 7	protein-coding
11372	chr9	87863059	87864059	+	0	NA	Intergenic	Intergenic	493385	NM_001330701	23287	Hs.719980	NM_015239	ENSG00000135049	AGTPBP1	CCP1|CONDCA|NNA1	ATP/GTP binding protein 1	protein-coding
3536	chr3	37408725	37409725	+	0	NA	TTS (NM_001172713)	TTS (NM_001172713)	-18535	NM_178344	339883	Hs.475945	NM_178339	ENSG00000198590	C3orf35	APRG1	chromosome 3 open reading frame 35	protein-coding
2842	chr2	187284667	187285667	+	0	NA	Intergenic	L1MB5|LINE|L1	-65820	NM_018471	55854	Hs.741180	NM_018471	ENSG00000065548	ZC3H15	HT010|LEREPO4|MSTP012	zinc finger CCCH-type containing 15	protein-coding
9472	chr7	90716110	90717110	+	0	NA	intron (NM_001287136, intron 11 of 13)	intron (NM_001287136, intron 11 of 13)	-177138	NM_003505	8321	Hs.94234	NM_003505	ENSG00000157240	FZD1	-	frizzled class receptor 1	protein-coding
10371	chr8	67980608	67981608	+	0	NA	intron (NM_001363133, intron 1 of 27)	MER90a|LTR|ERV1	4481	NM_001363132	79848	Hs.370147	NM_024790	ENSG00000104218	CSPP1	CSPP|JBTS21	centrosome and spindle pole associated protein 1	protein-coding
7861	chr6	46451702	46452702	+	0	NA	intron (NM_001251973, intron 1 of 4)	intron (NM_001251973, intron 1 of 4)	6858	NM_001251974	10231	Hs.440168	NM_005822	ENSG00000172348	RCAN2	CSP2|DSCR1L1|MCIP2|RCN2|ZAKI-4|ZAKI4	regulator of calcineurin 2	protein-coding
7812	chr6	38976225	38977225	+	0	NA	exon (NM_001371, exon 88 of 92)	exon (NM_001371, exon 88 of 92)	-39832	NM_002062	2740	Hs.351883	NM_002062	ENSG00000112164	GLP1R	GLP-1|GLP-1-R|GLP-1R	glucagon like peptide 1 receptor	protein-coding
6728	chr5	90323102	90324102	+	0	NA	intron (NM_032119, intron 85 of 89)	intron (NM_032119, intron 85 of 89)	286617	NR_103548	100505994	Hs.628363	NR_103548	ENSG00000248323	LUCAT1	SCAL1|SCAT5	lung cancer associated transcript 1	ncRNA
11263	chr9	78816087	78817087	+	0	NA	intron (NM_001190482, intron 20 of 36)	intron (NM_001190482, intron 20 of 36)	192755	NM_018339	55312	Hs.37558	NM_018339	ENSG00000135002	RFK	RIFK	riboflavin kinase	protein-coding
561	chr1	90865690	90866690	+	0	NA	Intergenic	MLT2B4|LTR|ERVL	-257117	NR_145742	109616984		NR_145742	ENSG00000199666	SNORD3G	-	small nucleolar RNA, C/D box 3G	snoRNA
17923	chr18	75805383	75806383	+	0	NA	Intergenic	Intergenic	-100200	NR_104127	101927715	Hs.385670	NR_104127		LINC01029	-	long intergenic non-protein coding RNA 1029	ncRNA
3503	chr3	32298761	32299761	+	0	NA	intron (NM_001320308, intron 1 of 2)	intron (NM_001320308, intron 1 of 2)	19089	NM_178868	152189	Hs.154986	NM_178868	ENSG00000170293	CMTM8	CKLFSF8|CKLFSF8-V2	CKLF like MARVEL transmembrane domain containing 8	protein-coding
9664	chr7	115808780	115809780	+	0	NA	Intergenic	MER63A|DNA|hAT-Blackjack	-41313	NM_015641	26136	Hs.592286	NM_015641	ENSG00000135269	TES	TESS|TESS-2	testin LIM domain protein	protein-coding
8841	chr6	162757586	162758586	+	0	NA	intron (NM_013987, intron 2 of 10)	intron (NM_013987, intron 2 of 10)	-390078	NM_152410	135138	Hs.25791	NM_152410	ENSG00000112530	PACRG	GLUP|HAK005771|PACRG2.1|PARK2CRG	parkin coregulated	protein-coding
18308	chr20	20473302	20474302	+	0	NA	intron (NM_020343, intron 36 of 39)	intron (NM_020343, intron 36 of 39)	125054	NM_002196	3642	Hs.89584	NM_002196	ENSG00000173404	INSM1	IA-1|IA1	INSM transcriptional repressor 1	protein-coding
13003	chr11	61099454	61100454	+	0	NA	promoter-TSS (NM_001351979)	promoter-TSS (NM_001351979)	-700	NM_001351978	26007	Hs.6278	NM_015533	ENSG00000149476	TKFC	DAK|NET45	triokinase and FMN cyclase	protein-coding
9575	chr7	104484303	104485303	+	0	NA	intron (NM_199000, intron 2 of 2)	intron (NM_199000, intron 2 of 2)	-40264	NR_034141	645591	Hs.658835	NR_034141	ENSG00000226869	LHFPL3-AS1	-	LHFPL3 antisense RNA 1	ncRNA
9325	chr7	70043965	70044965	+	0	NA	intron (NM_015570, intron 5 of 18)	intron (NM_015570, intron 5 of 18)	-552665	NM_022479	64409	Hs.488591	NM_022479	ENSG00000185274	GALNT17	GALNACT17|GALNT16|GALNT20|GALNTL3|GalNAc-T17|GalNAc-T19|GalNAc-T5L|WBSCR17	polypeptide N-acetylgalactosaminyltransferase 17	protein-coding
13208	chr11	98279655	98280655	+	0	NA	Intergenic	Intergenic	-611524	NM_001243270	53942	Hs.656783	NM_014361	ENSG00000149972	CNTN5	HNB-2s|NB-2	contactin 5	protein-coding
5433	chr4	96029962	96030962	+	0	NA	intron (NM_001203, intron 4 of 12)	intron (NM_001203, intron 4 of 12)	17820	NM_001256794	658	Hs.598475	NM_001203	ENSG00000138696	BMPR1B	ALK-6|ALK6|AMDD|BDA1D|BDA2|CDw293	bone morphogenetic protein receptor type 1B	protein-coding
274	chr1	56559472	56560472	+	0	NA	Intergenic	Intergenic	149212	NR_147161	105378738	Hs.121473	NR_147161	ENSG00000233079	LINC01755	-	long intergenic non-protein coding RNA 1755	ncRNA
9586	chr7	105468946	105469946	+	0	NA	intron (NM_152749, intron 2 of 3)	intron (NM_152749, intron 2 of 3)	47585	NM_020725	222255	Hs.745056	NM_020725	ENSG00000146776	ATXN7L1	ATXN7L4	ataxin 7 like 1	protein-coding
2199	chr2	106933084	106934084	+	0	NA	Intergenic	Intergenic	-52617	NR_157576	402096		NR_157576		LOC402096	-	anaphase promoting complex subunit 1 pseudogene	pseudo
1894	chr2	54197871	54198871	+	0	NA	promoter-TSS (NM_014614)	promoter-TSS (NM_014614)	121	NM_001320586	98	Hs.516173	NM_138448	ENSG00000170634	ACYP2	ACYM|ACYP	acylphosphatase 2	protein-coding
472	chr1	77959463	77960463	+	0	NA	intron (NM_012093, intron 10 of 13)	intron (NM_012093, intron 10 of 13)	188380	NM_015534	26009	Hs.480506	NM_015534	ENSG00000036549	ZZZ3	ATAC1	zinc finger ZZ-type containing 3	protein-coding
9231	chr7	45730558	45731558	+	0	NA	intron (NM_021116, intron 14 of 19)	intron (NM_021116, intron 14 of 19)	77559	NR_024271	641977	Hs.723477	NR_024271	ENSG00000214765	SEPTIN7P2	SEPT13|SEPT7B|SEPT7P2	septin 7 pseudogene 2	pseudo
8844	chr6	162959430	162960430	+	0	NA	intron (NM_013987, intron 1 of 10)	intron (NM_013987, intron 1 of 10)	-188234	NM_152410	135138	Hs.25791	NM_152410	ENSG00000112530	PACRG	GLUP|HAK005771|PACRG2.1|PARK2CRG	parkin coregulated	protein-coding
3345	chr3	10334098	10335098	+	0	NA	promoter-TSS (NM_001302825)	promoter-TSS (NM_001302825)	33	NM_001302824	51738	Hs.590080	NM_016362	ENSG00000157017	GHRL	MTLRP	ghrelin and obestatin prepropeptide	protein-coding
14792	chr13	63278581	63279581	+	0	NA	intron (NR_047029, intron 5 of 7)	intron (NR_047029, intron 5 of 7)	91744	NR_120404	100874176	Hs.402083	NR_047029		LINC00448	-	long intergenic non-protein coding RNA 448	ncRNA
5002	chr4	38905543	38906543	+	0	NA	intron (NM_001330764, intron 3 of 13)	intron (NM_001330764, intron 3 of 13)	36390	NR_030300	693159		NR_030300	ENSG00000207944	MIR574	MIR574-3p|MIRN574|hsa-mir-574|mir-574	microRNA 574	ncRNA
2803	chr2	181239073	181240073	+	0	NA	Intergenic	LTR40a|LTR|ERVL	-317258	NR_104320	101669767		NR_104319	ENSG00000281131	SCHLAP1	LINC00913|PCAT11|PCAT114	SWI/SNF complex antagonist associated with prostate cancer 1	ncRNA
14517	chr13	32713162	32714162	+	0	NA	intron (NM_023037, intron 11 of 60)	intron (NM_023037, intron 11 of 60)	107751	NM_023037	10129	Hs.507669	NM_023037	ENSG00000073910	FRY	13CDNA73|214K23.2|C13orf14|CG003|bA207N4.2|bA37E23.1	FRY microtubule binding protein	protein-coding
1615	chr2	15804316	15805316	+	0	NA	Intergenic	Intergenic	-26090	NR_110201	101926966	Hs.502835	NR_110201	ENSG00000231031	LINC01804	-	long intergenic non-protein coding RNA 1804	ncRNA
5033	chr4	42273658	42274658	+	0	NA	Intergenic	Intergenic	119127	NR_134668	105374428	Hs.245131	NR_134668	ENSG00000250781	LOC105374428	-	uncharacterized LOC105374428	ncRNA
8086	chr6	80318348	80319348	+	0	NA	Intergenic	Intergenic	-22198	NM_031469	83699	Hs.302772	NM_031469	ENSG00000198478	SH3BGRL2	-	SH3 domain binding glutamate rich protein like 2	protein-coding
7315	chr5	156313995	156314995	+	0	NA	Intergenic	Intergenic	37189	NM_206858	153743	Hs.567727	NM_206858	ENSG00000231989	PPP1R2B	PPP1R2P3	PPP1R2 family member B	protein-coding
18759	chr22	24909815	24910815	+	0	NA	intron (NM_016327, intron 5 of 9)	intron (NM_016327, intron 5 of 9)	19015	NM_016327	51733	Hs.731656	NM_016327	ENSG00000100024	UPB1	BUP1	beta-ureidopropionase 1	protein-coding
15604	chr14	62930549	62931549	+	0	NA	Intergenic	Intergenic	-324358	NR_104063	101954204	Hs.607093	NR_104063	ENSG00000259142	LINC00644	-	long intergenic non-protein coding RNA 644	ncRNA
16219	chr15	69533348	69534348	+	0	NA	intron (NM_001324092, intron 2 of 3)	intron (NM_001324092, intron 2 of 3)	-57403	NM_017705	54852	Hs.591096	NM_017705	ENSG00000137819	PAQR5	MPRG	progestin and adipoQ receptor family member 5	protein-coding
7959	chr6	63372823	63373823	+	0	NA	Intergenic	Intergenic	-377191	NR_146872	202559	Hs.519794	NM_152688	ENSG00000112232	KHDRBS2	SLM-1|SLM1	KH RNA binding domain containing, signal transduction associated 2	protein-coding
11604	chr9	122751278	122752278	+	0	NA	Intergenic	L2c|LINE|L2	54440	NR_132393	106146149	Hs.638938	NR_132393	ENSG00000261432	LINC01613	n341773	long intergenic non-protein coding RNA 1613	ncRNA
7553	chr6	11217193	11218193	+	0	NA	intron (NM_001142393, intron 2 of 7)	intron (NM_001142393, intron 2 of 7)	15208	NM_006403	4739	Hs.37982	NM_006403	ENSG00000111859	NEDD9	CAS-L|CAS2|CASL|CASS2|HEF1	neural precursor cell expressed, developmentally down-regulated 9	protein-coding
