PeakID (cmd=annotatePeaks.pl MAFB_merged_hg19.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
19412	chr8	33885508	33886430	+	0	NA	Intergenic	Eulor5A|DNA?|DNA?	-428345	NM_001305115	78986	Hs.8719	NM_024025	ENSG00000133878	DUSP26	DSP-4|DUSP24|LDP-4|LDP4|MKP-8|MKP8|NATA1|NEAP|SKRP3	dual specificity phosphatase 26	protein-coding
9523	chr2	25624496	25625367	+	0	NA	intron (NM_001351384, intron 15 of 17)	intron (NM_001351384, intron 15 of 17)	-59472	NM_175630	1788	Hs.515840	NM_022552	ENSG00000119772	DNMT3A	DNMT3A2|M.HsaIIIA|TBRS	DNA methyltransferase 3 alpha	protein-coding
12652	chr3	47511533	47511832	+	0	NA	intron (NM_001320044, intron 1 of 19)	intron (NM_001320044, intron 1 of 19)	5749	NM_001320044	22937	Hs.531789	NM_012235	ENSG00000114650	SCAP	-	SREBF chaperone	protein-coding
6805	chr15	64939807	64940553	+	0	NA	intron (NM_015042, intron 2 of 8)	intron (NM_015042, intron 2 of 8)	55300	NM_002537	4947	Hs.744924	NM_002537	ENSG00000180304	OAZ2	AZ2	ornithine decarboxylase antizyme 2	protein-coding
8552	chr18	20981538	20981922	+	0	NA	intron (NR_148382, intron 1 of 12)	intron (NR_148382, intron 1 of 12)	36195	NM_032933	85019	Hs.137562	NM_032933	ENSG00000134490	TMEM241	C18orf45|hVVT	transmembrane protein 241	protein-coding
7562	chr16	78387271	78388107	+	0	NA	intron (NM_001291997, intron 4 of 7)	intron (NM_001291997, intron 4 of 7)	254138	NM_016373	51741	Hs.461453	NM_016373	ENSG00000186153	WWOX	D16S432E|EIEE28|FOR|FRA16D|HHCMA56|PRO0128|SCAR12|SDR41C1|WOX1	WW domain containing oxidoreductase	protein-coding
6767	chr15	62358523	62359442	+	0	NA	promoter-TSS (NM_207322)	promoter-TSS (NM_207322)	-194	NM_207322	145741	Hs.202656	NM_207322	ENSG00000198535	C2CD4A	FAM148A|NLF1	C2 calcium dependent domain containing 4A	protein-coding
18252	chr7	30317907	30318270	+	0	NA	intron (NR_136267, intron 1 of 3)	L2|LINE|L2	-6125	NM_147128	223082	Hs.263912	NM_147128	ENSG00000180233	ZNRF2	RNF202	zinc and ring finger 2	protein-coding
11661	chr20	57165020	57165471	+	0	NA	intron (NR_034147, intron 6 of 6)	intron (NR_034147, intron 6 of 6)	-44583	NR_125359	79160	Hs.280135	NR_125359	ENSG00000268941	LINC01711	-	long intergenic non-protein coding RNA 1711	ncRNA
3468	chr11	67769469	67769758	+	0	NA	intron (NM_030930, intron 3 of 11)	AluSx1|SINE|Alu	1954	NM_030930	81622	Hs.502989	NM_030930	ENSG00000110057	UNC93B1	IIAE1|UNC93|UNC93B|Unc-93B1	unc-93 homolog B1, TLR signaling regulator	protein-coding
2074	chr10	26673484	26674019	+	0	NA	Intergenic	Intergenic	-53519	NM_019043	54518	Hs.310421	NM_019043	ENSG00000077420	APBB1IP	INAG1|PREL1|RARP1|RIAM	amyloid beta precursor protein binding family B member 1 interacting protein	protein-coding
1089	chr1	159838694	159839400	+	0	NA	Intergenic	Intergenic	-6600	NM_001013661	391123	Hs.647718	NM_001013661	ENSG00000243284	VSIG8	-	V-set and immunoglobulin domain containing 8	protein-coding
4553	chr12	66356449	66357184	+	0	NA	intron (NM_003483, intron 4 of 4)	intron (NM_003483, intron 4 of 4)	60690	NR_106722	102464827		NR_106722	ENSG00000276878	MIR6074	hsa-mir-6074	microRNA 6074	ncRNA
4320	chr12	32907900	32908495	+	0	NA	exon (NM_001040436, exon 1 of 5)	exon (NM_001040436, exon 1 of 5)	634	NM_001040436	51067	Hs.505231	NM_015936	ENSG00000139131	YARS2	CGI-04|MLASA2|MT-TYRRS|TYRRS	tyrosyl-tRNA synthetase 2	protein-coding
6386	chr14	100597639	100598085	+	0	NA	intron (NM_016337, intron 7 of 13)	intron (NM_016337, intron 7 of 13)	21870	NR_029888	442909		NR_029888	ENSG00000199082	MIR342	MIRN342|hsa-mir-342	microRNA 342	ncRNA
11580	chr20	46203456	46204413	+	0	NA	intron (NM_001174087, intron 1 of 22)	intron (NM_001174087, intron 1 of 22)	73303	NM_001174088	8202	Hs.592142	NM_006534	ENSG00000124151	NCOA3	ACTR|AIB-1|AIB1|CAGH16|CTG26|KAT13B|RAC3|SRC-3|SRC3|TNRC14|TNRC16|TRAM-1|bHLHe42|pCIP	nuclear receptor coactivator 3	protein-coding
10708	chr2	189767505	189768160	+	0	NA	Intergenic	Intergenic	-71267	NM_000090	1281	Hs.443625	NM_000090	ENSG00000168542	COL3A1	EDS4A|EDSVASC|PMGEDSV	collagen type III alpha 1 chain	protein-coding
13289	chr3	130477425	130478105	+	0	NA	Intergenic	Intergenic	-12092	NM_014602	30849	Hs.149032	NM_014602	ENSG00000196455	PIK3R4	VPS15|p150	phosphoinositide-3-kinase regulatory subunit 4	protein-coding
139	chr1	16031726	16032012	+	0	NA	intron (NM_015164, intron 1 of 19)	AluSx3|SINE|Alu	21054	NM_015164	23207	Hs.646775	NM_015164	ENSG00000116786	PLEKHM2	SKIP	pleckstrin homology and RUN domain containing M2	protein-coding
17111	chr6	56803244	56803791	+	0	NA	intron (NM_001144769, intron 2 of 96)	MLT1H|LTR|ERVL-MaLR	16111	NM_001144769	667	Hs.604915	NM_001723	ENSG00000151914	DST	BP240|BPA|BPAG1|CATX-15|CATX15|D6S1101|DMH|DT|EBSB2|HSAN6|MACF2	dystonin	protein-coding
17772	chr6	146810616	146811293	+	0	NA	Intergenic	Intergenic	-54015	NM_006834	10981	Hs.287714	NM_006834	ENSG00000118508	RAB32	-	RAB32, member RAS oncogene family	protein-coding
15465	chr5	53416869	53417156	+	0	NA	intron (NM_019087, intron 3 of 4)	intron (NM_019087, intron 3 of 4)	-169583	NR_030307	693166		NR_030307	ENSG00000207627	MIR581	MIRN581|hsa-mir-581	microRNA 581	ncRNA
1772	chr1	237329312	237329785	+	0	NA	intron (NM_001035, intron 1 of 104)	intron (NM_001035, intron 1 of 104)	124064	NM_001035	6262	Hs.109514	NM_001035	ENSG00000198626	RYR2	ARVC2|ARVD2|RYR-2|RyR|VTSIP	ryanodine receptor 2	protein-coding
1990	chr10	14793679	14794539	+	0	NA	intron (NM_001282695, intron 1 of 5)	intron (NM_001282695, intron 1 of 5)	22787	NM_031453	83641	Hs.446315	NM_031453	ENSG00000065809	FAM107B	C10orf45|HITS	family with sequence similarity 107 member B	protein-coding
19209	chr8	9633454	9634053	+	0	NA	intron (NM_003747, intron 26 of 26)	intron (NM_003747, intron 26 of 26)	34571	NR_030327	693182		NR_030327	ENSG00000207701	MIR597	MIRN597|hsa-mir-597|mir-597	microRNA 597	ncRNA
18961	chr7	133276208	133277130	+	0	NA	intron (NM_021807, intron 9 of 17)	intron (NM_021807, intron 9 of 17)	232972	NR_120513	101928861	Hs.675747	NR_120513		LOC101928861	-	uncharacterized LOC101928861	ncRNA
2957	chr11	1409040	1409574	+	0	NA	Intergenic	Intergenic	-1857	NM_001256627	9024	Hs.170819	NM_003957	ENSG00000174672	BRSK2	C11orf7|PEN11B|SAD1|SADA|STK29	BR serine/threonine kinase 2	protein-coding
17978	chr6	168632608	168633081	+	0	NA	Intergenic	Intergenic	-5647	NR_134590	105378137	Hs.549668	NR_134590	ENSG00000237987	LOC105378137	-	uncharacterized LOC105378137	ncRNA
6180	chr14	72678742	72679231	+	0	NA	intron (NM_001370288, intron 2 of 16)	intron (NM_001370288, intron 2 of 16)	278742	NM_001370277	9628	Hs.509872	NM_004296	ENSG00000182732	RGS6	GAP|HA117|S914	regulator of G protein signaling 6	protein-coding
21263	chrX	18609646	18610519	+	0	NA	intron (NM_003159, intron 9 of 20)	L2c|LINE|L2	80141	NM_000330	6247	Hs.715725	NM_000330	ENSG00000102104	RS1	RS|XLRS1	retinoschisin 1	protein-coding
13179	chr3	117275608	117277131	+	0	NA	Intergenic	Intergenic	133403	NR_146652	105374057	Hs.518179	NR_146652	ENSG00000241213	LINC02024	-	long intergenic non-protein coding RNA 2024	ncRNA
6102	chr14	65228661	65229446	+	0	NA	intron (NM_001355436, intron 32 of 35)	intron (NM_001355436, intron 32 of 35)	23351	NR_107009	102465841		NR_107009	ENSG00000284269	MIR7855	hsa-mir-7855	microRNA 7855	ncRNA
8512	chr18	9917710	9918542	+	0	NA	intron (NM_194434, intron 1 of 5)	intron (NM_194434, intron 1 of 5)	4113	NM_194434	9218	Hs.165195	NM_003574	ENSG00000101558	VAPA	VAP-33|VAP-A|VAP33|hVAP-33	VAMP associated protein A	protein-coding
9231	chr19	39670706	39671153	+	0	NA	3' UTR (NM_001014834, exon 8 of 8)	3' UTR (NM_001014834, exon 8 of 8)	-16675	NM_001001414	342897	Hs.726934	NM_001001414	ENSG00000188505	NCCRP1	FBXO50|NCCRP-1	non-specific cytotoxic cell receptor protein 1 homolog (zebrafish)	protein-coding
3370	chr11	48110110	48110694	+	0	NA	intron (NM_001098503, intron 1 of 8)	intron (NM_001098503, intron 1 of 8)	-7932	NR_036119	100423000		NR_036119	ENSG00000263693	MIR3161	-	microRNA 3161	ncRNA
337	chr1	33722413	33723040	+	0	NA	intron (NM_152493, intron 1 of 8)	intron (NM_152493, intron 1 of 8)	633	NM_152493	149076	Hs.743358	NM_152493	ENSG00000160094	ZNF362	RN|lin-29	zinc finger protein 362	protein-coding
13740	chr3	186210307	186210641	+	0	NA	intron (NR_033844, intron 1 of 7)	intron (NR_033844, intron 1 of 7)	976	NR_033844	253573	Hs.97386	NR_033844	ENSG00000224406	LINC02052	-	long intergenic non-protein coding RNA 2052	ncRNA
160	chr1	18220697	18221049	+	0	NA	Intergenic	MLT1K|LTR|ERVL-MaLR	139045	NM_030812	81569	Hs.2149	NM_030812	ENSG00000117148	ACTL8	CT57	actin like 8	protein-coding
8301	chr17	70266537	70267062	+	0	NA	Intergenic	Intergenic	-72153	NR_135222	146795	Hs.651743	NR_135222	ENSG00000264026	LINC02003	-	long intergenic non-protein coding RNA 2003	ncRNA
810	chr1	98097510	98097876	+	0	NA	intron (NM_000110, intron 8 of 22)	intron (NM_000110, intron 8 of 22)	-164784	NR_046591	100873933	Hs.568669	NR_046591	ENSG00000235777	DPYD-AS2	-	DPYD antisense RNA 2	ncRNA
5370	chr13	45805888	45806400	+	0	NA	intron (NM_004128, intron 5 of 7)	intron (NM_004128, intron 5 of 7)	-30964	NM_198404	386618	Hs.23406	NM_198404	ENSG00000180332	KCTD4	bA321C24.3	potassium channel tetramerization domain containing 4	protein-coding
6517	chr15	33323235	33324300	+	0	NA	intron (NM_001103184, intron 2 of 16)	intron (NM_001103184, intron 2 of 16)	36608	NM_001103184	342184	Hs.657649	NM_198500	ENSG00000248905	FMN1	FMN|LD	formin 1	protein-coding
13504	chr3	158390348	158390769	+	0	NA	promoter-TSS (NM_020169)	promoter-TSS (NM_020169)	-121	NM_020169	56925	Hs.478067	NM_020169	ENSG00000079257	LXN	ECI|TCI	latexin	protein-coding
9019	chr19	3132935	3133883	+	0	NA	Intergenic	Intergenic	-2622	NM_002068	2769	Hs.73797	NM_002068	ENSG00000060558	GNA15	GNA16	G protein subunit alpha 15	protein-coding
15866	chr5	102725433	102726328	+	0	NA	Intergenic	Intergenic	130755	NM_001316968	90355	Hs.482976	NM_033211	ENSG00000181751	C5orf30	-	chromosome 5 open reading frame 30	protein-coding
15805	chr5	95260295	95261069	+	0	NA	intron (NM_012081, intron 2 of 11)	intron (NM_012081, intron 2 of 11)	36873	NM_012081	22936	Hs.192221	NM_012081	ENSG00000118985	ELL2	MRCCAT1	elongation factor for RNA polymerase II 2	protein-coding
14388	chr4	85776945	85777436	+	0	NA	intron (NM_014991, intron 4 of 67)	LTR79|LTR|ERVL	-109579	NR_152773	404201	Hs.46730	NM_205857	ENSG00000180769	WDFY3-AS2	C4orf12|FBI4|NCRNA00247	WDFY3 antisense RNA 2	ncRNA
12601	chr3	42062287	42063016	+	0	NA	Intergenic	Intergenic	-59056	NM_001322500	54986	Hs.656192	NM_017886	ENSG00000168038	ULK4	FAM7C1|REC01035	unc-51 like kinase 4	protein-coding
12909	chr3	76170957	76171603	+	0	NA	Intergenic	MIR3|SINE|MIR	-336580	NM_001324026	100131827	Hs.556877	NM_001128223	ENSG00000227124	ZNF717	OB1|X17|ZNF838	zinc finger protein 717	protein-coding
1169	chr1	171282721	171283571	+	0	NA	promoter-TSS (NM_002022)	promoter-TSS (NM_002022)	-176	NM_002022	2329	Hs.386502	NM_002022	ENSG00000076258	FMO4	FMO2	flavin containing dimethylaniline monoxygenase 4	protein-coding
8039	chr17	43078594	43079323	+	0	NA	Intergenic	Intergenic	-33287	NM_006688	10882	Hs.134012	NM_006688	ENSG00000131094	C1QL1	C1QRF|C1QTNF14|CRF|CTRP14	complement C1q like 1	protein-coding
16222	chr5	142601737	142602173	+	0	NA	exon (NM_015071, exon 23 of 23)	exon (NM_015071, exon 23 of 23)	29890	NR_046816	100874372	Hs.666717	NR_046816	ENSG00000230789	ARHGAP26-IT1	-	ARHGAP26 intronic transcript 1	ncRNA
12191	chr22	43265915	43266539	+	0	NA	3' UTR (NM_001184971, exon 10 of 10)	3' UTR (NM_001184971, exon 10 of 10)	-12948	NM_001142293	26286	Hs.685225	NM_014570	ENSG00000242247	ARFGAP3	ARFGAP1	ADP ribosylation factor GTPase activating protein 3	protein-coding
10199	chr2	109253697	109254450	+	0	NA	intron (NM_001193484, intron 1 of 9)	intron (NM_001193484, intron 1 of 9)	16366	NM_001193484	3987	Hs.597715	NM_004987	ENSG00000169756	LIMS1	PINCH|PINCH-1|PINCH1	LIM zinc finger domain containing 1	protein-coding
2212	chr10	52007815	52008302	+	0	NA	intron (NM_001143974, intron 1 of 18)	intron (NM_001143974, intron 1 of 18)	312	NM_019893	56624	Hs.512645	NM_019893	ENSG00000188611	ASAH2	BCDase|HNAC1|LCDase|N-CDase|NCDase	N-acylsphingosine amidohydrolase 2	protein-coding
2371	chr10	74080224	74081009	+	0	NA	Intergenic	MIRc|SINE|MIR	34061	NM_017626	54788	Hs.500013	NM_017626	ENSG00000148719	DNAJB12	DJ10	DnaJ heat shock protein family (Hsp40) member B12	protein-coding
21110	chr9	134567966	134568575	+	0	NA	intron (NM_001304275, intron 1 of 23)	MER65-int|LTR|ERV1	16959	NM_198679	2889	Hs.127897	NM_005312	ENSG00000107263	RAPGEF1	C3G|GRF2	Rap guanine nucleotide exchange factor 1	protein-coding
7972	chr17	37365141	37365566	+	0	NA	Intergenic	Intergenic	8777	NM_001330200	6143	Hs.381061	NM_000981	ENSG00000108298	RPL19	L19	ribosomal protein L19	protein-coding
10245	chr2	119231538	119232148	+	0	NA	Intergenic	Intergenic	128699	NR_110272	101927709	Hs.274529	NR_110272		LOC101927709	-	uncharacterized LOC101927709	ncRNA
12718	chr3	53810456	53811202	+	0	NA	intron (NM_001128839, intron 35 of 45)	intron (NM_001128839, intron 35 of 45)	69617	NM_018397	55349	Hs.126688	NM_018397	ENSG00000016391	CHDH	-	choline dehydrogenase	protein-coding
3186	chr11	24327075	24327502	+	0	NA	Intergenic	(TA)n|Simple_repeat|Simple_repeat	-191311	NM_001009909	338645	Hs.144138	NM_001009909	ENSG00000187398	LUZP2	KFSP2566|PRO6246	leucine zipper protein 2	protein-coding
12569	chr3	37636693	37637244	+	0	NA	intron (NM_002207, intron 15 of 27)	intron (NM_002207, intron 15 of 27)	143336	NM_002207	3680	Hs.113157	NM_002207	ENSG00000144668	ITGA9	ALPHA-RLC|ITGA4L|RLC	integrin subunit alpha 9	protein-coding
1614	chr1	227181215	227181906	+	0	NA	3' UTR (NM_001366019, exon 37 of 37)	3' UTR (NM_001366019, exon 37 of 37)	53565	NM_020247	56997	Hs.118241	NM_020247	ENSG00000163050	COQ8A	ADCK3|ARCA2|CABC1|COQ10D4|COQ8|SCAR9	coenzyme Q8A	protein-coding
4271	chr12	26253589	26254436	+	0	NA	Intergenic	Intergenic	23958	NM_030762	79365	Hs.177841	NM_030762	ENSG00000123095	BHLHE41	BHLHB3|DEC2|SHARP1|hDEC2	basic helix-loop-helix family member e41	protein-coding
19752	chr8	87426488	87427066	+	0	NA	intron (NM_007013, intron 9 of 24)	intron (NM_007013, intron 9 of 24)	72001	NM_007013	11059	Hs.655189	NM_007013	ENSG00000123124	WWP1	AIP5|Tiul1|hSDRP1	WW domain containing E3 ubiquitin protein ligase 1	protein-coding
5871	chr14	33547697	33548224	+	0	NA	intron (NM_001164749, intron 2 of 11)	intron (NM_001164749, intron 2 of 11)	139875	NM_001165893	64067	Hs.657892	NM_022123	ENSG00000151322	NPAS3	MOP6|PASD6|bHLHe12	neuronal PAS domain protein 3	protein-coding
13421	chr3	148716693	148717332	+	0	NA	intron (NM_001184720, intron 4 of 6)	intron (NM_001184720, intron 4 of 6)	7817	NM_001184720	2992	Hs.477892	NM_004130	ENSG00000163754	GYG1	GSD15|GYG	glycogenin 1	protein-coding
15320	chr5	32307681	32308273	+	0	NA	intron (NM_001294344, intron 1 of 13)	intron (NM_001294344, intron 1 of 13)	5068	NM_001294343	54545	Hs.481836	NM_019061	ENSG00000150712	MTMR12	3-PAP|PIP3AP	myotubularin related protein 12	protein-coding
13394	chr3	143402954	143403550	+	0	NA	intron (NM_173653, intron 5 of 15)	intron (NM_173653, intron 5 of 15)	164058	NM_173653	285195	Hs.302257	NM_173653	ENSG00000181804	SLC9A9	AUTS16|NHE9	solute carrier family 9 member A9	protein-coding
19734	chr8	81063575	81063973	+	0	NA	intron (NR_105035, intron 1 of 6)	LTR54B|LTR|ERV1	19582	NR_105037	7163	Hs.368433	NM_005079	ENSG00000076554	TPD52	D52|N8L|PC-1|PrLZ|hD52	tumor protein D52	protein-coding
5718	chr13	109213259	109214078	+	0	NA	Intergenic	Intergenic	-34585	NM_015011	23026	Hs.656587	NM_015011	ENSG00000041515	MYO16	MYAP3|MYR8|Myo16b|NYAP3|PPP1R107	myosin XVI	protein-coding
9215	chr19	38585784	38586462	+	0	NA	intron (NM_015073, intron 4 of 21)	intron (NM_015073, intron 4 of 21)	-67613	NR_145800	109623473		NR_145800		SNORD152	-	small nucleolar RNA, C/D box 152	snoRNA
13890	chr4	6949466	6950182	+	0	NA	intron (NM_020773, intron 2 of 13)	L2c|LINE|L2	-6069	NM_001330638	57533	Hs.518611	NM_020773	ENSG00000132405	TBC1D14	-	TBC1 domain family member 14	protein-coding
757	chr1	90452714	90453081	+	0	NA	Intergenic	Intergenic	7628	NR_002830	492303	Hs.550796	NR_002830		GEMIN8P4	-	gem nuclear organelle associated protein 8 pseudogene 4	pseudo
14545	chr4	103811057	103811425	+	0	NA	3' UTR (NM_001008388, exon 3 of 3)	3' UTR (NM_001008388, exon 3 of 3)	21092	NM_001008388	493856	Hs.444955	NM_001008388	ENSG00000145354	CISD2	ERIS|Miner1|NAF-1|WFS2|ZCD2	CDGSH iron sulfur domain 2	protein-coding
19471	chr8	40028333	40029467	+	0	NA	Intergenic	Intergenic	17899	NM_020130	56892	Hs.591849	NM_020130	ENSG00000176907	TCIM	C8orf4|TC-1|TC1	transcriptional and immune response regulator	protein-coding
15583	chr5	66321982	66322672	+	0	NA	intron (NM_001297651, intron 1 of 25)	intron (NM_001297651, intron 1 of 25)	21844	NM_001297651	375449	Hs.595458	NM_015183	ENSG00000069020	MAST4	-	microtubule associated serine/threonine kinase family member 4	protein-coding
19057	chr7	146669801	146670145	+	0	NA	intron (NM_014141, intron 2 of 22)	intron (NM_014141, intron 2 of 22)	124728	NR_110829	101928700	Hs.571218	NR_110829	ENSG00000236795	LOC101928700	-	uncharacterized LOC101928700	ncRNA
3710	chr11	95936269	95936506	+	0	NA	intron (NM_032427, intron 1 of 4)	L2a|LINE|L2	-138215	NR_036125	100422991		NR_036125	ENSG00000266192	MIR1260B	mir-1260b	microRNA 1260b	ncRNA
13636	chr3	176585861	176586405	+	0	NA	Intergenic	L1M1|LINE|L1	-51344	NR_110819	101928684	Hs.639352	NR_110819	ENSG00000228308	LINC01209	-	long intergenic non-protein coding RNA 1209	ncRNA
4014	chr11	129154462	129155174	+	0	NA	Intergenic	Intergenic	-1759	NR_145484	399975		NM_207431		LOC399975	-	uncharacterized LOC399975	ncRNA
3796	chr11	108408859	108409335	+	0	NA	promoter-TSS (NM_001144764)	promoter-TSS (NM_001144764)	-193	NM_001144765	23086	Hs.28540	NM_015065	ENSG00000110723	EXPH5	SLAC2-B|SLAC2B	exophilin 5	protein-coding
11594	chr20	47406936	47408226	+	0	NA	intron (NM_020820, intron 1 of 39)	intron (NM_020820, intron 1 of 39)	36955	NM_020820	57580	Hs.153310	NM_020820	ENSG00000124126	PREX1	P-REX1	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1	protein-coding
604	chr1	64508281	64508819	+	0	NA	intron (NM_005012, intron 2 of 8)	intron (NM_005012, intron 2 of 8)	69338	NR_110666	101927034	Hs.680824	NR_110665	ENSG00000223949	ROR1-AS1	-	ROR1 antisense RNA 1	ncRNA
3074	chr11	13288548	13288835	+	0	NA	Intergenic	Intergenic	-9508	NM_001351804	406	Hs.65734	NM_001178	ENSG00000133794	ARNTL	BMAL1|BMAL1c|JAP3|MOP3|PASD3|TIC|bHLHe5	aryl hydrocarbon receptor nuclear translocator like	protein-coding
5220	chr13	31305842	31306235	+	0	NA	intron (NM_001204406, intron 1 of 5)	intron (NM_001204406, intron 1 of 5)	-3607	NM_001629	241	Hs.507658	NM_001629	ENSG00000132965	ALOX5AP	FLAP	arachidonate 5-lipoxygenase activating protein	protein-coding
7800	chr17	12280043	12280480	+	0	NA	Intergenic	Intergenic	-173024	NR_034145	284034	Hs.376614	NR_034144	ENSG00000179136	LINC00670	-	long intergenic non-protein coding RNA 670	ncRNA
2526	chr10	86768213	86769101	+	0	NA	Intergenic	Intergenic	190004	NR_120668	101929624	Hs.588831	NR_120667	ENSG00000237267	LINC01519	-	long intergenic non-protein coding RNA 1519	ncRNA
7933	chr17	32291337	32291993	+	0	NA	intron (NM_001094, intron 1 of 9)	intron (NM_001094, intron 1 of 9)	192160	NM_001094	40	Hs.368417	NM_001094	ENSG00000108684	ASIC2	ACCN|ACCN1|ASIC2a|BNC1|BNaC1|MDEG|hBNaC1	acid sensing ion channel subunit 2	protein-coding
15302	chr5	31106269	31106951	+	0	NA	Intergenic	Intergenic	-87183	NM_004932	1004	Hs.124776	NM_004932	ENSG00000113361	CDH6	CAD6|KCAD	cadherin 6	protein-coding
16199	chr5	141404259	141404733	+	0	NA	Intergenic	Intergenic	-11904	NM_005471	10007	Hs.633853	NM_005471	ENSG00000113552	GNPDA1	GNP1|GNPDA|GNPI|GPI|HLN	glucosamine-6-phosphate deaminase 1	protein-coding
2836	chr10	119151098	119151710	+	0	NA	Intergenic	Intergenic	-16453	NM_173791	118987	Hs.501149	NM_173791	ENSG00000165650	PDZD8	PDZK8	PDZ domain containing 8	protein-coding
121	chr1	15255512	15256514	+	0	NA	promoter-TSS (NM_001018001)	promoter-TSS (NM_001018001)	-149	NM_001370231	23254	Hs.368823	NM_015209	ENSG00000189337	KAZN	KAZ	kazrin, periplakin interacting protein	protein-coding
6832	chr15	68355836	68356329	+	0	NA	intron (NM_001320687, intron 2 of 14)	Charlie1a|DNA|hAT-Charlie	9168	NM_001320687	8554	Hs.162458	NM_016166	ENSG00000033800	PIAS1	DDXBP1|GBP|GU/RH-II|ZMIZ3	protein inhibitor of activated STAT 1	protein-coding
12492	chr3	24279520	24279929	+	0	NA	intron (NM_001354709, intron 3 of 10)	intron (NM_001354709, intron 3 of 10)	86909	NR_121667	101927854	Hs.570625	NR_121667		LOC101927854	-	uncharacterized LOC101927854	ncRNA
3076	chr11	13346282	13346576	+	0	NA	intron (NM_001351822, intron 2 of 18)	L2c|LINE|L2	47155	NM_001351810	406	Hs.65734	NM_001178	ENSG00000133794	ARNTL	BMAL1|BMAL1c|JAP3|MOP3|PASD3|TIC|bHLHe5	aryl hydrocarbon receptor nuclear translocator like	protein-coding
21534	chrX	117494535	117495070	+	0	NA	intron (NM_001184966, intron 1 of 17)	intron (NM_001184966, intron 1 of 17)	14733	NM_019045	54521	Hs.98510	NM_019045	ENSG00000131725	WDR44	RAB11BP|RPH11|SYM-4	WD repeat domain 44	protein-coding
17282	chr6	94444880	94445247	+	0	NA	intron (NR_152795, intron 3 of 6)	MER112|DNA|hAT-Charlie	17042	NR_152795	643432	Hs.509936	NR_015362		TSG1	-	tumor suppressor TSG1	ncRNA
19306	chr8	21779462	21779997	+	0	NA	intron (NR_156173, intron 1 of 28)	intron (NR_156173, intron 1 of 28)	2556	NM_015024	23039	Hs.172685	NM_015024	ENSG00000130227	XPO7	EXP7|RANBP16	exportin 7	protein-coding
16704	chr6	20804686	20805191	+	0	NA	intron (NM_017774, intron 8 of 15)	MER68B|LTR|ERVL	270250	NM_017774	54901	Hs.657604	NM_017774	ENSG00000145996	CDKAL1	-	CDK5 regulatory subunit associated protein 1 like 1	protein-coding
17946	chr6	163587480	163587899	+	0	NA	intron (NM_001080379, intron 4 of 4)	intron (NM_001080379, intron 4 of 4)	25345	NR_122120	729658	Hs.728991	NR_122120		PACRG-AS3	-	PACRG antisense RNA 3	ncRNA
12882	chr3	72194605	72194989	+	0	NA	Intergenic	Intergenic	-5611	NR_038221	201617	Hs.382623	NR_038221	ENSG00000243083	LINC00870	-	long intergenic non-protein coding RNA 870	ncRNA
