PeakID (cmd=annotatePeaks.pl NKX6_1_merged_hg19.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
196	chr1	27233706	27234420	+	0	NA	Intergenic	Intergenic	6403	NM_021969	8431	Hs.427055	NM_021969	ENSG00000131910	NR0B2	SHP|SHP1	nuclear receptor subfamily 0 group B member 2	protein-coding
4434	chr14	68606788	68607698	+	0	NA	intron (NM_001321817, intron 8 of 11)	intron (NM_001321817, intron 8 of 11)	316934	NM_001321815	5890	Hs.172587	NM_002877	ENSG00000182185	RAD51B	R51H2|RAD51L1|REC2	RAD51 paralog B	protein-coding
5981	chr17	67496720	67497624	+	0	NA	intron (NM_002758, intron 1 of 11)	intron (NM_002758, intron 1 of 11)	-1231	NM_001330450	5608	Hs.49329	NM_002758	ENSG00000108984	MAP2K6	MAPKK6|MEK6|MKK6|PRKMK6|SAPKK-3|SAPKK3	mitogen-activated protein kinase kinase 6	protein-coding
15353	chrX	109256149	109256955	+	0	NA	intron (NM_032227, intron 2 of 6)	intron (NM_032227, intron 2 of 6)	10210	NM_032227	84187	Hs.496572	NM_017698	ENSG00000157600	TMEM164	bB360B22.3	transmembrane protein 164	protein-coding
15244	chrX	32542234	32542902	+	0	NA	intron (NM_000109, intron 17 of 78)	intron (NM_000109, intron 17 of 78)	59301	NR_037478	100500915		NR_037478	ENSG00000263600	MIR3915	-	microRNA 3915	ncRNA
3455	chr12	106529595	106530433	+	0	NA	intron (NM_014840, intron 1 of 6)	intron (NM_014840, intron 1 of 6)	3797	NM_014840	9891	Hs.524692	NM_014840	ENSG00000074590	NUAK1	ARK5	NUAK family kinase 1	protein-coding
724	chr1	112533896	112534470	+	0	NA	intron (NR_145438, intron 1 of 1)	intron (NR_145438, intron 1 of 1)	1025	NR_145438	643355	Hs.279714	NR_145438	ENSG00000231437	LINC01750	-	long intergenic non-protein coding RNA 1750	ncRNA
7506	chr2	135248972	135250079	+	0	NA	intron (NM_030923, intron 5 of 7)	intron (NM_030923, intron 5 of 7)	227045	NM_030923	81615	Hs.369471	NM_030923	ENSG00000152128	TMEM163	DC29|SV31	transmembrane protein 163	protein-coding
6448	chr18	72922308	72922983	+	0	NA	promoter-TSS (NM_005786)	promoter-TSS (NM_005786)	-107	NM_005786	10194	Hs.284217	NM_005786	ENSG00000179981	TSHZ1	CAA|NY-CO-33|SDCCAG33|TSH1	teashirt zinc finger homeobox 1	protein-coding
499	chr1	66191945	66192922	+	0	NA	Intergenic	Intergenic	-65760	NM_001037341	5142	Hs.198072	NM_002600	ENSG00000184588	PDE4B	DPDE4|PDEIVB	phosphodiesterase 4B	protein-coding
10305	chr4	71768736	71769392	+	0	NA	intron (NM_173468, intron 1 of 5)	intron (NM_173468, intron 1 of 5)	978	NM_001244766	92597	Hs.691454	NM_173468	ENSG00000173542	MOB1B	MATS2|MOB4A|MOBKL1A	MOB kinase activator 1B	protein-coding
10492	chr4	97954408	97955060	+	0	NA	Intergenic	Intergenic	-333343	NR_102713	101410545	Hs.628520	NR_102713	ENSG00000251620	STPG2-AS1	-	STPG2 antisense RNA 1	ncRNA
12407	chr6	71143426	71144366	+	0	NA	intron (NM_020819, intron 3 of 20)	intron (NM_020819, intron 3 of 20)	-20235	NR_147708	105377849	Hs.669000	NR_147708	ENSG00000224349	LOC105377849	-	uncharacterized LOC105377849	ncRNA
9265	chr3	72305098	72305957	+	0	NA	Intergenic	Intergenic	105119	NR_038221	201617	Hs.382623	NR_038221	ENSG00000243083	LINC00870	-	long intergenic non-protein coding RNA 870	ncRNA
7296	chr2	73182197	73182706	+	0	NA	intron (NM_001330408, intron 12 of 12)	intron (NM_001330408, intron 12 of 12)	37803	NM_004097	2016	Hs.516090	NM_004097	ENSG00000135638	EMX1	-	empty spiracles homeobox 1	protein-coding
10446	chr4	90203715	90204220	+	0	NA	intron (NM_198281, intron 1 of 1)	intron (NM_198281, intron 1 of 1)	24984	NM_198281	285513	Hs.100912	NM_198281	ENSG00000185477	GPRIN3	GRIN3	GPRIN family member 3	protein-coding
12438	chr6	81384227	81384864	+	0	NA	Intergenic	MER63A|DNA|hAT-Blackjack	568157	NR_134945	594	Hs.156414	NM_000056	ENSG00000083123	BCKDHB	BCKDE1B|BCKDH E1-beta|E1B	branched chain keto acid dehydrogenase E1 subunit beta	protein-coding
9844	chr3	172177872	172178723	+	0	NA	Intergenic	L2a|LINE|L2	-12051	NM_198407	2693	Hs.130212	NM_004122	ENSG00000121853	GHSR	GHDP	growth hormone secretagogue receptor	protein-coding
2479	chr11	64736757	64737286	+	0	NA	intron (NM_001037225, intron 1 of 10)	L2|LINE|L2	2542	NM_001318808	283129	Hs.567793	NM_001037225	ENSG00000168070	MAJIN	C11orf85	membrane anchored junction protein	protein-coding
5056	chr15	94912967	94914268	+	0	NA	intron (NM_018349, intron 11 of 21)	intron (NM_018349, intron 11 of 21)	14458	NM_001159644	55784	Hs.33368	NM_018349	ENSG00000140563	MCTP2	-	multiple C2 and transmembrane domain containing 2	protein-coding
11875	chr5	159457773	159458530	+	0	NA	intron (NM_001282500, intron 2 of 7)	intron (NM_001282500, intron 2 of 7)	22005	NM_003314	7265	Hs.519718	NM_003314	ENSG00000113312	TTC1	TPR1	tetratricopeptide repeat domain 1	protein-coding
14429	chr8	126653605	126654362	+	0	NA	Intergenic	Intergenic	209532	NM_001282985	10221	Hs.444947	NM_025195	ENSG00000173334	TRIB1	C8FW|GIG-2|GIG2|SKIP1|TRB-1|TRB1	tribbles pseudokinase 1	protein-coding
2636	chr11	93029084	93030039	+	0	NA	Intergenic	Intergenic	-34322	NM_181645	159989	Hs.436625	NM_181645	ENSG00000165325	DEUP1	CCDC67	deuterosome assembly protein 1	protein-coding
3251	chr12	68845327	68846301	+	0	NA	promoter-TSS (NR_120458)	promoter-TSS (NR_120458)	-550	NR_120458	100507195	Hs.450772	NR_120458	ENSG00000251301	LINC02384	-	long intergenic non-protein coding RNA 2384	ncRNA
3943	chr13	63740089	63740699	+	0	NA	Intergenic	Intergenic	161833	NR_126409	104355293	Hs.121439	NR_126409	ENSG00000227564	LINC00376	-	long intergenic non-protein coding RNA 376	ncRNA
2357	chr11	35296790	35297701	+	0	NA	intron (NM_001252652, intron 10 of 11)	intron (NM_001252652, intron 10 of 11)	112748	NR_145794	109623487		NR_145794		SNORD164	-	small nucleolar RNA, C/D box 164	snoRNA
13541	chr7	111620643	111621535	+	0	NA	intron (NM_001363540, intron 7 of 52)	intron (NM_001363540, intron 7 of 52)	172528	NR_103806	100506413	Hs.677513	NR_103806	ENSG00000225572	DOCK4-AS1	-	DOCK4 antisense RNA 1	ncRNA
2832	chr11	122451279	122452332	+	0	NA	Intergenic	Intergenic	-74625	NM_032873	84959	Hs.444075	NM_032873	ENSG00000154127	UBASH3B	STS-1|STS1|TULA-2|TULA2|p70	ubiquitin associated and SH3 domain containing B	protein-coding
4275	chr14	38673190	38674106	+	0	NA	Intergenic	Intergenic	-3461	NM_001049	6751	Hs.248160	NM_001049	ENSG00000139874	SSTR1	SRIF-2|SS-1-R|SS1-R|SS1R	somatostatin receptor 1	protein-coding
10967	chr5	5710104	5711489	+	0	NA	Intergenic	Intergenic	288006	NM_015325	23379	Hs.449296	NM_015325	ENSG00000164151	ICE1	KIAA0947	interactor of little elongation complex ELL subunit 1	protein-coding
4500	chr14	77769769	77770714	+	0	NA	intron (NM_013382, intron 4 of 20)	L2a|LINE|L2	16984	NM_013382	29954	Hs.132989	NM_013382	ENSG00000009830	POMT2	LGMD2N|LGMDR14|MDDGA2|MDDGB2|MDDGC2	protein O-mannosyltransferase 2	protein-coding
2941	chr12	11639364	11640127	+	0	NA	promoter-TSS (NR_148969)	promoter-TSS (NR_148969)	-133	NR_148969	440084	Hs.121321	NR_148969		LOC440084	-	uncharacterized LOC440084	ncRNA
7316	chr2	77254880	77255841	+	0	NA	intron (NR_146416, intron 1 of 1)	intron (NR_146416, intron 1 of 1)	42269	NR_110284	101927907	Hs.382185	NR_110284	ENSG00000234653	LOC101927907	-	uncharacterized LOC101927907	ncRNA
7617	chr2	161866085	161866746	+	0	NA	Intergenic	Charlie1a|DNA|hAT-Charlie	-127051	NM_133484	10010	Hs.132257	NM_004180	ENSG00000136560	TANK	I-TRAF|ITRAF|TRAF2	TRAF family member associated NFKB activator	protein-coding
2744	chr11	112384838	112385681	+	0	NA	intron (NR_120559, intron 2 of 2)	intron (NR_120559, intron 2 of 2)	30191	NR_120560	101928823	Hs.126118	NR_120559	ENSG00000254968	LINC02763	-	long intergenic non-protein coding RNA 2763	ncRNA
7514	chr2	135676079	135676683	+	0	NA	promoter-TSS (NM_001320749)	promoter-TSS (NM_001320749)	-11	NR_135468	905	Hs.744115	NM_001241	ENSG00000082258	CCNT2	CYCT2	cyclin T2	protein-coding
3529	chr12	116422371	116423082	+	0	NA	intron (NM_015335, intron 19 of 30)	intron (NM_015335, intron 19 of 30)	163733	NR_030351	693205		NR_030351	ENSG00000207967	MIR620	MIRN620|hsa-mir-620	microRNA 620	ncRNA
5110	chr16	3414561	3415377	+	0	NA	Intergenic	CpG	7699	NM_001190476	100463285		NM_001190476	ENSG00000232196	MTRNR2L4	HN4	MT-RNR2 like 4	protein-coding
5061	chr15	96888563	96889073	+	0	NA	Intergenic	Intergenic	11824	NM_001145157	7026	Hs.347991	NM_021005	ENSG00000185551	NR2F2	ARP-1|ARP1|CHTD4|COUPTF2|COUPTFB|COUPTFII|NF-E3|SVP40|TFCOUP2	nuclear receptor subfamily 2 group F member 2	protein-coding
4832	chr15	62171298	62171907	+	0	NA	intron (NM_001018088, intron 73 of 81)	intron (NM_001018088, intron 73 of 81)	149485	NR_146448	100506530	Hs.42265	NR_146448	ENSG00000259284	LINC02349	-	long intergenic non-protein coding RNA 2349	ncRNA
13334	chr7	77495316	77496106	+	0	NA	intron (NM_001366089, intron 2 of 18)	MER103C|DNA|hAT-Charlie	26264	NM_001127359	57157	Hs.203965	NM_020432	ENSG00000006576	PHTF2	-	putative homeodomain transcription factor 2	protein-coding
5131	chr16	7854954	7856152	+	0	NA	Intergenic	Intergenic	472707	NM_145891	54715	Hs.459842	NM_018723	ENSG00000078328	RBFOX1	2BP1|A2BP1|FOX-1|FOX1|HRNBP1	RNA binding fox-1 homolog 1	protein-coding
5632	chr17	12088796	12089432	+	0	NA	Intergenic	L1M4b|LINE|L1	103898	NR_030613	100126313		NR_030613	ENSG00000266297	MIR744	MIRN744|hsa-mir-744|mir-744	microRNA 744	ncRNA
4425	chr14	67137497	67138343	+	0	NA	intron (NM_020806, intron 1 of 22)	Cheshire|DNA|hAT-Charlie	163795	NM_020806	10243	Hs.208765	NM_020806	ENSG00000171723	GPHN	GEPH|GPH|GPHRYN|HKPX1|MOCODC	gephyrin	protein-coding
11987	chr6	3139195	3139837	+	0	NA	intron (NR_026649, intron 6 of 7)	intron (NR_026649, intron 6 of 7)	18262	NM_001310315	7280	Hs.654543	NM_001069	ENSG00000137267	TUBB2A	CDCBM5|TUBB|TUBB2	tubulin beta 2A class IIa	protein-coding
8285	chr20	31269162	31269993	+	0	NA	Intergenic	Intergenic	-7834	NM_182584	284805	Hs.353262	NM_182584	ENSG00000198547	C20orf203	-	chromosome 20 open reading frame 203	protein-coding
2766	chr11	115038706	115039664	+	0	NA	TTS (NM_001098517)	TTS (NM_001098517)	-165111	NR_135108	105369509	Hs.736064	NR_135108		LOC105369509	-	uncharacterized LOC105369509	ncRNA
268	chr1	36765411	36766263	+	0	NA	intron (NM_005119, intron 9 of 11)	intron (NM_005119, intron 9 of 11)	-6132	NM_001162530	79729	Hs.524496	NM_024676	ENSG00000214193	SH3D21	C1orf113	SH3 domain containing 21	protein-coding
89	chr1	11004044	11005071	+	0	NA	Intergenic	Intergenic	22187	NM_001366227	148345	Hs.127026	NM_173507	ENSG00000175262	C1orf127	-	chromosome 1 open reading frame 127	protein-coding
768	chr1	144936646	144937686	+	0	NA	intron (NM_001198834, intron 5 of 43)	intron (NM_001198834, intron 5 of 43)	-4801	NM_001002811	9659	Hs.584841	NM_014644	ENSG00000178104	PDE4DIP	CMYA2|MMGL	phosphodiesterase 4D interacting protein	protein-coding
11496	chr5	102251699	102252514	+	0	NA	intron (NM_001364584, intron 5 of 25)	intron (NM_001364584, intron 5 of 25)	50579	NM_138766	5066	Hs.369430	NM_000919	ENSG00000145730	PAM	PAL|PHM	peptidylglycine alpha-amidating monooxygenase	protein-coding
2421	chr11	46758144	46758659	+	0	NA	intron (NM_000506, intron 12 of 13)	L1M5|LINE|L1	16341	NR_049846	100847020		NR_049846	ENSG00000263540	MIR5582	-	microRNA 5582	ncRNA
11430	chr5	94304050	94304687	+	0	NA	intron (NM_024717, intron 2 of 22)	intron (NM_024717, intron 2 of 22)	113202	NM_001297777	79772	Hs.591248	NM_024717	ENSG00000175471	MCTP1	-	multiple C2 and transmembrane domain containing 1	protein-coding
10172	chr4	39446001	39447139	+	0	NA	intron (NM_175737, intron 3 of 4)	intron (NM_175737, intron 3 of 4)	13998	NM_000661	6133	Hs.412370	NM_000661	ENSG00000163682	RPL9	L9|NPC-A-16	ribosomal protein L9	protein-coding
7413	chr2	108158397	108159624	+	0	NA	intron (NR_146968, intron 2 of 2)	MER70A|LTR|ERVL	13135	NR_146968	105373537		NR_146968	ENSG00000224568	LINC01886	-	long intergenic non-protein coding RNA 1886	ncRNA
9492	chr3	115561853	115562726	+	0	NA	intron (NM_002338, intron 4 of 6)	intron (NM_002338, intron 4 of 6)	61684	NR_145779	109623450		NR_145779		SNORD155	-	small nucleolar RNA, C/D box 155	snoRNA
15108	chr9	133582497	133583247	+	0	NA	Intergenic	Intergenic	-6396	NM_007313	25	Hs.431048	NM_005157	ENSG00000097007	ABL1	ABL|CHDSKM|JTK7|bcr/abl|c-ABL|c-ABL1|p150|v-abl	ABL proto-oncogene 1, non-receptor tyrosine kinase	protein-coding
13626	chr7	128395814	128396610	+	0	NA	intron (NM_001199672, intron 4 of 7)	intron (NM_001199672, intron 4 of 7)	16799	NM_001219	813	Hs.7753	NM_001219	ENSG00000128595	CALU	-	calumenin	protein-coding
4401	chr14	64400442	64401182	+	0	NA	intron (NM_015180, intron 2 of 114)	intron (NM_015180, intron 2 of 114)	81090	NM_015180	23224	Hs.745014	NM_015180	ENSG00000054654	SYNE2	EDMD5|KASH2|NUA|NUANCE|Nesp2|Nesprin-2|SYNE-2|TROPH	spectrin repeat containing nuclear envelope protein 2	protein-coding
4732	chr15	40384355	40384940	+	0	NA	intron (NM_001003943, intron 3 of 3)	(CA)n|Simple_repeat|Simple_repeat	13640	NM_001003942	90427	Hs.591104	NM_033503	ENSG00000104081	BMF	-	Bcl2 modifying factor	protein-coding
8159	chr20	10522375	10523470	+	0	NA	intron (NM_001009608, intron 2 of 7)	L3|LINE|CR1	106969	NM_001009608	128710	Hs.668782	NM_001009608	ENSG00000149346	SLX4IP	C20orf94|bA204H22.1|bA254M13.1|dJ1099D15.3	SLX4 interacting protein	protein-coding
2978	chr12	19017900	19018588	+	0	NA	Intergenic	Intergenic	127191	NM_033328	93661	Hs.131288	NM_033328	ENSG00000177938	CAPZA3	CAPPA3|Gsg3|HEL-S-86	capping actin protein of muscle Z-line subunit alpha 3	protein-coding
2031	chr10	111981979	111982534	+	0	NA	intron (NM_001008541, intron 1 of 4)	intron (NM_001008541, intron 1 of 4)	-3498	NM_005962	4601	Hs.602078	NM_005962	ENSG00000119950	MXI1	MAD2|MXD2|MXI|bHLHc11	MAX interactor 1, dimerization protein	protein-coding
7696	chr2	170878916	170879804	+	0	NA	intron (NM_172070, intron 30 of 38)	intron (NM_172070, intron 30 of 38)	-155297	NR_045682	140469	Hs.671900	NM_138995	ENSG00000071909	MYO3B	-	myosin IIIB	protein-coding
14176	chr8	80333224	80334004	+	0	NA	Intergenic	Intergenic	89191	NR_162137	113219456		NR_162137		MIR12123	-	microRNA 12123	ncRNA
3235	chr12	65979053	65980188	+	0	NA	intron (NR_120434, intron 3 of 4)	intron (NR_120434, intron 3 of 4)	-17029	NR_146529	105369807		NR_146529	ENSG00000256268	LINC02454	-	long intergenic non-protein coding RNA 2454	ncRNA
9951	chr3	185927516	185928528	+	0	NA	intron (NM_001346, intron 21 of 24)	intron (NM_001346, intron 21 of 24)	-101144	NM_004454	2119	Hs.43697	NM_004454	ENSG00000244405	ETV5	ERM	ETS variant 5	protein-coding
3895	chr13	49607145	49607692	+	0	NA	intron (NR_103528, intron 2 of 25)	intron (NR_103528, intron 2 of 25)	56620	NR_103528	22862	Hs.508010	NM_014923	ENSG00000102531	FNDC3A	FNDC3|HUGO|bA203I16.1|bA203I16.5	fibronectin type III domain containing 3A	protein-coding
12841	chr6	147386801	147387702	+	0	NA	intron (NR_034115, intron 5 of 10)	MIRb|SINE|MIR	-92810	NR_132442	106182249	Hs.575390	NR_132442	ENSG00000196634	LUADT1	-	lung adenocarcinoma associated transcript 1	ncRNA
5518	chr16	89788363	89788901	+	0	NA	intron (NR_110129, intron 1 of 10)	CpG	687	NR_110129	92822	Hs.290154	NM_152287	ENSG00000158805	ZNF276	CENP-Z|CENPZ|ZADT|ZFP276|ZNF477	zinc finger protein 276	protein-coding
9465	chr3	114173340	114174534	+	0	NA	intron (NR_121661, intron 1 of 2)	GA-rich|Low_complexity|Low_complexity	1497	NR_121661	101929754	Hs.614195	NR_121661	ENSG00000242290	ZBTB20-AS5	-	ZBTB20 antisense RNA 5	ncRNA
11725	chr5	138180246	138181104	+	0	NA	intron (NM_001323985, intron 7 of 17)	intron (NM_001323985, intron 7 of 17)	-30244	NM_001290312	1495	Hs.445981	NM_001903	ENSG00000044115	CTNNA1	CAP102|MDPT2	catenin alpha 1	protein-coding
11502	chr5	102455366	102456428	+	0	NA	promoter-TSS (NM_001345877)	promoter-TSS (NM_001345877)	-55	NR_134299	54826	Hs.24088	NM_017676	ENSG00000145723	GIN1	GIN-1|TGIN1|ZH2C2	gypsy retrotransposon integrase 1	protein-coding
11953	chr5	176853068	176853705	+	0	NA	promoter-TSS (NM_002082)	promoter-TSS (NM_002082)	-291	NM_001004106	2870	Hs.235116	NM_002082	ENSG00000198055	GRK6	GPRK6	G protein-coupled receptor kinase 6	protein-coding
6882	chr2	15873787	15874212	+	0	NA	Intergenic	Intergenic	43093	NR_110201	101926966	Hs.502835	NR_110201	ENSG00000231031	LINC01804	-	long intergenic non-protein coding RNA 1804	ncRNA
112	chr1	15852739	15853712	+	0	NA	promoter-TSS (NM_001287811)	promoter-TSS (NM_001287811)	-83	NM_001287811	23341	Hs.655410	NM_015291	ENSG00000116138	DNAJC16	-	DnaJ heat shock protein family (Hsp40) member C16	protein-coding
10992	chr5	9369801	9370767	+	0	NA	intron (NM_003966, intron 3 of 22)	intron (NM_003966, intron 3 of 22)	-141161	NR_109935	101929338	Hs.675861	NR_109935	ENSG00000251370	SEMA5A-AS1	CTD-2201E9.1	SEMA5A antisense RNA 1	ncRNA
12610	chr6	117216571	117217389	+	0	NA	intron (NM_173560, intron 6 of 18)	intron (NM_173560, intron 6 of 18)	18575	NM_173560	222546	Hs.352276	NM_173560	ENSG00000185002	RFX6	MTCHRS|MTFS|RFXDC1|dJ955L16.1	regulatory factor X6	protein-coding
7236	chr2	64977880	64978749	+	0	NA	Intergenic	CpG	-97267	NM_014755	9792	Hs.591569	NM_014755	ENSG00000179833	SERTAD2	Sei-2|TRIP-Br2|TRIPBR2	SERTA domain containing 2	protein-coding
14803	chr9	81309637	81310876	+	0	NA	Intergenic	Intergenic	398215	NM_021154	29968	Hs.494261	NM_021154	ENSG00000135069	PSAT1	EPIP|NLS2|PSA|PSAT|PSATD	phosphoserine aminotransferase 1	protein-coding
12272	chr6	42809792	42810378	+	0	NA	intron (NM_001318819, intron 7 of 13)	intron (NM_001318819, intron 7 of 13)	21291	NM_015349	23506	Hs.658033	NM_015349	ENSG00000112624	BICRAL	GLTSCR1L|KIAA0240	BRD4 interacting chromatin remodeling complex associated protein like	protein-coding
3965	chr13	71895264	71896094	+	0	NA	Intergenic	Intergenic	306406	NR_047699	100885781	Hs.372660	NR_047699	ENSG00000226846	LINC00348	-	long intergenic non-protein coding RNA 348	ncRNA
7885	chr2	208053015	208053928	+	0	NA	intron (NR_110283, intron 3 of 3)	intron (NR_110283, intron 3 of 3)	-21501	NM_001270943	8609	Hs.59908	NM_003709	ENSG00000118263	KLF7	UKLF	Kruppel like factor 7	protein-coding
11414	chr5	89735388	89735931	+	0	NA	Intergenic	Intergenic	29842	NR_105024	731157	Hs.551062	NR_105024	ENSG00000255647	LOC731157	-	uncharacterized LOC731157	ncRNA
13202	chr7	36920712	36921630	+	0	NA	intron (NR_038120, intron 2 of 5)	intron (NR_038120, intron 2 of 5)	37866	NR_031604	100302113		NR_031604	ENSG00000221325	MIR1200	MIRN1200|hsa-mir-1200	microRNA 1200	ncRNA
8328	chr20	38632816	38633498	+	0	NA	promoter-TSS (NR_109936)	promoter-TSS (NR_109936)	54	NR_109936	100505663	Hs.559348	NR_109936	ENSG00000237767	LINC01370	HI-LNC25|HILNC25	long intergenic non-protein coding RNA 1370	ncRNA
14214	chr8	90623620	90624639	+	0	NA	Intergenic	Intergenic	145810	NR_125822	101929709	Hs.651324	NR_125822	ENSG00000251136	LOC101929709	-	uncharacterized LOC101929709	ncRNA
11626	chr5	123952155	123952529	+	0	NA	Intergenic	Intergenic	128463	NM_020747	57507	Hs.266616	NM_020747	ENSG00000168916	ZNF608	NY-REN-36	zinc finger protein 608	protein-coding
9813	chr3	170128173	170128740	+	0	NA	Intergenic	Intergenic	-8200	NM_005602	5010	Hs.31595	NM_005602	ENSG00000013297	CLDN11	OSP|OTM	claudin 11	protein-coding
11771	chr5	143571572	143572359	+	0	NA	intron (NM_020768, intron 2 of 3)	intron (NM_020768, intron 2 of 3)	-12989	NM_001370487	57528	Hs.7093	NM_020768	ENSG00000183775	KCTD16	-	potassium channel tetramerization domain containing 16	protein-coding
15200	chrX	15641093	15641666	+	0	NA	Intergenic	Intergenic	20375	NR_126564	104798195	Hs.131674	NR_126564	ENSG00000225833	GS1-594A7.3	-	uncharacterized LOC104798195	ncRNA
12714	chr6	135041174	135042642	+	0	NA	Intergenic	Intergenic	-180765	NR_125856	101928304	Hs.555076	NR_125855		LOC101928304	-	uncharacterized LOC101928304	ncRNA
3720	chr13	30906493	30907627	+	0	NA	Intergenic	Intergenic	-25372	NM_032116	84056	Hs.243596	NM_032116	ENSG00000102781	KATNAL1	-	katanin catalytic subunit A1 like 1	protein-coding
5677	chr17	19913221	19914015	+	0	NA	intron (NM_001243439, intron 1 of 14)	intron (NM_001243439, intron 1 of 14)	946	NM_001243439	92521	Hs.431045	NM_152904	ENSG00000128487	SPECC1	CYTSB|HCMOGT-1|HCMOGT1|NSP	sperm antigen with calponin homology and coiled-coil domains 1	protein-coding
15296	chrX	57928829	57929579	+	0	NA	Intergenic	Intergenic	7863	NM_007156	7789	Hs.550094	NM_007156	ENSG00000198205	ZXDA	ZNF896	zinc finger X-linked duplicated A	protein-coding
7258	chr2	67470667	67471642	+	0	NA	intron (NR_110568, intron 3 of 3)	L2b|LINE|L2	-28703	NR_038844	644838	Hs.145561	NR_038844	ENSG00000236780	LINC01829	-	long intergenic non-protein coding RNA 1829	ncRNA
2057	chr10	116545982	116546663	+	0	NA	Intergenic	Intergenic	-18259	NM_001322884	3983	Hs.438236	NM_002313	ENSG00000099204	ABLIM1	ABLIM|LIMAB1|LIMATIN|abLIM-1	actin binding LIM protein 1	protein-coding
12916	chr6	155862783	155863808	+	0	NA	Intergenic	Intergenic	27317	NR_134596	105378068	Hs.131541	NR_134596		LOC105378068	-	uncharacterized LOC105378068	ncRNA
2349	chr11	34810161	34811629	+	0	NA	Intergenic	Intergenic	-126782	NM_001135024	8050	Hs.502315	NM_003477	ENSG00000110435	PDHX	DLDBP|E3BP|OPDX|PDHXD|PDX1|proX	pyruvate dehydrogenase complex component X	protein-coding
1205	chr1	217728035	217728638	+	0	NA	intron (NM_018040, intron 5 of 9)	intron (NM_018040, intron 5 of 9)	76096	NM_018040	55105	Hs.362343	NM_018040	ENSG00000092978	GPATCH2	CT110|GPATC2|PPP1R30|Pfa1	G-patch domain containing 2	protein-coding
10666	chr4	133166326	133166946	+	0	NA	Intergenic	Intergenic	-345608	NR_126401	104355285	Hs.123483	NR_126401	ENSG00000251398	LINC01256	TCONS_l2_00021715	long intergenic non-protein coding RNA 1256	ncRNA
4960	chr15	78963831	78964777	+	0	NA	Intergenic	Intergenic	-30752	NM_000750	1143	Hs.624178	NM_000750	ENSG00000117971	CHRNB4	-	cholinergic receptor nicotinic beta 4 subunit	protein-coding
2224	chr11	14541484	14542493	+	0	NA	promoter-TSS (NM_002786)	promoter-TSS (NM_002786)	3	NM_001143937	5682	Hs.102798	NM_002786	ENSG00000129084	PSMA1	HC2|HEL-S-275|NU|PROS30	proteasome subunit alpha 1	protein-coding
14503	chr8	140868524	140869274	+	0	NA	intron (NM_001160372, intron 21 of 22)	intron (NM_001160372, intron 21 of 22)	-153533	NM_001282534	51305	Hs.493037	NM_001282534	ENSG00000169427	KCNK9	K2p9.1|KT3.2|TASK-3|TASK3	potassium two pore domain channel subfamily K member 9	protein-coding
