PeakID (cmd=annotatePeaks.pl FOXA2_merged_hg19.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
40991	chr5	157279409	157280374	+	0	NA	intron (NM_001195556, intron 1 of 11)	intron (NM_001195556, intron 1 of 11)	6262	NM_001195556	9685	Hs.644000	NM_014666	ENSG00000113282	CLINT1	CLINT|ENTH|EPN4|EPNR	clathrin interactor 1	protein-coding
1318	chr1	61608330	61609106	+	0	NA	intron (NM_001145512, intron 3 of 11)	intron (NM_001145512, intron 3 of 11)	60485	NM_001134673	4774	Hs.740757	NM_005595	ENSG00000162599	NFIA	BRMUTD|CTF|NF-I/A|NF1-A|NFI-A|NFI-L	nuclear factor I A	protein-coding
25530	chr2	145437073	145438131	+	0	NA	intron (NR_033870, intron 1 of 4)	intron (NR_033870, intron 1 of 4)	12068	NR_033870	401014	Hs.742290	NR_033870	ENSG00000226674	TEX41	DKFZp686O1327|LINC00953	testis expressed 41	ncRNA
54244	chrX	122992717	122993418	+	0	NA	promoter-TSS (NR_037916)	promoter-TSS (NR_037916)	-595	NM_001204401	331	Hs.356076	NM_001167	ENSG00000101966	XIAP	API3|BIRC4|IAP-3|ILP1|MIHA|XLP2|hIAP-3|hIAP3	X-linked inhibitor of apoptosis	protein-coding
17486	chr15	92639592	92640439	+	0	NA	intron (NR_135775, intron 3 of 10)	intron (NR_135775, intron 3 of 10)	242481	NR_135775	28232	Hs.311187	NM_013272	ENSG00000176463	SLCO3A1	OATP-D|OATP-RP3|OATP3A1|OATPD|OATPRP3|SLC21A11	solute carrier organic anion transporter family member 3A1	protein-coding
34371	chr4	13468034	13468528	+	0	NA	intron (NM_001017979, intron 3 of 6)	L1MA7|LINE|L1	17683	NM_004249	9364	Hs.656060	NM_004249	ENSG00000157869	RAB28	CORD18	RAB28, member RAS oncogene family	protein-coding
1251	chr1	59694601	59695706	+	0	NA	Intergenic	ERV3-16A3_I-int|LTR|ERVL	-67332	NM_001350793	55277	Hs.444301	NM_018291	ENSG00000172456	FGGY	-	FGGY carbohydrate kinase domain containing	protein-coding
41994	chr6	25934937	25935521	+	0	NA	Intergenic	L1ME3E|LINE|L1	-4310	NM_001286123	10246	Hs.591802	NM_005835	ENSG00000112337	SLC17A2	NPT3	solute carrier family 17 member 2	protein-coding
20043	chr17	57696797	57697511	+	0	NA	promoter-TSS (NM_004859)	promoter-TSS (NM_004859)	-102	NM_004859	1213	Hs.491351	NM_004859	ENSG00000141367	CLTC	CHC|CHC17|CLH-17|CLTCL2|Hc|MRD56	clathrin heavy chain	protein-coding
1133	chr1	54803551	54804195	+	0	NA	intron (NM_001009955, intron 4 of 16)	L2c|LINE|L2	68194	NM_018070	23648	Hs.476706	NM_018070	ENSG00000157216	SSBP3	CSDP|SSDP|SSDP1	single stranded DNA binding protein 3	protein-coding
27920	chr20	17018821	17019622	+	0	NA	Intergenic	Intergenic	-187531	NM_001201528	5126	Hs.315186	NM_002594	ENSG00000125851	PCSK2	NEC 2|NEC-2|NEC2|PC2|SPC2	proprotein convertase subtilisin/kexin type 2	protein-coding
7313	chr11	2716508	2717302	+	0	NA	non-coding (NR_002728, exon 1 of 1)	non-coding (NR_002728, exon 1 of 1)	4323	NR_002728	10984	Hs.604823	NR_002728	ENSG00000269821	KCNQ1OT1	KCNQ1-AS2|KCNQ10T1|Kncq1|KvDMR1|KvLQT1-AS|LIT1|NCRNA00012	KCNQ1 opposite strand/antisense transcript 1	ncRNA
27337	chr2	231639084	231639882	+	0	NA	intron (NM_001130849, intron 2 of 8)	intron (NM_001130849, intron 2 of 8)	61220	NM_001130849	51719	Hs.603930	NM_016289	ENSG00000135932	CAB39	CGI-66|MO25	calcium binding protein 39	protein-coding
50756	chr8	131435739	131436471	+	0	NA	intron (NM_018482, intron 1 of 29)	intron (NM_018482, intron 1 of 29)	19801	NM_001247996	50807	Hs.655552	NM_018482	ENSG00000153317	ASAP1	AMAP1|CENTB4|DDEF1|PAG2|PAP|ZG14P	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1	protein-coding
41377	chr5	180288191	180288870	+	0	NA	promoter-TSS (NM_001172638)	promoter-TSS (NM_001172638)	-244	NM_152283	643836	Hs.509227	NM_152283	ENSG00000196670	ZFP62	ZET|ZNF755	ZFP62 zinc finger protein	protein-coding
807	chr1	39670125	39670809	+	0	NA	intron (NM_012090, intron 1 of 92)	intron (NM_012090, intron 1 of 92)	120628	NM_012090	23499	Hs.472475	NM_012090	ENSG00000127603	MACF1	ABP620|ACF7|LIS9|MACF|OFC4	microtubule actin crosslinking factor 1	protein-coding
17518	chr15	93464729	93466059	+	0	NA	intron (NM_001042572, intron 2 of 12)	MIRb|SINE|MIR	17765	NR_036136	100422995		NR_036136	ENSG00000284324	MIR3175	mir-3175	microRNA 3175	ncRNA
17463	chr15	91798896	91799460	+	0	NA	intron (NM_001323031, intron 4 of 12)	intron (NM_001323031, intron 4 of 12)	154152	NM_001323040	9899	Hs.21754	NM_014848	ENSG00000185518	SV2B	HsT19680	synaptic vesicle glycoprotein 2B	protein-coding
23671	chr2	38813569	38814208	+	0	NA	intron (NM_001142650, intron 3 of 13)	intron (NM_001142650, intron 3 of 13)	16182	NM_138394	92906	Hs.445497	NM_138394	ENSG00000143889	HNRNPLL	HNRPLL|SRRF	heterogeneous nuclear ribonucleoprotein L like	protein-coding
16661	chr15	52654123	52654663	+	0	NA	intron (NM_000259, intron 24 of 40)	intron (NM_000259, intron 24 of 40)	-66392	NM_018728	55930	Hs.487036	NM_018728	ENSG00000128833	MYO5C	-	myosin VC	protein-coding
47790	chr7	137616523	137617251	+	0	NA	intron (NM_194071, intron 1 of 11)	L1ME3C|LINE|L1	847	NM_001318246	64764	Hs.490273	NM_194071	ENSG00000182158	CREB3L2	BBF2H7	cAMP responsive element binding protein 3 like 2	protein-coding
48528	chr8	20610093	20610709	+	0	NA	Intergenic	Intergenic	-137964	NR_145737	109616983		NR_145737		SNORD3F	-	small nucleolar RNA, C/D box 3F	snoRNA
11490	chr12	91910108	91910617	+	0	NA	Intergenic	Intergenic	-333768	NM_001920	1634	Hs.156316	NM_001920	ENSG00000011465	DCN	CSCD|DSPG2|PG40|PGII|PGS2|SLRR1B	decorin	protein-coding
11356	chr12	82011483	82012288	+	0	NA	intron (NM_001220474, intron 2 of 30)	L2a|LINE|L2	-19735	NM_001220477	8499	Hs.506216	NM_003625	ENSG00000139220	PPFIA2	-	PTPRF interacting protein alpha 2	protein-coding
28806	chr21	16426572	16427208	+	0	NA	intron (NM_003489, intron 1 of 3)	intron (NM_003489, intron 1 of 3)	10431	NM_003489	8204	Hs.155017	NM_003489	ENSG00000180530	NRIP1	CAKUT3|RIP140	nuclear receptor interacting protein 1	protein-coding
1506	chr1	69412992	69413288	+	0	NA	Intergenic	Intergenic	-108441	NR_146608	105378785	Hs.127911	NR_146608	ENSG00000223883	LINC01707	-	long intergenic non-protein coding RNA 1707	ncRNA
52677	chr9	111032569	111033396	+	0	NA	Intergenic	Intergenic	585284	NM_006686	10880	Hs.534390	NM_006686	ENSG00000148156	ACTL7B	Tact1	actin like 7B	protein-coding
7145	chr10	126077870	126078271	+	0	NA	Intergenic	CpG	29422	NM_001322969	4942	Hs.523332	NM_000274	ENSG00000065154	OAT	GACR|HOGA|OATASE|OKT	ornithine aminotransferase	protein-coding
39410	chr5	88880232	88880636	+	0	NA	Intergenic	Intergenic	432103	NR_037433	100500825		NR_037433	ENSG00000264342	MIR3660	mir-3660	microRNA 3660	ncRNA
46927	chr7	95558930	95560124	+	0	NA	intron (NM_004411, intron 6 of 16)	intron (NM_004411, intron 6 of 16)	157709	NM_001278422	1780	Hs.440364	NM_004411	ENSG00000158560	DYNC1I1	DNCI1|DNCIC1	dynein cytoplasmic 1 intermediate chain 1	protein-coding
5568	chr10	52567946	52569180	+	0	NA	intron (NM_001370131, intron 11 of 11)	intron (NM_001370131, intron 11 of 11)	68867	NM_001321957	653308	Hs.659820	NM_001079516	ENSG00000204147	ASAH2B	ASAH2C|ASAH2L|bA449O16.3|bA98I6.3	N-acylsphingosine amidohydrolase 2B	protein-coding
1200	chr1	57745743	57746360	+	0	NA	intron (NM_021080, intron 4 of 16)	intron (NM_021080, intron 4 of 16)	142733	NM_001365793	1600	Hs.477370	NM_021080	ENSG00000173406	DAB1	SCA37	DAB adaptor protein 1	protein-coding
32957	chr3	146185773	146186463	+	0	NA	intron (NM_001199978, intron 1 of 9)	intron (NM_001199978, intron 1 of 9)	970	NM_001199978	57047	Hs.744414	NM_020359	ENSG00000163746	PLSCR2	-	phospholipid scramblase 2	protein-coding
48768	chr8	30462253	30462851	+	0	NA	intron (NM_001348353, intron 6 of 6)	intron (NM_001348353, intron 6 of 6)	-33545	NM_001206847	100507341	Hs.659493	NM_001206847	ENSG00000253457	SMIM18	-	small integral membrane protein 18	protein-coding
27602	chr20	5760089	5760750	+	0	NA	intron (NM_001303477, intron 3 of 3)	intron (NM_001303477, intron 3 of 3)	29372	NM_152504	149840	Hs.529340	NM_152504	ENSG00000171984	SHLD1	C20orf196|RINN3	shieldin complex subunit 1	protein-coding
40667	chr5	143008742	143009868	+	0	NA	Intergenic	Intergenic	-50120	NR_049829	100846991		NR_049829	ENSG00000266478	MIR5197	-	microRNA 5197	ncRNA
42886	chr6	74511477	74512018	+	0	NA	intron (NM_133493, intron 23 of 32)	Charlie20a|DNA|hAT-Charlie	105821	NM_133493	135228	Hs.399891	NM_133493	ENSG00000156535	CD109	CPAMD7|p180|r150	CD109 molecule	protein-coding
32027	chr3	104338776	104339611	+	0	NA	Intergenic	Intergenic	-746364	NM_001243283	214	Hs.591293	NM_001627	ENSG00000170017	ALCAM	CD166|MEMD	activated leukocyte cell adhesion molecule	protein-coding
38869	chr5	60321186	60321799	+	0	NA	intron (NM_174889, intron 1 of 3)	intron (NM_174889, intron 1 of 3)	80460	NM_174889	91942	Hs.591757	NM_174889	ENSG00000164182	NDUFAF2	B17.2L|MC1DN10|MMTN|NDUFA12L|mimitin	NADH:ubiquinone oxidoreductase complex assembly factor 2	protein-coding
45362	chr7	12988817	12989663	+	0	NA	Intergenic	Intergenic	261982	NM_005738	10124	Hs.245540	NM_005738	ENSG00000122644	ARL4A	ARL4	ADP ribosylation factor like GTPase 4A	protein-coding
45978	chr7	38613544	38614277	+	0	NA	intron (NM_139316, intron 1 of 19)	intron (NM_139316, intron 1 of 19)	57063	NM_001635	273	Hs.592182	NM_001635	ENSG00000078053	AMPH	AMPH1	amphiphysin	protein-coding
49252	chr8	59425773	59426382	+	0	NA	Intergenic	Intergenic	-13355	NM_000780	1581	Hs.1644	NM_000780	ENSG00000167910	CYP7A1	CP7A|CYP7|CYPVII	cytochrome P450 family 7 subfamily A member 1	protein-coding
46689	chr7	86475341	86476735	+	0	NA	intron (NM_000840, intron 4 of 5)	HERVL40-int|LTR|ERVL	119177	NM_152748	222223	Hs.208093	NM_152748	ENSG00000164659	KIAA1324L	EIG121L	KIAA1324 like	protein-coding
42373	chr6	43709360	43710047	+	0	NA	Intergenic	Intergenic	-28243	NM_001171628	7422	Hs.73793	NM_003376	ENSG00000112715	VEGFA	MVCD1|VEGF|VPF	vascular endothelial growth factor A	protein-coding
43327	chr6	100941217	100941951	+	0	NA	Intergenic	Intergenic	-30033	NM_005068	6492	Hs.520293	NM_005068	ENSG00000112246	SIM1	bHLHe14	SIM bHLH transcription factor 1	protein-coding
33938	chr3	187741295	187742105	+	0	NA	Intergenic	Intergenic	-47505	NR_135537	105374266	Hs.570518	NR_135537		LINC01991	-	long intergenic non-protein coding RNA 1991	ncRNA
22311	chr19	11489245	11489767	+	0	NA	intron (NR_033663, intron 6 of 7)	intron (NR_033663, intron 6 of 7)	4123	NM_175871	126074	Hs.631619	NM_175871	ENSG00000173928	SWSAP1	C19orf39|SWS1AP1|ZSWIM7AP1	SWIM-type zinc finger 7 associated protein 1	protein-coding
28982	chr21	28311690	28312770	+	0	NA	intron (NM_007038, intron 3 of 7)	intron (NM_007038, intron 3 of 7)	-14050	NR_039916	100616243		NR_039916	ENSG00000266133	MIR4759	-	microRNA 4759	ncRNA
48288	chr8	8706192	8706763	+	0	NA	intron (NM_004225, intron 1 of 2)	intron (NM_004225, intron 1 of 2)	44663	NM_004225	9258	Hs.379414	NM_004225	ENSG00000147324	MFHAS1	LRRC65|MASL1|ROCO4	malignant fibrous histiocytoma amplified sequence 1	protein-coding
182	chr1	9415537	9416159	+	0	NA	5' UTR (NM_025106, exon 2 of 3)	5' UTR (NM_025106, exon 2 of 3)	62895	NM_025106	80176	Hs.8261	NM_025106	ENSG00000171621	SPSB1	SSB-1|SSB1	splA/ryanodine receptor domain and SOCS box containing 1	protein-coding
45180	chr7	4500171	4500715	+	0	NA	Intergenic	L1M5|LINE|L1	-221483	NM_001037165	221937	Hs.487393	NM_001037165	ENSG00000164916	FOXK1	FOXK1L	forkhead box K1	protein-coding
13568	chr13	74339663	74340413	+	0	NA	intron (NM_007249, intron 5 of 7)	intron (NM_007249, intron 5 of 7)	201657	NR_047009	100874155	Hs.672679	NR_047009		LINC00392	-	long intergenic non-protein coding RNA 392	ncRNA
29722	chr22	36366957	36368026	+	0	NA	intron (NM_001082578, intron 1 of 13)	intron (NM_001082578, intron 1 of 13)	-9813	NM_001349995	23543	Hs.282998	NM_014309	ENSG00000100320	RBFOX2	FOX2|Fox-2|HNRBP2|HRNBP2|RBM9|RTA|dJ106I20.3|fxh	RNA binding fox-1 homolog 2	protein-coding
54206	chrX	120775363	120775716	+	0	NA	Intergenic	Intergenic	270713	NR_037444	100500869		NR_037444	ENSG00000265456	MIR3672	-	microRNA 3672	ncRNA
17400	chr15	89672644	89673571	+	0	NA	intron (NM_007011, intron 7 of 14)	MIRb|SINE|MIR	41420	NM_007011	11057	Hs.122337	NM_007011	ENSG00000140526	ABHD2	HS1-2|LABH2|PHPS1-2	abhydrolase domain containing 2	protein-coding
6596	chr10	100092410	100093303	+	0	NA	Intergenic	Intergenic	62208	NR_031619	100302133		NR_031619	ENSG00000284415	MIR1287	MIRN1287|hsa-mir-1287|mir-1287	microRNA 1287	ncRNA
38667	chr5	54598929	54599667	+	0	NA	intron (NR_144323, intron 1 of 26)	L2b|LINE|L2	4224	NM_001345965	54505	Hs.593268	NM_019030	ENSG00000067248	DHX29	DDX29	DExH-box helicase 29	protein-coding
47788	chr7	137440550	137441214	+	0	NA	intron (NM_004717, intron 1 of 33)	intron (NM_004717, intron 1 of 33)	90196	NM_001321709	9162	Hs.242947	NM_004717	ENSG00000157680	DGKI	DGK-IOTA	diacylglycerol kinase iota	protein-coding
31225	chr3	59771644	59772963	+	0	NA	intron (NM_001354589, intron 7 of 8)	intron (NM_001354589, intron 7 of 8)	-128080	NR_149028	339902	Hs.132446	NR_149028		LOC339902	-	hCG1813818	ncRNA
15334	chr14	66597927	66598560	+	0	NA	Intergenic	Intergenic	-354846	NR_110308	440184	Hs.412138	NM_001004331	ENSG00000196553	CCDC196	C14orf53|LINC00238|NCRNA00238	coiled-coil domain containing 196	protein-coding
25460	chr2	139571660	139572443	+	0	NA	Intergenic	Intergenic	-34091	NM_007226	11249	Hs.435019	NM_007226	ENSG00000144227	NXPH2	NPH2	neurexophilin 2	protein-coding
49894	chr8	93941116	93941847	+	0	NA	intron (NM_001171798, intron 1 of 4)	intron (NM_001171798, intron 1 of 4)	36336	NM_001191036	286144	Hs.440643	NM_001171795	ENSG00000205133	TRIQK	C8orf83|PRO0845|UPF0599	triple QxxK/R motif containing	protein-coding
2561	chr1	154390503	154391351	+	0	NA	intron (NM_000565, intron 1 of 9)	intron (NM_000565, intron 1 of 9)	-11887	NR_147855	101928101	Hs.617089	NR_147855	ENSG00000228013	IL6R-AS1	-	IL6R antisense RNA 1	ncRNA
45297	chr7	10447874	10448455	+	0	NA	Intergenic	Intergenic	-294139	NR_149037	100131472	Hs.170681	NR_149037		LOC100131472	-	uncharacterized LOC100131472	ncRNA
18737	chr16	78738347	78738891	+	0	NA	intron (NM_001291997, intron 7 of 7)	intron (NM_001291997, intron 7 of 7)	605068	NR_120436	51741	Hs.461453	NM_016373	ENSG00000186153	WWOX	D16S432E|EIEE28|FOR|FRA16D|HHCMA56|PRO0128|SCAR12|SDR41C1|WOX1	WW domain containing oxidoreductase	protein-coding
13171	chr13	49241788	49242411	+	0	NA	intron (NM_001308471, intron 1 of 1)	intron (NM_001308471, intron 1 of 1)	14034	NM_020377	57105	Hs.253706	NM_020377	ENSG00000152207	CYSLTR2	CYSLT2|CYSLT2R|GPCR21|HG57|HPN321|KPG_011|PSEC0146|hGPCR21	cysteinyl leukotriene receptor 2	protein-coding
50106	chr8	101323101	101323723	+	0	NA	intron (NM_001280539, intron 2 of 10)	intron (NM_001280539, intron 2 of 10)	-1231	NM_183419	25897	Hs.292882	NM_015435	ENSG00000034677	RNF19A	RNF19	ring finger protein 19A, RBR E3 ubiquitin protein ligase	protein-coding
38597	chr5	51849784	51851555	+	0	NA	Intergenic	Intergenic	-233081	NM_181501	3672	Hs.644352	NM_181501	ENSG00000213949	ITGA1	CD49a|VLA1	integrin subunit alpha 1	protein-coding
38407	chr5	39716477	39717273	+	0	NA	Intergenic	Intergenic	196342	NR_104632	101926940	Hs.436359	NR_104632	ENSG00000271334	LINC02104	-	long intergenic non-protein coding RNA 2104	ncRNA
49651	chr8	80225735	80226490	+	0	NA	Intergenic	L1ME4a|LINE|L1	-18311	NR_162137	113219456		NR_162137		MIR12123	-	microRNA 12123	ncRNA
30369	chr3	17380399	17381955	+	0	NA	intron (NM_001349079, intron 14 of 22)	intron (NM_001349079, intron 14 of 22)	360335	NM_001134381	9779	Hs.475629	NM_014744	ENSG00000131374	TBC1D5	-	TBC1 domain family member 5	protein-coding
27793	chr20	11600562	11601057	+	0	NA	Intergenic	Intergenic	250554	NR_110635	728450	Hs.560990	NR_110635	ENSG00000228422	LINC00687	C20orf61|dJ1012F16.1	long intergenic non-protein coding RNA 687	ncRNA
51900	chr9	76164849	76165395	+	0	NA	Intergenic	Intergenic	398341	NM_000700	301	Hs.494173	NM_000700	ENSG00000135046	ANXA1	ANX1|LPC1	annexin A1	protein-coding
4297	chr1	234182526	234183364	+	0	NA	intron (NM_173508, intron 2 of 7)	L1ME3C|LINE|L1	142523	NM_173508	148641	Hs.158748	NM_173508	ENSG00000183780	SLC35F3	-	solute carrier family 35 member F3	protein-coding
23348	chr2	24591190	24591790	+	0	NA	Intergenic	Intergenic	-8085	NM_001348186	50618	Hs.432562	NM_006277	ENSG00000198399	ITSN2	PRO2015|SH3D1B|SH3P18|SWA|SWAP	intersectin 2	protein-coding
49381	chr8	61705220	61706109	+	0	NA	intron (NM_017780, intron 3 of 37)	intron (NM_017780, intron 3 of 37)	51846	NM_001316690	55636	Hs.20395	NM_017780	ENSG00000171316	CHD7	CRG|HH5|IS3|KAL5	chromodomain helicase DNA binding protein 7	protein-coding
29053	chr21	31809152	31809954	+	0	NA	Intergenic	Intergenic	-3044	NM_181623	254950	Hs.553654	NM_181623	ENSG00000186970	KRTAP15-1	KAP15.1	keratin associated protein 15-1	protein-coding
1261	chr1	59965273	59966243	+	0	NA	intron (NM_001244714, intron 4 of 13)	intron (NM_001244714, intron 4 of 13)	-15544	NM_001278224	55277	Hs.444301	NM_018291	ENSG00000172456	FGGY	-	FGGY carbohydrate kinase domain containing	protein-coding
38219	chr5	25558845	25559301	+	0	NA	Intergenic	Intergenic	368011	NR_136209	105374693	Hs.628714	NR_136209		LINC02211	-	long intergenic non-protein coding RNA 2211	ncRNA
31910	chr3	98312270	98313128	+	0	NA	promoter-TSS (NM_000097)	promoter-TSS (NM_000097)	-244	NM_000097	1371	Hs.476982	NM_000097	ENSG00000080819	CPOX	COX|CPO|CPX|HCP	coproporphyrinogen oxidase	protein-coding
13556	chr13	73772855	73773438	+	0	NA	Intergenic	Intergenic	140003	NM_001730	688	Hs.508234	NM_001730	ENSG00000102554	KLF5	BTEB2|CKLF|IKLF	Kruppel like factor 5	protein-coding
16545	chr15	47593120	47594225	+	0	NA	intron (NM_001198999, intron 1 of 19)	intron (NM_001198999, intron 1 of 19)	117386	NM_001198999	80031	Hs.511265	NM_020858	ENSG00000137872	SEMA6D	-	semaphorin 6D	protein-coding
49575	chr8	73690992	73691733	+	0	NA	intron (NM_004770, intron 2 of 2)	intron (NM_004770, intron 2 of 2)	47082	NR_110656	101926908	Hs.680588	NR_110656	ENSG00000253726	LOC101926908	-	uncharacterized LOC101926908	ncRNA
32978	chr3	148342726	148343573	+	0	NA	Intergenic	Intergenic	-72509	NM_009585	185	Hs.477887	NM_000685	ENSG00000144891	AGTR1	AG2S|AGTR1B|AT1|AT1AR|AT1B|AT1BR|AT1R|AT2R1|HAT1R	angiotensin II receptor type 1	protein-coding
35252	chr4	66257305	66258216	+	0	NA	intron (NM_004439, intron 8 of 17)	intron (NM_004439, intron 8 of 17)	277446	NM_001318761	2044	Hs.654492	NM_004439	ENSG00000145242	EPHA5	CEK7|EHK-1|EHK1|EK7|HEK7|TYRO4	EPH receptor A5	protein-coding
17828	chr16	11057798	11058462	+	0	NA	intron (NM_001243403, intron 3 of 20)	intron (NM_001243403, intron 3 of 20)	19709	NM_015226	23274	Hs.35490	NM_015226	ENSG00000038532	CLEC16A	Gop-1|KIAA0350	C-type lectin domain containing 16A	protein-coding
20508	chr17	73641469	73642783	+	0	NA	promoter-TSS (NM_001162997)	promoter-TSS (NM_001162997)	-205	NM_001162997	100130933	Hs.662541	NM_001162997	ENSG00000259120	SMIM6	C17orf110|ELN	small integral membrane protein 6	protein-coding
53384	chrX	13914848	13915618	+	0	NA	intron (NM_001318729, intron 1 of 6)	intron (NM_001318729, intron 1 of 6)	41524	NM_001001994	2824	Hs.495710	NM_005278	ENSG00000046653	GPM6B	M6B	glycoprotein M6B	protein-coding
3592	chr1	206258976	206259694	+	0	NA	intron (NM_001007544, intron 1 of 5)	intron (NM_001007544, intron 1 of 5)	-1598	NM_001369490	440712	Hs.662248	NM_001007544	ENSG00000263961	RHEX	C1orf186	regulator of hemoglobinization and erythroid cell expansion	protein-coding
52592	chr9	107543055	107543528	+	0	NA	TTS (NM_005502)	TTS (NM_005502)	16881	NM_018376	55335	Hs.429294	NM_018376	ENSG00000165028	NIPSNAP3B	FP944|NIPSNAP3|SNAP1	nipsnap homolog 3B	protein-coding
47845	chr7	139952433	139953070	+	0	NA	Intergenic	Intergenic	75690	NR_024451	100134229	Hs.634333	NR_024451	ENSG00000260231	KDM7A-DT	JHDM1D-AS1	KDM7A divergent transcript	ncRNA
5908	chr10	71239304	71239883	+	0	NA	intron (NM_001351263, intron 1 of 5)	intron (NM_001351263, intron 1 of 5)	28370	NR_147091	23555	Hs.499941	NM_012339	ENSG00000099282	TSPAN15	2700063A19Rik|NET-7|NET7|TM4SF15	tetraspanin 15	protein-coding
28556	chr20	48702752	48703312	+	0	NA	intron (NM_022442, intron 2 of 3)	intron (NM_022442, intron 2 of 3)	26655	NM_001257395	7335	Hs.420529	NM_021988	ENSG00000244687	UBE2V1	CIR1|CROC-1|CROC1|UBE2V|UEV-1|UEV1|UEV1A	ubiquitin conjugating enzyme E2 V1	protein-coding
9520	chr11	117561873	117562550	+	0	NA	intron (NM_001367905, intron 3 of 6)	intron (NM_001367905, intron 3 of 6)	105720	NM_020693	57453	Hs.659513	NM_020693	ENSG00000177103	DSCAML1	DSCAM2	DS cell adhesion molecule like 1	protein-coding
7203	chr10	128822757	128823593	+	0	NA	intron (NM_001380, intron 15 of 51)	intron (NM_001380, intron 15 of 51)	171680	NM_001039762	642938	Hs.613882	NM_001039762	ENSG00000188916	INSYN2A	C10orf141|FAM196A|INSYN2	inhibitory synaptic factor 2A	protein-coding
51525	chr9	23002988	23003312	+	0	NA	Intergenic	Intergenic	356951	NR_038977	441389		NR_038977	ENSG00000234840	LINC01239	-	long intergenic non-protein coding RNA 1239	ncRNA
34068	chr3	193429568	193430728	+	0	NA	Intergenic	Intergenic	-85027	NR_046634	100873941	Hs.679364	NR_046634	ENSG00000224855	OPA1-AS1	-	OPA1 antisense RNA 1	ncRNA
51314	chr9	12426154	12426631	+	0	NA	Intergenic	Intergenic	-266993	NM_000550	7306	Hs.270279	NM_000550	ENSG00000107165	TYRP1	CAS2|CATB|GP75|OCA3|TRP|TRP1|TYRP|b-PROTEIN	tyrosinase related protein 1	protein-coding
8255	chr11	57667655	57668357	+	0	NA	Intergenic	Intergenic	-123347	NM_001005212	219956	Hs.689841	NM_001005212	ENSG00000186509	OR9Q1	-	olfactory receptor family 9 subfamily Q member 1	protein-coding
23657	chr2	38029941	38030554	+	0	NA	Intergenic	LTR90A|LTR|LTR	26607	NR_110011	101929559	Hs.468200	NR_110011	ENSG00000237803	LINC00211	NCRNA00211	long intergenic non-protein coding RNA 211	ncRNA
32866	chr3	141150200	141150995	+	0	NA	intron (NM_001350100, intron 3 of 3)	intron (NM_001350100, intron 3 of 3)	29406	NM_001350100	253461	Hs.518301	NM_152535	ENSG00000177311	ZBTB38	CIBZ|PPP1R171|ZNF921	zinc finger and BTB domain containing 38	protein-coding
8738	chr11	83576145	83577330	+	0	NA	intron (NM_001142699, intron 16 of 27)	intron (NM_001142699, intron 16 of 27)	-183269	NM_001142702	1740	Hs.367656	NM_001364	ENSG00000150672	DLG2	PPP1R58|PSD-93|PSD93|chapsyn-110	discs large MAGUK scaffold protein 2	protein-coding
42068	chr6	31493329	31493725	+	0	NA	Intergenic	Charlie20a|DNA|hAT-Charlie	-3212	NM_001011700	401250	Hs.558922	NM_001011700	ENSG00000204511	MCCD1	-	mitochondrial coiled-coil domain 1	protein-coding
