PeakID (cmd=annotatePeaks.pl FOXA2_PE_peaks_hg19.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
25355	chr9	100319104	100320104	+	0	NA	intron (NM_001166116, intron 4 of 9)	intron (NM_001166116, intron 4 of 9)	55656	NM_003275	7111	Hs.404289	NM_003275	ENSG00000136842	TMOD1	D9S57E|ETMOD|TMOD	tropomodulin 1	protein-coding
45330	chr17	43209888	43210888	+	0	NA	promoter-TSS (NM_133373)	promoter-TSS (NM_133373)	402	NM_001321352	79777	Hs.110298	NM_024722	ENSG00000181513	ACBD4	HMFT0700	acyl-CoA binding domain containing 4	protein-coding
44095	chr17	8152282	8153282	+	0	NA	intron (NM_012393, intron 1 of 27)	CpG	175	NM_012393	5198	Hs.573976	NM_012393	ENSG00000178921	PFAS	FGAMS|FGAR-AT|FGARAT|GATD8|PURL	phosphoribosylformylglycinamidine synthase	protein-coding
43560	chr17	135751	136751	+	0	NA	intron (NM_001190411, intron 4 of 8)	intron (NM_001190411, intron 4 of 8)	-45059	NR_040011	100506388	Hs.627744	NM_001242780	ENSG00000262061	LOC100506388	-	uncharacterized LOC100506388	protein-coding
20293	chr7	41084883	41085883	+	0	NA	Intergenic	Intergenic	-55819	NR_110832	101928773	Hs.382363	NR_110832	ENSG00000224017	LINC01449	-	long intergenic non-protein coding RNA 1449	ncRNA
42622	chr16	71322541	71323541	+	0	NA	5' UTR (NM_001099642, exon 1 of 3)	5' UTR (NM_001099642, exon 1 of 3)	264	NM_001099642	55783	Hs.72782	NM_018348	ENSG00000180917	CMTR2	AFT|FTSJD1|HMTr2|MTr2	cap methyltransferase 2	protein-coding
16233	chr5	170050541	170051541	+	0	NA	intron (NM_014592, intron 1 of 7)	intron (NM_014592, intron 1 of 7)	57433	NR_136214	105377716	Hs.570880	NR_136214	ENSG00000253591	LOC105377716	-	uncharacterized LOC105377716	ncRNA
40704	chr15	96959636	96960636	+	0	NA	Intergenic	CpG	83142	NM_001145157	7026	Hs.347991	NM_021005	ENSG00000185551	NR2F2	ARP-1|ARP1|CHTD4|COUPTF2|COUPTFB|COUPTFII|NF-E3|SVP40|TFCOUP2	nuclear receptor subfamily 2 group F member 2	protein-coding
17545	chr6	32920648	32921648	+	0	NA	promoter-TSS (NM_006120).7	promoter-TSS (NM_006120).7	-274	NM_006120	3108	Hs.728759	NM_006120	ENSG00000204257	HLA-DMA	D6S222E|DMA|HLADM|RING6	major histocompatibility complex, class II, DM alpha	protein-coding
20684	chr7	70049196	70050196	+	0	NA	intron (NM_015570, intron 5 of 18)	intron (NM_015570, intron 5 of 18)	-547434	NM_022479	64409	Hs.488591	NM_022479	ENSG00000185274	GALNT17	GALNACT17|GALNT16|GALNT20|GALNTL3|GalNAc-T17|GalNAc-T19|GalNAc-T5L|WBSCR17	polypeptide N-acetylgalactosaminyltransferase 17	protein-coding
30514	chr11	10472206	10473206	+	0	NA	intron (NM_000480, intron 1 of 14)	CpG	468	NM_000480	272	Hs.501890	NM_000480	ENSG00000133805	AMPD3	-	adenosine monophosphate deaminase 3	protein-coding
55626	chr22	37906095	37907095	+	0	NA	intron (NM_014550, intron 3 of 19)	intron (NM_014550, intron 3 of 19)	8827	NM_014550	29775	Hs.57973	NM_014550	ENSG00000100065	CARD10	BIMP1|CARMA3	caspase recruitment domain family member 10	protein-coding
56993	chrX	66763452	66764452	+	0	NA	promoter-TSS (NM_001348064)	promoter-TSS (NM_001348064)	89	NM_000044	367	Hs.76704	NM_000044	ENSG00000169083	AR	AIS|AR8|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	androgen receptor	protein-coding
52309	chr20	24570855	24571855	+	0	NA	intron (NM_001323606, intron 4 of 4)	intron (NM_001323606, intron 4 of 4)	120758	NR_147606	79953	Hs.124638	NM_024893	ENSG00000101463	SYNDIG1	C20orf39|DSPC2|IFITMD5|TMEM90B	synapse differentiation inducing 1	protein-coding
34698	chr12	100869501	100870501	+	0	NA	intron (NR_135146, intron 1 of 10)	intron (NR_135146, intron 1 of 10)	2357	NM_001206978	9971	Hs.282735	NM_005123	ENSG00000012504	NR1H4	BAR|FXR|HRR-1|HRR1|PFIC5|RIP14	nuclear receptor subfamily 1 group H member 4	protein-coding
53454	chr20	57291247	57292247	+	0	NA	TTS (NR_037945)	TTS (NR_037945)	23891	NM_024663	79716	Hs.654868	NM_024663	ENSG00000215440	NPEPL1	bA261P9.2	aminopeptidase like 1	protein-coding
56914	chrX	48333990	48334990	+	0	NA	promoter-TSS (NM_012280)	promoter-TSS (NM_012280)	81	NM_001282157	24140	Hs.23170	NM_012280	ENSG00000068438	FTSJ1	CDLIV|JM23|MRX44|MRX9|SPB1|TRMT7	FtsJ RNA 2'-O-methyltransferase 1	protein-coding
36911	chr13	113817289	113818289	+	0	NA	intron (NM_001256134, intron 5 of 8)	intron (NM_001256134, intron 5 of 8)	4821	NM_001256134	8858	Hs.1011	NM_003891	ENSG00000126231	PROZ	PZ	protein Z, vitamin K dependent plasma glycoprotein	protein-coding
53878	chr20	62733334	62734334	+	0	NA	Intergenic	CpG	4350	NM_005286	2832	Hs.248118	NM_005286	ENSG00000125522	NPBWR2	GPR8	neuropeptides B and W receptor 2	protein-coding
19871	chr7	5446636	5447636	+	0	NA	intron (NM_001080495, intron 2 of 29)	intron (NM_001080495, intron 2 of 29)	16041	NM_001080495	84629	Hs.520638	NM_001013722	ENSG00000182095	TNRC18	CAGL79|TNRC18A	trinucleotide repeat containing 18	protein-coding
52137	chr20	19191717	19192717	+	0	NA	Intergenic	Intergenic	-1069	NM_020689	57419	Hs.654790	NM_020689	ENSG00000185052	SLC24A3	NCKX3	solute carrier family 24 member 3	protein-coding
50682	chr19	39650805	39651805	+	0	NA	intron (NM_001014832, intron 1 of 8)	L2a|LINE|L2	34879	NM_001014832	10298	Hs.20447	NM_005884	ENSG00000130669	PAK4	-	p21 (RAC1) activated kinase 4	protein-coding
3426	chr1	109419367	109420367	+	0	NA	intron (NM_001321038, intron 1 of 14)	CpG	260	NM_013296	29899	Hs.584901	NM_013296	ENSG00000121957	GPSM2	CMCS|DFNB82|LGN|PINS	G protein signaling modulator 2	protein-coding
47931	chr18	48555570	48556570	+	0	NA	promoter-TSS (NM_005359)	promoter-TSS (NM_005359)	-513	NM_005359	4089	Hs.75862	NM_005359	ENSG00000141646	SMAD4	DPC4|JIP|MADH4|MYHRS	SMAD family member 4	protein-coding
18056	chr6	43091340	43092340	+	0	NA	intron (NM_001270398, intron 1 of 19)	intron (NM_001270398, intron 1 of 19)	-47167	NM_003131	6722	Hs.520140	NM_003131	ENSG00000112658	SRF	MCM1	serum response factor	protein-coding
24321	chr8	144528685	144529685	+	0	NA	intron (NM_015117, intron 9 of 11)	intron (NM_015117, intron 9 of 11)	-16283	NM_201589	389692		NM_201589	ENSG00000182759	MAFA	INSDM|RIPE3b1|hMafA	MAF bZIP transcription factor A	protein-coding
4481	chr1	185126158	185127158	+	0	NA	promoter-TSS (NM_001202423)	promoter-TSS (NM_001202423)	359	NM_017673	54823	Hs.134183	NM_017673	ENSG00000116668	SWT1	C1orf26|HsSwt1	SWT1 RNA endoribonuclease homolog	protein-coding
50469	chr19	36059899	36060899	+	0	NA	Intergenic	Intergenic	-5839	NM_000704	495	Hs.36992	NM_000704	ENSG00000105675	ATP4A	ATP6A	ATPase H+/K+ transporting subunit alpha	protein-coding
32045	chr11	70904003	70905003	+	0	NA	intron (NM_012309, intron 1 of 22)	intron (NM_012309, intron 1 of 22)	31339	NM_012309	22941	Hs.268726	NM_012309	ENSG00000162105	SHANK2	AUTS17|CORTBP1|CTTNBP1|ProSAP1|SHANK|SPANK-3	SH3 and multiple ankyrin repeat domains 2	protein-coding
16171	chr5	167773741	167774741	+	0	NA	intron (NM_001161662, intron 1 of 22)	intron (NM_001161662, intron 1 of 22)	55591	NM_001161662	23286	Hs.484047	NM_015238	ENSG00000113645	WWC1	HBEBP3|HBEBP36|KIBRA|MEMRYQTL|PPP1R168	WW and C2 domain containing 1	protein-coding
42242	chr16	57079287	57080287	+	0	NA	intron (NM_032206, intron 20 of 47)	intron (NM_032206, intron 20 of 47)	28801	NM_032206	84166	Hs.528836	NM_032206	ENSG00000140853	NLRC5	CLR16.1|NOD27|NOD4	NLR family CARD domain containing 5	protein-coding
23608	chr8	101469372	101470372	+	0	NA	Intergenic	Intergenic	74881	NR_039681	100616451		NR_039681	ENSG00000265599	MIR4471	-	microRNA 4471	ncRNA
24223	chr8	143309264	143310264	+	0	NA	intron (NM_001363740, intron 13 of 13)	intron (NM_001363740, intron 13 of 13)	30047	NR_024378	619434	Hs.393308	NR_024378	ENSG00000254008	LINC00051	C8orf43|NCRNA00051	long intergenic non-protein coding RNA 51	ncRNA
9938	chr3	5163406	5164406	+	0	NA	promoter-TSS (NM_018184)	promoter-TSS (NM_018184)	-71	NM_018184	55207	Hs.250009	NM_018184	ENSG00000134108	ARL8B	ARL10C|Gie1	ADP ribosylation factor like GTPase 8B	protein-coding
53110	chr20	48622009	48623009	+	0	NA	Intergenic	Intergenic	22992	NM_005985	6615	Hs.48029	NM_005985	ENSG00000124216	SNAI1	SLUGH2|SNA|SNAH|SNAIL|SNAIL1|dJ710H13.1	snail family transcriptional repressor 1	protein-coding
48564	chr19	1456822	1457822	+	0	NA	intron (NM_005883, intron 9 of 14)	intron (NM_005883, intron 9 of 14)	4339	NM_001351273	10297	Hs.446376	NM_005883	ENSG00000115266	APC2	APCL	APC regulator of WNT signaling pathway 2	protein-coding
39939	chr15	70666423	70667423	+	0	NA	Intergenic	MIRb|SINE|MIR	131344	NR_146562	105370880		NR_146562	ENSG00000259473	LINC02205	-	long intergenic non-protein coding RNA 2205	ncRNA
38154	chr14	93650534	93651534	+	0	NA	promoter-TSS (NM_001098621)	promoter-TSS (NM_001098621)	208	NM_022151	64112	Hs.24719	NM_022151	ENSG00000165943	MOAP1	MAP-1|PNMA4	modulator of apoptosis 1	protein-coding
39446	chr15	57813896	57814896	+	0	NA	intron (NM_032866, intron 10 of 18)	intron (NM_032866, intron 10 of 18)	-69706	NM_001018091	145781	Hs.437256	NM_001018090	ENSG00000137878	GCOM1	GRINL1A|Gcom2|MYZAP|MYZAP-POLR2M|gcom	GRINL1A complex locus 1	protein-coding
55222	chr22	28103064	28104064	+	0	NA	Intergenic	Intergenic	94180	NM_002430	4330	Hs.268515	NM_002430	ENSG00000169184	MN1	MGCR|MGCR1|MGCR1-PEN|dJ353E16.2	MN1 proto-oncogene, transcriptional regulator	protein-coding
24170	chr8	142612324	142613324	+	0	NA	Intergenic	Intergenic	-95494	NR_102364	389690	Hs.689547	NM_207414	ENSG00000226807	MROH5	-	maestro heat like repeat family member 5 (gene/pseudogene)	protein-coding
50973	chr19	45531430	45532430	+	0	NA	intron (NM_006509, intron 6 of 10)	intron (NM_006509, intron 6 of 10)	-10373	NM_001278439	11129	Hs.466917	NM_007056	ENSG00000104859	CLASRP	CLASP|SFRS16|SWAP2	CLK4 associating serine/arginine rich protein	protein-coding
30737	chr11	19695341	19696341	+	0	NA	intron (NM_001111018, intron 1 of 37)	intron (NM_001111018, intron 1 of 37)	-38542	NM_001244963	89797	Hs.64341	NM_145117	ENSG00000166833	NAV2	HELAD1|POMFIL2|RAINB1|STEERIN2|UNC53H2	neuron navigator 2	protein-coding
16059	chr5	154049956	154050956	+	0	NA	Intergenic	Intergenic	-12083	NM_001367715	23367	Hs.292078	NM_015315	ENSG00000155506	LARP1	LARP	La ribonucleoprotein domain family member 1	protein-coding
2811	chr1	48466357	48467357	+	0	NA	Intergenic	Intergenic	-3800	NM_001194986	388630	Hs.61504	NM_001194986	ENSG00000269113	TRABD2B	TIKI2	TraB domain containing 2B	protein-coding
26257	chr9	132981762	132982762	+	0	NA	intron (NM_014286, intron 4 of 7)	intron (NM_014286, intron 4 of 7)	19583	NM_001128826	23413	Hs.642946	NM_014286	ENSG00000107130	NCS1	FLUP|FREQ	neuronal calcium sensor 1	protein-coding
50264	chr19	31745124	31746124	+	0	NA	intron (NR_138036, intron 1 of 4)	MIR3|SINE|MIR	87208	NR_147209	107985312	Hs.211053	NR_147209	ENSG00000267777	LINC01791	-	long intergenic non-protein coding RNA 1791	ncRNA
33668	chr12	6079682	6080682	+	0	NA	intron (NM_000552, intron 44 of 51)	intron (NM_000552, intron 44 of 51)	-24784	NM_001278597	57101	Hs.148970	NM_020373	ENSG00000047617	ANO2	C12orf3|TMEM16B	anoctamin 2	protein-coding
38602	chr14	102426857	102427857	+	0	NA	Intergenic	Intergenic	-3553	NM_001376	1778	Hs.614080	NM_001376	ENSG00000197102	DYNC1H1	CMT2O|DHC1|DHC1a|DNCH1|DNCL|DNECL|DYHC|Dnchc1|HL-3|SMALED1|p22	dynein cytoplasmic 1 heavy chain 1	protein-coding
31050	chr11	45927929	45928929	+	0	NA	TTS (NM_005456)	TTS (NM_005456)	393	NM_001080446	143678		NM_001080446	ENSG00000234776	C11orf94	-	chromosome 11 open reading frame 94	protein-coding
20042	chr7	25793157	25794157	+	0	NA	intron (NR_157808, intron 1 of 4)	intron (NR_157808, intron 1 of 4)	-3005	NR_157815	646588	Hs.72068	NR_157808	ENSG00000223561	LOC646588	-	uncharacterized LOC646588	ncRNA
5025	chr1	214280479	214281479	+	0	NA	Intergenic	Intergenic	119103	NM_002763	5629	Hs.741808	NM_002763	ENSG00000117707	PROX1	-	prospero homeobox 1	protein-coding
39423	chr15	56261477	56262477	+	0	NA	intron (NM_006154, intron 1 of 28)	L1M1|LINE|L1	23833	NM_006154	4734	Hs.1565	NM_006154	ENSG00000069869	NEDD4	NEDD4-1|RPF1	NEDD4 E3 ubiquitin protein ligase	protein-coding
44636	chr17	27411490	27412490	+	0	NA	intron (NM_001346768, intron 39 of 40)	intron (NM_001346768, intron 39 of 40)	-9363	NM_004740	9220	Hs.462590	NM_004740	ENSG00000221995	TIAF1	MAJN|SPR210	TGFB1-induced anti-apoptotic factor 1	protein-coding
47228	chr18	2657479	2658479	+	0	NA	intron (NM_015295, intron 1 of 47)	AluJo|SINE|Alu	2093	NM_015295	23347	Hs.8118	NM_015295	ENSG00000101596	SMCHD1	BAMS|FSHD2	structural maintenance of chromosomes flexible hinge domain containing 1	protein-coding
32461	chr11	93583277	93584277	+	0	NA	promoter-TSS (NM_001144871)	promoter-TSS (NM_001144871)	7	NM_001144871	387804	Hs.512252	NM_001144871	ENSG00000214376	VSTM5	C11orf90	V-set and transmembrane domain containing 5	protein-coding
42862	chr16	81666959	81667959	+	0	NA	intron (NM_030629, intron 3 of 20)	intron (NM_030629, intron 3 of 20)	22506	NR_106759	102465251		NR_106759	ENSG00000275109	MIR6504	hsa-mir-6504	microRNA 6504	ncRNA
8931	chr2	213403103	213404103	+	0	NA	promoter-TSS (NM_005235)	promoter-TSS (NM_005235)	-77	NM_005235	2066	Hs.390729	NM_005235	ENSG00000178568	ERBB4	ALS19|HER4|p180erbB4	erb-b2 receptor tyrosine kinase 4	protein-coding
9292	chr2	233182950	233183950	+	0	NA	intron (NR_046476, intron 14 of 20)	intron (NR_046476, intron 14 of 20)	-60011	NM_001632	250	Hs.284255	NM_001632	ENSG00000163283	ALPP	ALP|ALPI|IAP|PALP|PLAP|PLAP-1	alkaline phosphatase, placental	protein-coding
26990	chr9	140300467	140301467	+	0	NA	intron (NR_104599, intron 1 of 2)	intron (NR_104599, intron 1 of 2)	16647	NR_104598	54932	Hs.495553	NM_017820	ENSG00000187609	EXD3	mut-7	exonuclease 3'-5' domain containing 3	protein-coding
50517	chr19	36499371	36500371	+	0	NA	promoter-TSS (NM_001297735)	promoter-TSS (NM_001297735)	-156	NM_001297735	163183	Hs.436743	NM_153233	ENSG00000181392	SYNE4	C19orf46|DFNB76|KASH4|Nesp4	spectrin repeat containing nuclear envelope family member 4	protein-coding
28196	chr10	73786307	73787307	+	0	NA	Intergenic	Intergenic	61502	NM_001244950	9806	Hs.523009	NM_014767	ENSG00000107742	SPOCK2	testican-2	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2	protein-coding
42092	chr16	51167261	51168261	+	0	NA	Intergenic	Intergenic	16747	NM_001127892	6299	Hs.135787	NM_002968	ENSG00000103449	SALL1	HEL-S-89|HSAL1|Sal-1|TBS|ZNF794	spalt like transcription factor 1	protein-coding
56156	chr22	44818437	44819437	+	0	NA	Intergenic	L2a|LINE|L2	-20270	NR_109966	101927526	Hs.339290	NR_109966	ENSG00000232655	LINC01656	-	long intergenic non-protein coding RNA 1656	ncRNA
8541	chr2	162283173	162284173	+	0	NA	Intergenic	CpG	10865	NM_006593	10716	Hs.210862	NM_006593	ENSG00000136535	TBR1	IDDAS|TBR-1|TES-56	T-box brain transcription factor 1	protein-coding
8169	chr2	127415037	127416037	+	0	NA	intron (NM_016815, intron 1 of 2)	intron (NM_016815, intron 1 of 2)	1803	NM_002101	2995	Hs.59138	NM_002101	ENSG00000136732	GYPC	CD236|CD236R|GE|GE:GPC:GPD:GYPD|GPC|GPD|GYPD|PAS-2|PAS-2'	glycophorin C (Gerbich blood group)	protein-coding
36240	chr13	41363333	41364333	+	0	NA	promoter-TSS (NM_014252)	promoter-TSS (NM_014252)	86	NM_014252	10166	Hs.646645	NM_014252	ENSG00000102743	SLC25A15	D13S327|HHH|ORC1|ORNT1	solute carrier family 25 member 15	protein-coding
9403	chr2	235940901	235941901	+	0	NA	intron (NM_001371306, intron 1 of 4)	intron (NM_001371306, intron 1 of 4)	5022	NM_001371306								
36019	chr13	26586151	26587151	+	0	NA	intron (NM_001313741, intron 34 of 35)	CpG	38547	NM_001007538	387914	Hs.433791	NM_001007538	ENSG00000180730	SHISA2	C13orf13|PRO28631|TMEM46|WGAR9166|bA398O19.2|hShisa	shisa family member 2	protein-coding
29926	chr10	134234153	134235153	+	0	NA	Intergenic	Intergenic	23949	NM_001098637	170394	Hs.527751	NM_138499	ENSG00000171813	PWWP2B	PWWP2|bA432J24.1|pp8607	PWWP domain containing 2B	protein-coding
52067	chr20	17296161	17297161	+	0	NA	intron (NM_001201528, intron 3 of 12)	intron (NM_001201528, intron 3 of 12)	88976	NM_001201529	5126	Hs.315186	NM_002594	ENSG00000125851	PCSK2	NEC 2|NEC-2|NEC2|PC2|SPC2	proprotein convertase subtilisin/kexin type 2	protein-coding
8053	chr2	121413557	121414557	+	0	NA	Intergenic	Intergenic	-79387	NM_001371271								
28529	chr10	82079191	82080191	+	0	NA	Intergenic	Intergenic	-24810	NR_070309	84332	Hs.741500	NM_032372	ENSG00000133665	DYDC2	-	DPY30 domain containing 2	protein-coding
10719	chr3	48480905	48481905	+	0	NA	promoter-TSS (NR_137639)	promoter-TSS (NR_137639)	124	NM_001256968	79714	Hs.187657	NM_024661	ENSG00000164051	CCDC51	-	coiled-coil domain containing 51	protein-coding
25397	chr9	101355200	101356200	+	0	NA	intron (NM_005458, intron 1 of 18)	intron (NM_005458, intron 1 of 18)	115517	NM_005458	9568	Hs.198612	NM_005458	ENSG00000136928	GABBR2	EIEE59|GABABR2|GPR51|GPRC3B|HG20|HRIHFB2099|NDPLHS	gamma-aminobutyric acid type B receptor subunit 2	protein-coding
39286	chr15	43028472	43029472	+	0	NA	exon (NM_138477, exon 2 of 28)	exon (NM_138477, exon 2 of 28)	354	NM_138477	146059	Hs.599232	NM_138477	ENSG00000140326	CDAN1	CDA1|CDAI|CDAN1A|DLT|PRO1295	codanin 1	protein-coding
56858	chrX	40132250	40133250	+	0	NA	intron (NR_110386, intron 1 of 2)	intron (NR_110386, intron 1 of 2)	10580	NR_110386	101927476	Hs.522607	NR_110386	ENSG00000236393	LOC101927476	-	uncharacterized LOC101927476	ncRNA
36912	chr13	113823807	113824807	+	0	NA	intron (NM_001256134, intron 7 of 8)	L1MEc|LINE|L1	11339	NM_001256134	8858	Hs.1011	NM_003891	ENSG00000126231	PROZ	PZ	protein Z, vitamin K dependent plasma glycoprotein	protein-coding
20318	chr7	43254377	43255377	+	0	NA	intron (NM_015052, intron 2 of 29)	MamRep38|DNA|hAT	64383	NR_037508	100500829		NR_037508	ENSG00000264069	MIR3943	-	microRNA 3943	ncRNA
12401	chr3	191522047	191523047	+	0	NA	Intergenic	L1M3e|LINE|L1	343595	NM_001083308	152138	Hs.690618	NM_001083308	ENSG00000253548	PYDC2	POP2|cPOP2	pyrin domain containing 2	protein-coding
3950	chr1	155910937	155911937	+	0	NA	promoter-TSS (NM_181885)	promoter-TSS (NM_181885)	-43	NM_181885	339403	Hs.449914	NM_181885	ENSG00000173080	RXFP4	GPCR142|GPR100|RLN3R2|RXFPR4	relaxin family peptide/INSL5 receptor 4	protein-coding
2674	chr1	45451729	45452729	+	0	NA	promoter-TSS (NM_020365)	promoter-TSS (NM_020365)	38	NM_020365	8891	Hs.533549	NM_020365	ENSG00000070785	EIF2B3	EIF-2B|EIF2Bgamma	eukaryotic translation initiation factor 2B subunit gamma	protein-coding
7839	chr2	110416683	110417683	+	0	NA	Intergenic	Intergenic	45242	NM_023016	65124	Hs.355455	NM_023016	ENSG00000198142	SOWAHC	ANKRD57|C2orf26	sosondowah ankyrin repeat domain family member C	protein-coding
48350	chr18	77632303	77633303	+	0	NA	intron (NM_012283, intron 1 of 1)	MIRb|SINE|MIR	9135	NM_012283	26251	Hs.247905	NM_012283	ENSG00000178342	KCNG2	KCNF2|KV6.2	potassium voltage-gated channel modifier subfamily G member 2	protein-coding
36000	chr13	25945446	25946446	+	0	NA	promoter-TSS (NM_016529)	promoter-TSS (NM_016529)	-166	NM_016529	51761	Hs.444957	NM_016529	ENSG00000132932	ATP8A2	ATP|ATPIB|CAMRQ4|IB|ML-1	ATPase phospholipid transporting 8A2	protein-coding
1813	chr1	26745070	26746070	+	0	NA	intron (NM_024674, intron 2 of 3)	intron (NM_024674, intron 2 of 3)	8262	NM_024674	79727	Hs.86154	NM_024674	ENSG00000131914	LIN28A	CSDD1|LIN-28|LIN28|ZCCHC1|lin-28A	lin-28 homolog A	protein-coding
51615	chr19	55739630	55740630	+	0	NA	5' UTR (NM_173804, exon 1 of 3)	5' UTR (NM_173804, exon 1 of 3)	502	NM_173804	255043	Hs.135215	NM_173804	ENSG00000180089	TMEM86B	-	transmembrane protein 86B	protein-coding
2441	chr1	41119562	41120562	+	0	NA	intron (NM_014747, intron 1 of 7)	CpG	11292	NM_014747	9783	Hs.654808	NM_014747	ENSG00000117016	RIMS3	NIM3|RIM 3|RIM3	regulating synaptic membrane exocytosis 3	protein-coding
5688	chr1	249166968	249167968	+	0	NA	Intergenic	CpG	-14184	NM_001350072	55657	Hs.377705	NM_017865	ENSG00000171163	ZNF692	AREBP|Zfp692	zinc finger protein 692	protein-coding
42503	chr16	67982082	67983082	+	0	NA	intron (NM_001145962, intron 12 of 22)	intron (NM_001145962, intron 12 of 22)	-4559	NM_000229	3931	Hs.387239	NM_000229	ENSG00000213398	LCAT	-	lecithin-cholesterol acyltransferase	protein-coding
53464	chr20	57414852	57415852	+	0	NA	exon (NM_016592, exon 1 of 13)	exon (NM_016592, exon 1 of 13)	549	NM_016592	2778	Hs.125898	NM_000516	ENSG00000087460	GNAS	AHO|C20orf45|GNAS1|GPSA|GSA|GSP|NESP|PITA3|POH|SCG6|SgVI	GNAS complex locus	protein-coding
42038	chr16	50297224	50298224	+	0	NA	Intergenic	Intergenic	-2738	NM_001114	113	Hs.513578	NM_001114	ENSG00000121281	ADCY7	AC7	adenylate cyclase 7	protein-coding
37276	chr14	38683049	38684049	+	0	NA	Intergenic	Intergenic	6440	NM_001049	6751	Hs.248160	NM_001049	ENSG00000139874	SSTR1	SRIF-2|SS-1-R|SS1-R|SS1R	somatostatin receptor 1	protein-coding
184	chr1	2485836	2486836	+	0	NA	non-coding (NR_037844, exon 2 of 7)	non-coding (NR_037844, exon 2 of 7)	-1468	NM_003820	8764	Hs.512898	NM_003820	ENSG00000157873	TNFRSF14	ATAR|CD270|HVEA|HVEM|LIGHTR|TR2	TNF receptor superfamily member 14	protein-coding
35030	chr12	113984918	113985918	+	0	NA	Intergenic	Intergenic	75610	NR_126425	104355219	Hs.641707	NR_126425		LHX5-AS1	locus 4010|locus4010	LHX5 antisense RNA 1	ncRNA
3346	chr1	94487983	94488983	+	0	NA	intron (NM_000350, intron 32 of 49)	intron (NM_000350, intron 32 of 49)	98221	NM_000350	24	Hs.416707	NM_000350	ENSG00000198691	ABCA4	ABC10|ABCR|ARMD2|CORD3|FFM|RMP|RP19|STGD|STGD1	ATP binding cassette subfamily A member 4	protein-coding
1546	chr1	22914868	22915868	+	0	NA	exon (NM_020526, exon 5 of 17)	exon (NM_020526, exon 5 of 17)	25386	NM_001006943	2046	Hs.283613	NM_020526	ENSG00000070886	EPHA8	EEK|EK3|HEK3	EPH receptor A8	protein-coding
9225	chr2	231758974	231759974	+	0	NA	intron (NR_038238, intron 1 of 3)	intron (NR_038238, intron 1 of 3)	8213	NR_038238	151484	Hs.559309	NR_038238	ENSG00000232520	LOC151484	-	uncharacterized LOC151484	ncRNA
36934	chr13	114099063	114100063	+	0	NA	intron (NM_138430, intron 1 of 6)	intron (NM_138430, intron 1 of 6)	3910	NM_199162	113622	Hs.98669	NM_138430	ENSG00000153531	ADPRHL1	ARH2	ADP-ribosylhydrolase like 1	protein-coding
17935	chr6	40965063	40966063	+	0	NA	intron (NR_110873, intron 1 of 5)	intron (NR_110873, intron 1 of 5)	25456	NR_110873	101929555	Hs.552555	NR_110873		LOC101929555	-	uncharacterized LOC101929555	ncRNA
