	ARNT2	ARX	ASCL1	E2F7	EBF3	ETV1	FEV	FOXJ1	FOXP2	GATA2	HIC1	HLF	ISL1	LMX1A	LMX1B	MAFA	MAFB	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU5F1	RFX6	SIX2	SMAD9	SOX4	SPIB	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846
GO_CELLULAR_RESPONSE_TO_NICOTINE				KCNJ11 NTRK1																																				
GO_CELLULAR_RESPONSE_TO_NITROGEN_COMPOUND							AGT AKR1B1 DPEP1 PDE2A RGS4 SFRP1						AGT GNAO1 MMP2 RGS4																COL16A1 DRD2 MMP2 RGS9 SOCS1		AGT AKR1B1 DPEP1 DRD2 GNAO1 RGS4	AKR1B1 DRD2 PDE2A		AGT AKR1B1 CSH1 DPEP1 MMP2 SOCS1			AGT GNAO1			
GO_CELLULAR_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND													GNAO1 RGS4 SSTR2																											
GO_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND							AGT AKR1B1 DPEP1 PDE2A RGS4 SFRP1						AGT GNAO1 MMP2 RGS4 SSTR2								KCNJ11 SSTR1 WNT9A								COL16A1 DRD2 MMP2 RGS9 SOCS1 SPON2			AKR1B1 DRD2 PDE2A WNT9A		AGT AKR1B1 CSH1 DPEP1 MMP2 NEUROD1 RFX6 SOCS1			AGT GNAO1 LTF SOX4			
GO_CELLULAR_RESPONSE_TO_OXYGEN_LEVELS							MALAT1 SFRP1																																	
GO_CELLULAR_RESPONSE_TO_PEPTIDE																																		AGT AKR1B1 CSH1 SOCS1				CSH1 SOCS1		AGT AKR1B1 SOCS1
GO_CELLULAR_RESPONSE_TO_PEPTIDE_HORMONE_STIMULUS																																		AGT CSH1 SOCS1				CSH1 SOCS1		
GO_CELLULAR_RESPONSE_TO_RADIATION																	PDE6B SFRP1																							
GO_CELLULAR_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES																																		DPEP1 MMP2						
GO_CELLULAR_RESPONSE_TO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_STIMULUS														DLL4 FLT1											DLL1 DLL4 FLT1 SMOC2	DLL4 SMOC2			DLL4 FLT1										DLL4 PTP4A3	
GO_CELL_ACTIVATION						CYGB MDK NTRK1 SOCS1																			AMPD3 ARHGAP9 CD200 CYGB DLL1 DLL4 MAD2L2 MDK PLCG2 SOCS1 SOX4															
GO_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE																									AMPD3 ARHGAP9 DLL1 MAD2L2 MDK PLCG2															
GO_CELL_ADHESION_MEDIATOR_ACTIVITY																																		DSCAML1 JAM3						
GO_CELL_ADHESION_MOLECULE_BINDING																																		CDH5 CPE DSCAML1 JAM3						
GO_CELL_BODY						CYGB NTRK1			CHRNA3 TUBB4A					CPLX1 DRD2 LZTS1									DPYSL3 DRD2 SLC1A2		CD200 CYGB DRD2 SCN1B SERPINI1				CACNG4 CPLX1 DRD2 SERPINI1											KCNJ11 LZTS1 P2RX6 SCN1B
GO_CELL_CELL_ADHESION																									CD200 CDH5 MAD2L2 MDK SOCS1 SOX4									ADORA2A CDH5 DSCAML1 JAM3 MDK SDK2 SOCS1						CDH22 MAD2L2 MDK PODXL2 SOCS1
GO_CELL_CELL_ADHESION_MEDIATED_BY_CADHERIN																									CDH5 MAD2L2															
GO_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES										CDH5 SDK2 VSTM2L														CDH5 IGFN1										CDH5 DSCAML1 SDK2						
GO_CELL_CELL_CONTACT_ZONE							JAM3 SCN1B																								JAM3 SCN1B									KCNJ11 SCN1B
GO_CELL_CELL_JUNCTION		CD99L2 PMP22					AKR1B1 JAM3 SCN1B										AKR1B1 CCDC85B CD99L2 DLL1								CDH5 DLL1 PMP22 SCN1B		AKR1B1 CDH5							AKR1B1 CDH5 JAM3 PMP22						AKR1B1 CCDC85B CD99L2 CDH22 KCNJ11 SCN1B
GO_CELL_CELL_JUNCTION_ASSEMBLY							AGT JAM3																								AGT JAM3			AGT CDH5 JAM3						AGT CDH22
GO_CELL_CELL_JUNCTION_ORGANIZATION							AGT JAM3			CDH5 CSF1R SDK2														CDH5 CSF1R										AGT CDH5 JAM3 SDK2						
GO_CELL_CELL_SIGNALING		CAMK2B MPP2 PMP22 RGS4 TMEM198	CADPS FFAR2 NPTX1 RIMBP2 SCN1B SOCS1	CNIH2 GRHL3 KCNJ11 MAD2L2 NOTUM NTRK1 RFX6 SOCS1 SYP TMEM198		IL17C MDK NEUROD2 NTRK1 SOCS1	AGT CPE FJX1 GABRE IL17C NEUROD2 NOTUM RGS4 RIMBP2 SCN1B SFRP1 SYP TMEM198		CHRNA3 CHRNB2 FJX1 RIMBP2 WIF1				AGT GNAO1 RGS4 RIMBP2	CHRNA1 CPLX1 DRD2 LZTS1 MPP2 NOTUM PMP22 WIF1	DLL1 GAL P2RX6 RGS4 RIMBP2 SYP	CHGA NKD1 NPTX1 NTRK1 PCSK1 PMP22	CADPS DLL1 NKD1 NPTX1 NTRK1 PDE6B SFRP1 SLC1A2 WNT9A				GABBR2 KCNJ11 WNT9A				DLL1 DRD2 FJX1 GABRE MAD2L2 MAFA MDK NOTUM PLCG2 PMP22 RGS4 SCN1B SOCS1 SOX4			CHRNA1 NOTUM NPTX1 P2RX6 RIMBP2	CACNG4 CPE CPLX1 DRD2 GABBR2 GRHL3 MDK PLCG2 RAB26 SOCS1		ABCC8 AGT CHGA CNIH2 DRD2 GABRE GNAO1 MDK MPP2 NEUROD2 PCSK1 PDE6B RAB26 RGS4 SCGN SCN1B SYP TMEM198	CADPS CHRNA1 DRD2 MPP2 NKD1 WNT9A		ADORA2A AGT CPE GAL KCNK3 MDK MPP2 NEUROD1 P2RX6 PCSK1 PLCG2 PMP22 RAB26 RFX6 SOCS1			AGT GNAO1 SOX4	CPE FFAR2 SOCS1 SYT5	CPE CSF1R GAL NKD1 PDE6B SYP WNT9A	AGT AMER3 CAMK2B CNIH2 KCNJ11 LZTS1 MAD2L2 MDK MPP2 NOTUM P2RX6 SCGN SCN1B SOCS1 SYP
GO_CELL_CELL_SIGNALING_BY_WNT				GRHL3 MAD2L2 NOTUM TMEM198			CPE NOTUM SFRP1 TMEM198							DRD2 NOTUM WIF1			NKD1 PDE6B SFRP1 WNT9A								DRD2 MAD2L2 MDK NOTUM PLCG2 SOX4				CPE DRD2 GRHL3 MDK PLCG2		DRD2 GNAO1 MDK PDE6B TMEM198	DRD2 NKD1 WNT9A					GNAO1 SOX4		CPE NKD1 PDE6B WNT9A	AMER3 MAD2L2 MDK NOTUM
GO_CELL_CHEMOTAXIS			FFAR2 FLT1			DPEP1 MDK																			FLT1 MDK SMOC2						CHGA DPEP1 JAM3 MDK			DPEP1 JAM3 MDK						
GO_CELL_CYCLE	CDKN1C PCBP4 STARD9																										DACH1 GADD45G HSPA2 TUBA1A												MAPK4 PCBP4 TUBA1A TUBB3 WNT9A	
GO_CELL_CYCLE_ARREST	CDKN1C PCBP4			CDKN1C PCBP4																					PCBP4 SOX4 TP73															
GO_CELL_CYCLE_CHECKPOINT				MAD2L2 PCBP4																					MAD2L2 PCBP4 PROX1 SOX4														PCBP4 WNT9A	
GO_CELL_CYCLE_G1_S_PHASE_TRANSITION																									PCBP4 SOX4 SUSD2															
GO_CELL_CYCLE_G2_M_PHASE_TRANSITION									HSPA2 TUBB4A																		HSPA2 TUBA1A													
GO_CELL_CYCLE_PHASE_TRANSITION				HSPA2 MAD2L2 PCBP4					HECW2 HSPA2 TUBB4A																HSPA2 MAD2L2 PCBP4 SOX4 SUSD2		HSPA2 TUBA1A													LZTS1 MAD2L2 PCBP4 SUSD2
GO_CELL_CYCLE_PROCESS	CDKN1C PCBP4 STARD9								HECW2 HSPA2 TUBB4A																		DACH1 HSPA2 TUBA1A													
GO_CELL_DIFFERENTIATION_IN_HINDBRAIN										FAIM2 PROX1																														
GO_CELL_DIFFERENTIATION_IN_SPINAL_CORD																									DLL4 SOX4	DLL4 SOX4														
GO_CELL_DIVISION																									DLL1 DRD2 MAD2L2 MDK SUSD2						DRD2 HEPACAM2 MDK TUBA1A									
GO_CELL_FATE_COMMITMENT																	DLL1 SFRP1 WNT9A							DLL4 PROX1	DLL1 DLL4 PROX1														DLL4 WNT9A	
GO_CELL_FATE_DETERMINATION																									DLL1 PROX1															
GO_CELL_GROWTH							AGT RGS4 SFRP1						AGT RGS4																											
GO_CELL_JUNCTION_ASSEMBLY							AGT JAM3 SFRP1	CDH5 SLITRK6		ACTN3 CDH5 SDK2							EPHB3 IGFN1 NTRK1 SFRP1 SLITRK6					DRD2 EPHB3	DRD2 SLITRK6	CDH5 COL16A1 EPHB3 IGFN1							AGT DRD2 JAM3 SLITRK6			AGT CDH5 JAM3 SDK2						ACTN3 AGT CDH22 LRFN1
GO_CELL_JUNCTION_MAINTENANCE																																							C1QL1 CSF1R	
GO_CELL_JUNCTION_ORGANIZATION							AGT JAM3 NEUROD2 SFRP1	CDH5 CHRNA1 SLITRK6		ACTN3 CDH5 CSF1R SDK2 TUBA1A				CHRNA1 DRD2 EPHB3 PDZRN3 SPARC		IGFN1 NTRK1 SPARC	EPHB3 IGFN1 NTRK1 SFRP1 SLITRK6			CDH22 CHRNA1				CDH5 COL16A1 CSF1R EPHB3 IGFN1 KIF1A			CDH5 TUBA1A				AGT DRD2 JAM3 NEUROD2 PDZRN3 SLITRK6 TUBA1A	CHRNA1 DRD2 SLITRK6		AGT C1QL1 CDH5 JAM3 SDK2					C1QL1 CSF1R TUBA1A	ACTN3 AGT CAMK2B CDH22 LRFN1
GO_CELL_LEADING_EDGE		DOCK8 MPP2 TUBB3																					DPYSL3 SLC1A2															DOCK8 DPYSL3 TUBB3		
GO_CELL_MATRIX_ADHESION							JAM3 SFRP1																																	
GO_CELL_MATURATION																																		AKR1B1 C1QL1						
GO_CELL_MORPHOGENESIS			DPYSL4 MATN2 NPTX1 SCN1B	DPYSL4 DSCAML1 MAP6 NTRK1 TUBB3		DPYSL4 MDK NTRK1			CHRNA3 CHRNB2 HECW2					DRD2 ENPP2 EPHB3 LZTS1 SPARC		NPTX1 NTRK1 PROX1 SPARC	EPHB3 NPTX1 NTRK1 SLITRK6 TUBB3					DPYSL4 DRD2 EPHB3 SCN1B TUBB3 VSTM2L		CDH5 CSF1R EPHB3 KIF1A LZTS1 PROX1 SEMA6B							DRD2 ENPP2 LINGO1 MAP6 MDK SCN1B SLITRK6			ADORA2A CDH5 DSCAML1 MAP6 MDK NEUROG3		NEUROG3 SCN1B		HECW2 MATN2 TUBB3		CAMK2B CDH22 LINGO1 LZTS1 MAP6 MATN2 MDK SCN1B
GO_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION				DSCAML1 MAP6 NTRK1 TUBB3					CHRNA3 CHRNB2 HECW2							NPTX1 NTRK1 PROX1	EPHB3 NPTX1 NTRK1 SLITRK6 TUBB3					DRD2 EPHB3 SCN1B TUBB3 VSTM2L		CSF1R EPHB3 KIF1A LZTS1 PROX1 SEMA6B							DRD2 LINGO1 MAP6 MDK SCN1B SLITRK6					NEUROG3 SCN1B		HECW2 MATN2 TUBB3		CAMK2B LINGO1 LZTS1 MAP6 MATN2 MDK SCN1B
GO_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION			MATN2 NPTX1 SCN1B	DSCAML1 MAP6 NTRK1 TUBB3					CHRNA3 CHRNB2 HECW2					DRD2 EPHB3 LZTS1			EPHB3 NPTX1 NTRK1 SLITRK6 TUBB3					DRD2 EPHB3 SCN1B TUBB3 VSTM2L		CSF1R EPHB3 KIF1A LZTS1 SEMA6B							DRD2 LINGO1 MAP6 SCN1B SLITRK6					NEUROG3 SCN1B		HECW2 MATN2 TUBB3		CAMK2B LINGO1 LZTS1 MAP6 MATN2 SCN1B
GO_CELL_MOTILITY			DPYSL3 FFAR2 FLT1 GPC2 MATN2 PODXL2				AGT CYGB DACH1 DPEP1 GPC2 JAM3 MALAT1 SFRP1					CD200 CD99L2 PLCG2		CD99L2 DLL4 DRD2 ENPP2 EPHB3 FLT1 SPARC										ATOH8 CDH5 CELF3 CSF1R DLL4 EPHB3 PROX1 SEMA6B	ATOH8 CD200 CDH5 CYGB DLL4 DRD2 FLT1 MDK PLCG2 PROX1 SMOC2		CDH5 DACH1 DOCK8											DOCK8 DPYSL3 FFAR2 MATN2 PLTP	CSF1R CYGB DLL4 NKD1 PODXL2 PTP4A3	AGT ATOH8 CAMK2B CD99L2 DACH1 MATN2 MDK PLTP PODXL2
GO_CELL_PART_MORPHOGENESIS			DPYSL4 MATN2 NPTX1 SCN1B	DPYSL4 DSCAML1 MAP6 NTRK1 TUBB3		DPYSL4 MDK NTRK1			CHRNA3 CHRNB2 HECW2					DRD2 ENPP2 EPHB3 LZTS1			EPHB3 NPTX1 NTRK1 SLITRK6 TUBB3					DPYSL4 DRD2 EPHB3 SCN1B TUBB3 VSTM2L		CSF1R EPHB3 KIF1A LZTS1 SEMA6B							DRD2 ENPP2 LINGO1 MAP6 MDK SCN1B SLITRK6			ADORA2A DSCAML1 MAP6 MDK NEUROG3		NEUROG3 SCN1B		HECW2 MATN2 TUBB3		CAMK2B LINGO1 LZTS1 MAP6 MATN2 MDK SCN1B
GO_CELL_PROJECTION_MEMBRANE		DOCK8 MPP2												DRD2 MPP2									DRD2 SLC1A2								DPEP1 DRD2 GABRE MPP2 PDE6B	DRD2 MPP2		ADORA2A DPEP1 MPP2						
GO_CELL_PROJECTION_ORGANIZATION			DPYSL3 DPYSL4 GPC2 MATN2 NPTX1 PPP1R16B SAMD14 SCN1B				AGT GFRA1 GPC2 HECW2 JAM3 SAMD14 SCN1B SFRP1		CHRNA3 CHRNB2 HECW2 TUBB4A					DRD2 ENPP2 EPHB3 LZTS1 PMP22			EPHB3 NPTX1 NTRK1 SFRP1 SLITRK6 TUBB3					DPYSL4 DRD2 EPHB3 NREP SCN1B STMN3 TUBB3 VSTM2L							DRD2 GPC2 HECW2 MDK SERPINI1 STMN3 TOX		AGT DRD2 ENPP2 JAM3 LINGO1 MAP6 MDK SAMD14 SCN1B SLITRK6 TUBA1A			ADORA2A AGT DSCAML1 GPC2 JAM3 KIF19 MAP6 MDK NEUROG3 PMP22 STMN3				DPYSL3 HECW2 MATN2 NREP TUBB3		AGT CAMK2B LINGO1 LZTS1 MAP6 MATN2 MDK SCN1B
GO_CELL_RECOGNITION										IGHG1 VSTM2L												EPHB3 VSTM2L																		
GO_CELL_SUBSTRATE_ADHESION						MDK NINJ1																				COL16A1 SMOC2					JAM3 MDK NINJ1									ACTN3 MDK NINJ1
GO_CELL_SURFACE				DSCAML1 HSPA2 LRFN1 NTRK1				CDH5 CHRNA1 SLITRK6 WIF1	CHRNB2 HSPA2 WIF1	CDH5 CSF1R IGHG1 LTF WIF1		CD200 CD99L2		CD99L2 CHRNA1 SPARC WIF1	AMBP GPC2 SLITRK6		CD99L2 CRLF1 NTRK1 SFRP1 SLC1A2 SLITRK6						AMBP SLC1A2 SLITRK6	CDH5 CSF1R HSPA2 LTF																
GO_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_CELL_CELL_SIGNALING		MPP2 RGS4 TMEM198		GRHL3 MAD2L2 NOTUM TMEM198			CPE NOTUM RGS4 SFRP1 TMEM198		CHRNA3 CHRNB2 WIF1					CHRNA1 DRD2 MPP2 NOTUM WIF1			NKD1 PDE6B SFRP1 WNT9A			CHRNA1 TMEM198					DRD2 MAD2L2 MDK NOTUM PLCG2 RGS4 SOX4	ADORA2A SOX4 TMEM198		CHRNA1 NOTUM P2RX6	CPE DRD2 GRHL3 MDK PLCG2		DRD2 GNAO1 MDK MPP2 PDE6B RGS4 TMEM198	CHRNA1 DRD2 MPP2 NKD1 WNT9A		ADORA2A CPE MDK MPP2 P2RX6 PLCG2			GNAO1 SOX4		CPE NKD1 PDE6B WNT9A	AMER3 MAD2L2 MDK MPP2 NOTUM P2RX6
GO_CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT						MDK NEUROD2 NHLH1	FAIM2 NEUROD2 NHLH1 RGS4 SCN1B SFRP1 SLC6A17				SLC38A3 SSTR1						DLL1 EPHB3 NPTX1 SFRP1 SLC1A2 TP73					DRD2 EPHB3 NHLH1 SCN1B SLC38A3	DRD2 GRHL3 SLC1A2 TAGLN3	CSF1R DLL4 EPHB3 GRHL3 KCNK3 KIF1A PROX1 SYNGR3	DLL1 DLL4 DRD2 MDK PROX1 RGS4 SCN1B SERPINI1 SOX4 TP73	ADORA2A DLL4 KIF1A SOX4			DLL4 DRD2 GRHL3 MDK SERPINI1 TOX		DRD2 FAIM2 MDK NEUROD2 RGS4 SCN1B TAGLN3	DRD2 FAIM2 NHLH1 SLC6A17 TP73		ADORA2A DSCAML1 KCNK3 MDK NEUROD1 NEUROG3 SYNGR3		NEUROG3 RGS4 SCN1B TP73				
GO_CENTRAL_NERVOUS_SYSTEM_NEURON_AXONOGENESIS																						EPHB3 SCN1B																		
GO_CENTRAL_NERVOUS_SYSTEM_NEURON_DEVELOPMENT														DRD2 EPHB3								DRD2 EPHB3 SCN1B			DRD2 SCN1B						DRD2 SCN1B									
GO_CENTRAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION							FAIM2 SCN1B SFRP1			CSF1R FAIM2 PROX1				DLL4 DRD2 EPHB3			EPHB3 SFRP1					DRD2 EPHB3 SCN1B		CSF1R DLL4 EPHB3 PROX1	DLL4 DRD2 PROX1 SCN1B SOX4	DLL4 SOX4			DLL4 DRD2 TOX		DRD2 FAIM2 SCN1B	DRD2 FAIM2							CSF1R DLL4	
GO_CENTRAL_NERVOUS_SYSTEM_PROJECTION_NEURON_AXONOGENESIS																						EPHB3 SCN1B																		
GO_CEREBELLAR_CORTEX_DEVELOPMENT						MDK NEUROD2	FAIM2 NEUROD2			FAIM2 PROX1															DLL1 MDK PROX1						FAIM2 MDK NEUROD2									
GO_CEREBELLAR_CORTEX_FORMATION										FAIM2 PROX1															DLL1 PROX1															
GO_CEREBELLAR_CORTEX_MORPHOGENESIS										FAIM2 PROX1															DLL1 PROX1															
GO_CEREBELLAR_GRANULAR_LAYER_DEVELOPMENT										FAIM2 PROX1															MDK PROX1						FAIM2 MDK									
GO_CEREBRAL_CORTEX_NEURON_DIFFERENTIATION																													DRD2 TOX											
GO_CGMP_MEDIATED_SIGNALING				PDE2A RUNDC3A			PDE2A RUNDC3A																																	
GO_CHEMICAL_HOMEOSTASIS				ATP13A4 GRHL3 KCNJ11 RBP1 RFX6																		CD52 DRD2 LTF MLLT11 SCN1B				ADORA2A ATP13A4 MLLT11 SOX4								ADORA2A AGT AKR1B1 CDH5 KCNK3 MLLT11 NEUROD1 PLCG2 RFX6			AGT LTF SOX4			
GO_CHEMICAL_SYNAPTIC_TRANSMISSION_POSTSYNAPTIC		MPP2 RGS4							CHRNA3 CHRNB2					CHRNA1 DRD2 MPP2	P2RX6 RGS4										DRD2 RGS4			CHRNA1 P2RX6			DRD2 MPP2 RGS4	CHRNA1 DRD2 MPP2		ADORA2A MPP2 P2RX6						MPP2 P2RX6
GO_CHLORIDE_CHANNEL_COMPLEX							CLCNKA GABRE																																	
GO_CHLORIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY							CLCNKA GABRE																																	
GO_CHLORIDE_TRANSPORT							CLCNKA GABRE																																	
GO_CHOLESTEROL_BINDING										OSBPL6 SIDT1																														
GO_CHROMATIN_DNA_BINDING																													GRHL3 TOX											
GO_CILIARY_MEMBRANE																															DRD2 PDE6B									
GO_CIRCADIAN_RHYTHM										PDE6B PROX1						NTRK1 PROX1	NTRK1 PDE6B																							
GO_CIRCULATORY_SYSTEM_DEVELOPMENT							AGT CPE JAM3 PDE2A RGS4 SFRP1							DLL4 ENPP2 EPHB3 FLT1 SPARC	DLL1 LEFTY1 RGS4 SCG2									CDH5 DLL4 EPHB3 LEFTY1 PROX1	CDH5 DLL1 DLL4 FLT1 MDK MMP2 PROX1 RGS4 SMOC2 SOX4 TP73				CPE DLL4 FLT1 LEFTY1 MDK MMP2								AGT PPP1R16B SOX4			
GO_CIRCULATORY_SYSTEM_PROCESS							AGT PDE2A RGS4 SCN1B						AGT GNAO1 RGS4									DRD2 PDE2A SCN1B		CACNA1H CDH5 DLL4 KCNH6 KCNK3	C2CD4A CACNA1H CDH5 DLL1 DLL4 DRD2 RGS4 SCN1B				C2CD4A CACNG4 DLL4 DRD2		AGT CHGA DRD2 GNAO1 KCNH6 RGS4 SCN1B			ADORA2A AGT CDH5 KCNK3		RGS4 SCN1B	AGT GNAO1			AGT C2CD4A KCNJ11 PDE2A SCN1B
GO_CIS_REGULATORY_REGION_SEQUENCE_SPECIFIC_DNA_BINDING																																				NEUROG3 TP73				
GO_COAGULATION												PLCG2 TFPI2																						ADORA2A P2RX6 PLCG2 TFPI2						
GO_COCHLEA_DEVELOPMENT																							GRHL3 SLITRK6	GRHL3 KCNK3																
GO_COGNITION				C1QL1 NTRK1		MDK NEUROD2 NTRK1								DRD2 TMPRSS11E		NTRK1 TMPRSS11E						DRD2 TMPRSS11E									AGT DRD2 MDK NEUROD2			AGT C1QL1 MDK						
GO_COLLAGEN_CATABOLIC_PROCESS																													MMP11 MMP2											
GO_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX							AGT GPC2 SFRP1						AGT MMP2		AMBP GPC2										GDF10 LTBP2 MDK MMP2 PRELP SMOC2	COL16A1 PRELP SMOC2			COL16A1 GDF10 GPC2 LTBP2 MDK MMP2					AGT GPC2 MDK MMP2						
GO_COLLAGEN_METABOLIC_PROCESS										CYGB MMP11															CYGB MMP2				MMP11 MMP2										CYGB MMP2	
GO_COLLAGEN_TRIMER																								COL16A1 SFTPA2																
GO_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_DEVELOPMENT															DLL1 SLITRK6		DLL1 SLITRK6																							
GO_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_DIFFERENTIATION															DLL1 SLITRK6		DLL1 SLITRK6								DLL1 PROX1 SOX4									NEUROD1 RFX6						
GO_COMPACT_MYELIN							AKR1B1 JAM3																AKR1B1 PMP22								AKR1B1 JAM3			AKR1B1 JAM3 PMP22						
GO_CONDENSED_CHROMOSOME																											DYNC1I1 HSPA2													
GO_CONVERGENT_EXTENSION																	NKD1 SFRP1																							
GO_CONVERGENT_EXTENSION_INVOLVED_IN_AXIS_ELONGATION																	NKD1 SFRP1																							
GO_CORTICOSTEROID_HORMONE_SECRETION																																		AGT GAL						
GO_CRANIAL_NERVE_DEVELOPMENT																	NTRK1 SLITRK6																							
GO_CYCLIC_NUCLEOTIDE_MEDIATED_SIGNALING				PDE2A RUNDC3A			PDE2A RUNDC3A															DRD2 PDE2A										DRD2 PDE2A								
GO_CYTOKINE_ACTIVITY		GDF10 LEFTY1													LEFTY1 SCG2		CRLF1 WNT9A																							
GO_CYTOKINE_PRODUCTION												CD200 PLCG2													CD200 DLL1 DRD2 MDK PLCG2 SOCS1 SPON2				DRD2 MDK PLCG2 SOCS1 SPON2								AGT LTF			
GO_CYTOKINE_RECEPTOR_BINDING				LEFTY1 NTRK1													CRLF1 NTRK1 RASL11B							CDH5 LEFTY1 RASL11B																
GO_CYTOKINE_SECRETION																									DRD2 SOCS1				DRD2 SOCS1		AGT DRD2			AGT SOCS1						AGT SOCS1
GO_CYTOPLASMIC_MICROTUBULE_ORGANIZATION																																		KIF19 STMN3						
GO_CYTOSKELETAL_PROTEIN_BINDING			ACTN3 DPYSL3 DPYSL4 DYNC1I1 LSP1 SAMD14	DPYSL4 HSPA2 KCNJ11 MAP6																		DPYSL4 LSP1 STMN3				ADORA2A HSPA2 KIF1A							DPYSL4 TMOD1							ACTN3 CAMK2B KCNJ11 LZTS1 MAP6 TMOD1
GO_CYTOSKELETON_DEPENDENT_INTRACELLULAR_TRANSPORT				CNIH2 MAP6																							DYNC1I1 TUBA1A				CNIH2 MAP6 TUBA1A									
GO_CYTOSKELETON_ORGANIZATION																															HEPACAM2 JAM3 MAP6 MDK RGS4 SAMD14 TMOD1 TUBA1A									
GO_CYTOSOLIC_CALCIUM_ION_TRANSPORT																													DRD2 PLCG2 RGS9											
GO_DEFENSE_RESPONSE						DPEP1 IL17C MDK NEUROD2 SOCS1	AGT DPEP1 IL17C JAM3 LSP1 NEUROD2 PDE2A																											ADORA2A AGT CDH5 DPEP1 GAL GGT5 JAM3 LYPD8 MDK PLCG2 SOCS1						
GO_DEFENSE_RESPONSE_TO_BACTERIUM										IGHG1 LTF SPON2																														
GO_DEFENSE_RESPONSE_TO_FUNGUS										LTF SPON2																														
GO_DEFENSE_RESPONSE_TO_GRAM_NEGATIVE_BACTERIUM																															CHGA LYPD8									
GO_DEFENSE_RESPONSE_TO_OTHER_ORGANISM										CSF1R IGHG1 LTF MUC15 MUC5AC SPON2																														
GO_DENDRITE_DEVELOPMENT									CHRNA3 CHRNB2 HECW2					EPHB3 LZTS1										EPHB3 KIF1A LZTS1														HECW2 MATN2		CAMK2B LZTS1 MAP6 MATN2
GO_DENDRITE_MEMBRANE																															GABRE MPP2									
GO_DENDRITE_MORPHOGENESIS									CHRNA3 CHRNB2 HECW2					EPHB3 LZTS1										EPHB3 KIF1A LZTS1										MAP6 NEUROG3						CAMK2B LZTS1 MAP6
GO_DENDRITIC_SHAFT														LZTS1 MPP2																	CNIH2 MPP2									CNIH2 LZTS1 MPP2
GO_DENDRITIC_SPINE_DEVELOPMENT																								EPHB3 KIF1A																
GO_DENDRITIC_SPINE_MORPHOGENESIS																								EPHB3 KIF1A																
GO_DENDRITIC_TREE			ANKS1B ELFN1 SAMD14	CNIH2 MAP6 NTRK1 TUBB3										CPLX1 DRD2 EPHB3 LZTS1 MPP2			EPHB3 NTRK1 TUBB3					DRD2 EPHB3 TUBB3		EPHB3 KIF1A LZTS1							ANKS1B CNIH2 DRD2 GNAO1 MAP6 MPP2 SAMD14 SCGN									CNIH2 LZTS1 MAP6 MPP2 P2RX6 SCGN
GO_DENSE_CORE_GRANULE											CHGA SYT5													CADPS KIF1A																
GO_DENSE_CORE_GRANULE_MEMBRANE																								CADPS KIF1A																
GO_DENTATE_GYRUS_DEVELOPMENT																									MDK PROX1									MDK NEUROD1						
GO_DEPHOSPHORYLATION			ELFN1 PPP1R16B RIMBP2					CDH5 PPP1R14A							PPP1R14A RIMBP2						PPP1R16B PPP1R3C							PPP1R14A RIMBP2												
GO_DETECTION_OF_ABIOTIC_STIMULUS																	NTRK1 PDE6B																							
GO_DEVELOPMENTAL_CELL_GROWTH							AGT RGS4						AGT RGS4																											
GO_DEVELOPMENTAL_GROWTH														CHRNA1 DRD2 NINJ1	DLL1 RGS4 SLITRK6	NINJ1 NKD1 PROX1	DLL1 NKD1 SFRP1 SLC1A2 SLITRK6 TP73						DRD2 SLC1A2 SLITRK6		ACTN3 DLL1 DRD2 MDK PROX1 RGS4 TP73						AGT DRD2 MDK NINJ1 RGS4 SLITRK6	CHRNA1 DRD2 NKD1 SLITRK6 TP73				NINJ1 RGS4 TP73				
GO_DEVELOPMENTAL_GROWTH_INVOLVED_IN_MORPHOGENESIS																	NKD1 SFRP1																							
GO_DEVELOPMENTAL_MATURATION		C1QL1 CAMK2B		C1QL1 SYP			AKR1B1 NEUROD2 SYP								GAL SYP									CDH5 LTF			AKR1B1 CDH5				AKR1B1 NEUROD2 SYP			AKR1B1 C1QL1 CDH5 GAL MMP2					C1QL1 GAL MMP2 SYP	AKR1B1 CAMK2B SYP
