	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	DACH1	E2F7	EBF3	ETV1	FEV	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	LTF	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU5F1	PROX1	RFX6	SETBP1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846
GO_AXON			CD200 CPLX1 DRD2 KIF1A MAP6 SCGN SLC1A2 SYT5 VSTM2L		KCNJ11 SCN1B SLC1A2 STMN3 TUBB4A										ADORA2A DSCAML1 SCGN SLC1A2 SYP	NTRK1 TUBB4A	ADORA2A SYP TUBB4A						CPLX1 DPYSL3 SYP			C1QL1 CD200 DSCAML1 SCGN SYP SYT5	CD200 CPLX1 DPYSL3 DRD2 DSCAML1 MAP6 SCGN		C1QL1 CPLX1 DRD2 KCNJ11 SLC1A2 SYT5 TUBB3 VSTM2L	ADORA2A C1QL1 CPLX1 DPYSL3 DSCAML1 KCNJ11 MAP6 SCGN SYP SYT5 VSTM2L	KIF1A SCN3A	C1QL1 CPLX1 DPYSL3 DSCAML1 KCNJ11 MAP6 NTRK1 SLC1A2 TUBB4A		CPLX1 DPYSL3 DRD2 DSCAML1 MAP6 SCGN SCN3A SLC1A2 STMN3					C1QL1 CD200 KCNJ11 SYP TUBB3 TUBB4A	CPLX1 KCNJ11 MAP6 SYP				CD200 KCNJ11 KIF1A MAP6 SCGN SYT5 TUBB3 TUBB4A VSTM2L		DSCAML1 SCGN SLC1A2 SYT5 VSTM2L	ADORA2A C1QL1 CPLX1 DPYSL3 DSCAML1 KCNJ11 MAP6 SCN1B SLC1A2 STMN3 SYT5 TUBB3		ADORA2A C1QL1 CD200 CPLX1 DSCAML1 NTRK1 SCN3A SYT5 TUBB3	SCN3A SLC1A2		CPLX1 DPYSL3 NTRK1 SYP SYT5 TUBB3 TUBB4A		DSCAML1 STMN3				
GO_AXONAL_TRANSPORT																																												CNIH2 KIF1A														
GO_AXONOGENESIS_INVOLVED_IN_INNERVATION																																NPTX1 NTRK1																										
GO_AXON_DEVELOPMENT			CSF1R DRD2 JAM3 LINGO1 MAP6 SEMA6B SLITRK6 VASH2 VSTM2L		CHRNB2 CSF1R EPHB3 MATN2 NPTX1 SCN1B				CHRNB2 CSF1R MATN2 NREP VASH2		CHRNB2 EPHB3 GFRA1 JAM3 LINGO1 MAP6 SCN1B SEMA6B SLITRK6 VASH2	CHRNB2 CSF1R LINGO1 MAP6 SEMA6B SLITRK6 TUBB3	CHRNB2 DRD2 NREP	CSF1R GFRA1 JAM3 MATN2 NREP SLITRK6	DSCAML1 LINGO1 NPTX1 NREP SEMA6B					EPHB3 GFRA1	DSCAML1 VASH2						DRD2 DSCAML1 EPHB3 JAM3 MAP6 MATN2 NREP VASH2		CHRNB2 CSF1R DRD2 EPHB3 JAM3 LINGO1 NREP SLITRK6 TUBB3 VSTM2L	DSCAML1 JAM3 LINGO1 MAP6 MATN2 NREP VSTM2L		DSCAML1 LINGO1 MAP6 MATN2 NPTX1 NREP NTRK1 SEMA6B VASH2		CSF1R DRD2 DSCAML1 EPHB3 LINGO1 MAP6 MATN2 NPTX1 NREP SEMA6B VASH2		CSF1R LINGO1 MATN2 NPTX1 SCN1B VSTM2L	CHRNB2 GFRA1 LINGO1 MATN2 NTRK1 SEMA6B			CHRNB2 GFRA1 MAP6 SEMA6B	EPHB3 MATN2 NPTX1 NREP TUBB3 VASH2					DSCAML1 GFRA1 LINGO1 NREP SLITRK6 VSTM2L	CSF1R DSCAML1 EPHB3 LINGO1 MAP6 NREP SCN1B SEMA6B TUBB3	CHRNB2 CSF1R DSCAML1 EPHB3 GFRA1 MATN2 NPTX1 SEMA6B TUBB3 VASH2	DSCAML1 GFRA1 LINGO1 NTRK1 SEMA6B TUBB3		NREP SEMA6B	CHRNB2 CSF1R EPHB3 GFRA1 LINGO1 MATN2 NREP NTRK1 TUBB3						
GO_AXO_DENDRITIC_TRANSPORT																																												CNIH2 KIF1A														
GO_AZOLE_TRANSMEMBRANE_TRANSPORT																																															SLC38A3 SLC38A5					SLC38A3 SLC38A5						SLC38A3 SLC38A5
GO_AZOLE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY																																															SLC38A3 SLC38A5					SLC38A3 SLC38A5						SLC38A3 SLC38A5
GO_BASEMENT_MEMBRANE									MATN2 SMOC2																									MATN2 SMOC2 SPARC										MATN2 SMOC2								MATN2 SMOC2 SPARC						
GO_BASIC_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY																																															SLC38A3 SLC38A5					SLC38A3 SLC38A5						SLC38A3 SLC38A5
GO_BASIC_AMINO_ACID_TRANSPORT																																						AGT SLC38A3																				
GO_BASOLATERAL_PLASMA_MEMBRANE																																						SLC16A12 SLC38A3																				
GO_BEHAVIOR			DRD2 GAL MDK SLC1A2 SLITRK6 TMOD1										CHRNB2 DRD2 SLC1A2		ADORA2A AGT DACH1 SLC1A2 TMOD1		ADORA2A AGT NEUROD2		ADORA2A NEUROD2							AGT C1QL1 DACH1 GAL MDK NEUROD2 SLITRK6 TMOD1			C1QL1 CHRNB2 DACH1 DRD2 GAL NEUROD2 SLC1A2 SLITRK6 TMOD1	ADORA2A AGT C1QL1 DACH1 GAL GNAO1 MDK NEUROD2 TMOD1		AGT C1QL1 CHRNA3 DACH1 GAL GNAO1 MDK NTRK1 SLC1A2 TMOD1	C1QL1 GNAO1 KIT NTRK1 SLC1A2				AGT CHRNA3 CHRNB2 GAL GNAO1 MDK NTRK1 TMOD1					MDK NEUROD2 SLITRK6	ADORA2A KIT						ADORA2A AGT C1QL1 GAL GNAO1 MDK NEUROD2 NTRK1 TMOD1	KIT SLC1A2							MDK NEUROD2 TMOD1	
GO_BEHAVIORAL_RESPONSE_TO_NICOTINE					CHRNA3 CHRNB2						CHRNA3 CHRNB2																										CHRNA3 CHRNB2																					
GO_BETA_CATENIN_BINDING																														AMER3 CDH5																												
GO_BILE_ACID_BIOSYNTHETIC_PROCESS																														CYP27A1 PROX1							CYP27A1 PROX1										CYP27A1 PROX1	CYP27A1 OSBPL6 PROX1	CYP27A1 OSBPL6 PROX1									
GO_BILE_ACID_METABOLIC_PROCESS																														CYP27A1 PROX1				KIT PROX1			CYP27A1 PROX1										CYP27A1 PROX1	CYP27A1 OSBPL6 PROX1	CYP27A1 OSBPL6 PROX1	CYP27A1 KIT		CYP27A1 KIT	KIT OSBPL6					
GO_BIOLOGICAL_ADHESION			ACTN3 AMBP CD200 COL16A1 JAM3 MDK PODXL2 SDK2 SFRP1 SOX4 VSTM2L		ACTN3 AMBP CDH22 CDH5 DLL1 EPHB3 LTF PODXL2 SCN1B SDK2										ADORA2A AMBP C2CD4A COL16A1 DSCAML1 SMOC2 SOX4						CD99L2 DLL1 DSCAML1 SERPINI1				KIT PCDHB16	ACTN3 AMBP CD200 DSCAML1 JAM3 MDK PODXL2 SDK2 SFRP1 SMOC2 SOX4	ACTN3 CD200 CD99L2 COL16A1 DOCK8 DSCAML1 EPHB3 JAM3 MDK NINJ1 PODXL2 SFRP1 SOX4		AMBP C2CD4A CD99L2 CDH22 CDH5 COL16A1 DLL1 EPHB3 JAM3 LRRN2 LTF PODXL2 SERPINI1 SFRP1 SMOC2 SOX4 SPON2 VSTM2L	ADORA2A AMBP C2CD4A CDH22 CDH5 COL16A1 DSCAML1 JAM3 LRRN2 MDK NINJ1 SMOC2 SOX4 VSTM2L		AMBP CD99L2 CDH22 CDH5 COL16A1 DSCAML1 IGFN1 LRRN2 LTF MDK NINJ1 SDK2 SERPINI1 SOCS1 SOX4 SPON2	AMBP CDH5 DOCK8 KIT NINJ1 PCDHB16 SDK2 SERPINI1 SOX4 SPON2	CDH22 DOCK8 DSCAML1 EPHB3 KIT LRRN2 LTF MDK NINJ1 PCDHB16 SDK2 SERPINI1 SMOC2 SOCS1 SPON2		ACTN3 C2CD4A COL16A1 MAD2L2 SCN1B SDK2 SERPINI1 SOCS1 SOX4 SPON2 VSTM2L	AMBP C2CD4A CD200 CD99L2 CDH5 COL16A1 DOCK8 IGFN1 LRRN2 MDK NINJ1 PODXL2 SDK2 SERPINI1 SMOC2 SOCS1 SOX4	CDH5 DOCK8 DSCAML1 LTF PODXL2	C2CD4A CD200 DLL1 NINJ1 SMOC2 SOCS1				ADORA2A CDH22 KIT PCDHB16			CDH5 DSCAML1 LRRN2 MYBPC2 SDK2 SMOC2 VSTM2L	ADORA2A C2CD4A CD99L2 COL16A1 DSCAML1 EPHB3 IGFN1 LRRN2 MAD2L2 SCN1B SDK2 SMOC2 SOCS1 SOX4	AMBP C2CD4A CD200 CD99L2 CDH5 COL16A1 DLL1 DSCAML1 EPHB3 IGFN1 LRRN2 LTF MYBPC2 PCDHB16 SDK2 SERPINI1 SPON2	ADORA2A AMBP CD200 CDH22 CDH5 COL16A1 DOCK8 DSCAML1 MDK SERPINI1 SOX4			ACTN3 AMBP C2CD4A CD99L2 CDH22 COL16A1 DLL1 EPHB3 IGFN1 KIT LRRN2 MAD2L2 NINJ1 PCDHB16 PODXL2 SERPINI1 SMOC2 SOX4					DLL1 DOCK8 MAD2L2 MDK SCN1B SFRP1	
GO_BLASTOCYST_DEVELOPMENT					SLC25A34 STMN3																															SLC25A34 STMN3												HOPX SLC25A34 STMN3					SLC25A34 STMN3					
GO_BLOOD_MICROPARTICLE															AGT AMBP											AGT AMBP HSPA2				AGT AMBP HSPA2		AGT AMBP HSPA2	AMBP HSPA2				AGT AMBP HSPA2												AGT AMBP HSPA2			AMBP HSPA2 IGHG1	AMBP IGHG1					
GO_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION														CDH5 DLL4																																												
GO_BLOOD_VESSEL_ENDOTHELIAL_CELL_PROLIFERATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS					DLL4 PPP1R16B																											DLL4 PPP1R16B																										
GO_BLOOD_VESSEL_MATURATION																														CDH5 MMP2		CDH5 MMP2	CDH5 MMP2				CDH5 MMP2	CDH5 MMP2																				
GO_BLOOD_VESSEL_MORPHOGENESIS			ENPP2 JAM3 MDK MMP2 PROX1 SFRP1 SOX4 SPARC VASH2								ENPP2 EPHB3 FLT1 JAM3 PROX1 SFRP1 SOX4 VASH2			CDH5 DLL4 FLT1 JAM3	AGT FLT1 PPP1R16B SMOC2 SOX4											AGT JAM3 MDK SCG2 SFRP1 SMOC2 SOX4	ENPP2 EPHB3 JAM3 MDK MMP2 PPP1R16B SFRP1 SOX4 SPARC VASH2		CDH5 DLL1 ENPP2 EPHB3 FLT1 JAM3 SCG2 SFRP1 SMOC2 SOX4	AGT CDH5 FLT1 JAM3 MDK MMP2 PROX1 SCG2 SMOC2 SOX4		AGT CDH5 DLL4 FLT1 MDK MMP2 PPP1R16B SCG2 SOX4 VASH2	CDH5 MMP2 PPP1R16B SOX4 VASH2	ENPP2 EPHB3 FLT1 MDK MMP2 PPP1R16B PROX1 SCG2 SMOC2 SPARC VASH2			AGT CDH5 DLL4 MDK MMP2 PROX1 SMOC2 SOX4	AGT CDH5 FLT1 MMP2			DLL1 EPHB3 FLT1 MMP2 PPP1R16B SFRP1 VASH2							CDH5 DLL1 DLL4 EPHB3 FLT1 PROX1 SPARC VASH2	AGT CDH5 DLL4 ENPP2 MDK PROX1 SOX4									
GO_BLOOD_VESSEL_REMODELING																																AGT DLL4					AGT DLL4												AGT DLL4									
GO_BODY_MORPHOGENESIS																																CRISPLD2 MMP2	CRISPLD2 MMP2	CRISPLD2 MMP2			CRISPLD2 MMP2	CRISPLD2 MMP2																				
GO_BONE_CELL_DEVELOPMENT																																		KIT LTF																								
GO_BONE_REMODELING			CSF1R MDK SFRP1																							MDK SFRP1	MDK SFRP1																														MDK SFRP1	
GO_BONE_TRABECULA_FORMATION			MMP2 SFRP1																								MMP2 SFRP1														MMP2 SFRP1			MMP2 SFRP1														
GO_BONE_TRABECULA_MORPHOGENESIS			MMP2 SFRP1																								MMP2 SFRP1														MMP2 SFRP1			MMP2 SFRP1														
GO_BRANCHING_INVOLVED_IN_BLOOD_VESSEL_MORPHOGENESIS																																DLL4 MDK					DLL4 MDK												DLL4 MDK									
GO_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE																																AGT DLL4 MDK					AGT DLL4 MDK												AGT DLL4 MDK									
GO_B_CELL_ACTIVATION						IGHG1 KIT						CHRNB2 DLL1 HMGB3 MAD2L2				IGHG1 NTRK1			IFNE IGHG1		DLL1 IFNE												KIT NTRK1 PLCG2															CHRNB2 DLL1 HMGB3 IFNE PLCG2				CHRNB2 DLL1 HMGB3 IFNE IGHG1 KIT MAD2L2 NTRK1	IGHG1 KIT PLCG2				DLL1 HMGB3 IFNE MAD2L2 SFRP1	
GO_B_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE					DLL1 PLCG2							DLL1 MAD2L2																																			MAD2L2 PLCG2	DLL1 PLCG2				DLL1 MAD2L2					DLL1 MAD2L2	
GO_B_CELL_DIFFERENTIATION					DLL1 PLCG2																DLL1 IFNE						HMGB3 PLCG2 SFRP1						KIT NTRK1 PLCG2								DLL1 HMGB3 SFRP1							DLL1 HMGB3 IFNE PLCG2				DLL1 HMGB3 IFNE KIT NTRK1	KIT PLCG2				DLL1 HMGB3 IFNE SFRP1	IFNE SFRP1
GO_B_CELL_RECEPTOR_SIGNALING_PATHWAY																																																					IGHG1 PLCG2					
GO_C21_STEROID_HORMONE_BIOSYNTHETIC_PROCESS																													AKR1B1 CACNA1H			AKR1B1 CACNA1H																										
GO_C21_STEROID_HORMONE_METABOLIC_PROCESS																													AKR1B1 CACNA1H			AKR1B1 CACNA1H																										
GO_CAJAL_BODY									ANKS1B HSPB7									ANKS1B HSPB7																																								
GO_CALCIUM_CHANNEL_COMPLEX		CACNA1H CATSPERB HSPA2																								CATSPERB HSPA2	CATSPERB HSPA2		CACNA1H CACNG4	CACNA1H CACNG4 CATSPERB HSPA2		CACNA1H HSPA2					CACNA1H HSPA2							CACNA1H CACNG4			CATSPERB HSPA2					CACNG4 CATSPERB HSPA2						CATSPERB HSPA2
GO_CALCIUM_CHANNEL_REGULATOR_ACTIVITY																													AMBP CACNG4	AMBP CACNG4																						AMBP CACNG4						
GO_CALCIUM_DEPENDENT_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES				CDH22 CDH5	CDH22 CDH5																								CDH22 CDH5	CDH22 CDH5		CDH22 CDH5	CDH5 PCDHB16	CDH22 PCDHB16									CDH22 PCDHB16					CDH5 PCDHB16	CDH22 CDH5			CDH22 PCDHB16						
GO_CALCIUM_ION_BINDING			ACTN3 ENPP2 MEX3B SCGN SPARC SYT5	CDH22 CDH5 DLL1 SYT5	ACTN3 CDH22 CDH5 DLL1 DLL4 MATN2 TUBB4A				CDH22 CIB4 DLL4 LTBP2 MATN2 NKD1 SMOC2		ACTN3 CDH22 CIB4 ENPP2 NKD1 SCGN SYT5 VWCE	ACTN3 CABP7 DLL1 ENPP2 LTBP2 MEX3B NKD1 SCGN SPARC SYT5 VWCE				PCDHB16 TUBB4A											ACTN3 ENPP2 LTBP2 MATN2 MEX3B SCGN SPARC			CDH22 CDH5 CIB4 MATN2 SCGN SMOC2 SYT5 VWCE		CABP7 CDH22 CDH5 CIB4 DLL4 MATN2 MEX3B TUBB4A		CABP7 CDH22 CIB4 ENPP2 MATN2 MEX3B NKD1 PCDHB16 SCGN SMOC2 SPARC			CDH5 CIB4 DLL4 MATN2 NKD1 SMOC2 VWCE		DLL1 MEX3B SMOC2 TUBB4A		ACTN3 CABP7 CIB4 DLL1 LTBP2 MATN2 SYT5		CDH22 PCDHB16	CDH22 CIB4 DLL1 LTBP2 MATN2 NKD1 SCGN SMOC2 SYT5 TUBB4A	PCDHB16 VWCE			CABP7 CDH5 DLL1 DLL4 LTBP2 MATN2 MEX3B NKD1 PCDHB16 SPARC SYT5 VWCE	CDH22 CDH5 CIB4 DLL4 ENPP2 LTBP2 MEX3B SYT5 VWCE			ACTN3 CDH22 DLL1 DLL4 LTBP2 MATN2 MEX3B PCDHB16 SMOC2 SPARC SYT5 TUBB4A					DLL1 LTBP2 MATN2 MEX3B SYT5	DLL4 MEX3B SMOC2 VWCE
GO_CALCIUM_ION_REGULATED_EXOCYTOSIS											CADPS SYT5																		CACNA1H CADPS SYT5	CACNA1H SYT5		CACNA1H CADPS					CACNA1H CADPS							CACNA1H CADPS SYT5								CADPS SYT5						
GO_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT		CACNA1H HSPA2																									DRD2 HSPA2 PLCG2 RGS9																															
GO_CALCIUM_MEDIATED_SIGNALING		NEUROD2 PTGDR2			ACTN3 PLCG2 PTGDR2 SAMD14																					ACTN3 NEUROD2 PTGDR2 SAMD14	ACTN3 NEUROD2 PLCG2 SAMD14									ACTN3 PTGDR2 SAMD14					ACTN3 PTGDR2 SAMD14								NEUROD2 PLCG2 PTGDR2				PLCG2 PTGDR2 SAMD14				NEUROD2 PTGDR2	
GO_CALMODULIN_BINDING											CAMK2B MAP6 RGS16 RGS4																CAMK2B MAP6 RGS16																															
GO_CAMERA_TYPE_EYE_DEVELOPMENT		DLL4 FJX1 PDE6B	DRD2 GRHL3 PROX1 SDK2 SLITRK6 TMOD1 WNT9A		DLL1 DLL4 SDK2 WNT9A				DLL4 FJX1 WNT9A		FJX1 FLT1 GRHL3 IGFN1 PDE6B PROX1 SLITRK6 WNT9A	DLL1 IGFN1 NINJ1 PROX1 SLITRK6		DLL4 FLT1 SLITRK6	FLT1 GRHL3 TMOD1			FJX1 SDK2			DLL1 PDE6B	NINJ1 SDK2				FJX1 GRHL3 SDK2 SLITRK6 TMOD1	DRD2 FJX1 GRHL3 NINJ1 TMOD1		DLL1 DRD2 FJX1 FLT1 GRHL3 PDE6B SLITRK6 TMOD1	FJX1 FLT1 GRHL3 NINJ1 PROX1 TMOD1		DLL4 FLT1 IGFN1 NEUROD1 NINJ1 PDE6B SDK2 TMOD1 WNT9A	NINJ1 SDK2 WNT9A	DRD2 FLT1 NEUROD1 NINJ1 PDE6B PROX1 SDK2			DLL4 GRHL3 IGFN1 NINJ1 PDE6B PROX1 SDK2 TMOD1		DLL1 FJX1 NINJ1		DLL1 FLT1 GRHL3 TMOD1	FLT1 SLITRK6		DLL1 FJX1 GRHL3 NEUROD1 SDK2		FJX1 SDK2 SLITRK6	DLL4 FJX1 GRHL3 IGFN1 PROX1 SDK2 WNT9A	DLL1 DLL4 FLT1 GRHL3 IGFN1 PROX1 SDK2 WNT9A	DLL4 GRHL3 PROX1 TMOD1			DLL1 DLL4 FLT1 GRHL3 IGFN1 NINJ1 PDE6B WNT9A		SDK2 WNT9A		PROX1 TMOD1 WNT9A	DLL1 GRHL3 TMOD1	DLL4 FJX1 GRHL3 IGFN1 WNT9A
GO_CAMERA_TYPE_EYE_MORPHOGENESIS			PROX1 SDK2 WNT9A	DLL1 WNT9A	DLL1 SDK2 WNT9A				FJX1 WNT9A		FJX1 IGFN1 PROX1 WNT9A	DLL1 IGFN1 PROX1						FJX1 SDK2								FJX1 SDK2						IGFN1 SDK2 WNT9A	SDK2 WNT9A				IGFN1 PROX1 SDK2		DLL1 FJX1					DLL1 FJX1 SDK2		FJX1 SDK2	FJX1 IGFN1 PROX1 SDK2 WNT9A	DLL1 IGFN1 PROX1 SDK2 WNT9A				DLL1 IGFN1 WNT9A		SDK2 WNT9A		PROX1 WNT9A		FJX1 IGFN1 WNT9A
GO_CANONICAL_WNT_SIGNALING_PATHWAY			MDK NOTUM SFRP1 SOX4 WNT9A								AMER3 MAD2L2 NKD1 SFRP1 SOX4 WNT9A	AMER3 MAD2L2 NKD1 SOX4														MDK SFRP1 SOX4 TMEM198	MDK NOTUM SFRP1 SOX4 TMEM198								NOTUM SOX4		MDK NKD1 NOTUM SOX4 TMEM198										MAD2L2 NKD1 NOTUM SOX4 TMEM198 WNT9A					MAD2L2 NOTUM SOX4 TMEM198 WNT9A					MAD2L2 MDK NOTUM SFRP1	
GO_CARBOHYDRATE_DERIVATIVE_BIOSYNTHETIC_PROCESS																																											AMPD3 MUC5AC															
GO_CARBOHYDRATE_DERIVATIVE_CATABOLIC_PROCESS														AMPD3 PRELP	AMPD3 PDE2A																	AMPD3 GPC2 PDE2A PRELP									AMPD3 GPC2 PDE2A					AMPD3 PDE2A												
GO_CARBOHYDRATE_DERIVATIVE_METABOLIC_PROCESS																																											AMPD3 KIT MUC5AC															
GO_CARBOHYDRATE_HOMEOSTASIS																																				FFAR2 RFX6 SOX4													FFAR2 RFX6 SOX4									
GO_CARBOXYPEPTIDASE_ACTIVITY			CPA1 VASH2								CPA1 VASH2															CPA1 CPE				CPA1 CPE											CPE VASH2						CPA1 CPE	CPE VASH2	CPA1 CPE									
GO_CARDIAC_ATRIUM_DEVELOPMENT			PROX1 SOX4								PROX1 SOX4	PROX1 SOX4																		PROX1 SOX4		DLL4 SOX4				DLL4 SOX4	DLL4 PROX1 SOX4										DLL4 PROX1 SOX4	DLL4 PROX1	DLL4 PROX1 SOX4			DLL4 SOX4						
GO_CARDIAC_ATRIUM_MORPHOGENESIS			PROX1 SOX4								PROX1 SOX4	PROX1 SOX4																		PROX1 SOX4		DLL4 SOX4				DLL4 SOX4	DLL4 PROX1 SOX4										DLL4 PROX1 SOX4	DLL4 PROX1	DLL4 PROX1 SOX4			DLL4 SOX4						
GO_CARDIAC_CELL_DEVELOPMENT																										AGT RGS4				AGT PROX1							AGT PROX1												AGT PROX1									
GO_CARDIAC_CHAMBER_DEVELOPMENT											HEYL PDE2A PROX1 SOX4				CPE PDE2A SOX4															CPE HEYL PDE2A PROX1 SOX4							DLL4 HEYL PROX1 SOX4				CPE HEYL PDE2A						CPE DLL4 HEYL PROX1 SOX4		CPE DLL4 PROX1 SOX4			DLL4 HEYL SOX4						DLL4 HEYL
GO_CARDIAC_CHAMBER_MORPHOGENESIS					DLL4 HEYL				DLL4 HEYL		HEYL PROX1 SOX4				CPE SOX4											CPE SOX4				CPE HEYL PROX1 SOX4						DLL4 SOX4	DLL4 HEYL PROX1 SOX4				CPE HEYL						CPE DLL4 HEYL PROX1 SOX4	CPE DLL4 PROX1	CPE DLL4 PROX1 SOX4			DLL4 HEYL SOX4						DLL4 HEYL
GO_CARDIAC_CONDUCTION															AGT KCNH6 KCNK3														CACNG4 KCNH6 KCNJ11 KCNK3	AGT CACNG4 KCNH6 KCNJ11 KCNK3		AGT KCNJ11 KCNK3					AGT KCNH6 KCNK3							CACNG4 KCNH6 KCNJ11			KCNH6 KCNJ11 KCNK3 SCN1B										KCNH6 KCNJ11 KCNK3 SCN1B	
GO_CARDIAC_MUSCLE_CELL_DIFFERENTIATION																										AGT RGS4															DLL1 RGS4																	
GO_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT				DLL1 TP73	DLL1 DLL4 TP73																																AGT DLL4 PROX1 TP73				DLL1 RGS4 TP73							DLL1 DLL4 PROX1 TP73	AGT DLL4 PROX1									
GO_CARDIAC_MUSCLE_TISSUE_MORPHOGENESIS																																					DLL4 PROX1										DLL4 PROX1	DLL4 PROX1	DLL4 PROX1									
GO_CARDIAC_SEPTUM_DEVELOPMENT			PROX1 SOX4								HEYL PDE2A PROX1 SOX4				PDE2A SOX4														HEYL PDE2A SOX4	HEYL PDE2A PROX1 SOX4							HEYL PROX1 SOX4				HEYL PDE2A						HEYL PROX1 SOX4		PROX1 SOX4									
GO_CARDIAC_SEPTUM_MORPHOGENESIS			PROX1 SOX4								HEYL PROX1 SOX4	PROX1 SOX4																	HEYL SOX4	HEYL PROX1 SOX4				HEYL PROX1			HEYL PROX1 SOX4										HEYL PROX1 SOX4		PROX1 SOX4			HEYL SOX4						
GO_CARDIAC_VENTRICLE_DEVELOPMENT					DLL4 HEYL				DLL4 HEYL		HEYL PDE2A PROX1 SOX4				CPE PDE2A SOX4											CPE SOX4			HEYL PDE2A SOX4	CPE HEYL PDE2A PROX1 SOX4		DLL4 PDE2A SOX4				DLL4 SOX4	DLL4 HEYL PROX1 SOX4				CPE HEYL PDE2A						CPE DLL4 HEYL PROX1 SOX4	CPE DLL4 PROX1	CPE DLL4 PROX1 SOX4			DLL4 HEYL SOX4						DLL4 HEYL
GO_CARDIAC_VENTRICLE_MORPHOGENESIS			PROX1 SOX4		DLL4 HEYL				DLL4 HEYL		HEYL PROX1 SOX4	PROX1 SOX4			CPE SOX4											CPE SOX4			HEYL SOX4	CPE HEYL PROX1 SOX4		DLL4 SOX4		HEYL PROX1		DLL4 SOX4	DLL4 HEYL PROX1 SOX4				CPE HEYL						CPE DLL4 HEYL PROX1 SOX4	CPE DLL4 PROX1	CPE DLL4 PROX1 SOX4			DLL4 HEYL SOX4						DLL4 HEYL
GO_CATALYTIC_COMPLEX																																																							DYNC1I1 NOXO1			
GO_CATECHOLAMINE_METABOLIC_PROCESS			AKR1B1 DRD2								AKR1B1 CHRNB2		CHRNB2 DRD2														AKR1B1 DRD2 INSM1		AKR1B1 CHRNB2 DRD2 INSM1			AKR1B1 INSM1		DRD2 INSM1														CHRNB2 INSM1										
GO_CATECHOLAMINE_SECRETION			DRD2 SYT5	CHRNB2 SYT5						ADORA2A AGT	CHRNB2 SYT5	CHRNB2 SYT5	CHRNB2 DRD2		ADORA2A AGT		ADORA2A AGT									AGT SYT5			CHRNB2 DRD2 SYT5	ADORA2A AGT CHGA SYT5		AGT CHGA					AGT CHRNB2									CHGA SYT5	ADORA2A SYT5	CHRNB2 SYT5	ADORA2A AGT SYT5			CHGA CHRNB2 SYT5						
GO_CATENIN_COMPLEX				CDH22 CDH5	CDH22 CDH5																								CDH22 CDH5	CDH22 CDH5		CDH22 CDH5																	CDH22 CDH5									
GO_CATION_CHANNEL_ACTIVITY				ABCC8 CHRNB2 KCNJ11 SCN3A	ABCC8 CHRNA3 CHRNB2 KCNF1 KCNJ11 SCN1B						ABCC8 CHRNA1 CHRNA3 CHRNB2 KCNF1 KCNH6 P2RX6 SCN1B SCN3A	ABCC8 CHRNA1 CHRNB2 KCNH6 P2RX6			ABCC8 KCNH6 KCNK3									KCNK3 SCN3A					CACNA1H CACNG4 CHRNA1 CHRNB2 KCNH6 KCNJ11 KCNK3 P2RX6	CACNA1H CACNG4 KCNH6 KCNJ11 KCNK3	CHRNA3 SCN3A	ABCC8 CACNA1H CHRNA1 CHRNA3 KCNF1 KCNJ11 KCNK3 P2RX6	CHRNA1 KCNK3 P2RX6	ABCC8 CACNG4 CHRNA1 KCNK3 P2RX6 SCN3A			CACNA1H CHRNA3 CHRNB2 KCNH6 KCNK3 P2RX6			CHRNB2 KCNJ11 P2RX6				CACNA1H CACNG4 CHRNA3 KCNH6 KCNJ11			ABCC8 CHRNA1 KCNF1 KCNH6 KCNJ11 KCNK3 SCN1B										KCNH6 KCNJ11 KCNK3 P2RX6 SCN1B	
