	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	CSRNP3	CXXC4	DACH1	DPF3	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	LTF	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF883
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM			ABCC8 ADCY1 CACNA1C GNG2 GNG4 STXBP1 SYT5	ABCC8 ADCY5 CACNA1A KCNJ11 STXBP1 SYT5	ABCC8 ADCY1 KCNJ11 STXBP1							CACNB2 ITPR1 STXBP1	ABCC8 CACNA1A	ABCC8 CACNA1A GNG2 GNG4 SYT5	ABCC8 ADCY1 ADCY2 ADCY5 CACNA1A GNG2 GNG4 ITPR1 RAPGEF4 SNAP25 STX1A SYT5	ADCY5 CACNA1A SNAP25 STX1A			ABCC8 ADCY1 ADCY2 ADCY5 CACNA1A CACNA1C ITPR1 SNAP25 STX1A								ADCY1 ADCY2 ADCY5 CACNA1C RAPGEF4 SNAP25				ABCC8 ADCY2 ADCY5 CACNA1A CACNA1C GNG2 RAPGEF4 SNAP25 STX1A SYT5	ABCC8 ADCY1 CACNA1A RAPGEF4 SNAP25 STXBP1		ADCY1 ADCY2 ADCY5 GNG2 GNG4 ITPR1 KCNJ11 RAPGEF4 SNAP25 SYT5	ADCY1 CACNA1A CACNA1C GNG2 GNG4 KCNJ11 RAPGEF4 SNAP25 STX1A SYT5		ABCC8 ADCY2 KCNJ11 RAPGEF4 STXBP1	ADCY5 STXBP1	ABCC8 ADCY5 CACNA1A CACNA1C GNG4 SNAP25 STX1A				ADCY1 ADCY2 ADCY5 GNG4 ITPR1 RAPGEF4 SNAP25 STX1A	ADCY2 ADCY5 CACNA1A CACNA1C CACNB2 ITPR1 SNAP25	ADCY5 KCNJ11 RAPGEF4 SNAP25	ADCY5 GNG2 KCNJ11 RAPGEF4 SNAP25	ADCY5 CACNA1A GNG2 SYT5		ADCY1 CACNA1A	ADCY1 ADCY2 GNG2		CACNA1A CACNB2 GNG2 GNG4 KCNJ11 RAPGEF4 SNAP25 SYT5			ADCY5 CACNA1A ITPR1 STX1A STXBP1 SYT5	ABCC8 ADCY5 CACNA1C GNG4 ITPR1 KCNJ11 STXBP1 SYT5	ADCY1 ITPR1 RAPGEF4 SYT5	ADCY1 CACNA1A CACNA1C GNG2 GNG4 RAPGEF4 SYT5			ADCY1 ADCY5 GNG4 ITPR1 STX1A SYT5	ABCC8 GNG4		CACNB2 ITPR1	CACNA1C CACNB2 RAPGEF4 STXBP1	KCNJ11 SYT5	ABCC8 ADCY5 GNG4 RAPGEF4	
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS																								ITGA4 SPP1																														FBN1 ITGA4								FBN1 ITGA7						
REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS			NFASC SCN2A		ANK2 SCN1B SPTBN4									ANK2 NFASC SCN1B SCN3A SPTBN4	NFASC SPTBN4	NFASC SCN1B SCN2A		NFASC SCN2A	ANK2 SPTBN4								ANK2 NFASC		NFASC SCN3A SPTBN4		ANK2 SCN2A SPTBN4	ANK2 NFASC		ANK2 NFASC	ANK2 NFASC				SCN2A SCN3A SPTBN4		ANK2 SCN1B		ANK2 SPTBN4	ANK2 SCN2A SPTBN4								ANK2 NFASC SPTBN4			ANK2 SPTBN4	ANK2 NFASC SCN1B		NFASC SCN2A SCN3A										
REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES														AK5 CTPS1																									AK5 CTPS1								AK5 CTPS1																					
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING				MX2 RSAD2																		BST2 IFI27	BST2 IFI27								MX1 MX2 RSAD2	MX1 MX2 RSAD2		MX1 MX2 RSAD2	IFI27 MX2 RSAD2								MX1 MX2 RSAD2						BST2 IFI27					BST2 IFI27 XAF1			IFI27 MX1 MX2 RSAD2	IFI27 MX2 RSAD2			IFI27 MX1 MX2 RSAD2						MX1 XAF1	
REACTOME_INTERFERON_GAMMA_SIGNALING																												CAMK2B NCAM1																																								
REACTOME_INTERFERON_SIGNALING				CAMK2B HERC5 MX2 RSAD2																		BST2 IFI27	BST2 HLA-DQA2 IFI27		BST2 HLA-DQA2			CAMK2B NCAM1			HLA-DQA2 MX1 MX2 NCAM1 RSAD2 USP41										CAMK2B HERC5 RSAD2	BST2 HLA-DQA2	CAMK2B MX1 MX2 NCAM1 RSAD2		HERC5 MX2 USP41	MX1 NCAM1 RSAD2 USP41		MX1 USP41						BST2 HLA-DQA2 IFI27 XAF1			HERC5 IFI27 MX1 MX2 RSAD2		HERC5 HLA-DQA2		HERC5 IFI27 MX1 MX2 RSAD2 USP41							
REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS		AKT3 FGF9 ITPR1 RRAGD																									ADCY1 ADCY2 ADCY5 AKT3																ADCY1 ADCY2 ADCY5 AKT3 CAMK2B ITPR1 PRKCG																									
REACTOME_INTRAFLAGELLAR_TRANSPORT																																													TUBA1A TUBB4A																							
REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC																																										KIF1A TUBB2B																										
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS																			AKT3 BCL2																								AKT3 BCL2 TP73			AKT3 BCL2																						
REACTOME_INWARDLY_RECTIFYING_K_CHANNELS			ABCC8 GNG2 GNG4	ABCC8 GABBR2 KCNJ11 KCNJ2 KCNJ6	ABCC8 KCNJ11									ABCC8 GNG2 GNG4 KCNJ2 KCNJ6	ABCC8 GNG2 GNG4	KCNJ2 KCNJ6		GABBR2 GNG2	ABCC8 KCNJ6												ABCC8 GNG2 KCNJ2	ABCC8 GABBR2		GNG2 GNG4 KCNJ11 KCNJ2	GABBR2 GNG2 GNG4 KCNJ11 KCNJ2		ABCC8 KCNJ11		ABCC8 GABBR2 GNG4 KCNJ6				GNG4 KCNJ2		KCNJ11 KCNJ6	GABBR2 GNG2 KCNJ11 KCNJ2 KCNJ6	GABBR2 GNG2 KCNJ2					GABBR2 GNG2 GNG4 KCNJ11				ABCC8 GABBR2 GNG4 KCNJ11 KCNJ2 KCNJ6	GABBR2 KCNJ6	GABBR2 GNG2 GNG4 KCNJ2 KCNJ6			GABBR2 GNG4 KCNJ2	ABCC8 GNG4				KCNJ11 KCNJ2	ABCC8 GNG4 KCNJ2	
REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS			GRIK3 GRIK5												GRIK3 GRIK5																																																					
REACTOME_ION_CHANNEL_TRANSPORT	ASIC5 TRPA1	ATP8B2 CLCN4		ASIC4 ATP6V1B1 CAMK2B TRPM2 WNK2	ATP6V1B1 ATP8B2 CAMK2B CLCN4 WNK2							ASIC4 ASIC5 ATP1A3 TRPA1		ASIC5 ATP8B2 CAMK2B MCOLN3 UNC79 WNK3					ASIC5 ATP1A3 ATP8B2 TRPA1 TRPM2 WNK2							TRPA1 WNK2		ASIC5 CAMK2B	ASIC4 ATP8B2 TRPA1						ASIC5 ATP1A3 ATP6V1B1 CLCN4 MCOLN3 UNC79 WNK2	ASIC5 TRPA1			ASIC4 ATP1A3 ATP6V1B1 ATP8B2 CAMK2B TRPM2	ATP8B2 WNK2	ATP8B2 CAMK2B TRPM2		ASIC4 ATP1A3 ATP6V1B1 ATP8B2 CAMK2B WNK3			ASIC4 ASIC5 ATP1A3 ATP6V1B1 ATP8B2 MCOLN3 TRPA1 UNC79		ATP8B2 UNC79				ASIC4 ATP1A3 CAMK2B CLCN4 MCOLN3 WNK2				ASIC4 ATP1A3 ATP8B2 CAMK2B MCOLN3 WNK2	ATP6V1B1 ATP8B2 CLCN4 TRPM2 WNK2	ASIC4 MCOLN3 TRPA1 UNC79 WNK3				ATP1A3 CAMK2B WNK2						
REACTOME_ION_HOMEOSTASIS				CAMK2B KCNJ11	CAMK2B KCNJ11							ATP1A3 ITPR1							ATP1A3 ITPR1															ITPR1 KCNJ11 SLC8A1	ATP1A3 KCNJ11 SLC8A1		CAMK2B KCNJ11		ATP1A3 CAMK2B SLC8A1				ATP1A3 CAMK2B ITPR1	ITPR1 SLC8A1		ATP1A3 KCNJ11	ATP1A3 SLC8A1					ATP1A3 CAMK2B KCNJ11 SLC8A1			ATP1A3 ITPR1 SLC8A1	ATP1A3 CAMK2B ITPR1 KCNJ11						ATP1A3 CAMK2B						
REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES					ATP8B2 CAMK2B																																ATP8B2 CAMK2B		ATP1A3 ATP8B2 CAMK2B		ATP8B2 CAMK2B		ATP1A3 ATP8B2 CAMK2B			ATP1A3 ATP8B2										ATP1A3 ATP8B2 CAMK2B						ATP1A3 CAMK2B						
REACTOME_IRS_MEDIATED_SIGNALLING																																																							FGF17 FGF9													
REACTOME_KINESINS			CENPE KIF1A KIF5A TUBA1A		KIF19 TUBB4A									CENPE KIF5A TUBA1A													KIF5A TUBB4A				CENPE KIF5A TUBA1A TUBB2B	KIF5A TUBA1A TUBB2B					KIF19 KIF5A TUBB4A					KIF1A TUBB2B			TUBA1A TUBB4A							KIF1A TUBA1A TUBB4A			CENPE KIF5A							CENPE TUBB4A						
REACTOME_L1CAM_INTERACTIONS					ANK2 SCN1B SPTBN4 TUBB4A								SPTBN4 TUBB4A	ANK2 DCX GAP43 NCAM1 NFASC SCN1B SCN3A SPTBN4 TUBA1A	GAP43 NFASC SPTBN4 TUBA1A	NFASC SCN1B SCN2A			ANK2 CHL1 GAP43 NCAM1 SPTBN4	CHL1 TUBB4A				NFASC TUBB4A			ANK2 NFASC TUBB4A	GAP43 NCAM1	DCX NFASC SCN3A SPTBN4		ANK2 GAP43 NCAM1 SCN2A SPTBN4 TUBA1A TUBB2B	ANK2 NFASC TUBA1A TUBB2B				DCX SCN3A			CHL1 GAP43 NCAM1 SCN2A SCN3A SPTBN4			DCX SCN3A TUBB2B	ANK2 GAP43 NCAM1 SPTBN4	ANK2 CHL1 SCN2A SPTBN4		CHL1 NCAM1 SPTBN4						ANK2 NFASC SPTBN4 TUBA1A TUBB4A		DCX SCN3A	ANK2 GAP43 NCAM1 SPTBN4			DCX GAP43 NFASC SCN2A SCN3A										
REACTOME_LEISHMANIA_INFECTION	DPEP1 PTHLH VAV3					ADORA2A DPEP1				ADORA2A DPEP1 PTHLH	ADORA2A ENTPD1				ADCY1 ADCY2 ADCY5 ENTPD1 GNG2 GNG4 ITPR1 PTHLH				ADCY1 ADCY2 ADCY5 ADORA2A DPEP1 ITPR1								ADCY1 ADCY2 ADCY5 DPEP1																							ADCY1 ADCY2 GGT5 GNG2																		
REACTOME_LGI_ADAM_INTERACTIONS																																			CACNG4 STX1A				CACNG4 STX1A																						CACNG4 STX1A							
REACTOME_LIGAND_RECEPTOR_INTERACTIONS																																																				BOC PTCH1																
REACTOME_LONG_TERM_POTENTIATION																																							CAMK2B DLG2				CAMK2B DLG2																									
REACTOME_MAPK_FAMILY_SIGNALING_CASCADES				CAMK2B KSR2 MAPK4 PAK3 RASAL1										CAMK2B FGF17 FGF9 GFRA1 GFRA3 KSR2 NCAM1 RET SPRED3 SPTBN4		DLG2 FGF9 KSR2 MAPK12 MMP2 RASAL1 SPRED3															FGF17 FGF9 GFRA3 KSR2 NCAM1 PAK3 RASAL1 SPTBN4								CAMK2B DLG2 FGF9 KIT KSR2 MAPK4 MMP2 NCAM1 PAK3 SPTBN4				CAMK2B DLG2 GFRA1 MMP2 NCAM1 RASAL1 SPRED3 SPTBN4	DLG2 FGF9 KSR2 MMP2 SPTBN4		FGF17 GFRA1 KSR2 NCAM1 RASAL1 RET SPTBN4						CAMK2B MAPK12 MAPK4 MMP2 RASAL1 RET SPRED3 SPTBN4			DLG2 FGF17 FGF9 GFRA1 GFRA3 NCAM1 RASAL1 SPTBN4	CAMK2B KSR2 MAPK12 MAPK4 RASAL1 RET SPRED3												
REACTOME_MEMBRANE_TRAFFICKING						RAB39B TUBB4A			APOB RAB39B																																																											
REACTOME_METABOLISM_OF_ANGIOTENSINOGEN_TO_ANGIOTENSINS																			AGT CPB1												AGT CPB1																																					
REACTOME_METABOLISM_OF_CARBOHYDRATES																																					AKR1B1 FUT1 GCK GPC2 PRELP	AKR1B1 FUT1 GPC2 PRELP																														
REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS															CLPS LRAT RBP1																						CLPS GPC2	CLPS GPC2	APOB CLPS RBP1				CLPS LRAT RBP1				GPC2 RBP1				APOB LRAT						GPC2 RBP1							APOB GPC2		APOB LRAT		
REACTOME_METABOLISM_OF_NUCLEOTIDES																																							AK5 AMPD3 CTPS1 ENTPD1								AK5 AMPD3 CTPS1 ENTPD1								AK5 AMPD3 ENTPD1													
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS																																							APOB CLPS ENPP2 GCH1 RBP1 SLC22A13												APOB LRAT												LRAT SLC22A13	APOB GPC2		APOB GCH1 LRAT		
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION			CENPE HLA-DQA2 KIF5A TUBA1A																												CENPE HLA-DQA2 KIF5A TUBA1A TUBB2B											HLA-DQA2 TUBB2B																				CENPE TUBB4A						
REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES												FBN1 LTBP2																																																		FBN1 LTBP2						
REACTOME_MUSCLE_CONTRACTION			CACNA1C CACNA2D1 FGF14 SCN2A TMOD2	CAMK2B KCNJ11 KCNJ2 KCNK17 SCN3A	CAMK2B KCNH2 KCNJ11 SCN1B							ATP1A3 CACNB2 ITPR1 TMOD2		CACNA2D1 CAMK2B KCNH2 KCNJ2 KCNK16 KCNK17 SCN1B SCN3A SLC8A1 TMOD2	ATP1A3 CACNA2D1 FGF14 ITPR1 KCNH2 KCNIP3 KCNK16 MYBPC3												CACNA1C FGF14 KCNK3		FGF14 ITPR1 KCNK3 SCN3A					CACNA2D1 CACNG4 ITPR1 KCNJ11 KCNJ2 KCNK16 KCNK17 KCNK3 MYBPC3 SLC8A1 TMOD2	ATP1A3 CACNA1C CACNG4 KCNH2 KCNJ11 KCNJ2 KCNK16 KCNK17 KCNK3 SLC8A1 TMOD2		CAMK2B KCNH2 KCNIP3 KCNJ11 KCNK17 KCNK3	CACNA2D1 KCNK3 SLC8A1	ATP1A3 CACNA1C CACNA2D1 CACNG4 CAMK2B FGF14 KCNH2 KCNIP3 KCNK3 SCN2A SCN3A SLC8A1		CAMK2B KCNH2 KCNK17 KCNK3 SCN1B	CACNB2 SCN3A	ATP1A3 CACNA2D1 CAMK2B ITPR1 KCNJ2 KCNK3	CACNA1C CACNA2D1 CACNB2 ITPR1 SCN2A SLC8A1	CACNA2D1 FGF14 KCNJ11	ATP1A3 CACNA2D1 FGF14 KCNIP3 KCNJ11 KCNJ2 MYBPC3		CACNA1C SLC8A1	CACNA2D1 FGF14 KCNK17	CACNA2D1 KCNK16 KCNK17		ATP1A3 CACNB2 CACNG4 CAMK2B FGF14 KCNH2 KCNJ11 KCNK16 MYBPC2 SLC8A1			ATP1A3 ITPR1 MYBPC2 SLC8A1 TMOD2	ATP1A3 CACNA1C CAMK2B ITPR1 KCNIP3 KCNJ11 KCNJ2 KCNK3 MYBPC3 SCN1B TMOD2	CACNA2D1 ITPR1 KCNH2 KCNK3 MYBPC2 MYBPC3 SCN2A SLC8A1 TMOD2	CACNA1C FGF14 KCNIP3 KCNJ2 KCNK17 MYBPC3 SCN2A SCN3A SLC8A1		ATP1A3 CACNA2D1 MYBPC3	ATP1A3 CACNA2D1 CACNG4 ITPR1 KCNIP3 KCNJ2 MYBPC3			CACNB2 ITPR1	ATP1A3 CACNA1C CACNB2 SCN2A	KCNJ11 KCNJ2 KCNK3 SCN1B		
REACTOME_MYOGENESIS			BOC MAPK12													BOC MAPK12																																				BOC MAPK12																
REACTOME_NCAM1_INTERACTIONS																			CACNA1C NCAM1												CACNA1C NCAM1												CACNA1H GFRA1 NCAM1	CACNA1C CACNB2		GFRA1 NCAM1		CACNA1C CACNA1H							GFRA1 NCAM1			CACNA1C GFRA1							CACNA1C CACNB2			
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH												CACNB2 SPTBN4		GFRA1 NCAM1 SPTBN4					CACNA1C NCAM1 SPTBN4												CACNA1C NCAM1 SPTBN4								CACNA1C NCAM1 SPTBN4				CACNA1H GFRA1 NCAM1 SPTBN4	CACNA1C CACNB2 SPTBN4		GFRA1 NCAM1 SPTBN4		CACNA1C CACNA1H				CACNA1H CACNB2 SPTBN4			GFRA1 NCAM1 SPTBN4										CACNA1C CACNB2			
REACTOME_NEGATIVE_REGULATION_OF_FGFR1_SIGNALING														FGF17 FGF9																	FGF17 FGF9	FGF17 FGF9		FGF17 FGF9																					FGF17 FGF9													
REACTOME_NEGATIVE_REGULATION_OF_FGFR2_SIGNALING														FGF17 FGF9																	FGF17 FGF9	FGF17 FGF9		FGF17 FGF9																					FGF17 FGF9													
REACTOME_NEGATIVE_REGULATION_OF_FGFR3_SIGNALING														FGF17 FGF9																	FGF17 FGF9	FGF17 FGF9		FGF17 FGF9																					FGF17 FGF9													
REACTOME_NEGATIVE_REGULATION_OF_FGFR4_SIGNALING														FGF17 FGF9																	FGF17 FGF9	FGF17 FGF9		FGF17 FGF9																					FGF17 FGF9													
REACTOME_NEGATIVE_REGULATION_OF_NMDA_RECEPTOR_MEDIATED_NEURONAL_TRANSMISSION				CAMK2B PPM1E	CAMK2B PPM1E										DLG2 PPM1E	DLG2 PPM1E			DLG2 PPM1E													CAMK2B PPM1E							CAMK2B DLG2				CAMK2B DLG2	DLG2 PPM1E								CAMK2B PPM1E			DLG2 PPM1E	CAMK2B PPM1E												
REACTOME_NEGATIVE_REGULATION_OF_TCF_DEPENDENT_SIGNALING_BY_WNT_LIGAND_ANTAGONISTS			SFRP1 WNT9A											SFRP1 WNT9A		SFRP1 WNT9A																																																			SFRP1 WNT9A	
REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK		AKT3 FGF9																																																																		
REACTOME_NERVOUS_SYSTEM_DEVELOPMENT			CACNA1C DOK6 EPHA4 ISL1 MAPK12 MMP2 NFASC PAK3 SCN2A TUBA1A		ANK2 CDK5R1 DPYSL4 EPHB3 SCN1B SPTBN4 TUBB4A	EPHA8 TUBB4A								ANK2 CDK5R1 CRMP1 DCX EFNB3 EPHA4 EPHA8 EPHB3 EVL GAP43 GFRA1 GFRA3 ISL1 NCAM1 NFASC PLXNC1 PMP22 RET ROBO1 SCN1B SCN3A SPTBN4 TUBA1A VAV3	CDK5R1 CRMP1 EFNB3 GAP43 ISL1 MAPK12 MSI1 NFASC PMP22 SPTBN4 TUBA1A	CACNA1H DSCAML1 MAPK12 MMP2 NFASC PMP22 ROBO1 SCN1B SCN2A			ANK2 CACNA1C CHL1 DSCAML1 EPHA4 GAP43 ISL1 NCAM1 PLXNC1 ROBO1 SPTBN4	CHL1 TUBB4A				EPHB3 GFRA1 NFASC TUBB4A		CDK5R1 DOK6 NCAM1 ROBO1	ANK2 CACNA1C EFNB3 EPHB3 EVL NFASC PLXNC1 ROBO1 TUBB4A	EPHA8 GAP43 NCAM1	DCX EPHB3 EVL NFASC SCN3A SPTBN4	EPHA8 PAK3 SCN3A	ANK2 CACNA1C DSCAML1 EPHA4 GAP43 GFRA3 ISL1 NCAM1 PAK3 ROBO1 SCN2A SPTBN4 TUBA1A TUBB2B	ANK2 DSCAML1 EPHA4 EPHB3 EVL MMP2 MSI1 NFASC PMP22 TUBA1A TUBB2B	CACNB2 DPYSL4 EPHA4		ANK2 CACNA1C CACNA1H DOK6 DSCAML1 EFNB3 EPHA4 EVL GAP43 GFRA3 MMP2 NFASC PAK3 PLXNC1	DCX EPHA8 PAK3 SCN3A			CACNA1C CDK5R1 CHL1 DSCAML1 EFNB3 EPHA4 EPHB3 EVL GAP43 ISL1 MMP2 NCAM1 PAK3 PLXNC1 PMP22 ROBO1 SCN2A SCN3A SPTBN4 VAV3			CACNB2 DCX SCN3A TUBB2B	ANK2 CACNA1H EFNB3 EPHA4 EVL GAP43 GFRA1 MMP2 NCAM1 PLXNC1 PMP22 SPTBN4	ANK2 CACNA1C CACNB2 CHL1 DSCAML1 EPHA4 MMP2 ROBO1 SCN2A SPTBN4	EFNB3 EVL PLXNC1 ROBO1 TUBA1A TUBB4A		ANK2 DOK6 EPHA4 EPHA8 EPHB3 GAP43 GFRA3 MMP2 MSI1 ROBO1	CACNA1C CACNA1H MAPK12		ANK2 DOK6 DSCAML1 EPHA8 MSI1 ROBO1		ANK2 CACNA1H CACNB2 CDK5R1 EFNB3 EPHA4 MAPK12 MMP2 MSI1 NFASC PLXNC1 RET SPTBN4 TUBA1A TUBB4A VAV3		CACNB2 CRMP1 DCX PAK3 SCN3A	ANK2 DSCAML1 EFNB3 EPHA4 EVL GAP43 GFRA1 GFRA3 NCAM1 PMP22 ROBO1 SPTBN4	ANK2 CACNA1C DSCAML1 EFNB3 EPHA4 EPHB3 EVL MAPK12 MSI1 NFASC PMP22 RET SCN1B		CACNA1C DCX DOK6 DSCAML1 EPHA8 GAP43 GFRA1 ISL1 MAPK12 NFASC PMP22 RET SCN2A SCN3A			ANK2 CDK5R1 EPHA4 EPHB3 EVL GFRA1 MAPK12 MSI1 RET ROBO1 TUBA1A TUBB4A							
REACTOME_NETRIN_1_SIGNALING																DSCAML1 MAPK12 ROBO1			DSCAML1 ROBO1																									DSCAML1 ROBO1						DSCAML1 ROBO1					DSCAML1 ROBO1								DSCAML1 MAPK12					
REACTOME_NEUREXINS_AND_NEUROLIGINS				LRRTM3 STXBP1											DLG2 LIN7A LRRTM3 STX1A	DLG2 STX1A			DLG2 LRRTM3 STX1A												LIN7A LRRTM3 STX1A								DLG2 LRRTM3 STX1A																DLG2 STX1A STXBP1			DLG2 LIN7A LRRTM3										
REACTOME_NEUROFASCIN_INTERACTIONS														DCX NFASC															DCX NFASC																													DCX NFASC										
