	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	CSRNP3	DACH1	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU2F2	POU5F1	PROX1	RFX6	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF853	ZNF883
REACTOME_L1CAM_INTERACTIONS					ANK2 SCN1B SPTBN4 TUBB4A						SCN3B SPTBN4 TUBB4A	ANK2 DCX DNM3 GAP43 NCAM1 NFASC SCN1B SCN3A SCN3B SPTBN4 TUBA1A	GAP43 NFASC SPTBN4 TUBA1A TUBB3				ANK2 GAP43 NCAM1 SCN3B SPTBN4					NFASC TUBB4A		DNM3 NCAM1	ANK2 DNM3 NFASC TUBB4A	GAP43 NCAM1	DCX NFASC SCN3A SPTBN4		ANK2 GAP43 NCAM1 SPTBN4 TUBA1A TUBB2B	ANK2 DNM3 NFASC TUBA1A TUBB2B			DCX SCN3A			GAP43 NCAM1 SCN3A SCN3B SPTBN4		DCX SCN3A TUBB2B	ANK2 GAP43 NCAM1 SCN3B SPTBN4		DNM3 TUBA1A TUBB3 TUBB4A		ANK2 DNM3 GAP43 TUBB3				ANK2 NFASC SPTBN4 TUBA1A TUBB3 TUBB4A		ANK2 GAP43 NCAM1 SPTBN4	ANK2 DNM3 NFASC SCN1B TUBB3		DCX GAP43 NFASC SCN3A TUBB3			ANK2 SCN3B TUBA1A TUBB3 TUBB4A								
REACTOME_LEISHMANIA_INFECTION						ADORA2A DPEP1			ADORA2A DPEP1																																				ADCY1 ADCY2 GGT5 GNG2 GPBAR1																		
REACTOME_LGI_ADAM_INTERACTIONS														LGI3 STX1A			LGI3 STX1A												LGI3 STX1A			CACNG4 STX1A				CACNG4 STX1A			LGI3 STX1A								CACNG4 LGI3								CACNG4 LGI3 STX1A								
REACTOME_LONG_TERM_POTENTIATION																																							CAMK2B GRIN1								CAMK2B GRIN1																
REACTOME_MAPK6_MAPK4_SIGNALING				MAPK4 PAK3																																																											
REACTOME_MAPK_FAMILY_SIGNALING_CASCADES																																				CAMK2B KIT KSR2 MAPK4 MMP2 NCAM1 PAK3 SPTBN4																											
REACTOME_MEMBRANE_TRAFFICKING		AKT3 KIF5A SYT2 TBC1D8B TUBB3				RAB39B TUBB4A																			AKT3 ANK2 DNM3 KIF5A SYT2 TUBB4A																																						
REACTOME_METABOLISM_OF_AMINE_DERIVED_HORMONES				DDC TPH1								DDC TPH1																	DDC TPH1							DDC TPH1						DDC TPH1									DDC TPH1												
REACTOME_METABOLISM_OF_ANGIOTENSINOGEN_TO_ANGIOTENSINS	ACE CES1										AGT CES1						AGT CES1 CPB1												AGT CES1 CPB1		ACE CPB1	ACE AGT CES1																ACE CES1															
REACTOME_METABOLISM_OF_CARBOHYDRATES																																			AKR1B1 FUT7 GPC2 GPC6														AKR1B1 CHST9 GCK GPC6 KHK VCAN									CHST9 GPC2					
REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS			APOA1 RBP2									APOA1 APOC3 GPC2 RBP2 TTR	CLPS GPC6 RBP1				APOA1 GPC6 TTR		APOA1 APOA4 APOC3										APOA1 RBP2 TTR	RBP2 TTR	APOA1 RBP2 TTR	APOA1 RBP1 RBP2		APOA1 CLPS GPC2	CLPS GPC2 GPC6	APOA4 CLPS GPC6 RBP1	GPC2 RBP2		CLPS GPC6 RBP1 TTR		APOA1 APOC3 GPC6		APOA1 APOC3 GPC2 RBP1				APOA1 RBP1 RBP2 TTR				APOA1 APOA4 APOC3 GPC2 RBP1 TTR	APOA1 APOA4 APOC3 RBP2			APOA1 APOC3 CLPS RBP1 TTR			APOA4 GPC2 RBP2					
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS												APOA1 APOC3 ENPP2 GPC2 PNPO RBP2 TTR	CLPS ENPP2 GPC6 NNMT RBP1				APOA1 GPC6 NNMT PNPO TTR		APOA1 APOA4 APOC3										APOA1 GCH1 NNMT PNPO RBP2 TTR						CLPS GPC2 GPC6	APOA4 CLPS ENPP2 GCH1 GPC6 NNMT RBP1	GPC2 PNPO RBP2				APOA1 APOC3 GPC6 PNPO		APOA1 APOC3 GCH1 GPC2 RBP1		NNMT PNPO TTR		APOA1 GCH1 NNMT RBP1 RBP2 TTR				APOA1 APOA4 APOC3 GCH1 GPC2 NNMT RBP1 TTR	APOA1 APOA4 APOC3 ENPP2 GCH1 NNMT RBP2			APOA1 APOC3 CLPS NNMT RBP1 TTR			APOA4 GPC2 RBP2	APOA4 NNMT PNPO				
REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS															NNMT PNPO																																												NNMT PNPO				
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION		KIF5A TUBB3																							DNM3 KIF5A TUBB4A					DNM3 KIF5A TUBA1A TUBB2B								HLA-DQA2 TUBB2B			DNM3 TUBA1A TUBB3 TUBB4A																						
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION																																					ACBD7 ACOT7								ACBD7 ACOT7		ACBD7 ACOT7			ACBD7 ACOT7										ACBD7 ACOT7			
REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE																																									SPC25 TUBA1A TUBB3 TUBB4A UBE2S																						
REACTOME_MITOTIC_PROMETAPHASE																																									SPC25 TUBA1A TUBB3 TUBB4A																						
REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES										FBN1 LTBP2							LTBP2 MFAP2																				LTBP2 MFAP2																			FBN1 LTBP2							
REACTOME_MTORC1_MEDIATED_SIGNALLING				EIF4EBP1 RRAGD	EIF4EBP1 RRAGD								EIF4EBP1 RRAGD	EIF4EBP1 RRAGD																																																	
REACTOME_MTOR_SIGNALLING				EIF4EBP1 RRAGD	EIF4EBP1 RRAGD								EIF4EBP1 RRAGD	EIF4EBP1 RRAGD																																																	
REACTOME_MUSCLE_CONTRACTION			CACNA1C CACNA2D1 FGF14 TMOD1 TMOD2	CACNB4 CAMK2B KCNJ11 KCNJ2 KCNK17 SCN3A	ANXA6 CACNB4 CAMK2B KCNH2 KCNJ11 SCN1B					ANXA6 ATP1A3 CACNB2 TMOD2		ANXA6 CACNA2D1 CACNG7 CAMK2B KCNH2 KCNJ2 KCNK16 KCNK17 SCN1B SCN3A SCN3B SLC8A1 TMOD2	ATP1A3 CACNA2D1 CACNG7 FGF14 KCNH2 KCNK16				ATP1A3 CACNA1C CACNB4 CACNG6 KCNK3 SCN3B TMOD1								CACNA1C FGF14 KCNK3		CACNB4 FGF14 KCNK3 SCN3A		CACNA1C CACNG6 FGF14 KCNJ2 KCNK17 TMOD1	CACNA2D1 CACNG6 CAMK2B KCNK3 TMOD1	CACNA2D1 CACNG4 KCNJ11 KCNJ2 KCNK16 KCNK17 KCNK3 SLC8A1 TMOD1 TMOD2	ATP1A3 CACNA1C CACNB4 CACNG4 CACNG6 KCNH2 KCNJ11 KCNJ2 KCNK16 KCNK17 KCNK3 SCN3B SLC8A1 TMOD1 TMOD2		CAMK2B KCNH2 KCNJ11 KCNK17 KCNK3 TMOD1	ANXA6 CACNA2D1 CACNB4 KCNK3 SLC8A1	ANXA6 ATP1A3 CACNA1C CACNA2D1 CACNG4 CACNG6 CAMK2B FGF14 KCNH2 KCNK3 SCN3A SCN3B SLC8A1	ANXA6 CAMK2B KCNH2 KCNK17 KCNK3 SCN1B	CACNB2 CACNG7 SCN3A	ATP1A3 CACNA2D1 CAMK2B KCNJ2 KCNK3 SCN3B TMOD1	ANXA6 CACNA1C CACNA2D1 CACNB2 SLC8A1	CACNA2D1 CACNB4 CACNG6 FGF14 KCNJ11	ATP1A3 CACNA2D1 CACNG6 FGF14 KCNJ11 KCNJ2 SCN3B	ATP1A3 KCNJ2 KCNK3 SLC8A1 TMOD1	CACNA2D1 CACNB4 FGF14 KCNK17	CACNA2D1 CACNB4 KCNK16 KCNK17		ANXA6 ATP1A3 CACNB2 CACNB4 CACNG4 CACNG6 CAMK2B FGF14 KCNH2 KCNJ11 KCNK16 SLC8A1	CACNB2 CACNG7 SCN3A	ATP1A3 CACNB4 CACNG6 CACNG7 SLC8A1 TMOD2	ATP1A3 CACNA1C CACNB4 CACNG7 CAMK2B KCNJ11 KCNJ2 KCNK3 SCN1B TMOD2	CACNA2D1 KCNH2 KCNK3 SLC8A1 TMOD2	CACNA1C CACNB4 CACNG6 FGF14 KCNJ2 KCNK17 SCN3A SLC8A1 TMOD1		ATP1A3 CACNA2D1	ABCC9 ANXA6 ATP1A3 CACNA2D1 CACNG4 KCNJ2 SCN3B		ANXA6 KCNH2	ABCC9 CACNB2	ABCC9 ANXA6 ATP1A3 CACNA1C CACNB2 TMOD1	ABCC9 CACNB4 KCNJ11 KCNJ2 KCNK3 SCN1B TMOD1	ABCC9 CACNG6 KCNJ2 TMOD2		
REACTOME_NCAM1_INTERACTIONS														CACNA1H CACNB4			CACNA1C CACNB4 NCAM1															CACNA1C CACNA1H CACNB4				CACNA1C NCAM1			CACNA1H GFRA1 NCAM1	CACNA1C CACNB2		GFRA1 NCAM1					CACNA1H CACNB2 CACNB4		CACNB4 GFRA1 NCAM1	CACNA1C CACNB4		CACNA1C CACNB4 GFRA1							CACNA1C CACNB2				
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH					CACNB4 SPTBN4					CACNB2 SPTBN4		GFRA1 NCAM1 SPTBN4					CACNA1C CACNB4 NCAM1 SPTBN4										CACNB4 SPTBN4		CACNA1C NCAM1 SPTBN4			CACNA1C CACNA1H CACNB4				CACNA1C NCAM1 SPTBN4			CACNA1H GFRA1 NCAM1 SPTBN4	CACNA1C CACNB2 SPTBN4		GFRA1 NCAM1 SPTBN4					CACNA1H CACNB2 CACNB4 SPTBN4		CACNB4 GFRA1 NCAM1 SPTBN4			CACNA1C CACNB4 GFRA1							CACNA1C CACNB2				
REACTOME_NEGATIVE_REGULATION_OF_NMDA_RECEPTOR_MEDIATED_NEURONAL_TRANSMISSION																																							CAMK2B GRIN1								CAMK2B GRIN1																
REACTOME_NEGATIVE_REGULATION_OF_TCF_DEPENDENT_SIGNALING_BY_WNT_LIGAND_ANTAGONISTS			SFRP1 WNT9A									SFRP1 WNT9A		SFRP1 WNT9A																																															SFRP1 WNT9A		
REACTOME_NERVOUS_SYSTEM_DEVELOPMENT					ABLIM2 ANK2 CACNB4 DPYSL4 SCN1B SPTBN4 TUBB4A							ANK2 CRMP1 DCX DNM3 EFNB3 EPHA4 GAP43 GFRA1 GFRA3 ISL1 NCAM1 NFASC PAK6 PLXNC1 RET SCN1B SCN3A SCN3B SPTBN4 TUBA1A			ABLIM2 CACNA1C EPHA4 GAP43 TRPC6		ABLIM2 ANK2 CACNA1C CACNB4 DSCAML1 EPHA4 GAP43 ISL1 NCAM1 PAK6 PLXNC1 SCN3B SPTBN4 TRPC6					GFRA1 NFASC TUBB4A			ANK2 CACNA1C DNM3 EFNB3 NFASC PLXNC1 TRPC6 TUBB4A		ABLIM2 CACNB4 DCX NFASC SCN3A SPTBN4 TRPC6		ABLIM2 ANK2 CACNA1C DSCAML1 EPHA4 GAP43 GFRA3 ISL1 NCAM1 PAK3 PAK6 SPTBN4 TUBA1A TUBB2B	ABLIM2 ANK2 DNM3 DSCAML1 EPHA4 MMP2 MSI1 NFASC TRPC6 TUBA1A TUBB2B		ANK2 CACNA1C CACNA1H CACNB4 DOK6 DSCAML1 EFNB3 EPHA4 GAP43 GFRA3 MMP2 NFASC PAK3 PAK6 PLXNC1 SCN3B TRPC6				ABLIM2 CACNA1C DSCAML1 EFNB3 EPHA4 GAP43 ISL1 MMP2 NCAM1 PAK3 PAK6 PLXNC1 SCN3A SCN3B SPTBN4 TRPC7		CACNB2 DCX SCN3A TUBB2B	ANK2 CACNA1H EFNB3 EPHA4 GAP43 GFRA1 GRIN1 MMP2 NCAM1 PLXNC1 SCN3B SPTBN4 TRPC6	ANK2 CACNA1C CACNB2 DSCAML1 EPHA4 MMP2 PAK6 SPTBN4	CACNB4 DNM3 EFNB3 PAK6 PLXNC1 TRPC7 TUBA1A TUBB3 TUBB4A	ABLIM2 EFNB3 GFRA1 GRIN1 NCAM1 PAK6 PLXNC1 RET SCN3B SPTBN4 TRPC7	ANK2 DNM3 DOK6 EPHA4 GAP43 GFRA3 MMP2 MSI1 TUBB3		ABLIM2 ANK2 CACNB4 DNM3 DOK6 DSCAML1 MSI1		ABLIM2 ANK2 CACNA1H CACNB2 CACNB4 EFNB3 EPHA4 GRIN1 MMP2 MSI1 NFASC PLXNC1 RET SPTBN4 TRPC7 TUBA1A TUBB3 TUBB4A		ABLIM2 ANK2 CACNB4 DSCAML1 EFNB3 EPHA4 GAP43 GFRA1 GFRA3 GRIN1 NCAM1 PAK6 SPTBN4 TRPC6	ANK2 CACNA1C CACNB4 DNM3 DSCAML1 EFNB3 EPHA4 MSI1 NFASC PAK6 RET SCN1B TUBB3		CACNA1C CACNB4 DCX DOK6 DSCAML1 GAP43 GFRA1 ISL1 NFASC RET SCN3A TRPC7 TUBB3					DSCAML1 EPHA4 PAK6			ABLIM2 CACNB4 GAP43 MSI1 SCN1B TRPC7			
REACTOME_NETRIN_1_SIGNALING														ABLIM2 DSCAML1	ABLIM2 TRPC6		ABLIM2 DSCAML1 TRPC6										ABLIM2 TRPC6			ABLIM2 DSCAML1 TRPC6				DSCAML1 TRPC7		ABLIM2 DSCAML1 TRPC7								ABLIM2 TRPC6	ABLIM2 DSCAML1				ABLIM2 DSCAML1 TRPC6											ABLIM2 TRPC7			
REACTOME_NEUREXINS_AND_NEUROLIGINS		NRXN2 SYT2		LRRTM3 NRXN2								BEGAIN LIN7A SYT2	BEGAIN LIN7A LRRTM3 STX1A	BEGAIN STX1A SYT2		BEGAIN SYT2	LRRTM3 NRXN2 STX1A								LIN7A SYT2		LRRTM3 SYT2		LIN7A LRRTM3 STX1A		BEGAIN LIN7A NRXN2 SYT2					LRRTM3 STX1A SYT2			GRIN1 NRXN2 STX1A SYT2			BEGAIN GRIN1 NRXN2					GRIN1 LIN7A NRXN2		GRIN1 STX1A SYT2	BEGAIN LIN7A SYT2		BEGAIN LIN7A LRRTM3 NRXN2 SYT2				BEGAIN NRXN2				NRXN2 SYT2			
REACTOME_NEUROFASCIN_INTERACTIONS												DCX NFASC															DCX NFASC																									DCX NFASC											
REACTOME_NEURONAL_SYSTEM	CACNA1B GRIK3 GRIN1 LRFN1	KCNAB2 NCALD NRXN2 SYT2 TUBB3	ABCC8 ADCY1 CACNA1B CPLX1 GAD2 GNG2 GNG4 GRIK3 GRIK5 KCNA6 KCNAB2 KCNJ3 KCNMB3 KCNN3 TUBA1A	ABCC8 CACNA1A CACNB4 CAMK2B CHRNB2 GABBR2 GRIK3 KCNA6 KCNB2 KCNH7 KCNJ11 KCNJ2 KCNJ6 KCNK17 LRRTM3 NRXN2	ABCC8 ADCY1 CACNB4 CAMK2B CHRNA3 CHRNB2 KCNAB2 KCNH2 KCNJ11 SYT2 TUBB4A					CACNB2 CHRNA5 CHRNB2 KCNMB3 PRKCG	ABCC8 CACNA1A GABRB3 KCNH2 KCNN3 NRXN2 TUBB4A	ABCC8 BEGAIN CACNA1A CACNA1B CAMK2B CHRNA3 CHRNA5 CHRNB2 GABRB3 GNG2 GNG4 GRIK5 KCNAB2 KCNB2 KCNH2 KCNH3 KCNH6 KCNH8 KCNJ2 KCNJ6 KCNK16 KCNK17 KCNMA1 KCNMB2 KCNMB3 LIN7A NCALD PRKCG SYN1 SYT2 TUBA1A	ABCC8 ADCY1 ADCY2 BEGAIN CACNA1A CHRNB2 GNG2 GNG4 GRIK3 GRIK5 KCNH2 KCNH3 KCNH6 KCNK16 LIN7A LRRTM3 SNAP25 STX1A SYN1 TUBA1A TUBB3	BEGAIN CACNA1A CACNB4 GRIK5 KCNAB2 KCNH3 KCNJ2 KCNJ6 KCNMB3 KCNN3 NCALD SNAP25 STX1A SYT2	CHRNB2 GABBR2 KCNH8 KCNMB2 KCNMB3 KCNN3 NCALD SYT2	BEGAIN CPLX1 GABBR2 GNG2 KCNH7 SYT2	ABCC8 ADCY1 ADCY2 CACNA1A CACNB4 CHRNA5 GABRB3 GRIK5 KCNH6 KCNH7 KCNH8 KCNJ6 KCNK3 KCNMA1 KCNMB2 LRRTM3 NRXN2 SNAP25 STX1A					CHRNA3 LIN7A TUBB4A	CHRNA5 KCNA6 LRRTM3	CACNA1B GABRA1 GABRB3 KCNA6 KCNK17 KCNMB3 SNAP25	ADCY1 ADCY2 CPLX1 KCNH7 KCNJ3 KCNJ6 KCNK3 LIN7A SNAP25 SYT2 TUBB4A	CACNA1B CAMK2B CPLX1 GABRB3 KCNMA1 KCNMB3	CACNB4 KCNK3 KCNMA1 KCNMB2 LRRTM3 NCALD SYT2		ABCC8 ADCY2 CACNA1A CACNA1B GABRA1 GABRB3 GAD2 GNG2 GRIK5 KCNH8 KCNJ2 KCNJ3 KCNK17 KCNMA1 KCNMB2 KCNN3 LIN7A LRRTM3 NCALD SNAP25 STX1A SYN1 TUBA1A TUBB2B	ABCC8 ADCY1 CACNA1A CAMK2B CPLX1 GABBR2 KCNH8 KCNK3 KCNMA1 KCNMB3 LIN7A NCALD SNAP25 SYT2 TUBA1A TUBB2B	ADCY1 ADCY2 BEGAIN CACNG4 CHRNA5 CHRNB2 CPLX1 GNG2 GNG4 GRIK5 KCNB2 KCNH3 KCNH6 KCNJ11 KCNJ2 KCNJ3 KCNK16 KCNK17 KCNK3 KCNMB2 KCNMB3 KCNN3 LIN7A NCALD NRXN2 SNAP25 SYN1 SYT2 TSPAN7 TUBB3	ADCY1 CACNA1A CACNB4 CACNG4 CPLX1 GABBR2 GABRA1 GNG2 GNG4 GRIK5 KCNA6 KCNAB2 KCNB2 KCNH2 KCNH6 KCNH7 KCNJ11 KCNJ2 KCNJ3 KCNK16 KCNK17 KCNK3 KCNMA1 KCNMB2 NRXN2 SNAP25 STX1A SYN1 TSPAN7	CACNA1B CHRNA3 GRIK3 KCNA6 TSPAN7	ABCC8 ADCY2 CAMK2B CHRNA3 CPLX1 KCNAB2 KCNB2 KCNH2 KCNH8 KCNJ11 KCNK17 KCNK3 KCNMA1 TUBB4A	CACNB4 KCNAB2 KCNB2 KCNH7 KCNK3 TUBB4A	ABCC8 CACNA1A CACNG4 CAMK2B CPLX1 GABBR2 GABRB3 GNG4 KCNH2 KCNH7 KCNJ6 KCNK3 KCNMA1 KCNMB2 KCNN3 LRRTM3 SNAP25 STX1A SYT2	CAMK2B KCNH2 KCNK17 KCNK3 KCNMA1 KCNN3 NCALD SYT2	CACNB2 LRRTM3 TUBB2B	ADCY1 ADCY2 CACNA1B CAMK2B CHRNA3 CHRNB2 CPLX1 GAD2 GNG4 GRIK5 GRIN1 KCNAB2 KCNB2 KCNH6 KCNH8 KCNJ2 KCNK3 LRFN1 NCALD NRXN2 PRKCG SNAP25 STX1A SYT2	ADCY2 CACNA1A CACNA1B CACNB2 GABRB3 KCNH7 KCNMA1 KCNMB2 KCNN3 NCALD SNAP25	CACNB4 CHRNA3 KCNJ11 KCNJ6 SNAP25 TUBA1A TUBB3 TUBB4A	BEGAIN CHRNB2 CPLX1 GABBR2 GNG2 GRIK5 GRIN1 KCNJ11 KCNJ2 KCNJ3 KCNJ6 KCNMA1 KCNMB2 KCNN3 LRFN1 NRXN2 SNAP25	BEGAIN CACNA1A CHRNA3 CPLX1 GABBR2 GABRA1 GNG2 KCNH7 KCNJ2 KCNK3 KCNMA1 KCNN3 NCALD SYN1 TUBB3	ADCY1 CACNA1A CACNB4 KCNAB2 KCNH7 KCNJ3 KCNJ6 KCNK17 KCNMB2 KCNMB3 LIN7A	ADCY1 ADCY2 CACNB4 CPLX1 GNG2 KCNH3 KCNK16 KCNK17 KCNMB3		CACNA1A CACNB2 CACNB4 CACNG4 CAMK2B CHRNA3 GABBR2 GAD2 GNG2 GNG4 GRIK5 GRIN1 KCNH2 KCNH3 KCNH6 KCNH8 KCNJ11 KCNK16 KCNN3 LIN7A NCALD NRXN2 PRKCG SNAP25 TUBA1A TUBB3 TUBB4A	CACNA1B CACNB2 GABRA1 GRIK3 KCNA6 LRRTM3 TSPAN7	CACNA1A CACNA1B CACNB4 GABRA1 GABRB3 GAD2 GRIN1 KCNH8 KCNMA1 KCNMB2 KCNN3 NCALD PRKCG STX1A SYT2	ABCC8 BEGAIN CACNA1B CACNB4 CAMK2B CPLX1 GABBR2 GABRB3 GNG4 GRIK5 KCNH3 KCNH6 KCNJ11 KCNJ2 KCNJ6 KCNK3 KCNMB2 LIN7A NCALD PRKCG SYT2 TSPAN7 TUBB3	ADCY1 CHRNB2 GABBR2 GABRB3 GRIK3 KCNAB2 KCNH2 KCNH8 KCNJ6 KCNK3 LIN7A LRFN1 SYT2 TUBB3	ADCY1 BEGAIN CACNA1A CACNB4 CPLX1 GABBR2 GAD2 GNG2 GNG4 GRIK5 KCNB2 KCNJ2 KCNJ3 KCNJ6 KCNK17 LIN7A LRRTM3 NCALD NRXN2 SYN1 SYT2 TUBB3	GRIK3 LIN7A		ABCC9 ADCY1 CACNG4 CHRNB2 CPLX1 GABBR2 GNG4 GRIK5 KCNAB2 KCNH7 KCNH8 KCNJ2 KCNMB2 LRFN1 PRKCG STX1A TSPAN7 TUBA1A TUBB3 TUBB4A	ABCC8 BEGAIN CAMK2B CHRNA3 CHRNA5 GNG4 KCNAB2 LRFN1 NRXN2 TUBB4A		ABCC9 CACNB2 KCNN3 SYT2	ABCC9 CACNB2 CPLX1 KCNH7 KCNMB2	ABCC9 CACNB4 KCNH3 KCNH6 KCNJ11 KCNJ2 KCNK3 NRXN2 PRKCG SYT2	ABCC8 ABCC9 BEGAIN CHRNA5 GNG4 KCNB2 KCNH8 KCNJ2 KCNMB3 PRKCG SYN1		KCNH2 KCNN3
REACTOME_NEUROTOXICITY_OF_CLOSTRIDIUM_TOXINS												SV2A SYT2	SNAP25 STX1A	SNAP25 STX1A SYT2			SNAP25 STX1A								SNAP25 SYT2				SNAP25 STX1A SV2B	SNAP25 SYT2	SNAP25 SYT2	SNAP25 STX1A SV2B				SNAP25 STX1A SYT2			SNAP25 STX1A SV2A SYT2										STX1A SV2A SYT2			SV2A SYT2			STX1A SV2A								
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION			ADCY1 GNG2 GNG4 GRIK3 GRIK5 KCNJ3 TUBA1A	CAMK2B CHRNB2 GABBR2 GRIK3 KCNJ2 KCNJ6	ADCY1 CAMK2B CHRNA3 CHRNB2 TUBB4A					CHRNA5 CHRNB2 PRKCG		CAMK2B CHRNA3 CHRNA5 CHRNB2 GABRB3 GNG2 GNG4 GRIK5 KCNJ2 KCNJ6 LIN7A NCALD PRKCG TUBA1A	ADCY1 ADCY2 CHRNB2 GNG2 GNG4 GRIK3 GRIK5 LIN7A TUBA1A TUBB3		CHRNB2 GABBR2 NCALD		ADCY1 ADCY2 CHRNA5 GABRB3 GRIK5 KCNJ6					CHRNA3 LIN7A TUBB4A			ADCY1 ADCY2 KCNJ3 KCNJ6 LIN7A TUBB4A	CAMK2B GABRB3			ADCY2 GABRA1 GABRB3 GNG2 GRIK5 KCNJ2 KCNJ3 LIN7A NCALD TUBA1A TUBB2B	ADCY1 CAMK2B GABBR2 LIN7A NCALD TUBA1A TUBB2B	ADCY1 ADCY2 CACNG4 CHRNA5 CHRNB2 GNG2 GNG4 GRIK5 KCNJ2 KCNJ3 LIN7A NCALD TSPAN7 TUBB3	ADCY1 CACNG4 GABBR2 GABRA1 GNG2 GNG4 GRIK5 KCNJ2 KCNJ3 TSPAN7	CHRNA3 GRIK3 TSPAN7	ADCY2 CAMK2B CHRNA3 TUBB4A		CACNG4 CAMK2B GABBR2 GABRB3 GNG4 KCNJ6			ADCY1 ADCY2 CAMK2B CHRNA3 CHRNB2 GNG4 GRIK5 GRIN1 KCNJ2 NCALD PRKCG		CHRNA3 KCNJ6 TUBA1A TUBB3 TUBB4A	CHRNB2 GABBR2 GNG2 GRIK5 GRIN1 KCNJ2 KCNJ3 KCNJ6	CHRNA3 GABBR2 GABRA1 GNG2 KCNJ2 NCALD TUBB3	ADCY1 KCNJ3 KCNJ6 LIN7A			CACNG4 CAMK2B CHRNA3 GABBR2 GNG2 GNG4 GRIK5 GRIN1 LIN7A NCALD PRKCG TUBA1A TUBB3 TUBB4A	GABRA1 GRIK3 TSPAN7	GABRA1 GABRB3 GRIN1 NCALD PRKCG	CAMK2B GABBR2 GABRB3 GNG4 GRIK5 KCNJ2 KCNJ6 LIN7A NCALD PRKCG TSPAN7 TUBB3	ADCY1 CHRNB2 GABBR2 GABRB3 GRIK3 KCNJ6 LIN7A TUBB3	ADCY1 GABBR2 GNG2 GNG4 GRIK5 KCNJ2 KCNJ3 KCNJ6 LIN7A NCALD TUBB3	GRIK3 LIN7A		ADCY1 CACNG4 CHRNB2 GABBR2 GNG4 GRIK5 KCNJ2 PRKCG TSPAN7 TUBA1A TUBB3 TUBB4A	CAMK2B CHRNA3 CHRNA5 GNG4 TUBB4A					CHRNA5 GNG4 KCNJ2 PRKCG		
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE													LIN7A SNAP25 STX1A SYN1	SNAP25 STX1A											CPLX1 LIN7A SNAP25				GAD2 LIN7A SNAP25 STX1A SYN1	CPLX1 LIN7A SNAP25	CPLX1 LIN7A SNAP25 SYN1	CPLX1 SNAP25 STX1A SYN1				CPLX1 SNAP25 STX1A			CPLX1 GAD2 SNAP25 STX1A				CPLX1 SYN1				GAD2 LIN7A SNAP25					CPLX1 GAD2 LIN7A SYN1											
REACTOME_NGF_STIMULATED_TRANSCRIPTION		TPH1 VGF		CDK5R2 TPH1	ARC CDK5R2							ARC CDK5R2 TPH1 VGF	ARC ASCL1 CDK5R2 TPH1 VGF				ID4 TPH1 VGF													ID4 TPH1	ARC CDK5R2 TPH1 VGF	ARC CDK5R2 TPH1 VGF		ARC VGF		ID4 TPH1					ARC CDK5R2 VGF	ARC ASCL1 TPH1 VGF					ARC CDK5R2 VGF			ID4 VGF	ARC TPH1					ARC VGF				ARC ID4 TPH1	ARC CDK5R2 TPH1		
REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE												KCNMA1 KCNMB2 KCNMB3 PDE2A			KCNMB2 KCNMB3		KCNMA1 KCNMB2 PDE2A									KCNMA1 KCNMB3	KCNMA1 KCNMB2		KCNMA1 KCNMB2	KCNMA1 KCNMB3	KCNMB2 KCNMB3 PDE2A	KCNMA1 KCNMB2 PDE2A		KCNMA1 PDE2A		KCNMA1 KCNMB2				KCNMA1 KCNMB2		KCNMA1 KCNMB2	KCNMA1 PDE2A	KCNMB2 KCNMB3					KCNMA1 KCNMB2 PDE2A														
REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE													SNAP25 STX1A	SNAP25 STX1A			SNAP25 STX1A								CPLX1 SNAP25				SNAP25 STX1A	CPLX1 SNAP25	CPLX1 SNAP25	CPLX1 SNAP25 STX1A				CPLX1 SNAP25 STX1A			CPLX1 SNAP25 STX1A			CPLX1 SNAP25													CPLX1 STX1A								
REACTOME_NOTCH2_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS																																																												DLL1 MDK			
