	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	CSRNP3	DACH1	DPF3	DZIP1	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF853	ZNF883
REACTOME_ION_CHANNEL_TRANSPORT	ASIC5 CLCA1 TRPA1		ASIC4 ASIC5 ATP6V1G2 CLCA1 CLCA4 FXYD1 FXYD6 TRPA1	ASIC4 CAMK2B FXYD1 WNK2	ASIC1 CAMK2B CLCN4 WNK2						CLCA1 CLCN4	ASIC1 ASIC4 ASIC5 ATP1A3 TRPA1 UNC80		ASIC5 CAMK2B FXYD1 NALCN UNC79 UNC80 WNK3		ASIC1 CLCA4 FXYD6 TRPM3 WNK2			ASIC5 ATP1A3 CLCA4 FXYD1 TRPA1 TRPM3 UNC80 WNK2				CLCN4 TRPM3				ASIC5 CAMK2B	ASIC4 CLCA4 FXYD6 TRPA1 TRPM3		ASIC5 CLCA1 CLCA4 TRPM3 UNC79 UNC80	ATP6V1G2 CAMK2B CLCA1 FXYD6 TRPM3	ASIC1 ATP6V1G2 CLCA4 CLCN4 FXYD1 UNC79 UNC80 WNK2	ASIC5 ATP1A3 ATP6V1G2 CLCA4 CLCN4 FXYD1 FXYD6 TRPM3 UNC79 WNK2	ASIC5 TRPA1					CAMK2B CLCA1 FXYD6		ASIC4 ATP1A3 ATP6V1G2 CAMK2B CLCA4 FXYD6 WNK3	ASIC1 ASIC5 ATP6V1G2 CLCA1 TRPA1 TRPM3 UNC80		ASIC4 ASIC5 ATP1A3 FXYD6 TRPA1 UNC79	ATP1A3 ATP6V1G2 CLCA4 FXYD6 NALCN TRPM3 UNC79 WNK2					ASIC4 ATP1A3 CAMK2B CLCN4 FXYD6 NALCN WNK2			ASIC1 ASIC4 ATP1A3 CLCA1 FXYD6 NALCN TRPM3 UNC79	ASIC4 ATP1A3 ATP6V1G2 CAMK2B FXYD6 TRPM3 WNK2		ASIC4 ATP6V1G2 CLCA4 FXYD1 TRPA1 UNC79 UNC80 WNK3		ATP1A3 ATP6V1G2 CLCA1	ATP1A3 FXYD6 UNC79 UNC80 WNK2	ATP1A3 CAMK2B WNK2			ATP1A3 TRPM3	ATP6V1G2 NALCN UNC79			ATP6V1G2 CLCA1 CLCN4
REACTOME_ION_HOMEOSTASIS				CAMK2B FXYD1 KCNJ11	CAMK2B KCNJ11							ATP1A3 ITPR1		CAMK2B FXYD1 SLC8A1	ATP1A3 ITPR1				ATP1A3 FXYD1 ITPR1									FXYD6 ITPR1			CAMK2B FXYD6	FXYD1 ITPR1 KCNJ11 SLC8A1	ATP1A3 FXYD1 FXYD6 KCNJ11 SLC8A1		CAMK2B KCNJ11		ATP1A3 CAMK2B SLC8A1		CAMK2B FXYD6		ATP1A3 CAMK2B FXYD6 ITPR1	ITPR1 SLC8A1		ATP1A3 FXYD6 KCNJ11	ATP1A3 FXYD6 SLC8A1					ATP1A3 CAMK2B FXYD6 KCNJ11 SLC8A1			ATP1A3 FXYD6 ITPR1 SLC8A1	ATP1A3 CAMK2B FXYD6 ITPR1 KCNJ11	FXYD6 ITPR1 SLC8A1				ATP1A3 FXYD6 ITPR1	ATP1A3 CAMK2B							
REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES				CAMK2B FXYD1																											CAMK2B FXYD6		ATP1A3 FXYD1 FXYD6						CAMK2B FXYD6		ATP1A3 CAMK2B FXYD6				ATP1A3 FXYD6					ATP1A3 CAMK2B FXYD6				ATP1A3 CAMK2B FXYD6						ATP1A3 CAMK2B							
REACTOME_IRS_MEDIATED_SIGNALLING			FGF17 KL											FGF17 KL KLB		KL KLB			KL KLB												FGF17 KL	FGF17 KL KLB																																			
REACTOME_KINESINS					KIF19 TUBB4A																					KIF5A TUBB4A									KIF19 KIF5A TUBB4A					KIF1A TUBB2B																											
REACTOME_L1CAM_INTERACTIONS					ANK2 SCN1B SPTBN4 TUBB4A								SCN3B SPTBN4 TUBB4A	ANK2 DCX NCAM1 NFASC SCN1B SCN3A SCN3B SPTBN4					ANK2 CHL1 NCAM1 SCN3B SPTBN4				NFASC TUBB4A			ANK2 NFASC TUBB4A		DCX NFASC SCN3A SPTBN4						DCX SCN3A			CHL1 NCAM1 SCN3A SCN3B SPTBN4			DCX SCN3A TUBB2B	ANK2 NCAM1 SCN3B SPTBN4	ANK2 CHL1 SPTBN4		CHL1 NCAM1 SCN3B SPTBN4						ANK2 NFASC SPTBN4 TUBB4A		DCX SCN3A															
REACTOME_LEISHMANIA_INFECTION							CYSLTR2 GPR83			ADORA2A CYSLTR2 ENTPD1					ADCY1 ADCY2 ADCY5 ENTPD1 GNG2 GNG4 ITPR1 SCT					ADORA2A ITPR1					CYSLTR2 ENTPD1 GPR83							ADCY1 ADCY2 ADCY5 CRH GIP GNG2 GNG4 GPBAR1 ITPR1	ADCY1 ADORA2A CRH CYSLTR2 GNG2 GNG4 GPBAR1 GPR83 SCT								ADCY1 ADCY2 ADCY5 CRH GIP GNG4 GPBAR1 GPR83 ITPR1 SCT	ADCY2 ADCY5 CYSLTR2 GPBAR1 ITPR1						ADCY1 ADCY2 GNG2 GPBAR1					ADCY5 CYSLTR2 ENTPD1 GPBAR1 GPR83 ITPR1 SCT			ADCY1 ADORA2A CRH GNG2 GNG4 GPR83 SCT						GPR83 ITPR1					
REACTOME_LGI_ADAM_INTERACTIONS																LGI3 STX1A			LGI3 STX1A											LGI3 STX1A			CACNG4 STX1A				CACNG4 STX1A				LGI3 STX1A									CACNG4 LGI3									CACNG4 LGI3 STX1A								
REACTOME_LONG_TERM_POTENTIATION	GRIA2 GRIN1			CAMK2B GRIN2C			GRIA2 GRIN2C			GRIA2 GRIN2C																				GRIA2 NEFL							CAMK2B GRIN2C				CAMK2B GRIN1			GRIN1 GRIN2C						CAMK2B GRIN1 NEFL			GRIA2 GRIN1 GRIN2C NEFL	CAMK2B GRIN2C NEFL													
REACTOME_MAPK6_MAPK4_SIGNALING				MAPK4 PAK3																																																															
REACTOME_MAPK_FAMILY_SIGNALING_CASCADES														CAMK2B FGF17 GFRA1 GFRA3 KL KLB KSR2 NCAM1 RET SPTBN4																FGF17 GFRA3 KL KSR2 NCAM1 NEFL PAK3 SHC3 SPTBN4						KIT KLB KSR2 MMP2	CAMK2B KIT KSR2 MAPK4 MMP2 NCAM1 PAK3 SPTBN4					KL KSR2 MMP2 SHC3 SPTBN4		FGF17 GFRA1 GRIN1 KSR2 NCAM1 RET SPTBN4						CAMK2B GRIN1 KL MAPK4 MMP2 NEFL RET SPTBN4	GFRA1 NEFL		FGF17 GFRA1 GFRA3 GRIN1 KL NCAM1 NEFL SPTBN4														
REACTOME_MECP2_REGULATES_TRANSCRIPTION_OF_NEURONAL_LIGANDS					CRH DLL1																											CRH DLL1	CRH SST																										CRH DLL1								
REACTOME_MEMBRANE_TRAFFICKING						RAB39B TUBB4A																																																													
REACTOME_METABOLISM_OF_AMINE_DERIVED_HORMONES				DDC TPH1										DDC TPH1																DDC TPH1							DDC TPH1							DDC TPH1											DDC TPH1												
REACTOME_METABOLISM_OF_ANGIOTENSINOGEN_TO_ANGIOTENSINS													AGT CES1						AGT CES1 CPB1											AGT CES1 CPB1			AGT CES1																																		
REACTOME_METABOLISM_OF_CARBOHYDRATES																					CHST9 EPM2A																																									CHST9 GPC2					
REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS															CLPS GPC6 RBP1				GPC6 TTR																CLPS GPC2	CLPS GPC2 GPC6	CLPS GPC6 RBP1				CLPS GPC6 RBP1 TTR				GPC2 RBP1										GPC2 RBP1 TTR				CLPS RBP1 TTR								
REACTOME_METABOLISM_OF_NUCLEOTIDES																																													AK5 CTPS1 ENTPD1																						
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS																																				CLPS GPC2 GPC6																															
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION																																								HLA-DQA2 TUBB2B																											
REACTOME_MITOTIC_G2_G2_M_PHASES																							CCNA1 TUBB4A																	CCNA1 TUBB2B																											
REACTOME_MUSCLE_CONTRACTION			CACNA1C CACNA2D1 CACNA2D2 FGF14 FXYD1 FXYD6 KCNE4 TMOD1 TMOD2	CAMK2B FXYD1 KCNJ11 KCNJ2 KCNK17 SCN3A	CACNA2D2 CAMK2B KCNH2 KCNJ11 SCN1B							ATP1A3 CACNA2D2 CACNB2 ITPR1 TMOD2		CACNA2D1 CACNA2D2 CAMK2B FXYD1 KCNH2 KCNJ2 KCNK16 KCNK17 SCN1B SCN3A SCN3B SLC8A1 TMOD2	ATP1A3 CACNA2D1 FGF14 ITPR1 KCNE4 KCNH2 KCNIP3 KCNK16		CACNA1C CACNA2D2 KCNE4 TMOD2		ATP1A3 CACNA1C FXYD1 ITPR1 KCNE4 KCNK3 SCN3B TMOD1							CACNA1C FGF14 KCNK3		FGF14 FXYD6 ITPR1 KCNK3 SCN3A		CACNA1C CACNA2D2 FGF14 KCNJ2 KCNK17 TMOD1	CACNA2D1 CAMK2B FXYD6 KCNK3 TMOD1	CACNA2D1 CACNA2D2 CACNG4 FXYD1 ITPR1 KCNE4 KCNJ11 KCNJ2 KCNK16 KCNK17 KCNK3 SLC8A1 TMOD1 TMOD2	ATP1A3 CACNA1C CACNA2D2 CACNG4 FXYD1 FXYD6 KCNE4 KCNH2 KCNJ11 KCNJ2 KCNK16 KCNK17 KCNK3 SCN3B SLC8A1 TMOD1 TMOD2		CAMK2B KCNE4 KCNH2 KCNIP3 KCNJ11 KCNK17 KCNK3 TMOD1	CACNA2D1 KCNK3 SLC8A1	ATP1A3 CACNA1C CACNA2D1 CACNG4 CAMK2B FGF14 KCNE4 KCNH2 KCNIP3 KCNK3 SCN3A SCN3B SLC8A1		CACNA2D2 CAMK2B FXYD6 KCNH2 KCNK17 KCNK3 SCN1B	CACNB2 SCN3A	ATP1A3 CACNA2D1 CACNA2D2 CAMK2B FXYD6 ITPR1 KCNJ2 KCNK3 SCN3B TMOD1	CACNA1C CACNA2D1 CACNA2D2 CACNB2 ITPR1 KCNE4 SLC8A1	CACNA2D1 FGF14 KCNJ11	ATP1A3 CACNA2D1 CACNA2D2 FGF14 FXYD6 KCNIP3 KCNJ11 KCNJ2 SCN3B	ATP1A3 FXYD6 KCNJ2 KCNK3 SLC8A1 TMOD1	CACNA1C SLC8A1	CACNA2D1 FGF14 KCNK17	CACNA2D1 CACNA2D2 KCNK16 KCNK17		ATP1A3 CACNB2 CACNG4 CAMK2B FGF14 FXYD6 KCNH2 KCNJ11 KCNK16 SLC8A1			ATP1A3 CACNA2D2 FXYD6 ITPR1 KCNE4 SLC8A1 TMOD2	ATP1A3 CACNA1C CACNA2D2 CAMK2B FXYD6 ITPR1 KCNIP3 KCNJ11 KCNJ2 KCNK3 SCN1B TMOD2	CACNA2D1 CACNA2D2 FXYD6 ITPR1 KCNE4 KCNH2 KCNK3 SLC8A1 TMOD2	CACNA1C CACNA2D2 FGF14 FXYD1 KCNE4 KCNIP3 KCNJ2 KCNK17 SCN3A SLC8A1 TMOD1		ATP1A3 CACNA2D1	ATP1A3 CACNA2D1 CACNA2D2 CACNG4 FXYD6 ITPR1 KCNIP3 KCNJ2 SCN3B	ATP1A3 CAMK2B KCNE4		CACNB2 ITPR1	ATP1A3 CACNA1C CACNB2 TMOD1	CACNA2D2 KCNJ11 KCNJ2 KCNK3 SCN1B TMOD1	FXYD1 KCNIP3 KCNJ2 TMOD2		
REACTOME_NCAM1_INTERACTIONS		CACNA1G CACNA1H												CACNA1G GFRA1 NCAM1					CACNA1C CACNA1G NCAM1								CACNA1G NCAM1			CACNA1C CACNA1G NCAM1			CACNA1C CACNA1G CACNA1H		CACNA1G CACNA1H						CACNA1G CACNA1H GFRA1 NCAM1	CACNA1C CACNB2		CACNA1G GFRA1 NCAM1		CACNA1C CACNA1H							CACNA1G GFRA1 NCAM1		CACNA1G GFRA1	CACNA1C GFRA1							CACNA1C CACNB2				
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH		CACNA1G CACNA1H			CACNA1G SPTBN4							CACNB2 SPTBN4		CACNA1G GFRA1 NCAM1 SPTBN4					CACNA1C CACNA1G NCAM1 SPTBN4								CACNA1G NCAM1			CACNA1C CACNA1G NCAM1 SPTBN4			CACNA1C CACNA1G CACNA1H		CACNA1G CACNA1H		CACNA1C NCAM1 SPTBN4				CACNA1G CACNA1H GFRA1 NCAM1 SPTBN4	CACNA1C CACNB2 SPTBN4		CACNA1G GFRA1 NCAM1 SPTBN4		CACNA1C CACNA1H				CACNA1H CACNB2 SPTBN4			CACNA1G GFRA1 NCAM1 SPTBN4										CACNA1C CACNB2				
REACTOME_NEGATIVE_REGULATION_OF_FGFR1_SIGNALING			FGF17 KL											FGF17 KL																FGF17 KL	FGF17 KL	FGF17 KL																					FGF17 KL														
REACTOME_NEGATIVE_REGULATION_OF_FGFR4_SIGNALING														FGF17 KLB																		FGF17 KLB																																			
REACTOME_NEGATIVE_REGULATION_OF_NMDA_RECEPTOR_MEDIATED_NEURONAL_TRANSMISSION				CAMK1 CAMK2B GRIN2C PPM1E	CAMK1 CAMK2B PPM1E							CAMK1 PPM1E			GRIN2C PPM1E															CAMK1 NEFL PPM1E	CAMK2B PPM1E						CAMK1 CAMK2B GRIN2C				CAMK1 CAMK2B GRIN1			GRIN1 GRIN2C						CAMK2B GRIN1 NEFL PPM1E			GRIN1 GRIN2C NEFL PPM1E	CAMK2B GRIN2C NEFL PPM1E					CAMK1 GRIN2C PPM1E								NEFL PPM1E
REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK		AKT3 KLB																													AKT3 FGF17 KL					KIT KLB																															
REACTOME_NERVOUS_SYSTEM_DEVELOPMENT		ABLIM2 CACNA1G CACNA1H DPYSL4			ABLIM2 ANK2 CACNA1G CDK5R1 DPYSL4 SCN1B SPTBN4 TUBB4A								EVL SCN3B SPTBN4 TUBB4A	ANK2 CACNA1G CDK5R1 CRMP1 DCX EFNB3 EPHA4 EVL GFRA1 GFRA3 ISL1 NCAM1 NFASC PAK6 PLXNC1 RET SCN1B SCN3A SCN3B SPTBN4					ABLIM2 ANK2 CACNA1C CACNA1G CHL1 DSCAML1 EPHA4 ISL1 NCAM1 PAK6 PLXNC1 SCN3B SHC3 SPTBN4							ANK2 CACNA1C EFNB3 EVL NFASC PLXNC1 TUBB4A		ABLIM2 DCX EVL NFASC SCN3A SHC3 SPTBN4		ABLIM2 ANK2 CACNA1C CACNA1G DSCAML1 EPHA4 GFRA3 ISL1 NCAM1 PAK3 PAK6 SHC3 SPTBN4 TUBB2B			ANK2 CACNA1C CACNA1G CACNA1H DOK6 DSCAML1 EFNB3 EPHA4 EVL GFRA3 MMP2 NFASC PAK3 PAK6 PLXNC1 SCN3B SHC3				ABLIM2 CACNA1C CDK5R1 CHL1 CXCL12 DSCAML1 EFNB3 EPHA4 EVL ISL1 MMP2 NCAM1 PAK3 PAK6 PLXNC1 SCN3A SCN3B SPTBN4			CACNB2 DCX SCN3A TUBB2B	ANK2 CACNA1G CACNA1H CXCL12 EFNB3 EPHA4 EVL GFRA1 GRIN1 MMP2 NCAM1 PLXNC1 SCN3B SPTBN4	ANK2 CACNA1C CACNB2 CHL1 DSCAML1 EPHA4 MMP2 PAK6 SHC3 SPTBN4	EFNB3 EVL PAK6 PLXNC1 SHC3 TUBB4A	ABLIM2 CACNA1G CHL1 CXCL12 EFNB3 GFRA1 GRIN1 NCAM1 PAK6 PLXNC1 RET SCN3B SPTBN4						ABLIM2 ANK2 CACNA1H CACNB2 CDK5R1 EFNB3 EPHA4 GRIN1 MMP2 NFASC PLXNC1 RET SPTBN4 TUBB4A		CACNB2 CRMP1 DCX PAK3 SCN3A	ABLIM2 ANK2 CACNA1G DSCAML1 EFNB3 EPHA4 EVL GFRA1 GFRA3 GRIN1 NCAM1 PAK6 SPTBN4	ANK2 CACNA1C DSCAML1 EFNB3 EPHA4 EVL NFASC PAK6 RET SCN1B		CACNA1C DCX DOK6 DSCAML1 GFRA1 ISL1 NFASC RET SCN3A SHC3					DSCAML1 EPHA4 PAK6						
REACTOME_NETRIN_1_SIGNALING																ABLIM2 DSCAML1															ABLIM2 DSCAML1																	ABLIM2 DSCAML1																			
REACTOME_NEUREXINS_AND_NEUROLIGINS				GRIN2C LRRTM3											GRIN2C LIN7A LRRTM3 STX1A															LIN7A LRRTM3 STX1A							GRIN2C LRRTM3 STX1A																GRIN1 GRIN2C STX1A			GRIN2C LIN7A LRRTM3											
REACTOME_NEUROFASCIN_INTERACTIONS														DCX NFASC														DCX NFASC																												DCX NFASC											
REACTOME_NEURONAL_SYSTEM	CACNA1B GABRG2 GRIA2 GRIK3 GRIN1		ABCC8 ADCY1 CACNA1B CACNA2D2 CAMK1 CPLX1 GAD2 GNG2 GNG4 GRIK3 GRIK5 KCNA6 KCNAB2 KCNJ3 KCNN3	ABCC8 ADCY5 CACNA1A CAMK1 CAMK2B CHRNB2 GABBR2 GRIK3 GRIN2C HCN4 KCNA6 KCNB2 KCNC1 KCNH7 KCNJ11 KCNJ2 KCNJ6 KCNK17 LRRTM3 PPM1E	ABCC8 ADCY1 CACNA2D2 CAMK1 CAMK2B CHRNA3 CHRNB2 KCNAB2 KCNC1 KCNH2 KCNJ11 PPM1E TUBB4A		GABRB3 GRIA2 GRIN2C			GABBR2 GRIA2 GRIN2C		CACNA2D2 CACNB2 CAMK1 CHRNA5 CHRNB2 PPM1E PRKCG	ABCC8 CACNA1A GABRB3 KCNH2 KCNN3 TUBB4A	ABCC8 CACNA1A CACNA1B CACNA1E CACNA2D2 CAMK2B CHRNA3 CHRNA5 CHRNB2 GABRB3 GABRG2 GNG2 GNG4 GRIK5 KCNAB2 KCNB2 KCNH2 KCNH3 KCNH6 KCNH8 KCNJ2 KCNJ6 KCNK16 KCNK17 KCNMA1 KCNMB2 LIN7A LRFN2 NCALD PRKCG SYN1	ABCC8 ADCY1 ADCY2 ADCY5 CACNA1A CHRNB2 GABRG2 GNG2 GNG4 GRIK3 GRIK5 GRIN2C HCN4 KCNH2 KCNH3 KCNH6 KCNK16 LIN7A LRRTM3 PPM1E SNAP25 STX1A SYN1	ADCY5 CACNA1A CACNA2D2 GRIK5 HCN4 KCNAB2 KCNC1 KCNH3 KCNJ2 KCNJ6 KCNN3 NCALD PPM1E SNAP25 STX1A	CACNA1E CACNA2D2 CHRNB2 GABBR2 KCNC1 KCNH8 KCNMB2 KCNN3 NCALD PPM1E	CPLX1 GABBR2 GNG2 KCNH7	ABCC8 ADCY1 ADCY2 ADCY5 CACNA1A CACNA1E CHRNA5 GABRB3 GRIA2 GRIK5 KCNH6 KCNH7 KCNH8 KCNJ6 KCNK3 KCNMA1 KCNMB2 LRRTM3 PPM1E SNAP25 STX1A				CHRNA3 LIN7A TUBB4A	CHRNA5 KCNA6 LRRTM3	CACNA1B GABRA1 GABRB3 GRIA2 KCNA6 KCNK17 SNAP25	ADCY1 ADCY2 ADCY5 CACNA1E CPLX1 HCN4 KCNH7 KCNJ3 KCNJ6 KCNK3 LIN7A PPM1E SNAP25 TUBB4A	CACNA1B CAMK2B CPLX1 GABRB3 KCNMA1	CAMK1 KCNK3 KCNMA1 KCNMB2 LRRTM3 NCALD		ABCC8 ADCY2 ADCY5 CACNA1A CACNA1B CACNA1E CACNA2D2 CAMK1 GABRA1 GABRB3 GAD2 GNG2 GRIA2 GRIK5 KCNC1 KCNH8 KCNJ2 KCNJ3 KCNK17 KCNMA1 KCNMB2 KCNN3 LIN7A LRFN2 LRRTM3 NCALD NEFL PPM1E SNAP25 STX1A SYN1 TUBB2B	ABCC8 ADCY1 CACNA1A CAMK2B CPLX1 GABBR2 HCN4 KCNH8 KCNK3 KCNMA1 LIN7A NCALD PPM1E SNAP25 TUBB2B	ADCY1 ADCY2 ADCY5 CACNA2D2 CACNG4 CHRNA5 CHRNB2 CPLX1 GNG2 GNG4 GRIA2 GRIK5 KCNB2 KCNC1 KCNH3 KCNH6 KCNJ11 KCNJ2 KCNJ3 KCNK16 KCNK17 KCNK3 KCNMB2 KCNN3 LIN7A LRFN2 NCALD PPM1E SNAP25 SYN1 TSPAN7	ADCY1 CACNA1A CACNA1E CACNA2D2 CACNG4 CPLX1 GABBR2 GABRA1 GNG2 GNG4 GRIK5 HCN4 KCNA6 KCNAB2 KCNB2 KCNC1 KCNH2 KCNH6 KCNH7 KCNJ11 KCNJ2 KCNJ3 KCNK16 KCNK17 KCNK3 KCNMA1 KCNMB2 LRFN2 SNAP25 STX1A SYN1 TSPAN7	CACNA1B CHRNA3 GRIK3 KCNA6 TSPAN7	ABCC8 ADCY2 CACNA1E CAMK2B CHRNA3 CPLX1 KCNAB2 KCNB2 KCNH2 KCNH8 KCNJ11 KCNK17 KCNK3 KCNMA1 TUBB4A	ADCY5 KCNAB2 KCNB2 KCNC1 KCNH7 KCNK3 TUBB4A	ABCC8 ADCY5 CACNA1A CACNG4 CAMK1 CAMK2B CPLX1 GABBR2 GABRB3 GNG4 GRIN2C KCNH2 KCNH7 KCNJ6 KCNK3 KCNMA1 KCNMB2 KCNN3 LRRTM3 SNAP25 STX1A		CACNA2D2 CAMK2B KCNC1 KCNH2 KCNK17 KCNK3 KCNMA1 KCNN3 NCALD	CACNB2 LRRTM3 TUBB2B	ADCY1 ADCY2 ADCY5 CACNA1B CACNA1E CACNA2D2 CAMK1 CAMK2B CHRNA3 CHRNB2 CPLX1 GAD2 GNG4 GRIK5 GRIN1 KCNAB2 KCNB2 KCNC1 KCNH6 KCNH8 KCNJ2 KCNK3 LRFN2 NCALD PRKCG SNAP25 STX1A	ADCY2 ADCY5 CACNA1A CACNA1B CACNA2D2 CACNB2 GABRB3 GRIA2 KCNC1 KCNH7 KCNMA1 KCNMB2 KCNN3 NCALD PPM1E SNAP25	ADCY5 CHRNA3 GRIN2C KCNJ11 KCNJ6 LRFN2 SNAP25 TUBB4A	ADCY5 CACNA2D2 CHRNB2 CPLX1 GABBR2 GNG2 GRIK5 GRIN1 GRIN2C HCN4 KCNC1 KCNJ11 KCNJ2 KCNJ3 KCNJ6 KCNMA1 KCNMB2 KCNN3 LRFN2 SNAP25	ADCY5 CACNA1A CACNA1E CHRNA3 CPLX1 GABBR2 GABRA1 GNG2 KCNH7 KCNJ2 KCNK3 KCNMA1 KCNN3 LRFN2 NCALD PPM1E SYN1		ADCY1 CACNA1A KCNAB2 KCNH7 KCNJ3 KCNJ6 KCNK17 KCNMB2 LIN7A	ADCY1 ADCY2 CACNA2D2 CPLX1 GNG2 KCNC1 KCNH3 KCNK16 KCNK17 PPM1E		CACNA1A CACNA1E CACNB2 CACNG4 CAMK2B CHRNA3 GABBR2 GAD2 GNG2 GNG4 GRIK5 GRIN1 HCN4 KCNH2 KCNH3 KCNH6 KCNH8 KCNJ11 KCNK16 KCNN3 LIN7A LRFN2 NCALD NEFL PPM1E PRKCG SNAP25 TUBB4A		CACNA1B CACNB2 GABRA1 GABRG2 GRIA2 GRIK3 KCNA6 LRRTM3 TSPAN7	ADCY5 CACNA1A CACNA1B CACNA1E CACNA2D2 GABRA1 GABRB3 GABRG2 GAD2 GRIA2 GRIN1 GRIN2C KCNC1 KCNH8 KCNMA1 KCNMB2 KCNN3 NCALD NEFL PPM1E PRKCG STX1A	ABCC8 ADCY5 CACNA1B CACNA1E CACNA2D2 CAMK2B CPLX1 GABBR2 GABRB3 GNG4 GRIK5 GRIN2C HCN4 KCNC1 KCNH3 KCNH6 KCNJ11 KCNJ2 KCNJ6 KCNK3 KCNMB2 LIN7A NCALD NEFL PPM1E PRKCG TSPAN7	ADCY1 CACNA1E CACNA2D2 CHRNB2 GABBR2 GABRB3 GRIK3 KCNAB2 KCNC1 KCNH2 KCNH8 KCNJ6 KCNK3 LIN7A PPM1E	ADCY1 CACNA1A CACNA1E CACNA2D2 CPLX1 GABBR2 GAD2 GNG2 GNG4 GRIK5 GRIN2C KCNB2 KCNC1 KCNJ2 KCNJ3 KCNJ6 KCNK17 LIN7A LRRTM3 NCALD SYN1	GRIK3 LIN7A		ADCY1 ADCY5 CACNA2D2 CACNG4 CAMK1 CHRNB2 CPLX1 GABBR2 GNG4 GRIK5 GRIN2C KCNAB2 KCNC1 KCNH7 KCNH8 KCNJ2 KCNMB2 PPM1E PRKCG STX1A TSPAN7 TUBB4A	ABCC8 CAMK2B CHRNA3 CHRNA5 GNG4 KCNAB2 TUBB4A	ADCY5 GABRG2 KCNH2		CACNB2 CPLX1 KCNH7 KCNMB2	CACNA2D2 GABRG2 KCNH3 KCNH6 KCNJ11 KCNJ2 KCNK3 PPM1E PRKCG	ABCC8 ADCY5 CHRNA5 GNG4 GRIN2C KCNB2 KCNC1 KCNH8 KCNJ2 LRFN2 PRKCG SYN1		KCNH2 KCNN3 LRFN2 NEFL PPM1E
REACTOME_NEUROTOXICITY_OF_CLOSTRIDIUM_TOXINS															SNAP25 STX1A	SNAP25 STX1A			SNAP25 STX1A											SNAP25 STX1A SV2B			SNAP25 STX1A SV2B				SNAP25 STX1A				SNAP25 STX1A SV2A												STX1A SV2A						STX1A SV2A								
