	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CBX2	CCDC17	CSRNP3	CXXC4	DACH1	DPF3	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HES6	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	LTF	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF117	ZNF382	ZNF492	ZNF514	ZNF519	ZNF788	ZNF846	ZNF853	ZNF883
GO_ACTION_POTENTIAL		CACNA1H CHRNB2 KCNJ2	CACNA1C CACNA2D1 KCNJ2 SCN2A SLC8A1	CHRNB2 HCN4 KCNJ2 KCNMB2 SCN1B SCN3A	ANK2 CHRNB2 KCNH2 KCNJ2 SCN1B										ANK2 CACNA2D1 CHRNB2 CHRNB4 CNR1 GJD2 HCN4 KCNH2 KCNJ2 KCNMB2 SCN1B SCN2A SCN3A SLC8A1	ANK2 CACNA1C CACNA2D1 CACNB2 CHRNB2 CNR1 GJD2 HCN4 KCNH2 KCNJ2 SCN1B SLC8A1	CACNA1H CHRNB4 HCN4 KCNJ2 SCN1B SCN2A	ANK2 CACNA1C CHRNB2 CHRNB4 KCNMB2		ANK2 CACNA1C GJD2 KCNMB2									ANK2 CACNA1C CHRNB4 HCN4		CACNA1C KCNMB2 SCN3A		ANK2 CACNA1C CHRNB4 KCNJ2 KCNMB2 SCN2A		CACNB2 CNR1	ANK2 CACNA1C CACNA1H CACNA2D1 CHRNB2 CHRNB4 CNR1 KCNJ2 KCNMB2 SLC8A1	ANK2 CACNA1C CACNA1H CHRNB4 CNR1 HCN4 KCNH2 KCNJ2 KCNMB2 SLC8A1	GJD2 SCN3A	CACNA1H CHRNB4 KCNH2 KCNJ2	CACNA2D1 CHRNB4 KCNJ2 SCN2A SLC8A1	CACNA1C CACNA2D1 CHRNB4 KCNH2 KCNMB2 SCN2A SCN3A SLC8A1		ANK2 CACNA1H KCNH2 SCN1B	CACNB2 GJD2 SCN3A	ANK2 CACNA1H CACNA2D1 CHRNB2 CHRNB4 KCNJ2 SCN1B	ANK2 CACNA1C CACNA2D1 CACNB2 KCNMB2 SCN2A SLC8A1	CACNA1H CACNA2D1 HCN4	CACNA1H CACNA2D1 CHRNB2 CHRNB4 HCN4 KCNJ2 KCNMB2 SCN1B		CACNA1C CACNA1H SLC8A1				ANK2 CACNA1H CACNB2 HCN4 KCNH2 SLC8A1		CACNB2 GJD2 SCN3A		ANK2 CACNA1C CHRNB4 CNR1 HCN4 KCNJ2 KCNMB2 SCN1B	ANK2 CACNA1C CACNA2D1 CHRNB2 CHRNB4 HCN4 KCNH2 KCNMB2 SCN1B SCN2A SLC8A1	CACNA1C CHRNB4 CNR1 GJD2 HCN4 KCNJ2 SCN2A SCN3A SLC8A1			ANK2 CACNA1C CACNA2D1 CHRNB2 CHRNB4 CNR1 KCNH2 KCNJ2 KCNMB2		KCNH2 SCN1B			CACNA1C CACNB2 CHRNB4 KCNMB2 SCN2A SLC8A1		CNR1 KCNJ2 SCN1B		CNR1 HCN4 KCNH2 KCNJ2 SCN1B		CACNA1C KCNH2
GO_ACTIVATING_TRANSCRIPTION_FACTOR_BINDING																						DUSP26 IFI27							ATOH8 DUSP26 IFI27			BEX1 DUSP26						BEX1 DUSP26	ATOH8 BEX1 DUSP26 NEUROD1		ATOH8 ISL1 NEUROD1							ATOH8 BEX1 DUSP26								BEX1 IFI27			BEX1 DUSP26 IFI27 ISL1	DUSP26 IFI27 ISL1			ATOH8 IFI27 ISL1 NEUROD1				BEX1 DUSP26	BEX1 DUSP26						
GO_ACTIVATION_OF_ADENYLATE_CYCLASE_ACTIVITY				ADCY1 ADCY5	ADCY1 ADCY5											ADCY1 ADCY2 ADCY5	ADCY1 ADCY5		ADCY1 ADCY5	ADCY1 ADCY2 ADCY5									ADCY1 ADCY2 ADCY5				ADCY2 ADCY5			ADCY1 ADCY2 ADCY5				ADCY2 ADCY5					ADCY1 ADCY2 ADCY5	ADCY2 ADCY5	ADCY1 ADCY5					ADCY1 ADCY2					ADCY1 ADCY5						ADCY1 ADCY2 ADCY5											
GO_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE					FFAR2 MUC5B PLCG2																								FFAR2 MUC5B PLCG2																																													
GO_ACTIVATION_OF_MAPK_ACTIVITY														AGT GHRL MAP3K12 MAPK10								AGT MAP3K12										KIT PAK3								KIT MAP3K12 MAPK10 RET	GHRL KIT MAP3K12 MAPK10 PAK3 TP73																					MAP3K12 RET	AGT GHRL KIT MAPK10 RET TP73											
GO_ACTIVATION_OF_PHOSPHOLIPASE_C_ACTIVITY																															AGT AVPR1B														AGT AVPR1B																													
GO_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY				ADCY1 ADCY5 CCDC88A CDK5R1 PAK3 TP73	ADCY1 ADCY5 CCDC88A CDK5R1 CHRNA3 CLSPN TP73									AGT GHRL MAP3K12 MAPK10								AGT CDK5R1 MAP3K12							ADCY1 ADCY2 ADCY5 CCDC88A MAP3K12										ADCY2 AGT CHRNA3 RET TP73	ADCY2 ADCY5 KIT MAP3K12 MAPK10 RET	ADCY5 CCDC88A CDK5R1 DRD2 GHRL KIT MAP3K12 MAPK10 PAK3 TP73				ADCY1 ADCY2 ADCY5 AGT CHRNA3 CLSPN DRD2 MAP3K12 MAPK10 TP73														ADCY1 ADCY2 AGT CCDC88A CDK5R1 CLSPN DRD2 MAP3K12 MAPK10 RET TP73			CLSPN MAP3K12 RET	ADCY1 ADCY2 ADCY5 AGT CCDC88A CDK5R1 CLSPN GHRL KIT MAPK10 RET TP73		ADCY5 CCDC88A TP73									
GO_ACTIVATION_OF_PROTEIN_KINASE_A_ACTIVITY				ADCY1 ADCY5	ADCY1 ADCY5											ADCY1 ADCY2 ADCY5	ADCY1 ADCY5		ADCY1 ADCY5	ADCY1 ADCY2 ADCY5									ADCY1 ADCY2 ADCY5				ADCY2 ADCY5	ADCY1 ADCY2		ADCY1 ADCY2 ADCY5				ADCY2 ADCY5					ADCY1 ADCY2 ADCY5	ADCY2 ADCY5	ADCY1 ADCY5					ADCY1 ADCY2					ADCY1 ADCY5		ADCY1 ADCY2				ADCY1 ADCY2 ADCY5											
GO_ACTIVE_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY					ABCC8 ATP1A3 CLCN4 KCNJ11																					CLCN4 SLC26A7																																																
GO_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY			ABCA9 ABCC8 SLC16A12 SLC18A1 SLC26A7 SLC38A3 SLC6A16 SLC8A1		ABCA9 ABCC8 ATP1A3 CLCN4 KCNJ11																																																																	ATP1A3 KCNJ11 SLC12A5 SLC38A3 SLC6A16				
GO_ACTOMYOSIN																			LIMCH1 PGM5 STX1A														LIMCH1 PGM5 STX1A																			LIMCH1 PGM5																						
GO_ACTOMYOSIN_STRUCTURE_ORGANIZATION													CCDC88A CIT EVL LIMCH1 PPM1E TMOD2		CCDC88A CIT CORO2B EVL PROX1 SFRP1 TMOD2	CCDC88A LIMCH1 PGM5 PPM1E PROX1 SFRP1 TMOD2	CCDC88A CIT CORO2B PPM1E PROX1 SFRP1 TMEFF2 TMOD2	CIT PGM5 PPM1E TMOD2	EVL LIMCH1 PGM5 TMOD2										CCDC88A EVL LIMCH1 PPM1E		CCDC88A CIT EVL PGM5 TMEFF2						CIT EVL PGM5 PROX1 SFRP1 TMEFF2 TMOD2				CCDC88A CIT CORO2B EVL LIMCH1 PROX1 TMEFF2					CORO2B PGM5 PPM1E TMEFF2	CORO2B EVL PGM5 PROX1		CIT CORO2B PGM5 PPM1E SFRP1			CIT LIMCH1 PGM5 PPM1E					CIT CORO2B EVL PGM5 PPM1E TMOD2	CORO2B EVL LIMCH1 PGM5 PPM1E PROX1 TMOD2	CCDC88A CIT CORO2B EVL LIMCH1 PPM1E PROX1 TMEFF2 TMOD2	CCDC88A CIT CORO2B LIMCH1 PGM5 PROX1								CIT EVL PGM5 PROX1				CIT CORO2B LIMCH1 SFRP1 TMOD2		
GO_ADAPTATION_OF_SIGNALING_PATHWAY			APLN DRD2														APLN DRD2	APLN DRD2															APLN DRD2	APLN DRD2		APLN DRD2										APLN DRD2		APLN DRD2									APLN DRD2		APLN DRD2	APLN DRD2														
GO_ADAPTIVE_THERMOGENESIS																																																																	NOVA2 PLCL1									
GO_ADENYLATE_CYCLASE_ACTIVATING_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY																ADCY5 GNG2			ADCY5 GNG2										ADCY5 GNG2				ADCY5 GNG2			ADCY5 GNG2												ADCY5 GNG2	ADCY5 GNG2																									
GO_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GPR119 PTHLH		ADCY1 APLP1 DRD2 GNG2 GPR119 UCN3	ADCY1 ADCY5 APLP1	ADCY1 ADCY5 APLP1						ADORA2A PTHLH			ADORA2A GPR119		ADCY1 ADCY2 ADCY5 APLP1 CNR1 GNG2 PTHLH UCN3				ADCY1 ADCY2 ADCY5 ADORA2A PTHLH UCN3	CNR1 PTHLH						ADCY1 CHGA		ADCY1 ADCY2 ADCY5 ADORA2A GNG2				ADCY2 ADCY5 APLP1 DRD2 GNG2 GPR119 UCN3			ADCY1 ADCY2 ADCY5 APLP1 CHGA CNR1 DRD2 GNG2 PTHLH	ADCY1 ADORA2A CHGA CNR1 GNG2 PTHLH		ADCY2 APLP1 CHGA						ADCY1 ADCY2 ADCY5 APLP1 DRD2 PTHLH		ADCY1 ADCY5 APLP1 UCN3	ADCY5 APLP1 DRD2 GNG2				ADCY1 ADCY2 GNG2				CHGA GPR119	ADCY1 ADCY5 APLP1 CHGA DRD2	ADCY5 ADORA2A APLP1 CNR1 UCN3	ADCY1 ADCY2 APLP1 CHGA DRD2 GNG2 PTHLH UCN3	ADCY1 ADORA2A APLP1 CNR1 DRD2 GNG2 PTHLH UCN3			ADCY1 ADCY2 ADCY5 ADORA2A APLP1 CHGA CNR1									ADCY5 APLP1 CNR1 PTHLH UCN3		
GO_ADENYLATE_CYCLASE_ACTIVITY				ADCY1 ADCY5	ADCY1 ADCY5											ADCY1 ADCY2 ADCY5	ADCY1 ADCY5		ADCY1 ADCY5	ADCY1 ADCY2 ADCY5									ADCY1 ADCY2 ADCY5				ADCY2 ADCY5	ADCY1 ADCY2		ADCY1 ADCY2 ADCY5				ADCY2 ADCY5					ADCY1 ADCY2 ADCY5	ADCY2 ADCY5	ADCY1 ADCY5					ADCY1 ADCY2					ADCY1 ADCY5		ADCY1 ADCY2				ADCY1 ADCY2 ADCY5											
GO_ADENYLATE_CYCLASE_BINDING																ADCY2 ADCY5				ADCY2 ADCY5									ADCY2 ADCY5				ADCY2 ADCY5			ADCY2 ADCY5				ADCY2 ADCY5					ADCY2 ADCY5	ADCY2 ADCY5																	ADCY2 ADCY5											
GO_ADENYLATE_CYCLASE_INHIBITING_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY																	ADCY5 DRD2	ADCY5 DRD2															ADCY5 DRD2			ADCY5 DRD2					ADCY5 DRD2				ADCY5 DRD2	ADCY5 DRD2		ADCY5 DRD2									ADCY5 DRD2																	
GO_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_ACETYLCHOLINE_RECEPTOR_SIGNALING_PATHWAY																CHRM4 HRH3																		CHRM4 HRH3																							CHRM4 HRH3																	
GO_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY			ADCY1 CHRM4 DRD2 GRIK3	ADCY1 ADCY5 GRIK3												ADCY1 ADCY2 ADCY5 CHRM4 GRIK3 HRH3 PDE2A	ADCY1 ADCY5 DRD2 SSTR2	ADCY5 DRD2 SSTR2		ADCY1 ADCY2 ADCY5 PDE2A									ADCY1 ADCY2 ADCY5 PDE2A				ADCY2 ADCY5 CHRM4 DRD2	ADCY1 ADCY2 CHRM4 DRD2 HRH3 SSTR2		ADCY1 ADCY2 ADCY5 CHRM4 DRD2 PDE2A			ADCY2 PDE2A SSTR2	ADCY2 ADCY5					ADCY1 ADCY2 ADCY5 CHRM4 DRD2 PDE2A	ADCY2 ADCY5 DRD2		ADCY5 CHRM4 DRD2	ADCY5 CHRM4 PDE2A			ADCY1 ADCY2 CHRM4					ADCY1 ADCY5 CHRM4 DRD2 HRH3 PDE2A		ADCY1 ADCY2 CHRM4 DRD2 GRIK3 SSTR2	ADCY1 DRD2 HRH3 PDE2A			ADCY1 ADCY2 ADCY5 CHRM4				GRIK3 HRH3					ADCY5 CHRM4 PDE2A		
GO_ADENYL_NUCLEOTIDE_BINDING		ACBD7 AK5 AKT3 ATP8B2 BRSK2 CAMKV CLCN4 KIF5A MAP3K12 PRKCG PRKCH ROS1 STARD9 TTLL7	ABCA9 ABCC8 ACSL6 ADCY1 AKT3 BRSK2 CACNA1B CAMK2B CENPE CSF1R CTPS1 DGKB ENTPD1 EPHA4 KIF1A KIF5A KSR2 MAPK12 MSH5 PAK3 PRKCG STK33 SYN1 TTBK1 TTLL6 UBE2QL1	ABCA9 ABCC8 ADCY1 ADCY5 AK5 ATP6V1B1 BRSK2 CAMK2B CSF1R DGKB FLT1 GCK HCN4 KCNJ11 KSR2 MAPK4 NEK10 PAK3 RTEL1 SBK1 TTBK1 TTLL6 WNK2	ABCA9 ABCC8 ADCY1 ADCY5 AK5 ATP1A3 ATP6V1B1 ATP8B2 BRSK2 CAMK2B CLCN4 CSF1R DGKB EPHB3 GCK HSPA12A KCNJ11 KIF19 KSR2 MAPK4 RTEL1 SBK1 TTLL6 WNK2							CLCN4 DGKB ENTPD1 IQCA1	ACSS3 ATP1A3 ATP6V1B1 BRSK1 BRSK2 CIT CNGA4 CSF1R CTPS1 EPHA4 HSPA12A INSRR KCNJ11 KIF19 KSR2 MSH5 PDE2A PRKCG PRKD1 RAPGEF4 STARD9 SYN1 TTBK1 TTLL7 WNK3		ABCC8 ACSL6 ACSS3 AK5 ATP6V1B1 ATP8B2 CACNA1B CAMK2B CAMKV CENPE CIT CTPS1 DGKB DNAH11 ENTPD1 EPHA4 EPHA8 EPHB3 FLT1 GCK HCN4 HSPA12A KIF5A KIF5C KSR2 MSH5 NEK10 PDE2A PRKCG RET ROS1 RTEL1 SBK1 STARD9 SYN1 TTLL6 WNK2 WNK3	ABCC8 ACSL6 ACSS3 ADCY1 ADCY2 ADCY5 AK5 AKT3 ATP1A3 BRSK1 BRSK2 CNGA4 CSF1R DNAH11 ENTPD1 EPHA8 GCK HCN4 KIF19 KIF5A KSR2 MAP3K12 MAPK12 NAV3 PDE2A PRKCG PRKCH RAPGEF4 RET ROS1 RTEL1 STARD9 SYN1 TTLL6 WNK2 WNK3	ABCA9 ADCY1 ADCY5 ATP1A3 ATP8B2 BRSK2 CIT DGKB DNAH11 ENTPD1 EPHA4 EPHB3 FLT1 HCN4 HSPA12A KIF5A KSR2 MAP3K12 MAPK10 MAPK12 MAPK4 MSH5 NEK10 RTEL1 SBK1 STARD9 STK31 STK33 TTBK1 TTLL7 UBE2QL1 WNK2	ABCA9 ACSL6 ADCY5 CIT DNAH11 EPHA4 FLT1 KSR2 MAP3K12 NEK10 PRKCH SBK1 STK31 TTBK1 TTLL6 TTLL7 WNK2	ABCA9 ADCY1 ADCY5 AK5 ATP8B2 CSF1R DGKB DNAH11 FLT1 GCK KSR2 MAP3K12 NAIP NAV3 NEK10 PRKCH PRKD1 ROS1 STARD9 STK31 STK33 TTLL6 TTLL7 WNK2	ABCA9 ABCC8 ACSL6 ADCY1 ADCY2 ADCY5 AKT3 ATP1A3 ATP8B2 BRSK1 CAMKV CENPE CIT CLCN4 CNGA4 CSF1R CTPS1 DGKB EPHA4 FLT1 GCK HSPA12A KIF5A KIF5C KSR2 MAPK10 PDE2A PRKCH STK31 STK33 TTBK1 TTLL6 TTLL7 UBE2QL1 WNK2 WNK3		ACBD7 BRSK1 HSPA12A MAP3K12 MSH5 PRKCG PRKCH STARD9 SYN1 WNK3					ACSS3 ADCY1 BRSK2 CENPE EPHA8 MAP3K12 MAPK12 NAIP NAV3 PRKCG TTLL6	CACNA1B DNAH11 ENTPD1 IQCA1 NAIP NAV3 PRKCH PRKD1 ROS1 STARD9 STK31 UBE2QL1 WNK2	ABCA9 ACSS3 ADCY1 ADCY2 ADCY5 AK5 AKT3 BRSK1 CNGA4 CSF1R DGKB EPHB3 HCN4 INSRR KIF5A KSR2 MAP3K12 MSH5 NAV3 NEK10 PDE2A RAPGEF4 ROS1 STK33 TTBK1 TTLL7				ABCC8 ACSL6 ADCY2 ADCY5 AK5 AKT3 CACNA1B CENPE CNGA4 DNAH11 EPHA4 EPHB3 FLT1 GCK KIF5A KIF5C KSR2 MSH5 NAV3 NEK10 PAK3 RAPGEF4 STARD9 STK31 SYN1 TTLL7 UBE2QL1	ABCA9 ABCC8 ACBD7 ACSL6 ADCY1 ADCY2 AKT3 ATP1A3 ATP8B2 BRSK2 CAMK2B CENPE CIT CNGA4 CTPS1 DGKB DNAH11 EPHA4 EPHB3 HCN4 HSPA12A KIF5A KSR2 MAP3K12 MSH5 NAIP NAV3 NEK10 PRKCH RAPGEF4 SBK1 STARD9 STK31 SYN1 TTBK1 TTLL6 TTLL7 WNK2		ACBD7 ACSL6 ACSS3 ADCY1 ADCY2 ADCY5 AKT3 ATP6V1B1 BRSK1 BRSK2 CLCN4 CNGA4 CSF1R DNAH11 EPHB3 FLT1 GCK INSRR KCNJ11 KIF5A NEK10 PDE2A PRKCH RAPGEF4 ROS1 RTEL1 SBK1 STARD9 STK31 SYN1 TTLL6 TTLL7 WNK2	ABCA9 ACBD7 ADCY1 AKT3 ATP1A3 ATP6V1B1 ATP8B2 CENPE CIT CLCN4 CNGA4 DNAH11 EPHA4 EPHB3 FLT1 GCK HCN4 HSPA12A INSRR KCNJ11 KIF5A KSR2 MAP3K12 MAPK10 MSH5 NAV3 PAK3 PDE2A RAPGEF4 ROS1 SBK1 STK31 STK33 SYN1 TTBK1 TTLL6 TTLL7 WNK2		ABCC8 ACSL6 ADCY2 ATP8B2 CAMK2B FLT1 GCK HSPA12A INSRR KCNJ11 KIF19 KIF5A NEK10 PDE2A RAPGEF4 RET STARD9 TTLL7	ACSL6 ADCY2 ADCY5 ATP8B2 CIT KIT KSR2 MAP3K12 MAPK10 NAIP NAV3 NEK10 RET STARD9 STK31	ABCC8 ACSL6 ADCY5 AK5 AKT3 ATP1A3 ATP6V1B1 ATP8B2 BRSK2 CAMK2B CAMKV CIT CSF1R CTPS1 DGKB DNAH11 ENTPD1 EPHA4 EPHB3 FLT1 IQCA1 KIF19 KIT KSR2 MAP3K12 MAPK10 MAPK4 NAIP NAV3 NEK10 PAK3 ROS1 RTEL1 STK31 STK33 TTBK1 TTLL7	ADCY1 ATP8B2 BRSK1 CENPE EPHA4 HSPA12A IQCA1 KIF5A MAPK10 MSH5 NEK10 PRKCH STK31 TTBK1 WNK2			ABCA9 ACBD7 ACSL6 ACSS3 ADCY1 ADCY2 ADCY5 AKT3 ATP1A3 ATP6V1B1 ATP8B2 BRSK1 BRSK2 CACNA1B CAMK2B CIT CTPS1 DNAH11 EPHA4 EPHB3 HSPA12A INSRR KIF5A MAP3K12 MAPK10 MAPK12 MSH5 NAIP NAV3 PDE2A PRKCG PRKD1 RAPGEF4 ROS1 RTEL1 STARD9 STK31 STK33 TTBK1 TTLL6 TTLL7 WNK3	ABCA9 ACSL6 ADCY2 ADCY5 CACNA1B DGKB EPHA4 FLT1 KSR2 MSH5 NAV3 NEK10 PRKCH RAPGEF4 ROS1 STARD9 STK31 TTLL6	ADCY1 ADCY5 AK5 ATP8B2 BRSK2 CSF1R EPHB3 HCN4 KCNJ11 KIF1A MAPK10 MSH5 NEK10 RAPGEF4 STK31 TTBK1 TTLL7	ABCA9 ACBD7 ACSS3 ADCY5 AK5 AKT3 ATP1A3 ATP6V1B1 ATP8B2 BRSK2 DGKB FLT1 HCN4 KCNJ11 KIF19 KSR2 MAP3K12 MAPK10 NEK10 RAPGEF4 RET RTEL1 SBK1 STARD9 STK31 TTBK1 TTLL6 TTLL7	ABCA9 ACBD7 ACSS3 ADCY5 AK5 ATP1A3 BRSK1 BRSK2 CAMKV CIT CTPS1 DGKB ENTPD1 EPHA4 EPHA8 EPHB3 FLT1 HSPA12A KIF1A KSR2 MAPK10 MSH5 NAV3 NEK10 PDE2A PRKCH RTEL1 STK31 STK33 SYN1 TTBK1 TTLL6 WNK2		ABCA9 ACBD7 ADCY1 CENPE EPHB3 MAPK10 MSH5 NAIP NAV3 NEK10 TTLL6 WNK2	ACBD7 ADCY1 ADCY2 AK5 CIT CLCN4 CNGA4 DGKB DNAH11 EPHA8 FLT1 HSPA12A IQCA1 KIF5A MAPK10 PRKCH SBK1 STK31 STK33 TTLL6 WNK2	ATP6V1B1 KIT NAIP PRKD1	ACBD7 ACSL6 AK5 ATP1A3 BRSK2 CAMK2B CAMKV CLCN4 CNGA4 DGKB DNAH11 EPHA4 GCK HCN4 HSPA12A INSRR IQCA1 KCNJ11 KIF1A MAP3K12 MAPK12 MAPK4 NAV3 NEK10 PDE2A PRKCG PRKCH RAPGEF4 RET ROS1 STK33 TTLL6 TTLL7 WNK2			ABCA9 ACSL6 ADCY1 ADCY5 AK5 AKT3 ATP1A3 ATP8B2 BRSK2 CACNA1B CENPE CIT CNGA4 DGKB DNAH11 ENTPD1 EPHA4 FLT1 GCK HSPA12A KIF5A KSR2 MAPK10 MSH5 NAIP NEK10 PDE2A PRKCG PRKCH RAPGEF4 ROS1 RTEL1 STARD9 STK31 STK33 TTBK1 TTLL6 TTLL7	ABCA9 ABCC8 ACBD7 ACSS3 ADCY5 ATP1A3 ATP8B2 BRSK1 BRSK2 CACNA1B CAMK2B CAMKV CENPE CNGA4 CSF1R CTPS1 DGKB ENTPD1 EPHA4 EPHB3 HCN4 HSPA12A IQCA1 KCNJ11 KIF19 KIF5C KSR2 MAP3K12 MAPK10 MAPK12 MAPK4 MSH5 NEK10 PRKCG PRKCH RET ROS1 RTEL1 SBK1 STK33 SYN1 TTBK1 TTLL7 WNK2	ABCC8 ACBD7 ACSL6 ACSS3 ADCY1 ADCY2 AK5 AKT3 ATP1A3 ATP6V1B1 ATP8B2 BRSK1 BRSK2 CAMKV CENPE CIT CLCN4 CNGA4 CSF1R CTPS1 DGKB DNAH11 EPHB3 FLT1 HCN4 HSPA12A KIF19 KIF5A MAP3K12 MAPK10 MAPK12 MAPK4 MSH5 NAV3 RAPGEF4 RET ROS1 RTEL1 SBK1 STARD9 STK33 TTBK1 TTLL6 UBE2QL1 WNK2	ACSS3 ADCY1 AK5 AKT3 ATP6V1B1 CAMKV CENPE CIT CNGA4 ENTPD1 EPHA8 GCK HCN4 MAPK12 MSH5 NAIP NAV3 PDE2A RAPGEF4 RET RTEL1 STARD9 STK31 STK33 SYN1 TTLL6 TTLL7 WNK3		ATP1A3 BRSK2 CTPS1 EPHA4 KIF5A MAP3K12 PRKD1 RET	ABCA9 ADCY1 ADCY2 ADCY5 AK5 ATP1A3 ATP8B2 BRSK1 CNGA4 CSF1R CTPS1 DNAH11 EPHA4 EPHB3 FLT1 GCK HSPA12A INSRR KIF19 KIT KSR2 MAPK10 MAPK12 MAPK4 MSH5 NAV3 NEK10 PRKCG PRKCH PRKD1 RET RTEL1 SBK1 STARD9 SYN1 TTBK1 WNK2	ABCA9 ABCC8 ATP1A3 CAMK2B CENPE KIT MAP3K12 MAPK12 PRKCH TTBK1 WNK2	ADCY5 EPHA4 IQCA1 MAPK12 NAIP RTEL1 TTBK1			ABCA9 ACBD7 AK5 ATP1A3 CIT DGKB DNAH11 GCK KIF5A MAP3K12 MAPK10 NAIP NAV3 NEK10 RAPGEF4				ABCC8 ACSL6 ACSS3 ADCY5 AK5 ATP6V1B1 CAMK2B CENPE CIT CNGA4 CTPS1 DNAH11 ENTPD1 EPHA4 HCN4 KCNJ11 MAP3K12 MAPK12 MAPK4 MSH5 NAV3 PDE2A PRKCG RAPGEF4 RET RTEL1 STK33 SYN1 TTLL6 TTLL7 WNK3		ATP8B2 CLCN4 IQCA1 NAV3 PRKCH PRKD1 TTBK1
GO_ADHERENS_JUNCTION		DCHS1 IGSF21 SPTBN4			CDH22 DCHS1 DLL1 SPTBN4 SYNM								CDH22 CDHR3 EPHA4 LIN7A SPTBN4 SYNM WNK3	CDHR3 DCHS1 SPTBN4	CDH22 CDHR3 DCHS1 EPHA4 IGSF21 LIN7A SPTBN4 SYNM WNK3	CDHR3 DCHS1 DLL1 IGSF21 LIN7A PGM5 SPTBN4 SYNM WNK3		EPHA4 IGSF21 PGM5 SYNM		CDHR3 EPHA4 IGSF21 SPTBN4 WNK3						CDHR3 LIN7A		CDHR3 IGSF21 PGM5			PGM5 SPTBN4 SYNM		CDHR3 EPHA4 IGSF21 LIN7A PGM5 SPTBN4 SYNM			CDH22 CDHR3 DCHS1 DLL1 IGSF21 LIN7A PGM5	CDH22 CDHR3 DCHS1 DLL1 EPHA4 IGSF21 PGM5				CDH22 CDHR3 DCHS1 EPHA4 SPTBN4 SYNM	CDH22 DCHS1 EPHA4			CDHR3 EPHA4 IGSF21 SPTBN4 SYNM WNK3	DCHS1 EPHA4 IGSF21 PGM5 SPTBN4			DLL1 EPHA4 IGSF21 LIN7A PGM5 SPTBN4 SYNM			CDHR3 DCHS1 PGM5		CDH22 DLL1 EPHA4 IGSF21 LIN7A SPTBN4				DCHS1 EPHA4 LIN7A PGM5 SYNM	CDHR3 DCHS1 DLL1 IGSF21 LIN7A SPTBN4 SYNM	CDH22 CDHR3 IGSF21 LIN7A PGM5 SYNM WNK3			CDH22 CDHR3 DCHS1 DLL1 EPHA4 SYNM					CDH22 CDHR3 PGM5		CDHR3 DLL1 SPTBN4		CDH22 EPHA4 SYNM WNK3		
GO_ADHERENS_JUNCTION_ORGANIZATION			DCHS1 EPHA4 JAM3	CADM2 CDH22 DCHS1	CDH22 DCHS1								CADM2 CDH22 CDHR3 EPHA4	CADM2 CDHR3 DCHS1	CDH22 CDHR3 DCHS1 EPHA4 JAM3					CADM2 CDHR3 EPHA4						CADM2 CDHR3		CADM2 CDHR3	DCHS1 JAM3				CADM2 CDHR3 EPHA4 JAM3	CADM2 EPHA4 JAM3		CADM2 CDH22 CDHR3 DCHS1 JAM3	CADM2 CDH22 CDHR3 DCHS1 EPHA4 JAM3				CADM2 CDH22 CDHR3 DCHS1 EPHA4	CADM2 CDH22 DCHS1 EPHA4			CADM2 CDHR3 EPHA4	CADM2 DCHS1 EPHA4					CADM2 CDHR3	CDHR3 DCHS1		CDH22 EPHA4 JAM3				CADM2 DCHS1 EPHA4	CADM2 CDHR3 DCHS1 JAM3				CDH22 CDHR3 DCHS1 EPHA4 JAM3					CADM2 CDH22 CDHR3		CADM2 CDHR3				
GO_ADRENAL_GLAND_DEVELOPMENT																																		INSM1 MDK					INSM1 MDK		INSM1 MDK							ASCL1 MDK											INSM1 MDK															
GO_ADRENERGIC_RECEPTOR_BINDING			APLP1 UCHL1												APLP1 UCHL1	APLP1 UCHL1																															APLP1 UCHL1	APLP1 UCHL1									APLP1 UCHL1		APLP1 UCHL1				APLP1 UCHL1											
GO_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY																																				CHGA DRD2																					CHGA DRD2																	
