	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CBX2	CCDC17	CSRNP3	CXXC4	DACH1	DPF3	DZIP1	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HES6	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	LTF	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF117	ZNF382	ZNF492	ZNF514	ZNF519	ZNF788	ZNF846	ZNF853	ZNF883
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	1	1	1	1	1	1	1	0.005631223577231892	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0002962994295307997	1	1	1	1	1	1	1	1	1	1	1	0.007954388231250609	1	1	1	1	1	1	1	1	1	1	1	0.027449126061148132	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_JAK_STAT_SIGNALING_PATHWAY	1	1	1	1	1	0.02055898445755533	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03970737778426059	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01301644709702543	1	1	1	1	0.01301644709702543	1	1	1
KEGG_LEISHMANIA_INFECTION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01640495518747742	1	1	1	1	1	1	1	1	1	1	1	0.01728187252586011	1	1	1	1	1	1	1	1	1	1	1	0.05730670391745862	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	1	1	0.053813625339814264	1	1	1	1	0.030169682021184308	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03973581374988333	1	0.05142522159563068	1	1	0.08361919391759098	1	0.06178451646117056	0.06963614953781216	0.09610991853195239	1	1	1	0.01286591114187774	1	1	1	1	1	1	1	1	0.024995239654524104	1	1	1	1	1	0.07424151627207198	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_LONG_TERM_DEPRESSION	1	1	1	1	1	1	1	1	1	1	1	0.006528561104745867	1	0.006002024276221984	1	1	0.03998411433154492	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09867127741822457	1	1	1	1	1	1	1	1	0.0645330181913426	0.04684955710161842	1	0.09511212152498882	1	1	1	1	1	1	1	1	0.009460830727885505	1	1	1	1	1	0.06519625936859952	1	1	1	1	1	1	1	1	0.053106743948912016	1	1
KEGG_LONG_TERM_POTENTIATION	0.023705393399493735	1	1	1	1	1	1	0.011676288159384485	1	1	1	0.006528561104745867	1	1	1	1	0.03998411433154492	1	1	1	0.032347793629654675	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09867127741822457	1	1	1	1	0.05872689418761845	1	1	1	0.017534299759669025	0.008610108705376818	1	1	1	1	1	1	1	1	1	1	0.009460830727885505	0.011660792383742069	1	0.04633358335881255	1	1	0.01777451625584925	1	1	1	1	1	1	1	1	1	1	1
KEGG_MAPK_SIGNALING_PATHWAY	1	0.0009958314765317056	0.01979424973820132	1	0.030856988637017135	1	1	1	1	1	1	1	1	1	1	0.0038367896951500002	0.0013628301269350551	0.008160521915597019	0.006308620140707877	1	0.041529221204361755	1	1	1	1	1	1	0.02074954465732093	1	0.006960062338235762	1	1	1	0.004937785225963998	0.018257503436316824	1	1	0.0002337142583975771	1	1	0.006308620140707877	0.010564555545385823	1	1	1	0.0020176982849263725	0.012157701100527052	0.038797010751472794	0.0009598785431438328	1	0.02074954465732093	0.0033056693494071254	1	1	0.0057995183977195275	1	0.055535798535599534	0.00045172848062058346	0.0007548772395380432	0.062783428520369	0.00021746055561266964	1	0.0692656380661788	1	0.09046660717037447	1	1	1	0.06534842073311797	1	0.07693504755898695	1	1	0.016484120440051542	1
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	0.0032443818530356605	1	0.009269531562566824	1	1	0.0005775456711154536	1	1	1	1	0.0010062066115145152	1	1	1	7.081030994116055e-06	0.025427607032115662	1	0.07191756550377992	1	1	1	1	1	1	1	1	1	1	1	1	7.048182859092922e-05	1	1	0.09898832662614465	1	1	0.023900179042803615	0.026607471613691036	1	0.0002660169812976898	1	0.09545922541966956	1	0.02247196607209001	1	1	0.03324588162649522	0.02247196607209001	0.05701451729275908	0.05603240753397776	1	1	1	1	3.305909312967259e-07	1	0.007902435021680754	0.010630728403101974	1	0.07842313922414745	0.0834222324755649	1	1	1	1	1	1	0.0025710287583790015	1	1	1	1	0.003306183631060833	1	1
KEGG_MELANOGENESIS	1	1	1	0.0630988037767033	1	1	1	1	1	1	1	1	1	0.020923777531583587	1	1	1	1	1	1	0.09637895189524626	1	1	1	1	1	1	1	1	0.05219691307107743	1	1	1	1	1	1	1	1	1	0.04069949592699895	0.0014206055674726992	1	1	1	1	0.006222633144738476	1	1	1	1	1	1	1	1	1	1	1	1	0.047286333614013354	1	1	1	1	0.006339576237993638	1	0.006570745795545174	1	1	1	1	1	1	0.03434795090505827	1	1
KEGG_MELANOMA	1	0.06597231633062384	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09760602138145291	1	0.06523779677770403	1	1	1	1	1	1	1	0.06125593483468206	1	1	1	1	1	1	0.024481582844275485	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_MTOR_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0705565210055108	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	0.002232028718547774	1	1	0.09954813923418404	1	1	1	0.00039247056175428785	0.020587269734329672	1	0.014241225402771396	8.893703507217854e-05	1	1	1	0.0018079768993009004	0.004596867787529546	1	0.006960169947864414	1	0.04578226006737507	1	1	1	1	1	1	1	0.00048459699112279875	1	1	1	1	1	1	1	0.01992021379234843	0.026815842834405523	0.012550040071197643	0.0607631076273466	0.024208062635023286	0.028117949884773563	1	1	1	0.01526200135476885	1	1	0.010105895802050568	1	1	1	1	1	1	1	0.0006308509399778339	0.030028527985599518	0.0405553110281498	0.0131800482815978	0.01680758232270274	1	0.07236438301028181	0.035096941635404555	1	1	1	1	1	1	1	1	1	1	1
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	1	1	1	1	0.05330145796887009	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0784935426795188	0.08445727642616552	0.048905263991209647	1	1	1	0.019464239547717588	0.057701847887318136	1	1	1	0.08808373176571627	0.06405861167473048	1	1	1	1	1	1	0.03663959060720501	1	0.035477599034127505	1	1	0.056270570618431326	0.008490718288535648	1	1	1	1	1	1	1	1	1	1
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09145734442656062	1	1	1	1	1	1	1	1	1	1	0.07476400561346508	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02301855297548372	1	1	0.04840646658642478	1	1	1	1	1	1
KEGG_NOTCH_SIGNALING_PATHWAY	1	0.031402342556554275	1	1	0.015632226732711807	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07199481023035204	1	1	1	1	1	1	0.010214581064929784	0.014698512617167148	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.012667521919950464	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_OOCYTE_MEIOSIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.018070959423049482	1	1	1	1	1	1	1	1	1	1	1	1	0.0683559842544369	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03571925979412882	1	1	1	1	1	1	1	1	1	1	1	1	0.06978617233076334	1	1	1	1	0.09899359940049945	1	0.06824195085122442	1	1	1	1	1	1	1	1	1
KEGG_PANCREATIC_CANCER	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04915854567429201	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03907840471171142	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.015295845759283111	1	1	1	1	1	1	0.09379596157343961	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_PATHWAYS_IN_CANCER	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.017282821147508343	0.07994006636707607	1	1	1	1	1	1	0.06727418310453426	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09657130288762594	1	1	1	1	1	1	1	1	1	1	1
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05728580636132774	1	1	1	1	1	1	1	1	1	1	1	0.06076530622361209	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_PPAR_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02705012881248181	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09480126811482137	1	1	0.058535787294680564	1	1	1	1	1	1	1	0.026508523189346045	1	0.09000167760480948	1	1	1	1	1	1	1	1	1	0.03970754487766126	0.0443317552954533	1	1	0.01679306034371164	1	0.02808353063757618	1	1	1	1	1	1	1	1	1
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.004769754232037293	0.06422749471554923	1	1	0.01553312752474989	1	1	1	1	1	1	1	1	0.005512355804888958	1	1	1	1	1	1	1	1	1	1	1	1	1	0.044943964226677124	1	0.01012798268082904	1	1	1	1	1	1	0.03719656704909047	1	1	1	1	1	0.08404926263851897	1	1	1	1	0.03720634823558955	1	0.04113790783814952	1	1	1	1	0.03557712977833771	1	0.08426315214622193	1	1
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	1	1	1	1	1	1	1	1	1	1	1	1	1	0.023468711272288667	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04820181058414996	1	1	1	1	1	1	1	1	0.07310764317183993	1	1	1	1	0.0878886675894831	1	1	1	1	1	1	1	1	1	1	1
KEGG_PURINE_METABOLISM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0737324335576166	1	1	1	1	1	1	1	1	1	1	1	1	0.002126336169794074	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09888548035869094	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_RENAL_CELL_CARCINOMA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04915854567429201	1	1	1	1	1	0.032347793629654675	1	1	1	1	1	1	1	1	1	1	1	1	0.016826658614435885	1	1	1	0.03603494896819659	1	1	1	0.05872689418761845	1	1	1	1	1	1	0.09511212152498882	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.053106743948912016	1	1
KEGG_RENIN_ANGIOTENSIN_SYSTEM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0715835952146584	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0615865218121876	1	1	1	1	1	1
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02722803538508123	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.044586009049221276	1	1	1	0.04825659315012831	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_TASTE_TRANSDUCTION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.029394953129148194	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07124282739848165	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_TGF_BETA_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04201741967287975	1	1	1	1	1	1	1	1	1
KEGG_THYROID_CANCER	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05281002494694409	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_TIGHT_JUNCTION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0861424944270619	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05701117564801417	1	1	1	1	1	1	1	1	1
KEGG_TRYPTOPHAN_METABOLISM	1	1	1	0.005538565465554202	1	1	1	1	1	1	1	1	1	1	1	0.08271465113786192	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.035457648588348434	1	1	1	1	1	1	1	1	1	0.05066986606620949	1	1	1	1	1	1	0.02394045314799398	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04516465925651514	1	0.0844798759591503	1	1
KEGG_TYPE_II_DIABETES_MELLITUS	1	1	0.04938655826644123	0.0008308592713154317	0.0018624899054109356	1	1	1	1	1	1	1	1	1	9.180439528722051e-05	0.0012135631109770895	0.010761225008891206	0.05043441463768117	0.056515471778238124	1	1.4218322660797256e-05	1	1	1	1	1	1	1	1	0.058378424023612374	0.010214581064929784	1	1	5.709278421583974e-05	1	1	1	0.0013278755722764268	1	2.8037319557805418e-05	0.056515471778238124	0.002886504321371164	1	0.07099030880764501	1	0.0004907808435200556	0.016777418914361353	0.009504106561624925	0.03632915019250382	0.005782052589407893	1	0.04580734569066136	1	1	0.0020479708011260644	1	1	0.00021371017068294584	3.022138624797499e-06	0.05694932590273938	0.012667521919950464	1	1	1	1	1	1	1	0.0292134854813193	1	0.007355311516277996	1	1	1	1
KEGG_TYPE_I_DIABETES_MELLITUS	1	1	0.03953387458252178	1	0.08371857381541747	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.012401654945982332	1	1	1	1	1	0.0637035690911949	1	1	1	1	1	1	1	1	1	1	1	1	0.0876144391870245	1	0.0289143995767166	1	1	1	1	1	0.04994322189444089	1	1	1	0.05090629479737263	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09556676317846247	1	1
KEGG_TYROSINE_METABOLISM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.038769295616478905	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08415334584363476	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06137229827441315	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06754218085414276	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06305028898521581	1	1	1	1	1	1	1	1	1
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	1	1	1	1	1	1	1	1	1	1	1	0.01689953770514585	1	1	1	0.02872917346016679	0.019530975985082688	1	0.0025154688579279716	1	0.00016285468320487162	1	0.008874452028585611	1	1	1	1	1	0.02143681255089791	0.015576829207200826	0.0061727475534200105	0.010548236186497806	1	0.036778280192756085	1	1	0.0024100922079156595	0.08097369744552763	1	1	1	0.09347099381893809	1	1	1	0.012309268384988359	0.0003629521686472348	1	0.009057226516917316	1	1	0.05139411138369243	0.07746756609161676	1	1	1	1	0.00547256229408688	0.0018248874719666297	1	1	1	1	0.03896623921894693	1	1	1	1	1	1	1	1	0.0511854459639598	1	0.03911664879368226
KEGG_VEGF_SIGNALING_PATHWAY	1	0.07426587978906363	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03605291251024634	1	1	1	1	1	1	1	0.06076530622361209	1	1	1	1	1	0.08435904563011376	1	1	1	1	1	1	1	0.013585165409054745	1	1
KEGG_VIBRIO_CHOLERAE_INFECTION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03066753515599585	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05225999394999692	1	1	0.07213697235131111	1	1	1	1	0.028956669505632915	1	1	1	1	1	1	1	1	1	1	1	1	0.08782025192142073	1	1	1	1	1	0.046280305614154194	1	1	1	1	1	0.010780603496390984	1	1	1	1
KEGG_WNT_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07227965433230354	1	0.09450124941720783	1	0.018078061518311594	1	1	1	1	1	1	1	1	1	1	1	1	0.08663531412075431	1	1	1	1	1	1	1	1	1	0.007962322146659817	0.03941080499308214	1	1	1	0.01676884769265896	1	1	1	1	1	1	1	1	1	1	1	1	0.009450872914150366	1	1	1	1	1	1	1	1	1	1	1	0.00924243384520329	1	0.03674428274141306	1	1
NABA_BASEMENT_MEMBRANES	1	0.023265745443870833	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08613973049220647	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NABA_COLLAGENS	1	1	1	0.05967026237409856	0.08708222596767723	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05023856675309313	0.06414516177566387	0.006752293089322348	1	1	1	1	1	1	1	0.021529243905464623	1	1	0.004217446844793082	1	0.06732813227165424	0.04055843250073066	1	0.09765376401919057	1	1	1	1	0.06396859455731696	1	0.06324118510346222	1	1	1	0.06324118510346222	1	1	1	0.0406494173722316	0.055310736336090294	1	1	1	1	1	1	1	0.01008293886341971	1	1	0.002509763161791412	0.03186226311639251	1	1	1	0.025845000503853965	1	1	1	0.016104390144870417	1	1
NABA_CORE_MATRISOME	1	1	0.003466031069710662	1	0.003833244366969968	1	1	1	1	1	1	1	1	0.02459791160542968	1	0.0256013920515763	0.01306199538053121	0.00011693376685506518	0.0018719199336763026	0.00440665425643616	0.0009589769532853953	1	1	0.008477440507402512	1	1	0.05998058642290316	0.022837750064615747	0.013579868002140283	0.07989064962438441	1	0.053901296434399004	1	0.0008542130855615504	0.0003204814924979704	1	0.0015853558077218999	0.00033487034957524475	1	0.0028669793633600005	0.0004200220943825217	1.9462583079277174e-05	1	0.00024804300489478237	1	0.016500132724196592	0.09833698056291063	0.014471502012170623	1	0.02652380077893768	0.004425913161996697	0.015073855523188628	1	1	0.0009319033762648088	1	1	1	1	0.014203110906274796	0.0027048214371425683	1	1	0.007051929052069639	0.008113901821499181	0.020060416069609843	1	1	0.07118864426872296	1	1	1	0.018926716329374482	1	0.03854004857852189
NABA_ECM_AFFILIATED	1	1	1	1	1	1	1	0.06011894053919686	1	1	1	0.034957226929916874	1	1	0.05528741430258721	1	0.03793848060806637	1	1	1	1	1	1	1	1	1	1	1	1	0.0029699364492492553	1	1	1	1	1	0.00307652365234945	0.0646551304253411	0.013931189414657319	1	1	0.012854266683201776	1	1	1	1	0.03132272720582541	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04010724161078805	1	1	1	1	1	1	1	0.09364659311882129	0.07244174804604575	1	1	1	1	1	1
NABA_ECM_GLYCOPROTEINS	1	1	0.058078313129584336	1	0.006589630429458815	1	1	1	1	1	1	1	1	0.01644196774182516	1	0.06633247802770315	0.010467914992531635	0.002619070518871447	0.0054338862962431955	0.0374956407037228	0.02015289446849322	1	1	0.004387226283634638	0.08141765910417376	1	1	0.007325364385196043	1	1	1	1	1	0.009527536989802465	0.0072471912087676005	1	0.02614345271082652	0.0054572673132528005	1	0.0131264277578661	0.001127331052369951	0.0008652695163037238	1	0.010063731798043984	1	0.02660178520873646	1	1	1	0.03196057728952939	0.007325364385196043	1	1	1	0.0004297889514391917	1	1	1	1	1	0.01399965124030933	1	1	1	0.0363019973383375	0.006375981546963061	1	1	1	1	1	1	0.09016531140008588	1	0.09957007895959791
NABA_ECM_REGULATORS	1	1	0.024968009641006095	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06984076599927114	1	1	0.03785876796851406	0.09525610940090878	1	0.03357162832230032	1	1	1	1	1	0.034104314651480894	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09097573511953638	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NABA_MATRISOME	1	1	0.00011111825849197121	1	0.0023894283580000453	1	1	0.0020361803397322964	1	1	0.04049352110572724	1	1	0.06598104537176375	0.07374907684239318	0.008713742244780942	0.00776914584675692	0.004547439488401195	0.003934769079238176	1	0.029763333551442117	1	1	0.09758410502197079	0.002532876154106356	0.003748205390611159	1	0.046100088170609066	0.0364408840969378	0.02294862573914047	1	1	1	0.001153238122290845	1	0.029143004699863972	3.907754134990782e-05	5.4738348448157836e-05	1	4.1306254568884704e-05	2.3834329266558818e-05	0.0007734343885756889	1	0.0029619609147500947	1	0.0007336932885638747	1	0.028687461882123344	1	0.04346800429100239	1	0.01609208409041707	1	1	1	0.005947975077264744	0.04704647463478984	0.09440933630971737	1	0.0007232709917579516	0.0001623817120297577	1	1	0.004913185039715939	0.012508818159420843	0.013846866862071705	1	1	0.0296099186001465	1	1	1	1	1	1
NABA_MATRISOME_ASSOCIATED	1	1	0.0067537485618955895	1	0.07897782311849522	1	0.07204734125256951	0.0014854845123286609	1	1	0.05075259160451662	1	1	1	0.035636280125332265	0.07456125038934913	0.09954389692229981	1	1	1	1	0.05904413033868372	1	1	0.008458754220747378	0.003518069316204464	1	1	1	0.09577126740491682	1	1	1	0.08270502988326656	1	0.03882607872312771	0.004379021208645084	0.013676386773538995	1	0.003477267722069799	0.008231550108407037	1	1	1	1	0.011851637003130633	1	1	1	1	1	1	1	1	1	0.010925877137091367	1	1	1	0.013189060899802763	0.010667281660489247	1	1	0.09264402993051046	1	1	1	1	1	1	1	1	1	1	1
NABA_PROTEOGLYCANS	1	1	0.023207985356836325	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0032758182658394475	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.056708489004116513	0.06265982638507972	1	0.07367275294476694	1	0.03619371720565623	1	0.04197021596302364	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02700320197988304	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NABA_SECRETED_FACTORS	1	1	0.04022281267059802	1	1	1	0.0170003569149213	0.001121688140526489	1	1	0.026210917296440206	1	1	1	0.09637855600850376	1	1	1	0.022471300982429887	1	1	0.0635859545667502	1	1	0.0013014655923140328	0.000580293913980845	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07401480023268725	1	1	1	1	0.07067155022166338	1	1	1	1	1	1	1	1	1	1	0.007577257584935326	1	1	1	0.05681382833455584	0.01607189961150879	1	1	0.0705219075302509	1	1	0.05658486744680635	1	1	1	1	0.05658486744680635	1	1	1
PID_AJDISS_2PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03431851886037596	1	0.05311797351104963	0.05866589130217825	0.07467747686349169	1	1	1	1	1	1	1	1	0.025336005462027078	0.0074213058328092	1	1	1	1	1	1	1	1	1	1	1	0.07869985065524077	1	1	1	0.08477807988194086	0.01774792422923921	0.0736390252540059	0.006450180891710344	1	1	0.047577648924931326	1	1	1	1	1	0.011735704440893557	1	1	0.013614509732361668	1	1	0.08546574060286127	1	1	1	1	1	1	1	1	1	1	1
PID_ANGIOPOIETIN_RECEPTOR_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01874915076438044	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_AP1_PATHWAY	0.023705393399493735	1	1	1	1	1	1	0.011676288159384485	1	1	1	1	1	1	0.005370681235712715	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0155527770831696	0.06256497547705786	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05451458960820077	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
